,NDC1 (55706)
ACH-000004,-0.6170352486429078
ACH-000005,-0.7301670388964007
ACH-000007,-0.42576582946714026
ACH-000009,-0.6947056424350602
ACH-000011,-0.4283197194325339
ACH-000012,-0.3538441971900552
ACH-000013,-0.5843310540669159
ACH-000014,-0.7523131607100741
ACH-000015,-0.6398624844506802
ACH-000017,-0.5144420468046347
ACH-000018,-0.6566828881999739
ACH-000019,-0.6728465448792982
ACH-000021,-0.5341282907603302
ACH-000022,-0.24268024277247205
ACH-000025,-0.6733469554120652
ACH-000028,-0.6640313828096458
ACH-000030,-0.6053976119417054
ACH-000035,-0.8297592161214973
ACH-000036,-0.8655366893094607
ACH-000037,-0.7607498242380328
ACH-000039,-0.7602644584807041
ACH-000040,-0.6938651376724011
ACH-000041,-0.5049789468331802
ACH-000042,-0.4028319827340973
ACH-000045,-0.6332135613454044
ACH-000047,-0.6763235936814839
ACH-000052,-0.6888993406515613
ACH-000053,-0.2428760416120824
ACH-000054,-0.3132271156343852
ACH-000055,-0.6882498934025821
ACH-000060,-0.5360068393010192
ACH-000067,-0.8787608190253492
ACH-000070,-0.5356230840006864
ACH-000075,-0.5760852325938809
ACH-000078,-0.4655328299045684
ACH-000082,-0.6327089131701299
ACH-000085,-0.5310063243754114
ACH-000086,-0.4508041700929723
ACH-000087,-0.6413998005041783
ACH-000092,-0.530486735757857
ACH-000095,-0.5802389302847838
ACH-000097,-0.6773660642161291
ACH-000098,-0.8335341462026556
ACH-000099,-0.2267495443736173
ACH-000108,-0.8256275952089238
ACH-000113,-0.7114700656178806
ACH-000116,-0.6281557949074904
ACH-000118,-0.39638650332635134
ACH-000120,-1.0043682117686652
ACH-000123,-0.5239259304050958
ACH-000127,-0.9081652056107108
ACH-000128,-0.5275726951457588
ACH-000132,-0.3519605340492335
ACH-000133,-0.454115617766147
ACH-000137,-0.6502985672102005
ACH-000138,-0.7128602212939561
ACH-000142,-0.8613327869379617
ACH-000143,-0.30596880841457946
ACH-000146,-0.8352843108557281
ACH-000148,-0.5811051533077517
ACH-000150,-0.5363379103422654
ACH-000152,-0.7884708704114488
ACH-000153,-0.7587706276218803
ACH-000159,-0.8394025153008691
ACH-000160,-0.4099049093788691
ACH-000163,-0.6106489346984005
ACH-000167,-0.5612612712312437
ACH-000168,-0.8120305954309704
ACH-000169,-0.470499899127338
ACH-000178,-0.6343230652646465
ACH-000183,-0.8891898596648199
ACH-000188,-0.785059966970063
ACH-000189,-0.4621732638298629
ACH-000190,-0.4066166909343847
ACH-000198,-0.8423852480616895
ACH-000203,-0.3374710601742684
ACH-000204,-0.8192408520328293
ACH-000206,-0.5518762464074582
ACH-000207,-0.6254806189763298
ACH-000208,-0.7633541520264351
ACH-000210,-0.30069646520695026
ACH-000211,-0.7245171892537116
ACH-000215,-0.8578157943126068
ACH-000221,-0.5176480320551825
ACH-000222,-0.40989624670511604
ACH-000223,-0.3672218592461599
ACH-000226,-0.5536582805135419
ACH-000227,-0.3960527705502317
ACH-000228,-0.5470582099914494
ACH-000231,-0.4048873990727581
ACH-000232,-0.4399511799005569
ACH-000233,-0.1961119619799871
ACH-000234,-0.6003922764415728
ACH-000235,-0.5320027078986399
ACH-000237,-0.972925999283082
ACH-000238,-0.553273914602145
ACH-000242,-0.39801262352105216
ACH-000243,-0.4946013681022822
ACH-000244,-0.2421158945278616
ACH-000246,-0.5198551086367292
ACH-000248,-0.5410379352197665
ACH-000250,-0.2964602781981934
ACH-000251,-0.8481956649432778
ACH-000252,-0.5735634088624328
ACH-000253,-0.5685248277172832
ACH-000255,-0.8646302373531167
ACH-000256,-0.3764202107292056
ACH-000257,-0.4089275400073112
ACH-000258,-0.7344083393036176
ACH-000259,-0.4289027815500216
ACH-000260,-0.4588624396495302
ACH-000261,-0.6111950209852087
ACH-000262,-1.0030595147223054
ACH-000263,-0.6871873006296685
ACH-000264,-0.5296956990615048
ACH-000265,-0.5264263668874672
ACH-000266,-0.3964191285560171
ACH-000272,-0.6212213596930141
ACH-000274,-0.4493981389772902
ACH-000277,-0.3734886468577288
ACH-000278,-0.572215811660951
ACH-000279,-0.5088723557726816
ACH-000280,-0.5982586179200249
ACH-000281,-0.3576912272235508
ACH-000288,-0.6973034664501071
ACH-000291,-0.8960334834196528
ACH-000293,-0.44555240338762303
ACH-000294,-0.6839807890338101
ACH-000295,-0.8143949054026735
ACH-000296,-0.5209253433260984
ACH-000302,-0.4002309208502833
ACH-000304,-0.480058861947181
ACH-000307,-0.6972827261827835
ACH-000308,-0.8653195055688226
ACH-000310,-0.7289835706341274
ACH-000311,-0.8697183876333135
ACH-000312,-0.6217861077981934
ACH-000315,-0.9759771847075912
ACH-000316,-0.6935105548740989
ACH-000317,-0.7138138308587118
ACH-000318,-0.4594327115645832
ACH-000319,-0.8137297352238004
ACH-000320,-0.6263947584536672
ACH-000322,-0.7832818398094873
ACH-000323,-1.0102449576284471
ACH-000324,-0.7123365614913607
ACH-000329,-0.5027554765134764
ACH-000330,-0.6745294012891068
ACH-000331,-0.5188498696557982
ACH-000332,-0.5501455253284984
ACH-000334,-0.5132643239203061
ACH-000335,-0.898641150810076
ACH-000336,-0.4647299830206765
ACH-000337,-0.7762065456551414
ACH-000338,-0.4465126991170597
ACH-000339,-0.8285494598071506
ACH-000341,-0.4600995277796705
ACH-000348,-0.4990301654638549
ACH-000350,-0.4543114254106741
ACH-000352,-0.7372710290803597
ACH-000356,-0.6772878443598279
ACH-000361,-0.8201150027330552
ACH-000362,-0.5737973339944018
ACH-000363,-0.862652748596425
ACH-000364,-0.5617813941546824
ACH-000365,-0.6944071938146286
ACH-000366,-0.4624461196084613
ACH-000368,-0.7450987295451833
ACH-000374,-0.7919925587514616
ACH-000375,-0.7735691490824392
ACH-000376,-0.7995845132546047
ACH-000381,-0.8737338439227267
ACH-000383,-0.3054261150419141
ACH-000387,-0.6253015926026769
ACH-000389,-0.6061947620496276
ACH-000390,-0.4639605303262908
ACH-000393,-1.0247177712636473
ACH-000395,-0.2351872936925037
ACH-000396,-0.779561207906598
ACH-000397,-0.7258344556079791
ACH-000401,-0.7691502693291308
ACH-000402,-0.7312723487645629
ACH-000403,-0.5148008632108155
ACH-000404,-0.2172282832408857
ACH-000406,-0.8211517723358169
ACH-000407,-0.7108204556368083
ACH-000408,-0.7904885127881071
ACH-000410,-0.49748336889684497
ACH-000411,-0.5737354000401401
ACH-000414,-0.48921060366277097
ACH-000415,-0.6094109041673894
ACH-000416,-0.4687695347555701
ACH-000420,-0.38021079669121705
ACH-000421,-0.4979710627713701
ACH-000424,-0.826525821079178
ACH-000425,-0.6589423788200551
ACH-000426,-1.059327906970074
ACH-000427,-0.7457469406222645
ACH-000433,-0.789782772227644
ACH-000435,-0.5425386219610344
ACH-000436,-0.6941430032601651
ACH-000444,-0.8370976182872837
ACH-000445,-0.6248616548108199
ACH-000448,-0.7445348134185813
ACH-000450,-0.4837813022029203
ACH-000452,-0.4399375067197566
ACH-000454,-0.44244281241956224
ACH-000458,-0.5894746547651393
ACH-000459,-0.6817447149877199
ACH-000460,-0.4337152109880536
ACH-000461,-0.4914055575471606
ACH-000463,-0.5085206537118504
ACH-000464,-0.910692730852648
ACH-000466,-0.2329425303218985
ACH-000467,-0.9102212187171014
ACH-000468,-0.5981680823070231
ACH-000469,-0.8309784452718879
ACH-000470,-0.40760216585344505
ACH-000471,-0.5443335071135761
ACH-000472,-0.4748520622345733
ACH-000473,-0.6399669825753034
ACH-000475,-0.3778519227370292
ACH-000476,-0.7814485931486392
ACH-000477,-0.2824603642961117
ACH-000479,-0.6211854195182249
ACH-000480,-0.6044412656425657
ACH-000481,-0.4483734952356638
ACH-000483,-0.4573131749058909
ACH-000484,-0.35493281063983095
ACH-000485,-0.4275983361945153
ACH-000486,-0.4199734573530541
ACH-000487,-0.2427466797062401
ACH-000488,-0.4392315610816494
ACH-000490,-0.5221478654458668
ACH-000491,-0.042576683546942336
ACH-000495,-0.9749674573949576
ACH-000496,-0.6449418902889956
ACH-000499,-0.46501828450022703
ACH-000500,-0.6199154007755822
ACH-000502,-0.7474259176986134
ACH-000503,-0.6689099722640081
ACH-000505,-0.4372224087700521
ACH-000507,-0.3677315970551949
ACH-000510,-0.6043317420858735
ACH-000511,-0.6472794010296122
ACH-000512,-0.8036025492021279
ACH-000516,-0.7457617343426896
ACH-000517,-0.3639521517143711
ACH-000518,-0.4518049215519605
ACH-000520,-0.670408647804807
ACH-000521,-0.4510712560023614
ACH-000522,-0.6993421395221531
ACH-000524,-0.3626746648455542
ACH-000527,-0.3650378715620246
ACH-000528,-0.5988473896969513
ACH-000537,-0.5855049889962549
ACH-000541,-0.7773210736491907
ACH-000542,-0.7801793907236323
ACH-000544,-0.9952679827980352
ACH-000545,-0.7717383991191255
ACH-000547,-0.4236181186084653
ACH-000548,-0.5599811830911193
ACH-000549,-0.4107910032564136
ACH-000550,-0.7920210471609671
ACH-000552,-0.7432989177131298
ACH-000556,-0.36091096690881935
ACH-000557,-0.3820091774415181
ACH-000569,-0.2445069766147721
ACH-000570,-0.7531004894997099
ACH-000571,-0.8571344875421795
ACH-000573,-0.491854026249246
ACH-000576,-0.7287388649009965
ACH-000579,-0.2704142150481368
ACH-000580,-0.5717485916836785
ACH-000584,-0.4867471436168733
ACH-000585,-0.5143541359732267
ACH-000588,-0.8739911835388267
ACH-000589,-0.5513280274449829
ACH-000591,-0.8156249504116758
ACH-000593,-0.3960635817425516
ACH-000600,-0.33855805744644873
ACH-000601,-0.5948570440553738
ACH-000605,-0.4818263456622478
ACH-000606,-0.7911575471605965
ACH-000608,-0.3911595115094366
ACH-000614,-0.6727315638612591
ACH-000616,-0.6113651950919601
ACH-000618,-0.5434361391026112
ACH-000619,-0.3801731614529348
ACH-000620,-0.4215435314714268
ACH-000621,-0.994361315491458
ACH-000622,-0.4294464087944632
ACH-000623,-0.6830031510728839
ACH-000624,-0.7139073571930658
ACH-000627,-0.919092901245552
ACH-000630,-0.8577364159758785
ACH-000631,-0.5610447676363851
ACH-000632,-0.5557999393447302
ACH-000633,-0.4660723396100556
ACH-000637,-0.6980164603053715
ACH-000638,-0.6026903212119527
ACH-000646,-0.18983134112674996
ACH-000647,-0.3636708362278726
ACH-000648,-0.4720063662234152
ACH-000649,-0.3873288080731513
ACH-000651,-0.3755205326047733
ACH-000652,-0.6666610218851703
ACH-000653,-0.5121491767553954
ACH-000657,-0.6297957833448329
ACH-000658,-0.8632523391343622
ACH-000661,-0.5161193350746033
ACH-000662,-0.6720392524344627
ACH-000663,-0.3777484833887404
ACH-000665,-0.6520033981003625
ACH-000671,-0.6372194455215346
ACH-000672,-0.6474053449925881
ACH-000673,-1.060332660363927
ACH-000676,-0.5030073856216711
ACH-000677,-0.6220031303249025
ACH-000681,-0.7592086216818321
ACH-000683,-0.5764127406548647
ACH-000684,-0.8431712918991314
ACH-000688,-0.8462547934460486
ACH-000693,-0.4835202078656665
ACH-000694,-0.4338843238055773
ACH-000695,-0.52393595281133
ACH-000696,-0.4790491533410122
ACH-000697,-0.6211873245914795
