,RALYL (138046)
ACH-000004,0.02101043774327133
ACH-000005,-0.1230674806597649
ACH-000007,-0.019048078814392518
ACH-000009,0.014260843137267115
ACH-000011,-0.02183628106756513
ACH-000012,-0.054483145297771984
ACH-000013,-0.06358694990197353
ACH-000014,-0.20753942104911688
ACH-000015,0.0031390322605378673
ACH-000017,-0.06633814827920939
ACH-000018,-0.017717429018079336
ACH-000019,-0.1722167474476496
ACH-000021,-0.03201115315924053
ACH-000022,-0.07691852748109933
ACH-000025,-0.10869346071152552
ACH-000028,0.01977299794574877
ACH-000030,-0.0862021387275174
ACH-000035,-0.12780727505947756
ACH-000036,0.024268965172500767
ACH-000037,-0.028899701113021505
ACH-000039,0.06468524497568247
ACH-000040,0.05064346317680693
ACH-000041,-0.12061557979386983
ACH-000042,-0.04629538048868617
ACH-000045,0.07964236819232398
ACH-000047,0.053742747074012574
ACH-000052,-0.01688308328553346
ACH-000053,-0.02154691787944098
ACH-000054,-0.028743478128456918
ACH-000055,-0.07604154717619688
ACH-000060,-0.14741983074326453
ACH-000067,-0.0512685196645623
ACH-000070,-0.15000635550014993
ACH-000075,-0.051352587676226635
ACH-000078,0.034584369175984564
ACH-000082,0.002937037259543159
ACH-000085,-0.003993398375599454
ACH-000086,-0.0029262821224535
ACH-000087,-0.02339560688678113
ACH-000092,-0.08809933440000706
ACH-000095,0.004718354486456651
ACH-000097,-0.0261566911788368
ACH-000098,-0.09873969324950443
ACH-000099,-0.0499606386482998
ACH-000108,-0.005667334936554972
ACH-000113,-0.0009539346120896904
ACH-000116,0.05088392339321875
ACH-000118,-0.08159685489256989
ACH-000120,-0.006243381849942975
ACH-000123,-0.08512168249338754
ACH-000127,-0.04655147290632045
ACH-000128,-0.0009970790591139467
ACH-000132,0.06066147276733747
ACH-000133,-0.09859320208157764
ACH-000137,0.05345335296128667
ACH-000138,0.004212718346074912
ACH-000142,-0.12399992613384235
ACH-000143,-0.0509422240895467
ACH-000146,-0.01265872964724385
ACH-000148,-0.0008277525543184753
ACH-000150,-0.11926494845827228
ACH-000152,-0.16915349978843275
ACH-000153,-0.03014056021532912
ACH-000159,-0.01160506248575827
ACH-000160,0.0030061563370856357
ACH-000163,-0.09141072164005368
ACH-000167,-0.2615106047883248
ACH-000168,-0.2154308264868015
ACH-000169,0.01869733802198315
ACH-000178,-0.07321628590436541
ACH-000183,0.01925996648808199
ACH-000188,0.0218820173052086
ACH-000189,-0.012610068683457605
ACH-000190,-0.042863172086294914
ACH-000198,-0.07230060230603255
ACH-000203,-0.18994601378444775
ACH-000204,-0.14981866409750996
ACH-000206,-0.06461503975046062
ACH-000207,-0.056776960716378375
ACH-000208,0.08678799758112611
ACH-000210,-0.5363277605924954
ACH-000211,-0.035772310860783266
ACH-000215,0.020051172116504524
ACH-000221,-0.02574904246471652
ACH-000222,0.0962665776729901
ACH-000223,0.05093842737358247
ACH-000226,-0.10211591677025487
ACH-000227,0.003302531080759419
ACH-000228,-0.0012802072378970144
ACH-000231,-0.0539429615770989
ACH-000232,-0.03584262139129238
ACH-000233,-0.082335321063545
ACH-000234,-0.145161022253733
ACH-000235,-0.05575621719129165
ACH-000237,0.07408238444279241
ACH-000238,-0.032307182355369564
ACH-000242,0.2954403071367054
ACH-000243,-0.08492277292055724
ACH-000244,0.21266757349415105
ACH-000246,-0.06279094626319381
ACH-000248,-0.22370967982924567
ACH-000250,-0.033062147613386016
ACH-000251,-0.03342485891480722
ACH-000252,-0.08204674374138111
ACH-000253,-0.046693422046738965
ACH-000255,-0.02059709285031993
ACH-000256,-0.1059578401613239
ACH-000257,-0.08557561479717121
ACH-000258,-0.1669547344020346
ACH-000259,-0.009376875756899244
ACH-000260,0.007943849535157567
ACH-000261,-0.02208910969972689
