,FEN1 (2237)
ACH-000004,-1.2922339544234254
ACH-000005,-1.2809876872428705
ACH-000007,-1.0255331033682764
ACH-000009,-0.7369493547596196
ACH-000011,-0.5956238183345796
ACH-000012,-0.9195092511477524
ACH-000013,-1.0034692779358736
ACH-000014,-0.7233131957590361
ACH-000015,-0.5338158005364175
ACH-000017,-0.6475982882692264
ACH-000018,-1.0825742828330789
ACH-000019,-0.7957149480249471
ACH-000021,-1.1394686531638178
ACH-000022,-0.5676126869130399
ACH-000025,-1.0560518808616282
ACH-000028,-0.8792036165869133
ACH-000030,-0.6597847865121937
ACH-000035,-0.7130793851229277
ACH-000036,-0.920120730707466
ACH-000037,-1.0251332648261595
ACH-000039,-1.0167965983347482
ACH-000040,-0.8906059272295942
ACH-000041,-1.1878848945356308
ACH-000042,-0.8147407630645677
ACH-000045,-0.7265186594791021
ACH-000047,-0.7603281229178093
ACH-000052,-1.0772949927434765
ACH-000053,-1.0920647736512192
ACH-000054,-0.34811703985442416
ACH-000055,-0.8119894007300809
ACH-000060,-1.013270030893268
ACH-000067,-1.0218359767473189
ACH-000070,-1.0345802562809128
ACH-000075,-0.9795843628994936
ACH-000078,-0.6856907644030461
ACH-000082,-0.8709618733012097
ACH-000085,-1.2957680552654145
ACH-000086,-0.7076093693723922
ACH-000087,-1.3839376111712205
ACH-000092,-1.2314303379927694
ACH-000095,-0.4970085065326651
ACH-000097,-1.080050138733799
ACH-000098,-1.009635865921015
ACH-000099,-0.7520379666229475
ACH-000108,-1.1644763851546296
ACH-000113,-0.8068879920231625
ACH-000116,-0.5906991764359033
ACH-000118,-0.9781749578587886
ACH-000120,-0.7596382013492256
ACH-000123,-0.7738790382036282
ACH-000127,-1.0849257373793704
ACH-000128,-0.8372916189376123
ACH-000132,-1.1566284231250628
ACH-000133,-1.3099854522396366
ACH-000137,-0.6790408414532934
ACH-000138,-1.1778640012554125
ACH-000142,-0.8932227936060562
ACH-000143,-0.866201966377576
ACH-000146,-1.1401180032520533
ACH-000148,-1.2137068692128197
ACH-000150,-1.0716207899979011
ACH-000152,-1.0608968217766852
ACH-000153,-1.358893887648032
ACH-000159,-0.6102466918490509
ACH-000160,-1.4200239885323134
ACH-000163,-1.1747361590951784
ACH-000167,-0.9744387714495508
ACH-000168,-1.1388306736922953
ACH-000169,-0.8918772041576409
ACH-000178,-1.1720205303025129
ACH-000183,-0.9536007390650844
ACH-000188,-1.1595046706610228
ACH-000189,-1.0461691791068817
ACH-000190,-1.1556100044470297
ACH-000198,-0.6337563734365524
ACH-000203,-0.8317483108861333
ACH-000204,-0.4720552428549864
ACH-000206,-1.2836152555666431
ACH-000207,-1.0934069844283534
ACH-000208,-1.106503340270424
ACH-000210,-1.0812624866146892
ACH-000211,-0.8062653761651729
ACH-000215,-1.1813206687573754
ACH-000221,-0.7329131084330123
ACH-000222,-0.920410720300483
ACH-000223,-1.011832128747319
ACH-000226,-0.9197110633282812
ACH-000227,-0.8542088004515903
ACH-000228,-1.2503756863260338
ACH-000231,-1.336551992734221
ACH-000232,-1.208621410982614
ACH-000233,-1.2261499208473576
ACH-000234,-0.6324733913357874
ACH-000235,-0.6721061707697299
ACH-000237,-0.9949011005813689
ACH-000238,-0.8854624345039199
ACH-000242,-0.7009935540416703
ACH-000243,-1.0875115938004174
ACH-000244,-0.9427240015600452
ACH-000246,-0.8722231271870224
ACH-000248,-0.49976053591711794
ACH-000250,-0.8842979130861179
ACH-000251,-1.1287675680592346
ACH-000252,-1.002426017010085
ACH-000253,-0.7837324380530893
ACH-000255,-1.1149816740547256
ACH-000256,-0.7076458899791229
ACH-000257,-0.835650986881505
ACH-000258,-0.8102964312522158
ACH-000259,-0.8330966749346274
ACH-000260,-0.7540787823831064
ACH-000261,-0.5770090567330063
ACH-000262,-0.7766433917895551
ACH-000263,-0.5171921486996209
ACH-000264,-0.4616572668575893
ACH-000265,-0.9099947701248381
ACH-000266,-0.4150034190436511
ACH-000272,-0.6730156976650267
ACH-000274,-0.3713477501114683
ACH-000277,-0.8170484134957622
ACH-000278,-1.1224258864608578
ACH-000279,-1.208162471430908
ACH-000280,-0.8665740827492443
ACH-000281,-0.7060693904150255
ACH-000288,-0.6965836565534694
ACH-000291,-0.8531980210212428
ACH-000293,-0.7409448073012032
ACH-000294,-1.1013940234351962
ACH-000295,-0.8314867610088263
ACH-000296,-0.7934267078498102
ACH-000302,-0.5148011251643816
ACH-000304,-0.8211468951699233
ACH-000307,-0.698320141201142
ACH-000308,-0.7386531067235025
ACH-000310,-0.5513562099873486
ACH-000311,-0.6217499220226925
ACH-000312,-0.5106126949077576
ACH-000315,-0.8874704607784664
ACH-000316,-0.8669748974845348
ACH-000317,-1.1476688989405743
ACH-000318,-0.8397553219207379
ACH-000319,-0.7034376016371584
ACH-000320,-0.788256251012765
ACH-000322,-0.9450364559165616
ACH-000323,-1.0032445206451193
ACH-000324,-0.9733351325819559
ACH-000329,-1.1176217959506891
ACH-000330,-0.760050747447825
ACH-000331,-1.0700500559937862
ACH-000332,-1.3465219796786616
ACH-000334,-0.7040809965076759
ACH-000335,-1.1389231545877565
ACH-000336,-0.6264839966386223
ACH-000337,-1.0995270347258173
ACH-000338,-0.7304465872009329
ACH-000339,-0.9097262222599016
ACH-000341,-0.7154650970667429
ACH-000348,-0.9651485780305228
ACH-000350,-0.539623692159975
ACH-000352,-1.1489472010296145
ACH-000356,-0.909601608354713
ACH-000361,-0.9160419012420912
ACH-000362,-0.9453876880100229
ACH-000363,-0.6484674434608976
ACH-000364,-1.021191710246139
ACH-000365,-1.1576217794187436
ACH-000366,-0.8025669004378386
ACH-000368,-1.0834061335812049
ACH-000374,-0.6321360057690073
ACH-000375,-1.1135061227090923
ACH-000376,-1.3902235547744128
ACH-000381,-1.0011140800098521
ACH-000383,-0.47845310665212804
ACH-000387,-0.8144625134815761
ACH-000389,-1.1053166968032335
ACH-000390,-0.7028299595966137
ACH-000393,-0.3834522280006085
ACH-000395,-0.6846670874978019
ACH-000396,-1.1946691211005334
ACH-000397,-0.7950973307335217
ACH-000401,-1.0954730985062393
ACH-000402,-0.7303790423269527
ACH-000403,-0.7086080742454937
ACH-000404,-0.7176466913633165
ACH-000406,-0.9031869427862552
ACH-000407,-1.0147965233168197
ACH-000408,-1.0827822383125874
ACH-000410,-1.2704718730244329
ACH-000411,-1.0171322569433487
ACH-000414,-0.7009259715535928
ACH-000415,-1.2305895585134086
ACH-000416,-0.5457258289297856
ACH-000420,-0.4869814428487974
ACH-000421,-0.7688429221237135
ACH-000424,-1.0918499259711487
ACH-000425,-0.9969701015867992
ACH-000426,-0.38888061228169146
ACH-000427,-0.6078727774585438
ACH-000433,-0.8670734842935287
ACH-000435,-0.530938090620426
ACH-000436,-0.5712190958012593
ACH-000444,-0.9026613561141472
ACH-000445,-0.3977458307226354
ACH-000448,-0.6777125883151526
ACH-000450,-1.005559249409821
ACH-000452,-1.007271954894565
ACH-000454,-0.528458959315697
ACH-000458,-1.0831152719725827
ACH-000459,-1.0437620555605407
ACH-000460,-0.4454184307633484
ACH-000461,-0.8887602138238128
ACH-000463,-0.7724369685825777
ACH-000464,-0.8467830128756606
ACH-000466,-0.8730765471166806
ACH-000467,-1.0765061965738434
ACH-000468,-0.8905142592470039
ACH-000469,-1.190794974707972
ACH-000470,-1.2550271397277917
ACH-000471,-0.44462180739547547
ACH-000472,-0.3122924547399759
ACH-000473,-0.5809150630391993
ACH-000475,-0.342498929565795
ACH-000476,-0.2709139877283441
ACH-000477,-0.8308488207045124
ACH-000479,-0.929010702495738
ACH-000480,-1.0146454422316329
ACH-000481,-1.0054113201746848
ACH-000483,-0.8873955970876993
ACH-000484,-0.8785539017635674
ACH-000485,-0.7371573154416509
ACH-000486,-1.058556523669259
ACH-000487,-0.61753963933548
ACH-000488,-0.8931277878767143
ACH-000490,-0.8534020676518214
ACH-000491,-0.7425868328305676
ACH-000495,-0.8342045954759559
ACH-000496,-1.3016581235219986
ACH-000499,-1.2724269141591302
ACH-000500,-0.7952327722269584
ACH-000502,-1.1633720158728034
ACH-000503,-1.1279966629689784
ACH-000505,-0.6903463632021928
ACH-000507,-0.9687439750831202
ACH-000510,-0.9708669070204456
ACH-000511,-1.0989411096645607
ACH-000512,-1.0704625328594062
ACH-000516,-1.2831613417437209
ACH-000517,-1.1233697863773562
ACH-000518,-0.9700079033246164
ACH-000520,-1.037502000363734
ACH-000521,-0.8038177035374722
ACH-000522,-1.1999749827114452
ACH-000524,-0.5728966040511104
ACH-000527,-1.1450408282584468
ACH-000528,-0.4935470678539409
ACH-000537,-0.4526862186683259
ACH-000541,-0.4761782492557434
ACH-000542,-1.1594920893984977
ACH-000544,-1.1670333997494808
ACH-000545,-1.2068254222517278
ACH-000547,-0.8281426828270207
ACH-000548,-0.9715451841277416
ACH-000549,-1.0058684644749936
ACH-000550,-0.6847939269706024
ACH-000552,-0.8400201549990691
ACH-000556,-0.5252911294768045
ACH-000557,-0.42097445850037135
ACH-000569,-0.6508966669776091
ACH-000570,-1.1191212107106914
ACH-000571,-0.5177562339599067
ACH-000573,-1.0657590356827338
ACH-000576,-0.6429326468618479
ACH-000579,-0.4599765685348533
ACH-000580,-0.5993734470961157
ACH-000584,-1.3061127071804202
ACH-000585,-0.4017626525846754
ACH-000588,-1.0522823040097946
ACH-000589,-0.8159160118312373
ACH-000591,-1.0855183613537651
ACH-000593,-0.6596465566162736
ACH-000600,-1.2175958652759802
ACH-000601,-0.5470963578183092
ACH-000605,-0.5842352893737167
ACH-000606,-1.1044473072136
ACH-000608,-0.5825932360054848
ACH-000614,-0.8683417716452796
ACH-000616,-0.7290931508164317
ACH-000618,-0.9131109330212284
ACH-000619,-0.8138772500607844
ACH-000620,-0.5238107551695851
ACH-000621,-1.430802111357038
ACH-000622,-0.623956099809801
ACH-000623,-1.3489416304513346
ACH-000624,-0.9038997909003392
ACH-000627,-1.2263513380449176
ACH-000630,-0.8494135133724882
ACH-000631,-1.004820342193047
ACH-000632,-1.3325271932992533
ACH-000633,-0.6040600992941697
ACH-000637,-1.00673326482401
ACH-000638,-0.9989709086996368
ACH-000646,-0.5500879167892527
ACH-000647,-0.6847929559749665
ACH-000648,-0.7814187357553464
ACH-000649,-1.231024619189812
ACH-000651,-0.7944904949838616
ACH-000652,-1.1091696270272673
ACH-000653,-0.9681986830910592
ACH-000657,-0.7527686208045008
ACH-000658,-0.9056346038259829
ACH-000661,-0.9796973615239672
ACH-000662,-1.0464131876848946
ACH-000663,-0.7723968383158553
ACH-000665,-1.0353635185959391
ACH-000671,-0.6187244257885468
ACH-000672,-0.9481604749172132
ACH-000673,-1.1397741046254588
ACH-000676,-1.1585782447014432
ACH-000677,-0.5797102942869967
ACH-000681,-0.9864912989017048
