,SPG11 (80208)
ACH-000004,-0.13021317226776222
ACH-000005,0.0010815305223527767
ACH-000007,-0.2211263553097428
ACH-000009,-0.1655308269229739
ACH-000011,-0.09027381007087833
ACH-000012,-0.21637043250838947
ACH-000013,-0.04113716790774268
ACH-000014,-0.09663260387788544
ACH-000015,-0.011592395775482172
ACH-000017,-0.20723343340336767
ACH-000018,0.08493744128545852
ACH-000019,0.05602271722762838
ACH-000021,0.025008619956699438
ACH-000022,-0.01163689331860612
ACH-000025,-0.15331763822105549
ACH-000028,0.03295507657231785
ACH-000030,0.03331310202307892
ACH-000035,-0.07113017447482292
ACH-000036,0.059091413815766936
ACH-000037,-0.08592381227024462
ACH-000039,-0.060741756611213976
ACH-000040,0.1127603683244543
ACH-000041,0.11356267632748206
ACH-000042,-0.051678859039702575
ACH-000045,0.10031036460640227
ACH-000047,-0.08194424072961659
ACH-000052,-0.018022985654115267
ACH-000053,-0.04943862878081516
ACH-000054,-0.1149826014416522
ACH-000055,-0.024812006941838192
ACH-000060,-0.03174654012397582
ACH-000067,-0.08749671368283304
ACH-000070,-0.14665280726876082
ACH-000075,-0.041678409684231914
ACH-000078,-0.032154381932182056
ACH-000082,-0.14775703788399702
ACH-000085,-0.16092792403446055
ACH-000086,-0.07116668976352787
ACH-000087,-0.046458140273201866
ACH-000092,-0.016188689108905783
ACH-000095,-0.0962036881377269
ACH-000097,-0.1099915264732541
ACH-000098,0.11907932313201475
ACH-000099,-0.05904020881507276
ACH-000108,0.0766623684059594
ACH-000113,-0.12011260476871942
ACH-000116,-0.0802862109313957
ACH-000118,0.0107448087521278
ACH-000120,0.058279807788900725
ACH-000123,-0.061271418020095475
ACH-000127,0.026346749211648784
ACH-000128,-0.127671517795011
ACH-000132,0.0029178260280656536
ACH-000133,0.058671250189194925
ACH-000137,-0.21004108444828232
ACH-000138,0.010564026379412268
ACH-000142,-0.021526225175455202
ACH-000143,-0.12110794069056315
ACH-000146,-0.034612834758730615
ACH-000148,-0.041284682943770544
ACH-000150,0.1817959607204048
ACH-000152,-0.09630547593853037
ACH-000153,-0.12387976366836165
ACH-000159,-0.0572153853396371
ACH-000160,-0.12763113014029412
ACH-000163,-0.05410150227046345
ACH-000167,-0.4635271802248127
