,IDH3B (3420)
ACH-000004,-0.09163229052900304
ACH-000005,0.1544513011461677
ACH-000007,0.09225397915603738
ACH-000009,0.15620842473619356
ACH-000011,0.03048984332666581
ACH-000012,0.1745432646647349
ACH-000013,0.10661659735789077
ACH-000014,-0.021458173656911498
ACH-000015,0.17284452436134806
ACH-000017,0.16534575389630912
ACH-000018,0.10390447164931063
ACH-000019,0.323876877593104
ACH-000021,0.07752556255768188
ACH-000022,0.036016060291035094
ACH-000025,0.25414023870173424
ACH-000028,0.07410040478732502
ACH-000030,0.08357089872336844
ACH-000035,0.2286635755073558
ACH-000036,-0.028050244510329232
ACH-000037,0.000283704930835149
ACH-000039,0.1229878396888496
ACH-000040,-0.08343391750317065
ACH-000041,-0.07662684084728215
ACH-000042,-0.11703211128127225
ACH-000045,0.1347083912961538
ACH-000047,0.03363799862957241
ACH-000052,0.059775281765222864
ACH-000053,0.07000694871004923
ACH-000054,0.08625972935792807
ACH-000055,0.3467285907068255
ACH-000060,-0.018625659359356467
ACH-000067,0.10685789525198597
ACH-000070,0.10406343757981502
ACH-000075,0.21013176204607525
ACH-000078,0.06394870735761336
ACH-000082,0.1976917680917789
ACH-000085,0.03789233551153348
ACH-000086,0.2049600741999812
ACH-000087,0.16752370193498295
ACH-000092,0.16643691501173466
ACH-000095,0.02782070633564673
ACH-000097,-0.0133977454415466
ACH-000098,0.15129722342985866
ACH-000099,0.045038198935472264
ACH-000108,0.14601828704002254
ACH-000113,0.23991357458650536
ACH-000116,0.0121159982247174
ACH-000118,-0.019439856238893646
ACH-000120,0.15542552261860088
ACH-000123,0.16472523550033807
ACH-000127,0.06070268579489944
ACH-000128,-0.11266723564120484
ACH-000132,0.1862310424339645
ACH-000133,0.013615759500594855
ACH-000137,0.11902841299069122
ACH-000138,0.20786983043170232
ACH-000142,0.18518190676713356
ACH-000143,0.04896473826534357
ACH-000146,0.06814791642774162
ACH-000148,0.2280636920099428
ACH-000150,0.07820914345921667
ACH-000152,0.040185199120079035
ACH-000153,0.076198948028342
ACH-000159,0.1801919083903589
ACH-000160,0.3846984415038063
ACH-000163,0.14639824571515542
ACH-000167,0.5222662160073508
ACH-000168,-0.05462389923957035
ACH-000169,0.08918676127127281
ACH-000178,0.0011186962750586338
ACH-000183,0.08717865691831261
ACH-000188,0.1678466064409484
ACH-000189,-0.12241034814900187
ACH-000190,0.5027968094548452
ACH-000198,0.09061969690667808
ACH-000203,-0.4672837109457847
ACH-000204,0.10324807272163906
ACH-000206,0.0608425135448699
ACH-000207,0.07364654239907674
ACH-000208,0.096550465452496
ACH-000210,0.24320917830195415
ACH-000211,0.18896485427875165
ACH-000215,0.2250313921522009
ACH-000221,0.2301747651568851
ACH-000222,0.017074633905683128
ACH-000223,0.0502399718719868
ACH-000226,0.19496499379257626
ACH-000227,0.1457185990876118
ACH-000228,0.1217397288523914
