,DNHD1 (144132)
ACH-000004,0.029040675087247867
ACH-000005,-0.06423529434968478
ACH-000007,0.010273759909657091
ACH-000009,0.00592792488380714
ACH-000011,-0.05112163110726328
ACH-000012,0.11214502953471928
ACH-000013,-0.0265028781119466
ACH-000014,-0.017756630103205818
ACH-000015,0.08238808980153534
ACH-000017,0.0023576660779712462
ACH-000018,0.00796042667003987
ACH-000019,-0.043521756045757344
ACH-000021,-0.08182612301592156
ACH-000022,-0.07220234846442154
ACH-000025,-0.042217831518612615
ACH-000028,0.020607213557781584
ACH-000030,-0.058573194026948265
ACH-000035,0.04200405038228379
ACH-000036,0.010802472671393986
ACH-000037,0.09173384706006336
ACH-000039,-0.08875353777822413
ACH-000040,-0.04745512744517947
ACH-000041,-0.06142254631472921
ACH-000042,-0.2045756988377822
ACH-000045,-0.1007206892320646
ACH-000047,0.06029651611814661
ACH-000052,0.14785760902479148
ACH-000053,-0.03165303860252643
ACH-000054,-0.2206906587709312
ACH-000055,0.013554217288405777
ACH-000060,-0.004464079018831568
ACH-000067,-0.008570734158078862
ACH-000070,0.04115372121245442
ACH-000075,0.106445927600789
ACH-000078,0.04153275011924743
ACH-000082,0.012541888235799327
ACH-000085,-0.004250171239509972
ACH-000086,-0.051822275102901126
ACH-000087,0.005091027063710047
ACH-000092,-0.003166445638663343
ACH-000095,0.04679561139468327
ACH-000097,-0.056894405047138816
ACH-000098,0.01429911091195824
ACH-000099,-0.07595559904957973
ACH-000108,-0.11113462148911486
ACH-000113,-0.034464422579463416
ACH-000116,0.017314904969955334
ACH-000118,-0.07633019041934795
ACH-000120,-0.034041605722703386
ACH-000123,-0.045586550069676136
ACH-000127,-0.02421994851816557
ACH-000128,0.239797977483273
ACH-000132,0.07647506754591624
ACH-000133,-0.01912249337286321
ACH-000137,-0.036413258483895726
ACH-000138,-0.12774574318529286
ACH-000142,-0.08604006062124096
ACH-000143,0.006399075651910093
ACH-000146,0.024343334048636454
ACH-000148,0.011453200945204205
ACH-000150,-0.007756879732115396
ACH-000152,0.09439037488785808
ACH-000153,0.011433858035395502
ACH-000159,-0.0964705249118973
ACH-000160,0.012413362165636368
ACH-000163,0.01989379661923536
ACH-000167,0.13672861597845773
ACH-000168,-0.1325611275972644
ACH-000169,0.02590624325279625
ACH-000178,-0.014876801100422075
ACH-000183,0.07184581288371912
ACH-000188,-0.0044016670749233685
ACH-000189,-0.13971301456381796
ACH-000190,0.003322539753457621
ACH-000198,-0.11256425801800124
ACH-000203,-0.3080864447004452
ACH-000204,-0.2289352494431577
ACH-000206,0.042067366740227166
ACH-000207,0.036755747995139226
ACH-000208,-0.012648903004830968
ACH-000210,0.39412416882304857
ACH-000211,0.01609902390301289
ACH-000215,-0.03719762187967337
ACH-000221,0.10361613589399207
ACH-000222,-0.26822968978689904
ACH-000223,-0.10228513005402644
ACH-000226,0.12127861279455855
ACH-000227,0.05060903324352183
ACH-000228,0.11030758264278002
ACH-000231,0.05090793987425759
ACH-000232,-0.03401298507072078
ACH-000233,0.017496622767183938
ACH-000234,0.12484724870469467
ACH-000235,-0.00013380208116704883
ACH-000237,-0.011081560492804546
ACH-000238,-0.11424828631806942
ACH-000242,-0.16476140122730076
ACH-000243,-0.02630253835747053
ACH-000244,0.09501698058699452
ACH-000246,0.0412909600783514
ACH-000248,0.15190923536538276
ACH-000250,0.008938223935539384
ACH-000251,0.03766743398168935
ACH-000252,-0.14814697955077974
ACH-000253,-0.14467265351562614
ACH-000255,0.041862800855115054
ACH-000256,-0.048490461181355464
ACH-000257,-0.1021269782570931
ACH-000258,0.05409256463112476
ACH-000259,0.05902903887347224
ACH-000260,-0.0038125775527283867
ACH-000261,-0.13709834088961656
ACH-000262,0.0018600319043209905
ACH-000263,-0.2324717328805518
ACH-000264,-0.03678395202342912
ACH-000265,-0.1865082121778047
ACH-000266,0.025531606795303398
ACH-000272,-0.0352635974894806
ACH-000274,-0.048906449346143945
ACH-000277,-0.04319960138447175
ACH-000278,-0.012834386013546098
ACH-000279,-0.024147240188963637
ACH-000280,-0.037110760075160426
ACH-000281,-0.1725061300725693
ACH-000288,-0.006823610870084372
ACH-000291,0.005786555488799866
ACH-000293,0.04177736342248122
ACH-000294,0.13499662321131392
ACH-000295,-0.1245407024253196
ACH-000296,-0.0070642200287664375
ACH-000302,-0.027793367535851814
ACH-000304,-0.2079603452213486
ACH-000307,-0.06285637472780327
ACH-000308,-0.03822554577839463
ACH-000310,0.06998990252680944
ACH-000311,-0.11475373168805528
ACH-000312,-0.07330896481920825
ACH-000315,-0.11366313433792613
ACH-000316,-0.1405776050779993
ACH-000317,-0.01876586098633461
ACH-000318,-0.04395049316202376
ACH-000319,-0.08754781589967138
ACH-000320,0.0018917946742841524
ACH-000322,-0.09981717116534576
ACH-000323,-0.10850728009122644
ACH-000324,-0.11410548464937605
ACH-000329,0.028552491023777164
ACH-000330,-0.07212230653907971
ACH-000331,0.040079281898149584
ACH-000332,-0.04438407545978048
ACH-000334,0.028882812718244725
ACH-000335,0.108401889154431
ACH-000336,0.08036736306551294
ACH-000337,0.26239083027871085
ACH-000338,-0.4453785413091641
ACH-000339,-0.027775853945862
ACH-000341,-0.021200236679180973
ACH-000348,-0.04896638522913674
ACH-000350,-0.08823171420841995
ACH-000352,0.03549385126236923
ACH-000356,0.015067132622529197
ACH-000361,-0.07775468234037991
ACH-000362,0.013065493211457429
ACH-000363,-0.09078515627611283
ACH-000364,-0.008896127894515972
ACH-000365,-0.030017175972586376
ACH-000366,-0.12119115120561788
ACH-000368,-0.05575147313569778
ACH-000374,-0.08787715518194852
ACH-000375,-0.008380233423173313
