,NXT1 (29107)
ACH-000781,-0.05422582259499871
ACH-000782,0.17080942394051638
ACH-000783,-0.8090532563569927
ACH-000784,-0.0578818163682856
ACH-000785,-0.08144680589120111
ACH-000787,-0.5933296215925239
ACH-000788,-0.9421903775198398
ACH-000791,-0.1186594503680798
ACH-000792,-0.04025822131561865
ACH-000794,-0.6645142318556134
ACH-000796,-0.7007931709211069
ACH-000798,-1.0456321597173128
ACH-000799,-0.06627927809247633
ACH-000800,-0.2308427558728537
ACH-000802,-0.4115195546505655
ACH-000804,-0.22085837949011253
ACH-000805,0.0241341163051734
ACH-000809,-0.3696381839867257
ACH-000810,-0.0059753785827605065
ACH-000811,-0.2175396949869052
ACH-000817,0.0391944534043243
ACH-000819,-0.002039972603321537
ACH-000820,-0.13548646870373368
ACH-000821,-0.11444465875298257
ACH-000822,-0.6292455113660592
ACH-000823,-0.2066398753709069
ACH-000824,-0.3507355110453223
ACH-000827,-0.5203056676869701
ACH-000829,0.10751396341114487
ACH-000831,-1.00073241037504
ACH-000832,-0.7725680060906247
ACH-000833,-1.2567778031851893
ACH-000834,-0.2745843409220428
ACH-000835,-0.0806754528662297
ACH-000836,-0.02281177252538887
ACH-000837,-0.4489681661255988
ACH-000838,-0.057106699977849125
ACH-000839,-0.15189461014542513
ACH-000840,-0.3987154400196319
ACH-000841,-0.8862180131964492
ACH-000843,-0.020812600019679724
ACH-000846,-1.2476198929761138
ACH-000847,-1.0645553561059946
ACH-000848,-0.4613899213563902
ACH-000849,-0.028198994698021743
ACH-000851,-0.1301542905943425
ACH-000855,-0.3119788226313616
ACH-000856,-0.9093963112553468
ACH-000858,-0.6636607060823055
ACH-000859,-0.3842789308893511
ACH-000861,-0.09046483737433184
ACH-000862,-0.3886937108487011
ACH-000865,-0.7747380796830242
ACH-000866,-0.9911532804730826
ACH-000867,-0.6247004269556649
ACH-000869,-0.14897360870499227
ACH-000872,-0.05946683448517369
ACH-000873,-0.1776965661180286
ACH-000876,-0.19431300830104506
ACH-000878,-0.5599714263841813
ACH-000880,-1.084418698744761
ACH-000881,0.020693081293745943
ACH-000882,-1.0460715545173718
ACH-000884,0.24554431424226114
ACH-000885,-0.17907777813043715
ACH-000887,-0.21318850887589832
ACH-000889,-0.1215659730343316
ACH-000896,0.0039909372208832864
ACH-000898,-0.15085470425590694
ACH-000900,-0.1744277906329602
ACH-000901,-0.1640323241867613
ACH-000905,-0.17335901172005658
ACH-000906,-0.25007677923673155
ACH-000907,-0.27241523799673106
ACH-000910,-0.16821084134088954
ACH-000911,0.01138541084055311
ACH-000912,-0.4454487448866085
ACH-000913,-0.2350837115514149
ACH-000915,-0.2191783035529056
ACH-000916,-0.219821531897754
ACH-000917,-0.0839282088290121
ACH-000920,-0.15894341491983302
ACH-000921,-0.031108710623899975
ACH-000924,-0.1615471104836739
ACH-000926,-0.9606909124152351
ACH-000928,0.054925346354547384
ACH-000929,-0.1883915302997998
ACH-000932,-0.14707927809686128
ACH-000935,0.05618125618290396
ACH-000936,-0.3060086098827924
ACH-000937,-0.007883501163188394
ACH-000938,-0.4996384063604658
ACH-000939,-0.447356008429938
ACH-000941,-0.3467869091346931
ACH-000943,-0.8140522348276928
ACH-000946,-0.6564147559194763
ACH-000947,-0.14779876228594716
ACH-000948,-0.188496013042265
ACH-000950,-0.5523298189750215
ACH-000953,-0.12592885696771974
ACH-000954,-0.15823320018494874
ACH-000957,-0.8788821696556219
ACH-000958,-0.6358382977880287
ACH-000960,-0.7320127167748383
ACH-000963,-0.6881192109666294
ACH-000968,-0.4365340590941284
ACH-000969,-0.6011026000501573
ACH-000972,-0.3334704211378673
ACH-000973,-0.2267134922827525
ACH-000974,-0.06661952576020486
ACH-000978,-0.5330472945884581
ACH-000984,-0.6012983435125429
ACH-000986,-0.5271284258800383
ACH-000988,0.09117870418998207
ACH-000993,-0.6219468644922688
ACH-000994,-0.9507474178092934
ACH-000996,-0.6115962855540165
ACH-001001,-0.12997494257111794
ACH-001020,-0.7820875681982128
ACH-001028,-0.6109645988596474
ACH-001031,-0.7360056480043118
ACH-001038,-0.3749992127363187
ACH-001048,-0.09519462093507827
ACH-001050,-0.4464721852948589
ACH-001053,-0.5100607582117112
ACH-001054,-0.5497390126709601
ACH-001061,-0.7713276967763004
ACH-001067,-0.4910413740551167
ACH-001075,-0.21400617267910949
ACH-001096,-0.7517756355392936
ACH-001111,0.25048033667319464
ACH-001119,-0.14653679321551652
ACH-001128,-0.6579832936408853
ACH-001134,-0.5129130015493509
ACH-001151,-0.735388666040297
ACH-001163,-0.2124644665224889
ACH-001164,-0.338668946963516
ACH-001183,-0.14676754161448652
ACH-001192,-0.07761242160654679
ACH-001193,-0.2552320574896605
ACH-001196,-0.8242761081833391
ACH-001197,-0.8916899329877144
ACH-001205,-0.2972934354330682
ACH-001211,-0.8118440032282019
ACH-001212,-0.8519991160158213
ACH-001228,-0.07939346012446863
ACH-001232,-0.11525082801366653
ACH-001239,0.04980458586979845
ACH-001270,-0.27769269354865816
ACH-001274,-0.003833706492645243
ACH-001275,-0.5847179790381505
ACH-001277,-0.7876365341212863
ACH-001278,0.12360925801144257
ACH-001280,-0.27142099392459845
ACH-001283,-1.2119402336898273
ACH-001289,-0.5363831354531191
ACH-001300,-0.26262528714402195
ACH-001301,-0.8646667378727704
ACH-001302,-0.5889271472254141
ACH-001306,-0.03176631915382315
ACH-001318,-0.18569404062415013
ACH-001322,-0.111778600342631
ACH-001328,-0.4575579730122449
ACH-001332,-0.060315095018998566
ACH-001336,-0.11844875941689935
ACH-001346,-0.5863872642463891
ACH-001353,-0.2311329291371096
ACH-001354,-0.8755175441225377
ACH-001367,-0.6355148717300576
ACH-001368,-0.5539504462085346
ACH-001374,-0.5698079550183305
ACH-001377,-0.17123939245259487
ACH-001380,-0.2908025474528384
ACH-001391,-0.22702431555857264
ACH-001408,-0.09164811889204287
ACH-001430,-0.23460376871003116
ACH-001431,-0.276430303200708
ACH-001450,-0.4970430497895112
ACH-001496,-0.9267824165492242
ACH-001500,-0.1987676826587975
ACH-001523,-0.2135649064401506
ACH-001532,-0.4864909344904601
ACH-001550,-0.3030219349894125
ACH-001552,-0.19647667464393015
ACH-001554,-0.48486110932445203
ACH-001654,-0.3569592998734261
ACH-001735,-0.05097955253814725
ACH-001736,-0.07466276983913045
ACH-001737,0.400530442948255
ACH-001740,-1.167464561766338
ACH-001745,-1.1148825078097169
ACH-001765,-1.170412018147898
