,BMPR1A (657)
ACH-000004,-0.08365848532207673
ACH-000005,-0.2035792910136744
ACH-000007,0.014221763368410687
ACH-000009,-0.3500653625246773
ACH-000011,0.12158595480846562
ACH-000012,-0.13831535864791453
ACH-000013,-0.07685150350072319
ACH-000014,-0.02350455935747676
ACH-000015,-0.14064971892281372
ACH-000017,-0.031914634480380316
ACH-000018,-0.1014020112385847
ACH-000019,-0.08015091805598322
ACH-000021,-0.243129448005624
ACH-000022,0.20873705612730412
ACH-000025,-0.2512325399450501
ACH-000028,0.14388776253779956
ACH-000030,-0.1544168697148337
ACH-000035,-0.2677948351950704
ACH-000036,-0.23338290817686455
ACH-000037,-0.2266984660481959
ACH-000039,0.13907867033722784
ACH-000040,-0.3276561600876248
ACH-000041,-0.20613458388745276
ACH-000042,-0.07498323092821665
ACH-000045,-0.04780012701171487
ACH-000047,-0.009710437040230738
ACH-000052,-0.3418096189787742
ACH-000053,-0.17256239121637507
ACH-000054,-0.08787244457506127
ACH-000055,-0.2979307702284184
ACH-000060,-0.3766636815012658
ACH-000067,-0.05376227448863747
ACH-000070,0.047554661172118484
ACH-000075,0.014680103076137329
ACH-000078,-0.16324506981456913
ACH-000082,-0.2710432044221004
ACH-000085,-0.44388562059703707
ACH-000086,-0.4565325699636108
ACH-000087,-0.3425712711907156
ACH-000092,-0.28035358875161426
ACH-000095,-0.1903626439095258
ACH-000097,-0.033691198951623064
ACH-000098,-0.3858668778758826
ACH-000099,-0.12425254285442355
ACH-000108,-0.2526704093556339
ACH-000113,-0.06273385338802298
ACH-000116,0.12064310066881408
ACH-000118,-0.3135900072266368
ACH-000120,-0.2092808377859667
ACH-000123,0.06444152630261311
ACH-000127,-0.3874396362134437
ACH-000128,-0.4451276861451802
ACH-000132,-0.11807724323503226
ACH-000133,-0.14096613338232608
ACH-000137,-0.06445966264826103
ACH-000138,-0.07922834409954688
ACH-000142,0.16981106659153758
ACH-000143,-0.21298977661090468
ACH-000146,-0.15622762891144054
ACH-000148,-0.06691969171891847
ACH-000150,-0.27573515345271804
ACH-000152,0.07244860073555978
ACH-000153,-0.28882116969459
