,MTG2 (26164)
ACH-000004,-0.3806111669795967
ACH-000005,-0.08925149984423944
ACH-000007,-0.519886668730002
ACH-000009,-0.3259015151741073
ACH-000011,-0.2706904131627871
ACH-000012,-0.5700598430384963
ACH-000013,-0.41232013716761184
ACH-000014,-0.4257333451553945
ACH-000015,-0.6126036647307839
ACH-000017,-0.4198474664927336
ACH-000018,-0.5031802087349618
ACH-000019,-0.7223059085437149
ACH-000021,-0.3841361070370669
ACH-000022,-0.6798693400193837
ACH-000025,-0.4517412215556513
ACH-000028,-0.5434211973166705
ACH-000030,-0.4023880870954169
ACH-000035,-0.6058646775806356
ACH-000036,-0.13956985037452627
ACH-000037,-0.2888473133233469
ACH-000039,-0.3619245757551257
ACH-000040,-0.4130557072529982
ACH-000041,-0.3688757444213578
ACH-000042,-0.4203487613672796
ACH-000045,-0.4251537549870019
ACH-000047,-0.6862454412541299
ACH-000052,-0.3465771330084309
ACH-000053,-0.378339970140289
ACH-000054,-0.5404087554089323
ACH-000055,-0.2986615234188925
ACH-000060,-0.3171561840720735
ACH-000067,-0.30595803970896324
ACH-000070,-0.3949047154394013
ACH-000075,-0.37399813511514624
ACH-000078,-0.3229251724892556
ACH-000082,-0.35173445661446223
ACH-000085,-0.3523873442486053
ACH-000086,-0.5493131359067974
ACH-000087,-0.8706791315841055
ACH-000092,-0.29170044745367296
ACH-000095,-0.15437521847923671
ACH-000097,-0.3939293850054824
ACH-000098,-0.348707296362157
ACH-000099,-0.4262506300952695
ACH-000108,-0.47979140337553294
ACH-000113,-0.42165158158185495
ACH-000116,-0.5527748376920657
ACH-000118,-0.7977032265834811
ACH-000120,-0.4318005166021292
ACH-000123,-0.4303271732282055
ACH-000127,-0.5300034208978743
ACH-000128,-0.6512074538791202
ACH-000132,-0.33605861292020084
ACH-000133,-0.4760055452144118
ACH-000137,-0.2448680345081883
ACH-000138,-0.5648298886370495
ACH-000142,-0.13058196759832194
ACH-000143,-0.5838696094221087
ACH-000146,-0.452204436782753
ACH-000148,-0.5663589811277729
ACH-000150,-1.0674036759579242
ACH-000152,-0.3446848810392148
ACH-000153,-0.3862135531341605
ACH-000159,-0.3150717736691788
ACH-000160,-0.6046603946572142
ACH-000163,-0.3109426316415179
ACH-000167,0.2480758343369256
ACH-000168,-0.044707731925282664
ACH-000169,-0.3801400212843835
ACH-000178,-0.5141193337272334
ACH-000183,-0.6191549909831504
ACH-000188,-0.4049545717331478
ACH-000189,-0.3648711572856691
ACH-000190,-0.6608299638123916
ACH-000198,-0.4795374558572579
ACH-000203,0.006294862267869864
ACH-000204,-0.512694695712868
ACH-000206,-0.4225528770556992
ACH-000207,-0.5712468605678749
ACH-000208,-0.3552241496337508
ACH-000210,-0.6492784675310621
ACH-000211,-0.3628677377310089
ACH-000215,-0.4890421853976622
ACH-000221,-0.8029432094496156
ACH-000222,-0.6412834417861727
ACH-000223,-0.37646808813760535
ACH-000226,-0.2702557648185083
ACH-000227,-0.4733137445490596
ACH-000228,-0.28614535273812863
ACH-000231,-0.595664825437825
ACH-000232,-0.5323630265120493
ACH-000233,-0.4246728281169474
ACH-000234,-0.471886872761017
ACH-000235,-0.3270732068445841
ACH-000237,-0.2399659256873841
ACH-000238,-0.5898489512733294
ACH-000242,-0.3571865001779923
ACH-000243,-0.2705487591831242
ACH-000244,-0.4324328233623363
ACH-000246,-0.5877125555146981
ACH-000248,-0.4098493805850943
ACH-000250,-0.12115437724318688
ACH-000251,-0.4531027539851552
ACH-000252,-0.3265745494219773
ACH-000253,-0.3636951457427813
ACH-000255,-0.4713097442845111
ACH-000256,-0.4803848144968712
ACH-000257,-0.8067767953825478
ACH-000258,-0.2909367011194914
ACH-000259,-0.6579963767329751
ACH-000260,-0.29144071045044073
