,MIP (4284)
ACH-000004,-0.02980192816342702
ACH-000005,-0.14426260970528978
ACH-000007,0.03746143707912772
ACH-000009,-0.09799939930621407
ACH-000011,-0.06349639986998977
ACH-000012,-0.1114103995952905
ACH-000013,-0.07084680983891951
ACH-000014,-0.026034435811236743
ACH-000015,-0.10667143462500332
ACH-000017,-0.05066746521659518
ACH-000018,-0.10876614726493307
ACH-000019,0.03826720384571585
ACH-000021,-0.0307098520018524
ACH-000022,-0.07468344056980812
ACH-000025,-0.06419384557840169
ACH-000028,-0.01711687068641547
ACH-000030,-0.12801804984196838
ACH-000035,-0.2480412980978708
ACH-000036,-0.03361555777156163
ACH-000037,-0.09136541225449564
ACH-000039,0.017786236188811713
ACH-000040,0.14192208987409022
ACH-000041,-0.07662912374224498
ACH-000042,-0.16461066363151616
ACH-000045,0.04627729024901242
ACH-000047,-0.11026569498530524
ACH-000052,-0.1650014343861031
ACH-000053,-0.13400735731217506
ACH-000054,-0.03198348540382151
ACH-000055,0.026726929018820476
ACH-000060,-0.11323714582960392
ACH-000067,-0.06502540122780133
ACH-000070,0.0895394848692209
ACH-000075,0.0658148493450154
ACH-000078,0.005893932674941431
ACH-000082,-0.04027685849565082
ACH-000085,-0.05919493973105967
ACH-000086,-0.2722809854166709
ACH-000087,-0.2610206204503385
ACH-000092,-0.041558221821224116
ACH-000095,-0.018764277230220533
ACH-000097,-0.1149552458378394
ACH-000098,0.041097885916507385
ACH-000099,-0.019224600084452644
ACH-000108,-0.00912261296776898
ACH-000113,-0.016518285806502556
ACH-000116,-0.0245150782524349
ACH-000118,-0.11806114259297765
ACH-000120,0.06592730196025852
ACH-000123,-0.15248014718259026
ACH-000127,-0.2565652929515657
ACH-000128,-0.0823695071789839
ACH-000132,0.09662221769016496
ACH-000133,-0.2518247875687761
ACH-000137,-0.13794142019063954
ACH-000138,-0.09585995442232116
ACH-000142,-0.058689380426528076
ACH-000143,-0.1390394853181564
ACH-000146,-0.013074552239647156
ACH-000148,-0.1166350812345617
ACH-000150,-0.1900644967343413
ACH-000152,-0.2324268435978584
ACH-000153,-0.30694490624815185
ACH-000159,0.0334072259636527
ACH-000160,-0.0946322735481124
ACH-000163,-0.12001845377492715
ACH-000167,0.2307413841467452
ACH-000168,-0.13731780177136654
ACH-000169,-0.0459115319669496
ACH-000178,-0.0928646772478662
ACH-000183,-0.22902749637905706
ACH-000188,0.007792918955582147
ACH-000189,-0.4682217128850076
ACH-000190,-0.0045080676293285295
ACH-000198,-0.09301940022578448
ACH-000203,-0.8898932469058562
ACH-000204,0.07102031057429413
ACH-000206,0.06305932007462996
ACH-000207,-0.0990705472143882
ACH-000208,0.4292307327319252
ACH-000210,0.10383240569092242
ACH-000211,0.0487496172719695
ACH-000215,-0.11233332428488224
ACH-000221,-0.09244734564978174
ACH-000222,-0.08237866715744044
ACH-000223,-0.05364414842918378
ACH-000226,-0.1784569519805747
ACH-000227,-0.016416406157088646
ACH-000228,-0.10535797203340093
ACH-000231,-0.015646199356503982
ACH-000232,-0.08049766057900669
ACH-000233,-0.16358107941631694
ACH-000234,0.0294741483131
ACH-000235,-0.13581389832257487
ACH-000237,-0.019038136381000454
