,SNW1 (22938)
ACH-000004,-1.3317644227295171
ACH-000005,-0.9969169898273014
ACH-000007,-0.9850420771572486
ACH-000009,-1.2589997001666209
ACH-000011,-1.0890411152784276
ACH-000012,-1.1468862436602834
ACH-000013,-1.170158011005555
ACH-000014,-1.052357472672297
ACH-000015,-0.9999222462712228
ACH-000017,-1.0499260456607855
ACH-000018,-1.2352848518910382
ACH-000019,-0.9782163848015614
ACH-000021,-1.0154449139253172
ACH-000022,-1.1071436916144295
ACH-000025,-1.0061498488131109
ACH-000028,-0.9633236760978284
ACH-000030,-0.9341318471847828
ACH-000035,-1.1579305245924665
ACH-000036,-1.299530331350874
ACH-000037,-1.318720592946499
ACH-000039,-1.2089896294670879
ACH-000040,-1.2044693319583657
ACH-000041,-1.1809431154590608
ACH-000042,-0.9837807312897446
ACH-000045,-1.058701505947648
ACH-000047,-1.0460624399990992
ACH-000052,-1.0990668882537442
ACH-000053,-1.3528140301630516
ACH-000054,-0.968575014407925
ACH-000055,-1.1999937642586405
ACH-000060,-0.9727692193464704
ACH-000067,-1.1140374953726817
ACH-000070,-0.9937565102072436
ACH-000075,-1.3942930613606297
ACH-000078,-1.1333868330819747
ACH-000082,-1.2603675354722694
ACH-000085,-1.212639637635028
ACH-000086,-1.01511972531743
ACH-000087,-1.1301612721635674
ACH-000092,-1.1931836038449075
ACH-000095,-1.018269486697767
ACH-000097,-1.1327978553189444
ACH-000098,-1.0495188841260537
ACH-000099,-1.1110706305596616
ACH-000108,-1.13651017908649
ACH-000113,-1.1064708436474082
ACH-000116,-0.9430137280636912
ACH-000118,-0.8940524304591791
ACH-000120,-1.189199234149252
ACH-000123,-0.9942892233744584
ACH-000127,-1.1076462630204515
ACH-000128,-0.9932487223707768
ACH-000132,-1.1592994552304683
ACH-000133,-1.1266339371102891
ACH-000137,-1.2615592648962222
ACH-000138,-0.9588199542823829
ACH-000142,-1.1642962973082591
ACH-000143,-0.9773485528381892
ACH-000146,-1.066295587952746
ACH-000148,-1.2504462164031065
ACH-000150,-0.9522570599544078
ACH-000152,-1.077960755738393
ACH-000153,-1.0638569900104533
ACH-000159,-1.0875810089208502
ACH-000160,-1.000183856458862
ACH-000163,-1.0450694466786183
ACH-000167,-1.3146116785846809
ACH-000168,-1.0980672531773377
ACH-000169,-1.2209349406929697
ACH-000178,-1.05678659320572
ACH-000183,-1.161874338950935
ACH-000188,-0.9681584260856572
ACH-000189,-1.009385582666967
ACH-000190,-0.9522179062909396
ACH-000198,-1.11614280797649
ACH-000203,-1.1927721946698078
ACH-000204,-1.0771109964408008
ACH-000206,-1.5921830931949688
ACH-000207,-1.1238293508845505
ACH-000208,-1.1262915466801708
ACH-000210,-1.1287368701172302
ACH-000211,-0.9694938644133696
ACH-000215,-1.0677828535692242
ACH-000221,-1.3055754767723335
ACH-000222,-1.064581042548147
ACH-000223,-1.2870608721150822
ACH-000226,-1.2916354623668034
ACH-000227,-1.2780469359724207
ACH-000228,-1.0867840735290697
ACH-000231,-1.2210635549821771
ACH-000232,-1.2611508979675243
ACH-000233,-1.23540258856493
ACH-000234,-1.2186396219835884
ACH-000235,-0.9299307797648164
ACH-000237,-1.1458359064285046
ACH-000238,-0.9941199250018076
ACH-000242,-0.9136460005535592
ACH-000243,-1.1155882301837996
ACH-000244,-0.9171738833626132
ACH-000246,-1.0579222626480067
ACH-000248,-0.8890110257105949
ACH-000250,-1.2540746961738578
ACH-000251,-0.7577810445970172
ACH-000252,-1.2749591534224125
ACH-000253,-1.109507585558821
ACH-000255,-1.069973999135288
ACH-000256,-1.0467125829783346
ACH-000257,-1.055228675586788
ACH-000258,-0.8415722136760742
ACH-000259,-1.1267404408316828
ACH-000260,-1.0457009611945045
ACH-000261,-1.0562279799555705
ACH-000262,-1.0054684072687043
ACH-000263,-1.1041629149741818
ACH-000264,-1.1736721599403928
ACH-000265,-1.0925540515540906
ACH-000266,-0.9683126169416824
ACH-000272,-1.2639109547858451
ACH-000274,-0.9424103680940792
ACH-000277,-1.1590839048346406
ACH-000278,-1.1944648833295837
ACH-000279,-1.4121015273801538
ACH-000280,-1.0236702832575442
ACH-000281,-1.3521275341918122
ACH-000288,-1.073805136158556
ACH-000291,-1.1706934741550612
ACH-000293,-1.0511739410232843
ACH-000294,-1.0755674733426617
ACH-000295,-1.1646007250254158
ACH-000296,-0.9505058999873534
ACH-000302,-1.0035987395329242
ACH-000304,-1.2736814001178218
ACH-000307,-1.1205986097539502
ACH-000308,-1.3159691842333503
ACH-000310,-1.238854062295263
ACH-000311,-0.8117252661496693
ACH-000312,-1.131600484188695
ACH-000315,-0.9531038486778226
ACH-000316,-1.1230805090930949
ACH-000317,-1.5447934826476792
ACH-000318,-1.1777599135078725
ACH-000319,-1.101312309890878
ACH-000320,-1.1980820361255136
ACH-000322,-1.1752664895524236
ACH-000323,-0.9844234018004704
ACH-000324,-1.0774945720500075
ACH-000329,-1.1020722574064972
ACH-000330,-1.1863010110288748
ACH-000331,-1.170665649346972
ACH-000332,-0.9599304126708512
ACH-000334,-1.3941944020039798
ACH-000335,-0.993677996104514
ACH-000336,-1.196033600583529
ACH-000337,-1.1044513102071207
ACH-000338,-1.6895935287303951
ACH-000339,-0.8443774066992091
ACH-000341,-1.2194165010076818
ACH-000348,-1.213566316441454
ACH-000350,-0.9921605282863152
ACH-000352,-1.1342046914406156
ACH-000356,-1.1223874199799142
ACH-000361,-0.9823204844936844
ACH-000362,-0.8882916298294266
ACH-000363,-1.2822277988997022
ACH-000364,-1.1067406755480396
ACH-000365,-1.1279185750018803
ACH-000366,-1.0598637383803535
ACH-000368,-0.9729675019679732
ACH-000374,-1.3541846704914706
ACH-000375,-0.8765895894747997
ACH-000376,-1.0890950486215023
ACH-000381,-0.9909038192773476
ACH-000383,-1.2118442569064352
ACH-000387,-1.089826886539929
ACH-000389,-1.2498104700173571
ACH-000390,-0.9582756707990632
ACH-000393,-1.2532281237114224
ACH-000395,-1.081364726053736
ACH-000396,-1.0255784456058223
ACH-000397,-1.1994062538882457
ACH-000401,-0.9108809649333546
ACH-000402,-1.1546277604409712
ACH-000403,-1.3569522761871378
ACH-000404,-1.3171926471952289
ACH-000406,-1.1203309211740455
ACH-000407,-1.1477730399917825
ACH-000408,-1.1363679926022368
ACH-000410,-1.0035595989715034
ACH-000411,-1.0849412141832773
ACH-000414,-0.9591233846859422
ACH-000415,-1.0060158967884687
ACH-000416,-1.0636260885414879
ACH-000420,-0.9049440646507788
ACH-000421,-1.0408525123689083
ACH-000424,-1.043230098888646
ACH-000425,-1.130996089071424
ACH-000426,-0.7315094471426883
ACH-000427,-1.2340716382351802
ACH-000433,-1.1779887801406652
ACH-000435,-0.875041910253816
ACH-000436,-1.0925673142379115
ACH-000444,-1.1784393307432213
ACH-000445,-1.0002070288872824
ACH-000448,-1.1201933176445535
ACH-000450,-0.8692102314764907
ACH-000452,-1.1852173588870432
ACH-000454,-1.0179845485475612
ACH-000458,-0.8220234856462181
ACH-000459,-1.3680344299941822
ACH-000460,-1.039391162121901
ACH-000461,-0.9969496844711082
ACH-000463,-1.0528764985754395
ACH-000464,-1.10876098120508
ACH-000466,-1.162715499685721
ACH-000467,-1.0698383994685252
ACH-000468,-1.0084368313176113
ACH-000469,-1.1234293879190862
ACH-000470,-1.3061453923687043
ACH-000471,-1.0099360948517684
ACH-000472,-0.8752278221647452
ACH-000473,-1.0152516083844303
ACH-000475,-1.085530954434913
ACH-000476,-0.9576534980441278
ACH-000477,-0.6995274917055789
ACH-000479,-1.1689668537371207
ACH-000480,-1.0870214728031349
ACH-000481,-1.0755631071663765
ACH-000483,-1.1398373415153111
ACH-000484,-0.9966731747574971
ACH-000485,-0.94523890316964
ACH-000486,-1.051766376900953
ACH-000487,-1.1741539826263279
ACH-000488,-1.062271712435538
ACH-000490,-1.143573161211541
ACH-000491,-1.056887124640692
ACH-000495,-1.3140079432480762
ACH-000496,-1.0837816686062407
ACH-000499,-1.293001898986918
ACH-000500,-1.3524180607154446
ACH-000502,-0.99365720955268
ACH-000503,-1.0475096414811786
ACH-000505,-0.746366062416623
ACH-000507,-0.9740193611063312
ACH-000510,-0.8795937897418505
ACH-000511,-1.2531695760140948
ACH-000512,-1.2177091247817868
ACH-000516,-0.9885784491930998
ACH-000517,-1.1232465609366922
ACH-000518,-0.9848481070822102
ACH-000520,-1.2160143997379005
ACH-000521,-0.9623277414807332
ACH-000522,-0.95030535533606
ACH-000524,-1.1106901098646615
ACH-000527,-0.9525025897492168
ACH-000528,-0.913526624988115
ACH-000537,-1.1258649078435208
ACH-000541,-1.3576913825601435
ACH-000542,-1.0000217619504583
ACH-000544,-1.1567566675623568
ACH-000545,-1.2218900744538668
ACH-000547,-1.170638414108658
ACH-000548,-1.2136005386336626
ACH-000549,-0.8933862233689074
ACH-000550,-1.066171614425721
ACH-000552,-1.1152388512443825
ACH-000556,-1.011846339714509
ACH-000557,-0.9246927368593816
ACH-000569,-0.8195592451091112
ACH-000570,-1.3134759870178676
ACH-000571,-1.2667619752325483
ACH-000573,-1.3695502931889307
ACH-000576,-1.0310287403198162
ACH-000579,-0.9225526319061916
ACH-000580,-1.200809047213491
ACH-000584,-1.2910381235924169
ACH-000585,-1.181437707213444
ACH-000588,-1.1370148177876198
ACH-000589,-0.7770075396081446
ACH-000591,-0.9540022061661504
ACH-000593,-0.8764006341996724
ACH-000600,-0.8957131684419447
ACH-000601,-1.1012540895296679
ACH-000605,-1.0611505711138158
ACH-000606,-1.0956893552313547
ACH-000608,-1.169865906131552
ACH-000614,-1.046729340889308
ACH-000616,-0.9748998553362171
ACH-000618,-1.0666536865249496
ACH-000619,-1.0662897199896493
ACH-000620,-1.090379572940248
ACH-000621,-1.039216267232751
ACH-000622,-1.4455729408595406
ACH-000623,-1.3036102487493972
ACH-000624,-1.2135193094105006
ACH-000627,-1.1257774392164293
ACH-000630,-1.1128530468369773
ACH-000631,-1.3738462410248653
ACH-000632,-0.9271205224373209
ACH-000633,-1.0233876147649803
ACH-000637,-1.0446156719221436
ACH-000638,-1.0717270963349972
ACH-000646,-1.339492210143968
ACH-000647,-0.9828822752059472
ACH-000648,-0.9937579895889156
ACH-000649,-1.1381162422234912
ACH-000651,-1.2267104753900686
ACH-000652,-1.0729994576701254
ACH-000653,-0.9920082972435844
ACH-000657,-1.181089585988017
ACH-000658,-1.2088767438272017
ACH-000661,-1.012778896728683
ACH-000662,-1.2497086850042431
ACH-000663,-1.0095512627159002
ACH-000665,-1.040883591897788
ACH-000671,-1.0074355726074151
ACH-000672,-1.0333467524355602
ACH-000673,-1.2504248028714195
ACH-000676,-1.148767139569676
ACH-000677,-1.0165994285103463
ACH-000681,-1.0143483082559754
ACH-000683,-1.1148547739038055
ACH-000684,-1.1854075600649518
ACH-000688,-1.2920619490930536
ACH-000693,-1.106976346358263
ACH-000694,-1.0002305461904797
ACH-000695,-1.1800887134726787
ACH-000696,-1.2101002811619457
ACH-000697,-1.2767205297864492
ACH-000699,-1.1675767140867699
ACH-000701,-1.0908471988590185
ACH-000706,-1.1163669700346512
ACH-000711,-1.1954932444042312
ACH-000713,-1.11749204303175
ACH-000714,-1.342206315702429
ACH-000718,-1.1640588594401944
ACH-000720,-1.137328542775071
ACH-000721,-1.15692291319602
ACH-000724,-1.0051514744543346
ACH-000725,-1.192743073024029
ACH-000732,-0.7364101712115545
ACH-000734,-1.1095058248894032
ACH-000735,-1.0012685150033032
ACH-000736,-1.1302910927649816
ACH-000738,-1.140247435433578
ACH-000746,-1.1757212679691549
ACH-000747,-1.255546618485226
ACH-000748,-1.0950252642491751
ACH-000753,-1.1613083704509253
ACH-000756,-1.2613065546252724
ACH-000757,-1.023917501638653
ACH-000758,-1.0832102651948774
ACH-000760,-1.209064390453263
ACH-000762,-0.9716831353175168
ACH-000763,-1.3438374054578357
ACH-000764,-0.6576384527688638
ACH-000765,-1.0981694156918826
ACH-000766,-1.161035491227443
ACH-000767,-1.050937844318414
ACH-000768,-0.8428372413283033
ACH-000769,-1.2496979396597925
ACH-000770,-1.095522215578434
ACH-000771,-1.034103625099846
ACH-000773,-1.3641188735631158
ACH-000776,-1.2334573684710977
ACH-000777,-0.9751236602094182
ACH-000778,-1.188193622869082
ACH-000781,-1.045127868107208
ACH-000782,-0.9783144361916412
ACH-000783,-1.243261780378537
ACH-000784,-1.0803905256948059
ACH-000785,-1.1593665957963102
ACH-000787,-1.117171522498615
ACH-000788,-1.111448435599343
ACH-000791,-1.1824097412962893
ACH-000792,-1.1044910190252375
ACH-000794,-1.0746416938280023
ACH-000796,-0.9997761994803545
ACH-000798,-1.1348596063730911
ACH-000799,-1.3043566648276756
ACH-000800,-0.9752106050455224
ACH-000802,-1.3210603818381697
ACH-000804,-1.1558233587697366
ACH-000805,-1.162536780340279
ACH-000809,-0.8217683892264412
ACH-000810,-1.212487459436672
ACH-000811,-1.0861107230596585
ACH-000817,-1.2332652584823915
ACH-000819,-1.1682108691271944
ACH-000820,-1.0161299941821813
ACH-000821,-1.1342680717686129
ACH-000822,-0.9961321757424604
ACH-000823,-1.152360524171834
ACH-000824,-0.8672967775241944
ACH-000827,-1.095345921740621
ACH-000829,-1.145300114223973
ACH-000831,-1.1967241228816043
ACH-000832,-1.1144765277393895
ACH-000833,-1.1666978698094561
ACH-000834,-1.08494920861479
ACH-000835,-1.2685569445317233
ACH-000836,-0.7344452433575308
ACH-000837,-1.0957199861960931
ACH-000838,-1.1613739351155208
ACH-000839,-1.1291943426234292
ACH-000840,-1.0029031555058618
ACH-000841,-1.0586853107637009
ACH-000843,-1.1575638775160764
ACH-000846,-0.9636071716728078
ACH-000847,-0.903805777846489
ACH-000848,-1.0944164780868486
ACH-000849,-1.2258338584750623
ACH-000851,-0.9722197987801812
ACH-000855,-1.1616889125459906
ACH-000856,-1.100381053523363
ACH-000858,-1.1078388337702187
ACH-000859,-1.037026157779203
ACH-000861,-1.150222116090708
ACH-000862,-1.1332608175020984
ACH-000865,-1.306427136619229
ACH-000866,-1.2287264210228386
ACH-000867,-1.0883467404001097
ACH-000869,-1.0193161921538176
ACH-000872,-0.8941605192783958
ACH-000873,-0.9810714036153314
ACH-000876,-1.2315496125461804
ACH-000878,-1.106743318265206
ACH-000880,-0.8968667497765394
ACH-000881,-1.0083468160944746
ACH-000882,-1.3069707481345876
ACH-000884,-1.0854182433201225
ACH-000885,-1.0158281231434636
ACH-000887,-1.2293446370477663
ACH-000889,-1.2824134969257008
ACH-000896,-1.1035430209948305
ACH-000898,-0.9415380803202736
ACH-000900,-1.1031665123498748
ACH-000901,-1.1204215783683595
ACH-000905,-0.9965489223425944
ACH-000906,-1.1694079016321508
ACH-000907,-1.0509551036059392
ACH-000910,-0.9929133108301456
ACH-000911,-1.1875057177656
ACH-000912,-1.0431229277138483
ACH-000913,-1.264254311775148
ACH-000915,-1.1332851876722592
ACH-000916,-0.965255307402186
ACH-000917,-1.189108529218778
ACH-000920,-1.1108827980481375
ACH-000921,-1.2364946526776175
ACH-000924,-0.8237894105349917
ACH-000926,-1.060328478971548
ACH-000928,-1.1963441802951005
ACH-000929,-0.8886294815216972
ACH-000932,-1.049239709930133
ACH-000935,-0.8708792533840328
ACH-000936,-0.9620155170766206
ACH-000937,-1.0250816334404291
ACH-000938,-0.9537279288877684
ACH-000939,-1.0530380643688908
ACH-000941,-1.4517152632654118
ACH-000943,-1.1128195705119677
ACH-000946,-1.1200772513677864
ACH-000947,-1.1602753898269615
ACH-000948,-1.1016186951889135
ACH-000950,-1.0143821942395836
ACH-000953,-1.3496191944938367
ACH-000954,-1.1140967517972655
ACH-000957,-1.0517594449993295
ACH-000958,-0.8742300191313935
ACH-000960,-1.0941740236403148
ACH-000963,-0.9658513067891559
ACH-000968,-1.0136821694205738
ACH-000969,-1.029014441982686
ACH-000972,-1.1960052171739382
ACH-000973,-1.0573569120013695
ACH-000974,-1.0605935304834064
ACH-000978,-1.4149946487393177
ACH-000984,-1.1079239820197064
ACH-000986,-1.046506196278375
ACH-000988,-1.1260105774682232
ACH-000993,-1.1468975746859933
ACH-000994,-1.1319307351600283
ACH-000996,-1.1668392617295849
ACH-001001,-1.001716694753362
ACH-001020,-0.7721847654491221
ACH-001028,-1.1190773367642608
ACH-001031,-0.9758459261000209
ACH-001038,-1.1934445239878992
ACH-001048,-1.206632434368478
ACH-001050,-1.2201022777376371
ACH-001053,-1.2068838053859543
ACH-001054,-1.2043481114381782
ACH-001061,-1.0868265185595558
ACH-001067,-1.2583695865079736
ACH-001075,-1.0202858110344708
ACH-001096,-0.9808665835120453
ACH-001111,-1.3729170468307013
ACH-001119,-1.1215134704560752
ACH-001128,-0.5719883842795481
ACH-001134,-1.2308862006231365
ACH-001151,-1.0901555950193558
ACH-001163,-1.1645340596916798
ACH-001164,-0.981777093237628
ACH-001183,-1.1125578697560026
ACH-001192,-1.0563949044081935
ACH-001193,-1.2708522735604073
ACH-001196,-1.2221629704940655
ACH-001197,-1.1838579240134233
ACH-001205,-1.1374686996239354
ACH-001211,-0.9874988361496552
ACH-001212,-1.1985617026388156
ACH-001228,-1.179349088113967
ACH-001232,-1.1452675738114
ACH-001239,-0.9465315132928206
ACH-001270,-0.9959510421091744
ACH-001274,-1.1400925313180519
ACH-001275,-1.094081932737769
ACH-001277,-1.156799315137844
ACH-001278,-0.9648243684981712
ACH-001280,-0.8920101645384992
ACH-001283,-1.0545351233769753
ACH-001289,-0.9305909681165264
ACH-001300,-1.1688603673591809
ACH-001301,-1.2211985018769462
ACH-001302,-0.957212584648134
ACH-001306,-1.1284569869369403
ACH-001318,-0.9947112499872506
ACH-001322,-1.3628822475352107
