,CMPK1 (51727)
ACH-000004,-0.6587167759457336
ACH-000005,-0.8990222322164193
ACH-000007,-0.7622606371981342
ACH-000009,-0.6334992385317222
ACH-000011,-0.819439544566029
ACH-000012,-0.7215229744592448
ACH-000013,-0.5601988409072537
ACH-000014,-0.5634448409587003
ACH-000015,-0.8356413200985721
ACH-000017,-0.7818571737917357
ACH-000018,-0.8846315291606854
ACH-000019,-0.7175662906584426
ACH-000021,-0.82095857339011
ACH-000022,-0.6966296009323357
ACH-000025,-0.8173528811209874
ACH-000028,-0.6726844371056326
ACH-000030,-0.8433137534087023
ACH-000035,-0.7595851430145558
ACH-000036,-0.6167735310085434
ACH-000037,-0.5093230705495121
ACH-000039,-0.6762713168266141
ACH-000040,-0.5983761147747707
ACH-000041,-0.6864080256795962
ACH-000042,-0.8326604173971066
ACH-000045,-0.5673463012276444
ACH-000047,-0.9012483529660094
ACH-000052,-0.5948886379336911
ACH-000053,-0.7970889022528165
ACH-000054,-0.7329407992960455
ACH-000055,-0.6833788614558673
ACH-000060,-0.8216050195844381
ACH-000067,-0.4705463822284812
ACH-000070,-0.7955051127758445
ACH-000075,-0.9222245151680812
ACH-000078,-0.6613477175725047
ACH-000082,-0.3455677010894338
ACH-000085,-0.8745646054746855
ACH-000086,-0.5654259630214135
ACH-000087,-0.5655216573001782
ACH-000092,-0.7537103745941084
ACH-000095,-0.6475261392876346
ACH-000097,-0.7654190838552926
ACH-000098,-0.4918335477883463
ACH-000099,-0.6733208323607283
ACH-000108,-0.7426047700266943
ACH-000113,-0.6685008108887829
ACH-000116,-0.5197966991272861
ACH-000118,-0.8115659052850337
ACH-000120,-0.8834483193094058
ACH-000123,-0.4870595948739653
ACH-000127,-0.7469510304836091
ACH-000128,-0.5570825922980153
ACH-000132,-0.6846165239826494
ACH-000133,-0.4864095600423024
ACH-000137,-0.5814871504782112
ACH-000138,-0.6058151397304942
ACH-000142,-0.8000645761316658
ACH-000143,-0.8361267780796079
ACH-000146,-0.6130349984113628
ACH-000148,-0.6424741508222777
ACH-000150,-0.7666597929964698
ACH-000152,-0.6834722835603619
ACH-000153,-0.4712519481062317
ACH-000159,-0.6924246373925285
ACH-000160,-0.8265648991125787
ACH-000163,-0.4312949673594207
ACH-000167,-0.6962705833501365
ACH-000168,-0.8442997733686074
ACH-000169,-0.7832943001502815
ACH-000178,-0.7469581837479481
ACH-000183,-0.6574442994557278
ACH-000188,-0.8222980638338738
ACH-000189,-1.083545323903006
ACH-000190,-0.7479551136732916
ACH-000198,-0.6723384218403872
ACH-000203,-0.9935379117962716
ACH-000204,-0.7182238494473562
ACH-000206,-0.8347988805622171
ACH-000207,-1.250597334853527
ACH-000208,-0.9365957983802288
