,REG3G (130120)
ACH-000004,0.03417086195475079
ACH-000005,0.42841935551515603
ACH-000007,-0.16294691887457913
ACH-000009,0.07087584834574237
ACH-000011,-0.0461377567689387
ACH-000012,0.01985994975107859
ACH-000013,-0.025240121536422376
ACH-000014,-0.0318525821112466
ACH-000015,0.06743731004926974
ACH-000017,0.007249289254446292
ACH-000018,-0.13020239849953233
ACH-000019,-0.020878887276950926
ACH-000021,-0.06795989276121399
ACH-000022,-0.0614996972181483
ACH-000025,-0.05657435646989216
ACH-000028,-0.15740560259908734
ACH-000030,0.0412752083153221
ACH-000035,0.0102324319663919
ACH-000036,-0.0022253143318269122
ACH-000037,-0.13920433784206682
ACH-000039,-0.04695700680282591
ACH-000040,0.042671620858774136
ACH-000041,0.039211998022176085
ACH-000042,0.009076785595215948
ACH-000045,0.027459794185732758
ACH-000047,-0.025280236414825075
ACH-000052,-0.2661987551431397
ACH-000053,0.027730169880216184
ACH-000054,-0.1340206228701781
ACH-000055,-0.2385687675068654
ACH-000060,-0.0647439560574944
ACH-000067,-0.0024579599951942014
ACH-000070,0.058136125094529915
ACH-000075,-0.20210043676231806
ACH-000078,0.08660049884425107
ACH-000082,-0.037874649707661474
ACH-000085,0.05180121225374902
ACH-000086,0.23280887330059424
ACH-000087,0.15525443754462698
ACH-000092,0.007444557672948205
ACH-000095,-0.06004304214128092
ACH-000097,-0.026368299128069084
ACH-000098,-0.015312314818399644
ACH-000099,-0.10160601738707024
ACH-000108,0.11917646000025965
ACH-000113,0.019662187162791226
ACH-000116,-0.06354544105720764
ACH-000118,0.037789322558372425
ACH-000120,-0.09133098922356757
ACH-000123,0.006316228019991642
ACH-000127,0.01628707318582539
ACH-000128,-0.10476156156374043
ACH-000132,-0.16983004698545398
ACH-000133,-0.005603463774623156
ACH-000137,0.008457220677005578
ACH-000138,-0.0002824370100488878
ACH-000142,0.03418109679377774
ACH-000143,0.0015072001907761288
ACH-000146,0.05515121116320379
ACH-000148,0.06703473387738736
ACH-000150,0.020060604210268423
ACH-000152,-0.1452352820260117
ACH-000153,0.19890762568958847
ACH-000159,0.00047550566853115246
ACH-000160,0.20344148849984434
ACH-000163,-0.04918670549178809
ACH-000167,-0.1689060383385065
ACH-000168,-0.026363608360042628
ACH-000169,0.24320522792950586
ACH-000178,0.052883359270903284
ACH-000183,0.0973891137006558
ACH-000188,-0.1657159802606742
ACH-000189,0.05395051152954365
ACH-000190,0.12720896679727708
ACH-000198,-0.027623646948109825
ACH-000203,0.09052831124937974
ACH-000204,0.06277944346635238
ACH-000206,0.16737985749419712
ACH-000207,-0.08927175828346666
ACH-000208,-0.06918403734743184
ACH-000210,0.12235481287779497
ACH-000211,0.0590544338311261
ACH-000215,0.08841570496253115
ACH-000221,0.13646807740993094
ACH-000222,-0.1170306500283505
ACH-000223,-0.17230575849561006
ACH-000226,-0.13090373860625182
ACH-000227,0.041522816692798295
ACH-000228,-0.007994398355295132
ACH-000231,0.035592999488602964
ACH-000232,0.0155314960386613
ACH-000233,-0.017845503365154468
ACH-000234,0.05539533963907351
ACH-000235,-0.0338065260153578
ACH-000237,-0.015063277933042272
ACH-000238,-0.19228772414040932
ACH-000242,0.4385750462745092
ACH-000243,-0.0781051056403038
ACH-000244,0.05427598613543933
ACH-000246,-0.009483416599300756
ACH-000248,-0.0775367714570093
ACH-000250,0.03764687109731582
ACH-000251,-0.12212573317910799
ACH-000252,-0.2466190491166266
ACH-000253,-0.04135747137482342
ACH-000255,-0.042117197615469434
ACH-000256,0.0660077234184232
ACH-000257,0.31102507597191625
ACH-000258,0.047513082918678125
ACH-000259,0.03095297589068393
ACH-000260,-0.010936291424791836
ACH-000261,0.028925217652892195
ACH-000262,-0.10054236578295432
ACH-000263,0.06929735280399295
ACH-000264,-0.029156113724146664
ACH-000265,-0.015437437596394503
ACH-000266,-0.018803079018821358
ACH-000272,0.028462898642255617
ACH-000274,0.0909946321405694
ACH-000277,0.06959582927812757
ACH-000278,-0.05791517973347748
ACH-000279,0.01949946390640763
ACH-000280,0.10914938490594593
ACH-000281,0.10451672014783847
ACH-000288,-0.03176919286368583
ACH-000291,-0.06829609319001183
ACH-000293,0.1821319180166326
ACH-000294,-0.0385068692155338
ACH-000295,0.17174051868455997
ACH-000296,-0.02120174653300913
ACH-000302,-0.030943248902617168
ACH-000304,-0.13357778153432498
ACH-000307,-0.009438490698211772
ACH-000308,0.02376884713758519
ACH-000310,0.13128893874260752
ACH-000311,0.036506364450450066
ACH-000312,0.12007113700838112
ACH-000315,-0.14069038242595708
ACH-000316,0.12543045163053587
ACH-000317,0.03873638664164581
ACH-000318,-0.09829079812930072
ACH-000319,0.03488342035863205
ACH-000320,-0.1364832326409558
ACH-000322,-0.09864390911540598
ACH-000323,0.10619939602895632
ACH-000324,-0.033544813044482306
ACH-000329,0.07529616607376878
ACH-000330,-0.22541355960941026
ACH-000331,-0.032793995224727535
ACH-000332,0.03797658825356276
ACH-000334,0.05538249479637623
ACH-000335,-0.1029917741951057
ACH-000336,-0.0677003284154207
ACH-000337,0.07302796675906682
ACH-000338,0.2338241826038765
ACH-000339,0.027836881688255103
ACH-000341,-0.00711901916700948
ACH-000348,-0.04994950792667465
ACH-000350,0.012005049428422988
ACH-000352,0.04643101539642332
ACH-000356,0.11813274896414958
ACH-000361,-0.16343689401216946
ACH-000362,0.01189131857200328
ACH-000363,0.029597612713673536
ACH-000364,-0.1407979470815823
ACH-000365,0.047321914566651385
ACH-000366,-0.1155857644068204
ACH-000368,0.1249752681825908
ACH-000374,0.07688947281554044
ACH-000375,-0.10755237599299812
ACH-000376,0.08398269433689744
ACH-000381,0.056952239346225515
ACH-000383,0.05981811382036655
ACH-000387,-0.01727835445083583
ACH-000389,0.11888263088330553
ACH-000390,-0.07695781862018716
ACH-000393,0.0374243146198472
ACH-000395,0.15638339957040664
ACH-000396,-0.1622229345555799
ACH-000397,-0.13266467191594905
ACH-000401,0.21685630680093487
ACH-000402,0.4669081387743122
ACH-000403,0.0887123565952613
ACH-000404,0.012070741180694056
ACH-000406,0.07963947424219693
ACH-000407,0.08551684685266382
ACH-000408,-0.016138013598146362
ACH-000410,-0.14621793867051394
ACH-000411,0.09530018959337884
ACH-000414,0.03236795851711267
ACH-000415,0.07386272812030775
ACH-000416,0.007598146528752486
ACH-000420,0.08977638362773813
ACH-000421,0.12229400337270616
ACH-000424,0.06867278308229305
ACH-000425,0.031374019332747013
ACH-000426,-0.13898552354866442
ACH-000427,0.05101771606925111
ACH-000433,-0.04742992257210064
ACH-000435,0.3198821079665325
ACH-000436,-0.05404616982956899
ACH-000444,0.09451574010415792
ACH-000445,0.1052133855450946
ACH-000448,-0.0006744873166489168
ACH-000450,-0.2672477735606689
ACH-000452,0.07353769219966773
ACH-000454,-0.20911092390813074
ACH-000458,-0.003669687228127665
ACH-000459,0.1029774226486265
ACH-000460,-0.005036757214899147
ACH-000461,0.2981402025300727
ACH-000463,0.007783072646679943
ACH-000464,0.023471414245616173
ACH-000466,-0.07510373093429308
ACH-000467,0.07634159889609557
ACH-000468,0.07234550723183902
ACH-000469,0.09093546316214693
ACH-000470,0.07536279583066195
ACH-000471,0.07237837597637317
ACH-000472,0.033481980543905984
ACH-000473,-0.049350243852005336
ACH-000475,0.12974360027321266
ACH-000476,0.13084280522121336
ACH-000477,0.004761855155738769
ACH-000479,-0.0370248630275421
ACH-000480,0.16355680766791894
ACH-000481,0.07405099846073078
ACH-000483,-0.1937879457160415
ACH-000484,-0.21053782414000732
ACH-000485,0.033611093755661
ACH-000486,-0.02739104997940731
ACH-000487,0.031902485796920226
ACH-000488,0.020431211428760598
ACH-000490,0.012715273458213824
ACH-000491,0.05281589426556702
ACH-000495,-0.10922513847789836
ACH-000496,-0.06978239637208082
ACH-000499,0.07435303707774278
ACH-000500,-0.2456044644902637
ACH-000502,0.1362647215335158
ACH-000503,-0.03696446758311614
ACH-000505,-0.06683943425577986
ACH-000507,0.06905503122821856
ACH-000510,0.01021774333069708
ACH-000511,0.019258494136745262
ACH-000512,-0.041319595603384114
ACH-000516,0.034284009978269483
ACH-000517,0.013751885807991613
ACH-000518,0.013969075418437504
ACH-000520,-0.09113277113654436
ACH-000521,-0.1400771185751571
ACH-000522,-0.1526522399063986
ACH-000524,0.029045818441522493
ACH-000527,0.01168769315204735
ACH-000528,-0.019012015615897517
ACH-000537,0.01536986183314244
ACH-000541,0.19835939994295496
ACH-000542,0.004105270454883152
ACH-000544,-0.11152784918738663
ACH-000545,-0.01748391646158633
ACH-000547,0.052860482877728064
ACH-000548,-0.08533257454196025
ACH-000549,-0.008601927524464429
ACH-000550,0.03661211407086732
ACH-000552,-0.048970457726380916
ACH-000556,0.0026668667676718145
ACH-000557,-0.006664547339807399
ACH-000569,-0.1482650511553371
ACH-000570,0.08084485628682267
ACH-000571,0.0691146926572283
ACH-000573,-0.01885569299343213
ACH-000576,0.25241073993937196
ACH-000579,0.20899665391905087
ACH-000580,-0.15277403882290447
ACH-000584,-0.0623027616398554
ACH-000585,0.04677206462309126
ACH-000588,-0.0191027995230378
ACH-000589,-0.12920025777158944
ACH-000591,-0.112358936448694
ACH-000593,0.0034701508566205765
ACH-000600,0.07247572446756377
ACH-000601,0.023862171997761264
ACH-000605,-0.007781985550950895
ACH-000606,0.00841120141473442
ACH-000608,0.025511430319177915
ACH-000614,0.050520043906725945
ACH-000616,0.018966087814410816
ACH-000618,-0.020675258473223525
ACH-000619,-0.10211950130815707
ACH-000620,0.0001464664791678145
ACH-000621,0.06984050192123001
ACH-000622,0.06290841682901514
ACH-000623,0.08246388912544914
ACH-000624,-0.018850351572880213
ACH-000627,-0.05557261780848815
ACH-000630,-0.030118707961545636
ACH-000631,-0.13050990609577698
ACH-000632,-0.07615726189212305
ACH-000633,0.15263079638432034
ACH-000637,-0.18875712944890352
ACH-000638,0.20445995140700146
ACH-000646,0.039319169013892465
ACH-000647,0.06832911115565084
ACH-000648,-0.02270551009516484
ACH-000649,0.10341405365717364
ACH-000651,0.02723583033090019
ACH-000652,0.09850382935370593
ACH-000653,0.0746233737367173
ACH-000657,0.17867045770874027
ACH-000658,0.13835241680480542
ACH-000661,-0.020316019567928983
ACH-000662,-0.33986954147292425
ACH-000663,-0.02360226818157056
ACH-000665,-0.052737426087842834
ACH-000671,-0.1390619956674958
ACH-000672,0.11977477386391387
ACH-000673,-0.03102331270183895
ACH-000676,-0.09714875867670253
ACH-000677,-0.06114031482750575
ACH-000681,-0.06881373001490289
ACH-000683,0.050889200873633376
ACH-000684,-0.11528770271145795
ACH-000688,0.08727765283799112
ACH-000693,0.04975119548388837
ACH-000694,-0.006499012457928882
ACH-000695,0.016748277714270527
ACH-000696,0.018846699259701092
ACH-000697,-0.002122296938441316
ACH-000699,0.03332361248320762
ACH-000701,-0.03219752641386546
ACH-000706,0.03284411969216721
ACH-000711,-0.035211606855934316
ACH-000713,-0.14514628124840093
ACH-000714,-0.041515848527760205
ACH-000718,-0.08070675077492663
ACH-000720,0.05149881782115679
ACH-000721,0.02343504776667649
ACH-000724,0.013016441698087338
ACH-000725,-0.07967434078461999
ACH-000732,-0.1641960667352683
ACH-000734,0.005326660652600786
ACH-000735,0.008006873250616362
ACH-000736,-0.032329698003917974
ACH-000738,0.011548601018547608
ACH-000746,0.1150254802848665
ACH-000747,0.0035655386264212404
ACH-000748,0.012760232256418631
ACH-000753,-0.04081452633025186
ACH-000756,0.005110971701329578
ACH-000757,-0.14734710229964407
ACH-000758,-0.025681462977642
ACH-000760,0.022192047682734597
ACH-000762,-0.19450125366905152
ACH-000763,0.07461336536892878
ACH-000764,-0.1254779112993309
ACH-000765,0.09622570657917867
ACH-000766,-0.026850068426312698
