,MTMR9 (66036)
ACH-000004,-0.020856863147287182
ACH-000005,-0.1461983919283431
ACH-000007,-0.13051122784571553
ACH-000009,0.09370364774232877
ACH-000011,-0.05931916744342813
ACH-000012,0.2318945796727133
ACH-000013,0.05758778828342492
ACH-000014,-0.4538729129915593
ACH-000015,-0.3261126540844473
ACH-000017,-0.3563176286690625
ACH-000018,0.11254453714294888
ACH-000019,-0.0981471410361608
ACH-000021,0.03694520220800492
ACH-000022,-0.08190827193397672
ACH-000025,-0.13497200899161008
ACH-000028,0.14247575695297324
ACH-000030,0.058675442612892086
ACH-000035,-0.056103118181821086
ACH-000036,0.03200476669163094
ACH-000037,-0.2299574441682493
ACH-000039,0.061874747705228085
ACH-000040,0.08884489071064755
ACH-000041,-0.06779735336696954
ACH-000042,-0.06274101321069632
ACH-000045,-0.01262083472586915
ACH-000047,0.1730296380558422
ACH-000052,0.1846730919488324
ACH-000053,-0.10811121428404673
ACH-000054,0.011617161575681729
ACH-000055,0.10533466267589424
ACH-000060,-0.202878478319898
ACH-000067,0.07068585566900996
ACH-000070,-0.043800538071672994
ACH-000075,-0.14238393680600422
ACH-000078,-0.03978410692710017
ACH-000082,0.08860989010976986
ACH-000085,-0.16571740933703524
ACH-000086,0.08131529352771262
ACH-000087,0.2417704983582798
ACH-000092,-0.02246086456121596
ACH-000095,0.19311834512848045
ACH-000097,-0.03200415890647655
ACH-000098,0.18981882711615572
ACH-000099,-0.12498223005672265
ACH-000108,-0.03026169555312615
ACH-000113,0.06211220403753871
ACH-000116,0.08801481939421278
ACH-000118,0.12964857164744975
ACH-000120,-0.07039682525030623
ACH-000123,0.15109066589614714
ACH-000127,0.03994235725197584
ACH-000128,0.08764309509439548
ACH-000132,-0.11331739127363845
ACH-000133,-0.04783995810407602
ACH-000137,-0.06285706413228165
ACH-000138,-0.1147378073772038
ACH-000142,-0.05760792125176122
ACH-000143,0.031668634177086034
ACH-000146,-0.1462453645383843
ACH-000148,-0.1038313299458958
ACH-000150,0.08669197456078878
ACH-000152,-0.12565280069462256
ACH-000153,-0.07056641939269248
ACH-000159,-0.004882041162358559
ACH-000160,0.023465586116650453
ACH-000163,-0.10796719913346488
ACH-000167,-0.3361324934905754
ACH-000168,0.015269777984843868
ACH-000169,0.11898190646420118
ACH-000178,-0.09193028362183693
ACH-000183,-0.2283393161205069
ACH-000188,-0.06624246387403306
ACH-000189,-0.011069033941686757
ACH-000190,0.0990252626426844
ACH-000198,0.19069043165400207
ACH-000203,0.5549414867974329
ACH-000204,0.0177538863160876
ACH-000206,-0.04467267763861154
ACH-000207,0.008670247219838079
ACH-000208,-0.032954072578772135
ACH-000210,0.27955399375405443
ACH-000211,-0.086445551132903
ACH-000215,-0.0036588113044817494
ACH-000221,0.1572871562807423
ACH-000222,-0.2357164841104155
ACH-000223,0.04282630796871237
ACH-000226,0.019952941608765342
ACH-000227,-0.0043310885621934215
ACH-000228,0.05359169863721295
ACH-000231,0.06804133875344356
ACH-000232,-0.08039384766748221
ACH-000233,-0.4325338262791246
ACH-000234,-0.09613242287866712
ACH-000235,-0.006509177885957809
ACH-000237,-0.14000436478934922
ACH-000238,-0.031321161363609636
ACH-000242,-0.004189327915967021
ACH-000243,-0.15851114016412074
ACH-000244,-0.0013407590958925642
ACH-000246,0.04145853604579877
ACH-000248,-0.0923195224084698
ACH-000250,-0.3067146515299589
ACH-000251,0.04562598450818524
ACH-000252,-0.00422253235208966
ACH-000253,-0.0758094116051377
ACH-000255,0.025099517077643237
ACH-000256,-0.18104732641101548
ACH-000257,-0.2227212845833492
ACH-000258,-0.032670008791279216
ACH-000259,-0.2367207932032505
ACH-000260,-0.004621398773249743
ACH-000261,0.013995618031180258
ACH-000262,0.04348433039305286
ACH-000263,-0.08242460789709585
