,PSMC3IP (29893)
ACH-000004,0.06424767405593995
ACH-000005,0.21977045003469187
ACH-000007,0.007737404925088885
ACH-000009,-0.03521522374384777
ACH-000011,-0.16674793076297764
ACH-000012,-0.0587828621042595
ACH-000013,-0.0257988733908692
ACH-000014,0.06949190208180975
ACH-000015,-0.10701600939985928
ACH-000017,0.07442681432528203
ACH-000018,0.010652908748013636
ACH-000019,-0.23149999556958956
ACH-000021,0.06984150624693983
ACH-000022,0.024775231262837847
ACH-000025,-0.0886925686890385
ACH-000028,-0.289913289459262
ACH-000030,-0.0011586342240026742
ACH-000035,-0.08419487268332716
ACH-000036,-0.041933341252697806
ACH-000037,0.06680932732635354
ACH-000039,-0.04561535799249693
ACH-000040,-0.13582420653843658
ACH-000041,-0.016324347686632004
ACH-000042,0.06932914456044285
ACH-000045,-0.006337492470858909
ACH-000047,-0.06081286055256872
ACH-000052,0.024776748580350415
ACH-000053,0.04208016618848973
ACH-000054,-0.015923362805445217
ACH-000055,-0.031064927209012112
ACH-000060,-0.025911090907289987
ACH-000067,-0.14653746016935784
ACH-000070,0.07766062564917432
ACH-000075,-0.3363733963582036
ACH-000078,0.02401345089985343
ACH-000082,-0.055055608885705175
ACH-000085,0.1368381806341274
ACH-000086,-0.05951918734798022
ACH-000087,-0.0544660956830359
ACH-000092,-0.037088951125857965
ACH-000095,0.008596838777097096
ACH-000097,0.05553591006335635
ACH-000098,0.0019749124028603693
ACH-000099,-0.024271202279467163
ACH-000108,0.06877993347355138
ACH-000113,-0.08382288083991353
ACH-000116,-0.08003001680172436
ACH-000118,0.03965396303780452
ACH-000120,-0.4977318615474777
ACH-000123,0.014196488782720272
ACH-000127,0.05911996623132481
ACH-000128,-0.051903109674237946
ACH-000132,0.0786458062090203
ACH-000133,-0.053809584916848605
ACH-000137,0.028341773597595994
ACH-000138,0.0053186513123832145
ACH-000142,-0.051502180080428485
ACH-000143,-0.08217391692486621
ACH-000146,0.054817850540312914
ACH-000148,0.006161067943590462
ACH-000150,-0.062000677581113675
ACH-000152,-0.1144581764208472
ACH-000153,-0.023382323186483776
ACH-000159,0.03671043889804794
ACH-000160,0.1083588195905008
ACH-000163,0.08261640172314072
ACH-000167,0.4938530292368211
ACH-000168,-0.07496372215394903
ACH-000169,-0.08576692750627975
ACH-000178,-0.1123476652030691
ACH-000183,-0.033255200449431525
ACH-000188,-0.10681414385293396
