,LY6G6D (58530)
ACH-000004,-0.03581796162642385
ACH-000005,0.3704295501178525
ACH-000007,0.51834525100615
ACH-000009,0.2032696205583733
ACH-000011,0.06144199924676914
ACH-000012,0.17034575733067667
ACH-000013,0.11493957436984707
ACH-000014,0.2552599261922377
ACH-000015,0.12028997769778985
ACH-000017,0.06849770781065494
ACH-000018,0.03800809150687421
ACH-000019,0.2460780146832535
ACH-000021,0.21258608131306528
ACH-000022,0.12234325442074075
ACH-000025,0.14336748182001607
ACH-000028,0.1523797309564255
ACH-000030,0.14262081095964452
ACH-000035,0.2544487817496276
ACH-000036,0.09135392609402797
ACH-000037,0.22402601322991786
ACH-000039,0.12810554428949394
ACH-000040,0.25125356806071697
ACH-000041,0.057950649418569464
ACH-000042,0.23933159422794345
ACH-000045,0.01891941276611897
ACH-000047,0.18626187365241748
ACH-000052,0.1968808956103178
ACH-000053,0.034591246665879954
ACH-000054,0.14436468021018553
ACH-000055,0.2509392416701109
ACH-000060,-0.022818519163468262
ACH-000067,-0.005376426158546424
ACH-000070,0.18504766488184626
ACH-000075,0.2230485487693398
ACH-000078,0.2046843051168992
ACH-000082,0.16972304852364956
ACH-000085,0.060627531398132165
ACH-000086,0.1309238839593693
ACH-000087,0.23137347285853616
ACH-000092,0.1275234907459092
ACH-000095,0.1794102080615791
ACH-000097,0.12174116598207715
ACH-000098,0.15691670019469206
ACH-000099,0.21606935098839675
ACH-000108,0.17382028166555766
ACH-000113,0.16306388759174995
ACH-000116,0.20703500044876566
ACH-000118,0.19824843432864897
ACH-000120,0.1239994392726178
ACH-000123,0.11305729110614422
ACH-000127,0.07294456179864152
ACH-000128,0.3140663907340436
ACH-000132,0.1967954704299405
ACH-000133,0.15325199514578702
ACH-000137,0.12716420326892444
ACH-000138,0.1529942336928677
ACH-000142,0.2520807034094153
ACH-000143,0.21301036185122396
ACH-000146,0.15394884632050165
ACH-000148,0.18307448186984854
ACH-000150,0.18019269810926475
ACH-000152,0.003773354725705231
ACH-000153,0.06605274208929411
ACH-000159,0.11095421761986103
ACH-000160,0.13086259897677655
ACH-000163,0.18462624327732646
ACH-000167,0.1962755021864963
ACH-000168,-0.16744443528460862
ACH-000169,0.18536402014100495
ACH-000178,0.19445297020771446
ACH-000183,0.196234641373088
ACH-000188,0.08936584578704604
ACH-000189,0.17780286919573982
ACH-000190,0.03308902241762165
ACH-000198,0.07747451396621156
ACH-000203,0.018565173429879157
ACH-000204,0.4040423685384528
ACH-000206,0.038844729881512816
ACH-000207,-0.01990204175240852
ACH-000208,0.31333428770615873
ACH-000210,0.4259188041105768
ACH-000211,0.21945417856351407
ACH-000215,0.2269801434634659
ACH-000221,0.1978005788802906
ACH-000222,0.09442160055338876
ACH-000223,0.12946623151282866
ACH-000226,0.21790843158565215
ACH-000227,0.14485276404904973
ACH-000228,0.11497231295972934
ACH-000231,0.16014523436960226
ACH-000232,0.22984901131294336
ACH-000233,0.2353723557228824
ACH-000234,0.048140575395743006
ACH-000235,0.2037340696564881
ACH-000237,0.1513906207436044
ACH-000238,0.1398264494060785
ACH-000242,0.17346905680142388
ACH-000243,0.19718095435754232
ACH-000244,0.05186163220026131
ACH-000246,0.24050632674516564
ACH-000248,0.26930215367726473
ACH-000250,0.12114909697280052
ACH-000251,0.4560969089132873
ACH-000252,0.10247503785992428
ACH-000253,0.2086902572658436
ACH-000255,0.11203703310425712
ACH-000256,0.14993562512331265
ACH-000257,0.3309633547629508
ACH-000258,0.13861357767857468
ACH-000259,0.1999873793340674
ACH-000260,0.1374056650744465
ACH-000261,0.1983659431000149
ACH-000262,0.21981265801828204
ACH-000263,0.16743912935735833
ACH-000264,0.14852165252986285
ACH-000265,0.15648980390701886
ACH-000266,0.1854038104897856
ACH-000272,0.15332298822573612
ACH-000274,0.23576571506138594
ACH-000277,0.2083464439696503
ACH-000278,0.20311261380989465
ACH-000279,0.20223830859249795
ACH-000280,0.12370900671739793
ACH-000281,0.19666412231802746
ACH-000288,0.1701891250811951
ACH-000291,0.2366834133553428
ACH-000293,0.2486220175626337
ACH-000294,0.2562872347841023
ACH-000295,0.185994981239942
ACH-000296,0.14719325342996034
ACH-000302,0.1772111068168422
ACH-000304,0.23479074518764084
ACH-000307,0.2530478954860413
ACH-000308,0.18504311661488312
ACH-000310,0.10331808617946407
ACH-000311,0.2136467536735744
ACH-000312,0.2319995406252049
ACH-000315,0.2551644662006537
ACH-000316,0.22805390606239806
ACH-000317,0.0426103802504912
ACH-000318,0.06107593927938185
ACH-000319,0.2731366585962185
ACH-000320,0.09627517448296062
ACH-000322,0.09697016713377048
ACH-000323,0.17384978795879252
ACH-000324,0.025838691353033256
ACH-000329,0.11966720839279928
ACH-000330,0.2018126533816745
ACH-000331,0.18245302273768704
ACH-000332,0.14522182182920831
ACH-000334,0.06602874480817769
ACH-000335,0.003568595998289388
ACH-000336,0.2198418043465383
ACH-000337,0.23442162664904515
ACH-000338,0.014305734488703519
ACH-000339,0.15159286597390073
ACH-000341,0.12770456982341594
ACH-000348,0.1366534830927681
ACH-000350,0.14879748342565113
ACH-000352,0.18906477039069267
ACH-000356,0.2372708704801032
ACH-000361,0.2426568436820373
ACH-000362,0.08872443943702871
ACH-000363,0.11228098924407767
ACH-000364,0.20268926176672736
ACH-000365,0.04655774110008375
ACH-000366,0.11186129300894827
ACH-000368,0.18850102601110505
ACH-000374,-0.1392777806865233
ACH-000375,0.022200928803440743
ACH-000376,0.07360548506108128
ACH-000381,-0.04233407065230228
ACH-000383,0.10552359096997573
ACH-000387,0.1460342768801235
ACH-000389,0.30143911620303715
ACH-000390,0.15673561847241047
