,DNAH2 (146754)
ACH-000004,-0.18911620335426144
ACH-000005,-0.15366386084087766
ACH-000007,-0.03925788029521137
ACH-000009,-0.4271032379360359
ACH-000011,-0.1594300997272834
ACH-000012,-0.1771247412363154
ACH-000013,-0.24370704737004245
ACH-000014,-0.04902775781501975
ACH-000015,-0.15443651835532524
ACH-000017,-0.12505254826328874
ACH-000018,-0.1888657991379855
ACH-000019,0.032274873180663355
ACH-000021,-0.11893951335881958
ACH-000022,0.0020759134702003443
ACH-000025,-0.2274317795768573
ACH-000028,-0.06375790134667031
ACH-000030,-0.18455893004303384
ACH-000035,-0.19729572981462104
ACH-000036,-0.3143969151557421
ACH-000037,-0.1452133028026113
ACH-000039,-0.10655324790649504
ACH-000040,-0.24673049492031826
ACH-000041,-0.2330735756378289
ACH-000042,-0.18463963022028196
ACH-000045,-0.2957566109236344
ACH-000047,-0.055077383087084965
ACH-000052,-0.3741998149842566
ACH-000053,-0.12509806502117846
ACH-000054,-0.06458135408991401
ACH-000055,-0.15949138226237575
ACH-000060,-0.21789472496159654
ACH-000067,-0.1645307281343473
ACH-000070,-0.09730246956001773
ACH-000075,-0.09356100353125156
ACH-000078,-0.2014131341731751
ACH-000082,-0.3757347887851369
ACH-000085,-0.09534374704282754
ACH-000086,-0.1914130328177799
ACH-000087,0.04158644092297084
ACH-000092,-0.029080375306576717
ACH-000095,-0.031751636322444404
ACH-000097,-0.038320365217687634
ACH-000098,-0.2141381354644492
ACH-000099,-0.20948346009702412
ACH-000108,-0.1928366529462476
ACH-000113,-0.1724425462437479
ACH-000116,-0.12203653440249372
ACH-000118,-0.1582294963387098
ACH-000120,-0.2450425803230507
ACH-000123,-0.2354059690325991
ACH-000127,-0.1700376024346115
ACH-000128,-0.21203972423961376
ACH-000132,-0.0711906801235775
ACH-000133,-0.2353578777760265
ACH-000137,-0.014403905840762588
ACH-000138,-0.2943749048377412
ACH-000142,-0.2812837321367549
ACH-000143,-0.08581269242657777
ACH-000146,-0.11038404971198801
ACH-000148,-0.12080216581974106
ACH-000150,-0.1780721220535959
ACH-000152,-0.3328317856913279
ACH-000153,-0.1042292744896428
ACH-000159,-0.07066368625502174
ACH-000160,-0.14233122882481453
ACH-000163,-0.2051480485826992
ACH-000167,-0.06640667632018624
ACH-000168,-0.2959070882980292
ACH-000169,-0.03106815028465495
ACH-000178,-0.23868856008555075
ACH-000183,-0.1897905386720371
ACH-000188,-0.2804149755896177
ACH-000189,0.0065831207093840615
ACH-000190,-0.03494701241180289
ACH-000198,-0.21698662527342705
ACH-000203,-0.0999780419934052
ACH-000204,-0.17646803345659512
ACH-000206,-0.2308635895460979
ACH-000207,-0.2533953296407248
ACH-000208,-0.12212227262757115
ACH-000210,-0.4185251392996028
ACH-000211,-0.07620601854597275
ACH-000215,-0.1375780697375851
ACH-000221,-0.24059423725426224
ACH-000222,-0.10065198000294807
ACH-000223,-0.13466284020081395
ACH-000226,-0.2879738467839098
ACH-000227,-0.13344072492757098
ACH-000228,-0.1396605746116757
ACH-000231,-0.2846323178824809
ACH-000232,-0.15736450216603226
ACH-000233,-0.22819341481917155
ACH-000234,-0.14225325079916587
ACH-000235,-0.1510951318278037
ACH-000237,-0.18610278229766355
ACH-000238,-0.33295285742432845
ACH-000242,0.21312932741090349
ACH-000243,-0.21443356268454872
ACH-000244,-0.21670797218600096
ACH-000246,-0.06547899581831386
ACH-000248,-0.12746038730648487
ACH-000250,-0.26595919333395673
ACH-000251,-0.03343473466904834
ACH-000252,-0.2236282508538285
ACH-000253,-0.1539917964083455
ACH-000255,-0.024524891960979383
ACH-000256,-0.2943811623668203
ACH-000257,-0.2299566857001983
ACH-000258,-0.225605537136101
ACH-000259,-0.04570525419263236
ACH-000260,-0.1899130113726758
ACH-000261,-0.22387993254615304
ACH-000262,-0.1188864894744513
ACH-000263,-0.05341399030922036
ACH-000264,-0.10670001344733114
ACH-000265,-0.10262456039684596
ACH-000266,-0.08109622714104794
ACH-000272,-0.2827853992061349
ACH-000274,-0.17704688510557784
ACH-000277,-0.26426603171321145
ACH-000278,-0.0016321636949993019
ACH-000279,-0.13325140977851438
ACH-000280,-0.15919325412190696
ACH-000281,-0.2104920014889452
ACH-000288,-0.4045565231895472
ACH-000291,-0.030435853235788637
ACH-000293,-0.13834687362722387
ACH-000294,-0.1471303205531696
ACH-000295,-0.1686968193974114
ACH-000296,-0.18118484831809167
ACH-000302,-0.13203556638772956
ACH-000304,-0.2248975095700348
ACH-000307,-0.15945064668435005
ACH-000308,-0.03316831549691305
ACH-000310,-0.021774107593044413
ACH-000311,-0.1797957324175807
ACH-000312,-0.05066036565783503
ACH-000315,-0.16363937983320093
ACH-000316,-0.17236471152639232
ACH-000317,0.009922662836857386
ACH-000318,-0.19396916741328865
ACH-000319,-0.3131201110333713
ACH-000320,-0.2139309777562373
ACH-000322,-0.13317658516328407
ACH-000323,-0.2442968447914117
ACH-000324,-0.12067497152864723
ACH-000329,-0.20515823220081533
ACH-000330,-0.2081000880607428
