,ADRB3 (155)
ACH-000004,-0.025177751734945908
ACH-000005,0.2327377892294941
ACH-000007,0.1079887401069283
ACH-000009,0.1607717002522617
ACH-000011,0.0263166954977938
ACH-000012,0.07732896551805009
ACH-000013,0.05715615318618662
ACH-000014,0.04659194001848859
ACH-000015,0.06386022572943413
ACH-000017,0.11371539205129985
ACH-000018,0.11774460467052154
ACH-000019,0.19470377391945576
ACH-000021,0.1152505433668574
ACH-000022,-0.07902821174079099
ACH-000025,-0.09599144605216638
ACH-000028,0.012197446045112222
ACH-000030,0.0821546179838856
ACH-000035,-0.05949677967476904
ACH-000036,0.020057055748788882
ACH-000037,-0.01719695989412976
ACH-000039,-0.08179525911167784
ACH-000040,0.053973428493104936
ACH-000041,0.1376052165276693
ACH-000042,0.1597830242697381
ACH-000045,0.12915958483207926
ACH-000047,0.11245166034795794
ACH-000052,-0.023660330659081245
ACH-000053,0.08705417934431381
ACH-000054,0.09040657650867863
ACH-000055,0.10623763002770964
ACH-000060,-0.08173850608490542
ACH-000067,0.024245408183906608
ACH-000070,0.12213159865713033
ACH-000075,0.05464464847807163
ACH-000078,0.055932530326488886
ACH-000082,-0.07336184885931099
ACH-000085,0.0522325993052151
ACH-000086,0.03696019291879813
ACH-000087,0.2879746961701493
ACH-000092,0.09266012258932828
ACH-000095,0.1038805005067574
ACH-000097,-0.09937604749124054
ACH-000098,0.13475416267287732
ACH-000099,0.05264589043150748
ACH-000108,0.10853721735170377
ACH-000113,0.012455761804564359
ACH-000116,0.07842679362320076
ACH-000118,0.028039072778363545
ACH-000120,0.07676362896808167
ACH-000123,0.043209568666700164
ACH-000127,0.012374179841578523
ACH-000128,0.05230406500762341
ACH-000132,0.013883076567577259
ACH-000133,0.07319162146860325
ACH-000137,-0.11380567265881285
ACH-000138,0.08585940434710798
ACH-000142,0.11388305486188699
ACH-000143,0.060079125135918524
ACH-000146,0.06458603849269688
ACH-000148,0.04217545038295046
ACH-000150,-0.010917396164764644
ACH-000152,0.10922164798791577
ACH-000153,0.02753856793562064
ACH-000159,0.061666991082869264
ACH-000160,0.14664321325831253
ACH-000163,0.08433344991881672
ACH-000167,0.2689632286600921
ACH-000168,0.13779853318391613
ACH-000169,0.08503328368838327
ACH-000178,-0.018081608057690685
ACH-000183,0.0692089534432662
ACH-000188,-0.008572206969273511
ACH-000189,0.14614434455185668
ACH-000190,0.11269176869795225
ACH-000198,0.11426928337086095
