,SHARPIN (81858)
ACH-000004,-0.18331418185138199
ACH-000005,-0.19244519198588486
ACH-000007,-0.2870348607495937
ACH-000009,-0.09244243297493497
ACH-000011,-0.2375034904820996
ACH-000012,-0.20795028928995835
ACH-000013,-0.06504621418959765
ACH-000014,-0.18339879836573286
ACH-000015,-0.16358355985072898
ACH-000017,-0.2178698701259401
ACH-000018,-0.2028392256232378
ACH-000019,0.009063407318925012
ACH-000021,-0.11932347083514876
ACH-000022,-0.14698546912658256
ACH-000025,-0.16940467883477056
ACH-000028,-0.08625235395503354
ACH-000030,-0.23111590641272356
ACH-000035,-0.18548075183733947
ACH-000036,0.016845380244340468
ACH-000037,-0.2362062715841083
ACH-000039,-0.3451624824043691
ACH-000040,-0.3090388012586504
ACH-000041,-0.18769692622300116
ACH-000042,-0.1575219862796281
ACH-000045,-0.08784011059753957
ACH-000047,-0.15409098503494806
ACH-000052,-0.04088399886762679
ACH-000053,-0.26762679862005834
ACH-000054,-0.06191997219079634
ACH-000055,-0.17311702948771038
ACH-000060,-0.22311566440154892
ACH-000067,-0.19909553452869425
ACH-000070,-0.13670116524346745
ACH-000075,-0.374690415392918
ACH-000078,-0.15345820768459895
ACH-000082,-0.04962850892908795
ACH-000085,-0.439832711669218
ACH-000086,-0.07484371910550168
ACH-000087,-0.22420408105805134
ACH-000092,-0.2294882596564295
ACH-000095,-0.17315557204174814
ACH-000097,-0.22504773260283648
ACH-000098,-0.08178762719540841
ACH-000099,-0.2267494510075173
ACH-000108,-0.25485532576203085
ACH-000113,-0.1874514937489856
ACH-000116,-0.16479990005638975
ACH-000118,-0.18451163693915584
ACH-000120,-0.15828613038970293
ACH-000123,-0.08817069035126182
ACH-000127,-0.24022448332499846
ACH-000128,-0.0007645363827965809
ACH-000132,-0.05166773638303364
ACH-000133,-0.2141436590194989
ACH-000137,-0.04133668280866835
ACH-000138,-0.11508905460430705
ACH-000142,-0.09335860367939433
ACH-000143,0.04913336068783408
ACH-000146,-0.2153266386226102
ACH-000148,-0.09025440736480496
ACH-000150,-0.15122502979969465
ACH-000152,-0.11430991988876868
ACH-000153,0.07153498566342904
ACH-000159,-0.12305572773853522
ACH-000160,-0.13672830191099042
ACH-000163,-0.10038639898961974
ACH-000167,-0.5612311302585187
ACH-000168,-0.0923921523643489
ACH-000169,-0.18644404889670035
ACH-000178,-0.36676381296570826
ACH-000183,-0.07782455448579181
ACH-000188,-0.1011896026874902
ACH-000189,0.2022955242064064
ACH-000190,-0.131906630404793
ACH-000198,-0.2441336479775421
ACH-000203,-0.284264413827244
ACH-000204,-0.15014366122953188
ACH-000206,-0.17179484598134045
ACH-000207,-0.1365233233371047
ACH-000208,-0.1775109321564554
ACH-000210,-0.4075598174863765
ACH-000211,-0.3075050523295357
ACH-000215,-0.13872239209781667
ACH-000221,-0.11278992250309501
ACH-000222,-0.2393534622638409
ACH-000223,-0.22513434865553672
ACH-000226,-0.1925485327705304
ACH-000227,-0.09009982365760047
ACH-000228,-0.05863013254792904
ACH-000231,-0.17238227402344067
ACH-000232,-0.15875402655793075
ACH-000233,-0.17894281545858265
ACH-000234,-0.3073880413090299
ACH-000235,-0.21650512469822308
ACH-000237,-0.19850859785652766
ACH-000238,-0.3346343589144057
ACH-000242,-0.30919428217650263
ACH-000243,-0.19220267826691426
ACH-000244,0.014061301087879941
ACH-000246,-0.2582951353980655
ACH-000248,-0.2449624307550723
ACH-000250,-0.23754267854498684
ACH-000251,-0.2662247397687152
ACH-000252,-0.3076887655025597
ACH-000253,-0.2627952120293022
ACH-000255,0.014164712749274113
ACH-000256,-0.24031514115491354
ACH-000257,-0.1405294127263018
ACH-000258,-0.08701714050791494
ACH-000259,-0.1649941373595581
ACH-000260,-0.2150956044986844
ACH-000261,-0.16169679492111305
ACH-000262,-0.060393101032175815
ACH-000263,-0.4179588251035874
ACH-000264,-0.1003107540519085
ACH-000265,-0.12654292138138715
ACH-000266,-0.3217493026197715
ACH-000272,-0.17127867700832544
ACH-000274,-0.21550052802934616
ACH-000277,-0.5534851467720302
ACH-000278,-0.18489889872219484
ACH-000279,-0.19954203438661824
ACH-000280,-0.2525653684596126
ACH-000281,-0.09976307831075458
ACH-000288,-0.02176276191278112
ACH-000291,-0.338457549905109
ACH-000293,-0.29293502462271115
ACH-000294,-0.14079649713791273
ACH-000295,0.08585429529679177
ACH-000296,-0.2303839715766235
ACH-000302,-0.11955201433184645
ACH-000304,-0.22644888467305316
ACH-000307,-0.12223005553092005
ACH-000308,-0.3021484677893786
ACH-000310,-0.3053593484339238
ACH-000311,-0.21092760720370554
ACH-000312,-0.2122814607243208
ACH-000315,0.04227963914856342
ACH-000316,-0.13084002518520424
ACH-000317,-0.3161692476477843
ACH-000318,-0.243460260081814
ACH-000319,0.04999103403542928
ACH-000320,-0.12403196897350932
ACH-000322,-0.2757729666751489
ACH-000323,-0.22543415796112096
ACH-000324,-0.32641246250539385
ACH-000329,-0.227413315323282
ACH-000330,-0.1680180153436029
ACH-000331,-0.16277753012659926
ACH-000332,-0.2325580350337263
ACH-000334,-0.115423866751487
ACH-000335,-0.039400644473991615
ACH-000336,0.011734359382366921
ACH-000337,-0.0900213743192155
ACH-000338,0.03555230366460215
ACH-000339,-0.13516952592669665
ACH-000341,-0.2542311019451609
ACH-000348,-0.2532131108323516
ACH-000350,-0.0926671947924054
ACH-000352,-0.1947333673878031
ACH-000356,0.03675011720419929
ACH-000361,-0.16851788503536194
ACH-000362,-0.33555294694742405
ACH-000363,-0.34086580124884897
ACH-000364,-0.06607168907207071
ACH-000365,-0.11779337137180125
ACH-000366,-0.13863578839401255
ACH-000368,-0.1904320946806527
ACH-000374,-0.1076340829066922
ACH-000375,-0.12247862144532165
ACH-000376,-0.1531425755180401
ACH-000381,-0.2753294511573475
ACH-000383,-0.2497325924747277
ACH-000387,-0.21443755135757755
ACH-000389,-0.029327687671359456
ACH-000390,-0.22654085759562945
ACH-000393,-0.29091846858249704
ACH-000395,-0.29615992672477176
ACH-000396,-0.19729723238320732
ACH-000397,-0.2370558776155551
ACH-000401,-0.18885804792452768
ACH-000402,-0.06962492102454354
ACH-000403,-0.2351093588301672
ACH-000404,-0.044435706623427336
ACH-000406,-0.1450615554525484
ACH-000407,-0.0951823791301028
ACH-000408,-0.18737640546685247
ACH-000410,-0.21881354069754974
ACH-000411,-0.2628032974181489
ACH-000414,-0.13950187690473173
ACH-000415,-0.08989935882784185
ACH-000416,-0.13126527609059574
ACH-000420,-0.3447454281745399
ACH-000421,-0.2525105860319492
ACH-000424,-0.28815504516817364
ACH-000425,-0.231262301007474
ACH-000426,0.04352821987622015
ACH-000427,-0.4329839741344408
ACH-000433,-0.15923442467637533
ACH-000435,0.0771455405664219
ACH-000436,-0.044277649421150346
ACH-000444,-0.14750366763405928
ACH-000445,-0.09629757651654666
ACH-000448,-0.16166627421204144
ACH-000450,-0.18319870892801876
ACH-000452,-0.34582621262816177
ACH-000454,-0.13329564905799374
ACH-000458,0.03766397514702995
ACH-000459,-0.10921253790586127
ACH-000460,-0.24012476898502155
ACH-000461,-0.2354013403123935
ACH-000463,-0.16997088719909742
ACH-000464,-0.009964517532932059
ACH-000466,-0.17804860850350315
ACH-000467,-0.29764088289224483
ACH-000468,-0.2173821859142424
ACH-000469,-0.0015288775640034456
ACH-000470,-0.3808903237085901
ACH-000471,-0.3046148099593245
ACH-000472,-0.19714028576577494
ACH-000473,-0.23580672593422705
ACH-000475,-0.14132971046055182
ACH-000476,-0.1458424279528114
ACH-000477,0.003107279332096949
ACH-000479,-0.5237388748797471
ACH-000480,-0.06842676233871084
ACH-000481,-0.05765958210536476
ACH-000483,-0.2473654367203415
ACH-000484,-0.2464064542043787
ACH-000485,-0.313932286353269
ACH-000486,-0.2458776452265042
ACH-000487,-0.1153044768370859
ACH-000488,-0.1619766975540358
ACH-000490,-0.13599264232563654
ACH-000491,-0.08826241785242653
ACH-000495,-0.4529612863107519
ACH-000496,-0.09945117261141896
ACH-000499,-0.010157620285277663
ACH-000500,-0.29536773745886946
ACH-000502,-0.276561579211677
ACH-000503,-0.14198087632683107
ACH-000505,-0.3257591108507029
ACH-000507,-0.062445174520794136
ACH-000510,-0.15637326075206318
ACH-000511,-0.1049209838767712
ACH-000512,-0.16903846629707556
ACH-000516,-0.1723303458117981
ACH-000517,-0.3016192547552043
ACH-000518,-0.18518988482749535
ACH-000520,-0.1522351333283681
ACH-000521,-0.2555488708721816
ACH-000522,0.06958964454791212
ACH-000524,-0.3884266199018673
ACH-000527,-0.13190304793036464
ACH-000528,-0.15983729819442674
ACH-000537,-0.22204237145491107
ACH-000541,-0.3318213855747446
ACH-000542,-0.23036763665854
ACH-000544,0.011738228500534874
ACH-000545,-0.1437265701435487
ACH-000547,-0.3466533692005867
ACH-000548,-0.2726607088803249
ACH-000549,-0.21410341952651074
ACH-000550,-0.1182124862120587
ACH-000552,-0.09843520863466992
ACH-000556,-0.1884328549328146
ACH-000557,-0.2374334159089909
ACH-000569,-0.14127972625319205
ACH-000570,-0.1286844917646609
ACH-000571,-0.1437495349305951
ACH-000573,-0.1276050360429913
ACH-000576,-0.17042968924145596
ACH-000579,-0.14543886632886244
ACH-000580,-0.252124348533523
ACH-000584,-0.2788186075057018
ACH-000585,-0.17804529148564938
ACH-000588,-0.26765572621884604
ACH-000589,-0.3015034721007984
ACH-000591,-0.01737776292604517
ACH-000593,-0.05811174993391768
ACH-000600,-0.16778658747591532
ACH-000601,-0.14119367326923188
ACH-000605,-0.3190498951826313
ACH-000606,-0.13173340742767328
ACH-000608,-0.18668102960063196
ACH-000614,-0.14240068631559544
ACH-000616,-0.20671450324840435
ACH-000618,-0.2399320039369289
ACH-000619,-0.5144387575111798
ACH-000620,-0.091717803300585
ACH-000621,-0.2314593348913673
ACH-000622,-0.1791790619127479
ACH-000623,-0.11425782245174056
ACH-000624,-0.2236397231188675
ACH-000627,-0.17587436994818073
ACH-000630,-0.07384549329092721
ACH-000631,-0.4703160535483018
ACH-000632,-0.21200545043986244
ACH-000633,-0.18445944581135715
ACH-000637,-0.2534905585556301
ACH-000638,-0.16820538882447442
ACH-000646,-0.28092103022185994
ACH-000647,-0.13142551902280591
ACH-000648,-0.2510900236673839
ACH-000649,-0.32591681040575377
ACH-000651,-0.08404285137780264
ACH-000652,-0.5514125742086959
ACH-000653,-0.2796865598287156
ACH-000657,-0.1838469978889691
ACH-000658,-0.43045685655616106
ACH-000661,-0.09386732494203888
ACH-000662,-0.4825924947517786
ACH-000663,-0.2837289152095665
ACH-000665,-0.1205977008269798
ACH-000671,-0.13502720148807176
ACH-000672,-0.05432849819563766
ACH-000673,-0.14948179985692334
ACH-000676,-0.15441355560092312
ACH-000677,-0.1483663476263999
ACH-000681,-0.1105700280925953
ACH-000683,-0.17531090677572986
ACH-000684,-0.3102244247640642
ACH-000688,-0.278438420666899
ACH-000693,-0.18441806350461004
ACH-000694,-0.08455766900028908
ACH-000695,-0.2918622344628549
ACH-000696,-0.10724982576880328
ACH-000697,-0.045370678938405684
ACH-000699,-0.34501241616433964
ACH-000701,-0.04603915895360115
ACH-000706,-0.20185833689690236
ACH-000711,-0.15134163176277113
ACH-000713,-0.05932969391763844
ACH-000714,0.008219546173818443
ACH-000718,-0.13512049319542865
ACH-000720,-0.1387373176933821
ACH-000721,-0.08595210139196166
ACH-000724,-0.2331343350107783
ACH-000725,-0.2470753129059376
ACH-000732,-0.29440434067165056
ACH-000734,-0.18575623844695255
ACH-000735,-0.27505921796930577
ACH-000736,-0.1631140246570935
ACH-000738,-0.1708668858710429
ACH-000746,-0.2729453206723491
ACH-000747,-0.051502083829920685
ACH-000748,-0.13870638863273768
ACH-000753,-0.19667080327193387
ACH-000756,-0.026905809366006343
ACH-000757,-0.007752272624373889
ACH-000758,-0.3256769362074836
ACH-000760,-0.17458247281379735
ACH-000762,-0.1089546274781165
ACH-000763,-0.177011411481093
ACH-000764,-0.2820616453357346
ACH-000765,-0.2247427017198206
ACH-000766,-0.11834019595845245
