,RPS5 (6193)
ACH-000004,-0.6905506991318389
ACH-000005,-0.7679241581423608
ACH-000007,-0.8664299280867854
ACH-000009,-0.8987588174960158
ACH-000011,-0.7865478962810085
ACH-000012,-0.7142506060353674
ACH-000013,-0.8284298986022516
ACH-000014,-0.7873357317228379
ACH-000015,-1.0145271997693552
ACH-000017,-0.6905199039658146
ACH-000018,-0.9267255865963248
ACH-000019,-0.7244355423477028
ACH-000021,-0.5514507452272936
ACH-000022,-0.8135999014279237
ACH-000025,-0.8463813570520597
ACH-000028,-0.8957205425158445
ACH-000030,-1.0866518308759134
ACH-000035,-0.930037333779725
ACH-000036,-0.6481144605715161
ACH-000037,-0.8649548603533666
ACH-000039,-0.8081964488618719
ACH-000040,-0.8124702302704195
ACH-000041,-0.9306634522358671
ACH-000042,-0.8815313976303374
ACH-000045,-0.690945174592531
ACH-000047,-0.5559839305399539
ACH-000052,-0.9133077772261478
ACH-000053,-0.8522235812543326
ACH-000054,-0.8315131770366021
ACH-000055,-0.7470418411487422
ACH-000060,-1.0188199595824563
ACH-000067,-0.9426737222812832
ACH-000070,-0.8194684059444298
ACH-000075,-0.7053350977292169
ACH-000078,-0.7243949861154543
ACH-000082,-0.8473872139508618
ACH-000085,-0.6560523119542452
ACH-000086,-0.6804338630469776
ACH-000087,-0.9984323321685944
ACH-000092,-0.8697102939476489
ACH-000095,-0.8857759671280377
ACH-000097,-0.7963192227665864
ACH-000098,-0.44479776438399177
ACH-000099,-0.4700828706433533
ACH-000108,-1.0723085084027306
ACH-000113,-0.7175434374331947
ACH-000116,-0.8135886557755876
ACH-000118,-0.7592135703362514
ACH-000120,-0.9397402072175816
ACH-000123,-0.8579572354282411
ACH-000127,-0.765637056076514
ACH-000128,-0.7580176744963766
ACH-000132,-0.570550783321755
ACH-000133,-0.8052120796244453
ACH-000137,-0.5653109939401618
ACH-000138,-0.8536798748052459
ACH-000142,-0.8087335113290361
ACH-000143,-0.99562064483792
ACH-000146,-0.7094906856412084
ACH-000148,-0.6488474775125527
ACH-000150,-0.9703056791690396
ACH-000152,-1.010439583426438
ACH-000153,-0.780674624124289
ACH-000159,-0.5097689318353523
ACH-000160,-0.6540945076975105
ACH-000163,-0.5510969167368431
ACH-000167,0.6021981380335621
ACH-000168,-0.4577556362724439
ACH-000169,-0.8810993511728241
ACH-000178,-0.8094530523277538
ACH-000183,-0.7284017462185685
ACH-000188,-0.8231977506501845
ACH-000189,-0.4601052171808906
ACH-000190,-1.0638441142473285
ACH-000198,-0.8102742983179104
ACH-000203,-1.0639694302573948
ACH-000204,-0.6204485914486759
ACH-000206,-0.9845223579507156
ACH-000207,-0.8412532617267369
ACH-000208,-0.8929454291885974
ACH-000210,-0.696948522654733
ACH-000211,-0.7509609186975515
ACH-000215,-0.8691449041399733
ACH-000221,-0.6061001901755831
ACH-000222,-0.5780068993798443
ACH-000223,-0.6770398041074699
ACH-000226,-0.8076186005557072
ACH-000227,-0.5496637763687285
ACH-000228,-0.5310890396539937
ACH-000231,-0.5062658581573125
ACH-000232,-0.8262729150263427
ACH-000233,-0.6044115047821802
ACH-000234,-0.677865828579255
ACH-000235,-1.0055597692331104
ACH-000237,-0.8617232332971063
ACH-000238,-0.5715593718305623
ACH-000242,-0.7234744508374856
ACH-000243,-0.7672105287439008
ACH-000244,-0.7147713114416756
ACH-000246,-1.0004775105156876
ACH-000248,-0.6992434746122846
ACH-000250,-0.8259826634589359
ACH-000251,-0.6859743986835476
ACH-000252,-0.7155171663701185
ACH-000253,-0.5795638837255613
ACH-000255,-0.6743029148966163
ACH-000256,-0.9206305476427248
ACH-000257,-0.8125921735186802
ACH-000258,-0.9150593573076321
ACH-000259,-0.908920627931232
ACH-000260,-0.9019458349165219
ACH-000261,-0.5079091226041675
ACH-000262,-0.939460325323288
ACH-000263,-0.7423466305208193
ACH-000264,-0.4931814645249442
ACH-000265,-0.9914429350488804
ACH-000266,-0.541063640926341
ACH-000272,-0.8678795114427825
ACH-000274,-0.549128891610792
ACH-000277,-0.40669860811228187
ACH-000278,-0.7952620069048122
ACH-000279,-0.6947444663547807
ACH-000280,-0.7284312188684485
ACH-000281,-0.8400298523913051
ACH-000288,-0.6678851309362454
ACH-000291,-0.6512488321180218
ACH-000293,-0.5533505325438619
ACH-000294,-0.8156027622623757
ACH-000295,-0.7691096231387512
ACH-000296,-0.6723843357315514
ACH-000302,-0.8376607143398529
ACH-000304,-0.92290694873366
ACH-000307,-0.6333588869157609
ACH-000308,-0.9862649264911127
ACH-000310,-0.9093137163187556
ACH-000311,-0.5568180601708331
ACH-000312,-0.7458410774693454
ACH-000315,-0.6486524609330507
ACH-000316,-0.940398670518218
ACH-000317,-0.7561640968042896
ACH-000318,-0.7538873444799682
ACH-000319,-0.8028485797457906
ACH-000320,-0.41853228724623903
ACH-000322,-0.5759336032244836
ACH-000323,-0.6292235132731886
ACH-000324,-0.4930367789498463
ACH-000329,-0.5306473319716934
ACH-000330,-0.8450221807641796
ACH-000331,-0.9946998939701486
ACH-000332,-0.5628770104048467
ACH-000334,-0.6873558758838875
ACH-000335,-0.7617342591824927
ACH-000336,-0.7200098500862439
ACH-000337,-0.9584621973853532
ACH-000338,0.11738402796661845
ACH-000339,-0.5446670040732474
ACH-000341,-1.1158645061488115
ACH-000348,-0.7693136687709411
ACH-000350,-0.8868871654168083
ACH-000352,-0.8698077729046293
ACH-000356,-0.8154677662276563
ACH-000361,-0.9795146492532216
ACH-000362,-0.7261846192109862
ACH-000363,-0.8622407813918264
ACH-000364,-0.9248533337179202
ACH-000365,-0.7252969088484451
ACH-000366,-1.0405798590465731
ACH-000368,-0.5681778600731591
ACH-000374,-0.7279224472767135
ACH-000375,-0.8627496310528335
ACH-000376,-0.8708345650084632
ACH-000381,-0.7195888637410076
ACH-000383,-0.8425249298605593
ACH-000387,-0.6146779818294671
ACH-000389,-0.7182964124407479
ACH-000390,-0.8431132400613774
ACH-000393,-0.8462108322823311
ACH-000395,-0.3421567133121009
ACH-000396,-0.6011726441416475
ACH-000397,-0.8873416782076212
ACH-000401,-1.1436481180725364
ACH-000402,-0.7525213725883232
ACH-000403,-0.8035479358912231
ACH-000404,-0.8848482677903222
ACH-000406,-0.7660798037332813
ACH-000407,-0.933331586988984
ACH-000408,-0.8946644371992956
ACH-000410,-0.8670176506186533
ACH-000411,-0.7972660913423246
ACH-000414,-0.5573687749759606
