,TES (26136)
ACH-000169,-0.06206896504021017
ACH-000178,-0.11501425897885467
ACH-000183,-0.08859778845919698
ACH-000188,0.013845535454837396
ACH-000189,-0.3044940492259767
ACH-000190,-0.0293131358015358
ACH-000198,-0.07436308583396713
ACH-000203,0.005983930229061368
ACH-000204,-0.10064451238915048
ACH-000206,0.05422829789002311
ACH-000207,0.09382924153534172
ACH-000208,-0.014839832975949596
ACH-000210,0.006995046530333236
ACH-000211,-0.17889968331799574
ACH-000215,-0.14089488945177306
ACH-000221,-0.054368748422167636
ACH-000222,0.07420396244957744
ACH-000223,-0.01806131222388209
ACH-000226,-0.12262874150574027
ACH-000227,-0.05298961961272235
ACH-000228,0.04326064263106874
ACH-000231,-0.023247871411990625
ACH-000232,-0.13892320856830376
ACH-000233,-0.07103503783508651
ACH-000234,-0.04972380381063881
ACH-000235,-0.07900959365800253
ACH-000237,-0.16459923147676378
ACH-000238,-0.13956332499833646
ACH-000242,0.16563153020281346
ACH-000243,-0.1143515805231667
ACH-000244,-0.09305045593411997
ACH-000246,-0.12504489753550704
ACH-000248,0.08050488119124694
ACH-000250,-0.10323303892766222
ACH-000251,-0.14049975573850682
ACH-000252,-0.10481183587706007
ACH-000253,-0.13234834448017185
ACH-000255,-0.1475505949404559
ACH-000256,-0.010338325864234771
ACH-000257,0.03317127168687891
ACH-000258,0.0489549472192656
ACH-000259,0.03296560547668734
ACH-000260,-0.09546519427616446
ACH-000261,-0.08325593089286035
ACH-000262,0.03443798990706959
ACH-000263,-0.06446943749652365
ACH-000264,-0.10261210223852928
ACH-000265,-0.03619086531391049
ACH-000266,-0.022915016507500267
ACH-000272,-0.06730274514060944
ACH-000274,-0.1424209392168124
ACH-000277,0.00944779729530745
ACH-000278,-0.17275194380701628
ACH-000279,-0.13576407508848332
ACH-000280,-0.051101335064525834
ACH-000281,-0.12491443154578552
ACH-000288,-0.1256292677074438
ACH-000291,0.0038762093130946993
ACH-000293,0.0007801040674390967
ACH-000294,0.10425409482666884
ACH-000295,0.046746878465289785
ACH-000296,0.15288493436236086
ACH-000302,-0.08477659609968108
ACH-000304,-0.17580319351531695
ACH-000307,0.0028992636092062306
ACH-000308,-0.06126374074080272
ACH-000310,-0.13066353773832687
ACH-000311,0.010029823409088848
ACH-000312,-0.051724640183344085
ACH-000315,-0.08967749707376546
ACH-000316,0.03141465273774555
ACH-000317,-0.026892662969584296
ACH-000318,-0.15350510837014034
ACH-000319,-0.03939570504848811
ACH-000320,0.010257788969019492
ACH-000322,-0.042946541681091036
ACH-000323,-0.02956929061788243
ACH-000324,-0.2080307321813048
ACH-000329,-0.07347919420420466
ACH-000330,-0.07592172261506032
ACH-000331,0.026070849999547136
ACH-000332,-0.05700751994438275
ACH-000334,-0.05552171090949303
ACH-000335,-0.029260124276912783
ACH-000336,-0.14552414479426465
ACH-000337,-0.025588696397224855
ACH-000338,0.4721854664552934
ACH-000339,-0.0961919534105584
ACH-000341,0.01817876109639429
ACH-000348,0.05837809645882089
ACH-000350,-0.036744814886615115
ACH-000352,-0.02009589477779396
ACH-000356,-0.7954325383685233
ACH-000361,0.1850108250386229
ACH-000362,-0.03542694943428477
ACH-000363,-0.04766671124544719
ACH-000364,-0.1300049889687245
ACH-000365,-0.07389331151595105
ACH-000366,-0.09762180876884803
ACH-000368,-0.019193820125049128
ACH-000374,-0.023730788529035096
ACH-000375,0.031166408963098264
ACH-000376,-0.06878250514508708
ACH-000381,0.024810599074228983
ACH-000383,-0.038821439816819917
ACH-000387,-0.06919131323391157
ACH-000389,0.0054290277249685465
ACH-000390,-0.02380957912412341
ACH-000393,-0.07094063131898579
ACH-000395,-0.18138750952339613
ACH-000396,0.0007586392978141525
ACH-000397,-0.06477494858979044
ACH-000401,-0.1578217920164975
ACH-000402,0.11480707050262735
ACH-000403,-0.06928060242492247
ACH-000404,0.08843380085632215
ACH-000406,-0.06125785738537689
ACH-000407,-0.0808647671087517
ACH-000408,-0.11794283399354295
ACH-000410,-0.0181807350651784
ACH-000411,-0.12640038887548688
ACH-000414,0.02528453597156173
ACH-000415,-0.16381799254985274
ACH-000416,-0.10752281546727084
ACH-000420,-0.17490510937062714
ACH-000421,-0.10000732059695076
ACH-000424,-0.08716002963500613
ACH-000425,-0.11024796862872806
ACH-000426,-0.009999376681814469
ACH-000427,-0.05363050038859198
ACH-000433,-0.16281691025036435
ACH-000435,0.29207418939059016
ACH-000436,-0.13005055562374165
ACH-000444,-0.11438545604409885
ACH-000445,-0.059608812486111086
ACH-000448,-0.10662957121138347
ACH-000450,0.03644428249625591
ACH-000452,-0.08640183013782719
ACH-000454,-0.001439900618837654
ACH-000458,-0.04873406412054655
ACH-000459,-0.14692507505185531
ACH-000460,-0.05118449181717607
ACH-000461,-0.06906306789226035
ACH-000463,-0.0973549120590052
ACH-000464,-0.01283843025443926
ACH-000466,-0.11329530587684288
ACH-000467,-0.06860906791877619
ACH-000468,-0.11519263098835443
ACH-000469,-0.10111110364939843
ACH-000470,-0.02622519427505316
ACH-000471,-0.052940273539737216
ACH-000472,-0.11275016822112804
ACH-000473,-0.03878882510626205
ACH-000475,-0.061627026830462214
ACH-000476,-0.03245628704661448
ACH-000477,0.009165775851936307
ACH-000479,-0.2688339428869305
ACH-000480,-0.000890026312830674
ACH-000481,-0.18252469372507693
ACH-000483,-0.07307358734449723
ACH-000484,0.016828771699319366
ACH-000485,-0.0669331709510802
ACH-000486,-0.12245657478204072
ACH-000487,-0.055770085673542205
ACH-000488,-0.11158530672072133
ACH-000490,-0.09025694500328664
ACH-000491,-0.1611485745308997
ACH-000495,0.005272243898608068
ACH-000496,0.03529989147493541
ACH-000499,-0.1126673581281868
ACH-000500,0.013908960775995259
ACH-000502,-0.0041802300233964
ACH-000503,0.0674437089783817
ACH-000505,-0.08588639380826392
ACH-000507,-0.032708487275850975
ACH-000510,-0.12281937682963895
ACH-000511,-0.13394499532275034
ACH-000512,0.2974695088680247
ACH-000516,-0.17943864565642795
ACH-000517,-0.044820317564531316
ACH-000518,0.004648276103624312
ACH-000520,-0.13654880763704558
ACH-000521,-0.12621003810609902
ACH-000522,-0.03984521518251463
ACH-000524,-0.11351534135369427
ACH-000527,-0.1230617024578531
ACH-000528,-0.10674990704166087
ACH-000537,-0.0423355093442838
ACH-000541,-0.1770276579355329
ACH-000542,-0.14914935832851814
ACH-000544,-0.0725249776849464
ACH-000545,-0.2621633816535415
ACH-000547,-0.06210384939472385
ACH-000548,-0.06723349983728175
ACH-000549,0.009394389108430223
ACH-000550,-0.18706591888763732
ACH-000552,-0.10714553212980772
ACH-000556,-0.07736466675765015
ACH-000557,-0.008869478834136305
ACH-000569,0.12496458337729464
ACH-000570,-0.03317555924538024
ACH-000571,-0.10133809077121624
ACH-000573,-0.07264054477348791
ACH-000576,0.04220671833392395
ACH-000579,0.03366674937984708
ACH-000580,-0.014850962338261432
ACH-000584,-0.1174376997063824
ACH-000585,-0.13348083412530193
ACH-000588,0.06251806960646232
ACH-000589,-0.10790855795031587
ACH-000591,0.07369188229494644
ACH-000593,-0.030532771628669318
ACH-000600,-0.04617082160501791
ACH-000601,-0.023492133646139238
ACH-000605,-0.14522662041610984
ACH-000606,-0.16940590477980128
ACH-000608,-0.06672256751298614
ACH-000614,-0.21856381530667726
ACH-000616,-0.4535595965343631
ACH-000618,-0.051467912698570574
ACH-000619,-0.04402232097553247
ACH-000620,0.00028227374339295287
ACH-000621,-0.1135709204120246
ACH-000622,-0.16247986409421253
ACH-000623,-0.04100227779837918
ACH-000624,-0.2420685641363629
ACH-000627,-0.023380758781545292
ACH-000630,-0.2039935579056949
ACH-000631,0.019004673501223698
ACH-000632,-0.1863830791139733
ACH-000633,-0.07334471383291914
ACH-000637,0.051033882211211405
ACH-000638,-0.012631130109679726
ACH-000646,-0.06090129582100433
ACH-000647,0.0013487223651752285
ACH-000648,-0.1089301205538248
ACH-000649,-0.14638342519297165
ACH-000651,-0.015689514541000257
ACH-000652,-0.002896116393116869
ACH-000653,-0.06581222582464369
ACH-000657,-0.1454137453208868
ACH-000658,-0.11535681100938153
ACH-000661,-0.06464667906482909
ACH-000662,-0.04480582468994308
ACH-000663,-0.09591596505388686
ACH-000665,-0.07230745226965372
ACH-000671,-0.04265657030338698
ACH-000672,-0.13896972259608764
ACH-000673,-0.15710698480849955
ACH-000676,-0.035908111484933315
ACH-000677,-0.09228365768754168
ACH-000681,0.013944075429409005
ACH-000683,-0.05301122358957409
ACH-000684,-0.06470036957281929
ACH-000688,-0.1836505112649067
ACH-000693,-0.11105814614078288
ACH-000694,-0.12483032908313195
ACH-000695,-0.15127152427049115
ACH-000696,-0.17116716261872342
ACH-000697,-0.011329196616990144
ACH-000699,-0.14095860278924027
ACH-000701,-0.07276875324669893
ACH-000706,-0.08631895248075604
ACH-000711,-0.09154360945287207
ACH-000713,-0.09104375742502656
ACH-000714,-0.08554303096774897
ACH-000718,0.03308285796465961
ACH-000720,-0.0655733718664784
ACH-000721,-0.00036678833608743815
ACH-000724,0.034062376767736165
ACH-000725,-0.039700220672534335
ACH-000732,-0.2863093628928996
ACH-000734,-0.08297965944774915
ACH-000735,-0.125731129818356
ACH-000736,0.04504724329072479
ACH-000738,-0.08079350163872083
ACH-000746,-0.11999398950200416
ACH-000747,0.01564845071578113
ACH-000748,-0.04593353404642863
ACH-000753,-0.0449701446620946
ACH-000756,-0.09393594917139346
ACH-000757,0.08469099431871202
ACH-000758,-0.1274318364168795
ACH-000760,-0.06882534149212938
ACH-000762,0.15737843724811687
ACH-000763,-0.1283908148621117
ACH-000764,-0.054378762684274884
ACH-000765,-0.09667578838075136
ACH-000766,-0.14027200290221706
ACH-000767,-0.01738933388909024
ACH-000768,-0.0021354941769800573
ACH-000769,-0.07984006520884575
ACH-000770,-0.15875680087959104
ACH-000771,-0.10153562509411038
ACH-000773,0.04237788107743598
ACH-000776,-0.21847296595627871
ACH-000777,-0.13757467802759368
ACH-000778,-0.061274571904405925
ACH-000781,-0.05062482443026008
ACH-000782,-0.015061965213935375
ACH-000783,-0.10480975224921113
ACH-000784,-0.06759653771198505
ACH-000785,0.02853651530522115
ACH-000787,-0.05838193421578795
ACH-000788,-0.1335634799299427
ACH-000791,-0.11919795687470472
ACH-000792,-0.012388226366483788
ACH-000794,-0.010219320529636543
ACH-000796,-0.05597822779037818
ACH-000798,-0.08277452749422863
ACH-000799,-0.28992219847844825
ACH-000800,-0.2690494190623972
ACH-000802,-0.011949429375618992
ACH-000804,-0.1494722526001613
ACH-000805,-0.07750839721248125
ACH-000809,-0.06100028060280836
ACH-000810,-0.05979314320643464
ACH-000811,-0.17354332065658526
ACH-000817,-0.03131931987128196
ACH-000819,-0.13265761510765234
ACH-000820,-0.2043048240674616
ACH-000821,-0.0515335222942157
ACH-000822,-0.1602412948191035
ACH-000823,-0.1103826201192026
ACH-000824,-0.09151099161147402
ACH-000827,-0.08630675752149468
ACH-000829,0.07747467634518597
ACH-000831,-0.1221628732950204
ACH-000832,-0.13144623891944768
ACH-000833,-0.14857619696917965
ACH-000834,0.006607294803784657
ACH-000835,-0.05978158794252913
ACH-000836,-0.07564349162864856
ACH-000837,-0.015537921096405153
ACH-000838,-0.04783442676204308
ACH-000839,0.008497619320669041
ACH-000840,-0.1568243506656011
ACH-000841,-0.053866846785139484
ACH-000843,-0.041137149414779736
ACH-000846,-0.08029420232720144
ACH-000847,-0.016394085329315727
ACH-000848,-0.103286011454263
ACH-000849,-0.1253572338128436
ACH-000851,-0.2059558598397093
ACH-000855,0.10615534866353453
ACH-000856,0.0511493806200133
ACH-000858,-0.12323646249726868
ACH-000859,-0.08648068072998487
ACH-000861,-0.03638333053101552
ACH-000862,-0.09687502071877434
ACH-000865,-0.06762930597849147
ACH-000866,-0.07383376189326188
ACH-000867,-0.06463681121957637
ACH-000869,-0.06989181763827576
ACH-000872,-0.03326738485135647
ACH-000873,-0.16115933120439904
ACH-000876,-0.027328759031088855
ACH-000878,0.0040774783121649005
ACH-000880,-0.10561575807879454
ACH-000881,-0.052080022102975
ACH-000882,-0.11987788647067753
ACH-000884,-0.038800409722477135
ACH-000885,-0.09516807640615596
ACH-000887,-0.11851133526016075
ACH-000889,-0.0410900244017813
ACH-000896,-0.0851160689738285
ACH-000898,-0.1452761792081233
ACH-000900,0.013793304643295898
ACH-000901,-0.02021878114537599
ACH-000905,-0.12726819292925884
ACH-000906,-0.08695553813078143
ACH-000907,-0.11995058154569377
ACH-000910,-6.900295122415397e-05
ACH-000911,-0.11685477472180868
ACH-000912,-0.14855668339692507
ACH-000913,-0.0891754229159971
ACH-000915,-0.13212964575662509
ACH-000916,-0.18139690786525614
ACH-000917,-0.009509363216636962
ACH-000920,-0.2337521925965825
ACH-000921,-0.0694961603901075
ACH-000924,-0.055977785260117166
ACH-000926,-0.13332284001354053
ACH-000928,-0.11011199250971172
ACH-000929,0.19316695295374192
ACH-000932,-0.09008018076773007
ACH-000935,-0.1787836144154423
ACH-000936,-0.07464793659131827
ACH-000937,-0.18432419179368684
ACH-000938,0.044628567439954164
ACH-000939,-0.08865791358350815
ACH-000941,-0.0962129227323142
ACH-000943,-0.07331913342964752
ACH-000946,-0.06672999906702015
ACH-000947,-0.1332105136704565
ACH-000948,-0.13448281557518765
ACH-000950,-0.024585446217869285
ACH-000953,-0.003403870874298889
ACH-000954,-0.25629640941539183
ACH-000957,-0.016374076867708302
ACH-000958,-0.1597531806473088
ACH-000960,-0.07282044375865711
ACH-000963,-0.14829069014945925
ACH-000968,0.2237080400318847
ACH-000969,-0.007079782611663356
ACH-000972,-0.2745335772189521
ACH-000973,-0.12641462370262202
ACH-000974,-0.2177944385797673
ACH-000978,0.017315757431260532
ACH-000984,-0.10566822470933736
ACH-000986,-0.07403523225117759
ACH-000988,-0.05576437091220261
ACH-000993,-0.1143586285431608
ACH-000994,0.039283335122014935
ACH-000996,-0.11899531061304608
ACH-001001,-0.08331702928286683
ACH-001020,0.08260049301139825
ACH-001028,-0.12841709264344972
ACH-001031,0.0007284590356409894
ACH-001038,-0.03309150275210356
ACH-001048,-0.061949683220144665
ACH-001050,-0.17382032252522953
ACH-001053,-0.16764695598144633
ACH-001054,-0.0949366836250423
ACH-001061,-0.026537109801418025
ACH-001067,-0.07597197879264063
ACH-001075,-0.08555686189217455
ACH-001096,-0.15517111258871094
ACH-001111,-0.022742199142992102
ACH-001119,-0.048083849176188964
ACH-001128,-0.3285265599008047
ACH-001134,-0.026121644819713567
ACH-001151,-0.041596910822982634
ACH-001163,-0.1380312049752795
ACH-001164,-0.15130183056133398
ACH-001183,-0.05853005446779761
ACH-001192,-0.11578201394906093
ACH-001193,-0.0377004246307086
ACH-001196,-0.02284098212225207
ACH-001197,-0.05240504938938747
ACH-001205,-0.1878740823276373
ACH-001211,-0.15813317492353554
ACH-001212,-0.038399689671970084
ACH-001228,0.007131638961139751
ACH-001232,-0.06731978018725067
ACH-001239,-0.1074025207669082
ACH-001270,-0.4105238098010814
ACH-001274,-0.185670430751478
ACH-001275,-0.04390057377682788
ACH-001277,-0.26229067279569696
ACH-001278,0.046539566879733936
ACH-001280,-0.20609428289857287
ACH-001283,-0.04737805030646588
ACH-001289,-0.11619154164093384
ACH-001300,0.061291670928738315
ACH-001301,0.07348144736008387
ACH-001302,-0.2170514321947534
ACH-001306,-0.2677648143152534
ACH-001318,-0.0035934533865418
ACH-001322,-0.13324787926118614
ACH-001328,-0.07779491851401886
ACH-001332,-0.16202439979326233
ACH-001336,-0.09979720225476398
ACH-001346,-0.029467609193091982
ACH-001353,-0.11808839230853875
ACH-001354,0.055771010084231305
ACH-001367,0.03157054796524466
ACH-001368,-0.1866786725900004
ACH-001374,-0.3220272046457095
ACH-001377,-0.08452508465166313
ACH-001380,-0.18332172286906587
ACH-001391,-0.1786446712426487
ACH-001408,-0.12160181575573938
ACH-001430,-0.1299147236240366
ACH-001431,-0.18635517256934436
ACH-001450,-0.19064704787355533
ACH-001496,-0.007742853412143119
ACH-001500,0.0020231965206934195
ACH-001523,-0.06032712415732329
ACH-001532,-0.001329713168943608
ACH-001550,-0.06898019227362832
ACH-001552,0.1062793587920592
ACH-001554,-0.15266879466868752
ACH-001654,-0.16028688566518673
ACH-001735,-0.06446715150775029
ACH-001736,-0.061903371387775775
ACH-001737,-0.0625314599109421
ACH-001740,-0.1923900833619032
ACH-001745,-0.1263351319383598
ACH-001765,-0.10982768088309262
