,YTHDF2 (51441)
ACH-000004,-0.5313170827366296
ACH-000005,-0.036152484214183205
ACH-000007,-0.07251392294204577
ACH-000009,-0.16648628872311302
ACH-000011,-0.2690499005893737
ACH-000012,-0.2829839885468235
ACH-000013,-0.17966038535338388
ACH-000014,-0.6312236877184374
ACH-000015,-0.37749521482754894
ACH-000017,0.007487179245001527
ACH-000018,-0.15476124734531851
ACH-000019,-0.27150309260021954
ACH-000021,-0.34471604714196524
ACH-000022,-0.2901245033808882
ACH-000025,-0.2613457627826526
ACH-000028,-0.34454995102156105
ACH-000030,-0.07232189878373806
ACH-000035,-0.4514596553894831
ACH-000036,-0.18762009883737635
ACH-000037,-0.5524038523742506
ACH-000039,-0.12585755824559028
ACH-000040,-0.3271186935855409
ACH-000041,-0.015234224881188215
ACH-000042,-0.2421530554920351
ACH-000045,-0.293055013090399
ACH-000047,-0.051633571013186164
ACH-000052,-0.3001372059874344
ACH-000053,-0.4972463308679875
ACH-000054,-0.22747150362386245
ACH-000055,-0.22117656233266128
ACH-000060,-0.29055695788189884
ACH-000067,-0.3320553237065721
ACH-000070,-0.3975094973371827
ACH-000075,-0.1759434678132738
ACH-000078,-0.4049599168153176
ACH-000082,-0.21063113262229027
ACH-000085,-0.2271860616234041
ACH-000086,-0.27765136953558645
ACH-000087,-0.3672123805952236
ACH-000092,-0.5771639846452441
ACH-000095,-0.6457688181469806
ACH-000097,-0.2654333962377053
ACH-000098,-0.2830479822638626
ACH-000099,-0.3326670693365328
ACH-000108,-0.4129321663079489
ACH-000113,-0.6004486857052149
ACH-000116,-0.1774627986120936
ACH-000118,-0.4308787351302646
ACH-000120,-0.04193199675242583
ACH-000123,-0.12684220509909336
ACH-000127,-0.21667118263976884
ACH-000128,-0.3937571288860706
ACH-000132,-0.23365321197986705
ACH-000133,-0.5634428478820619
ACH-000137,-0.4952759684074663
ACH-000138,-0.3730576807711105
ACH-000142,-0.2819390776598419
ACH-000143,-0.6331426549961151
ACH-000146,-0.261516605435505
ACH-000148,-0.3863312738739144
ACH-000150,-0.642569549161934
ACH-000152,-0.4698650687589977
ACH-000153,-0.501797606961864
ACH-000159,-0.30257955346980864
ACH-000160,-0.22199011999039187
ACH-000163,-0.3815635440193764
ACH-000167,0.02275770877737495
ACH-000168,0.06507784988885859
ACH-000169,-0.4642360915944242
ACH-000178,-0.3910507670947733
