,INO80 (54617)
ACH-000004,-0.45103151889544896
ACH-000005,-0.5590235832549446
ACH-000007,-0.5436549812819789
ACH-000009,-0.4192227123886015
ACH-000011,-0.6771103791787649
ACH-000012,-0.4440399488450319
ACH-000013,-0.6744835715094567
ACH-000014,-0.5175630805632403
ACH-000015,-0.6333386805899248
ACH-000017,-0.4842474274053695
ACH-000018,-0.5104456217169212
ACH-000019,-0.2723795969413489
ACH-000021,-0.3852288738021719
ACH-000022,-0.5423013101685514
ACH-000025,-0.5454836083959481
ACH-000028,-0.19301244216174912
ACH-000030,-0.28810533231154595
ACH-000035,-0.7005047261992149
ACH-000036,-0.3889761875940817
ACH-000037,-0.20714846054661332
ACH-000039,-0.2506048145068367
ACH-000040,-0.2519494993042255
ACH-000041,-0.2459366235441847
ACH-000042,-0.22552282006712995
ACH-000045,-0.440053169095981
ACH-000047,-0.4028657839864696
ACH-000052,-0.2925370612394569
ACH-000053,-0.5769364377350185
ACH-000054,-0.5151650995150769
ACH-000055,-0.32188862586194383
ACH-000060,-0.6190538027993163
ACH-000067,-0.32638545741942243
ACH-000070,-0.7021756101200024
ACH-000075,-0.3744313533184492
ACH-000078,-0.16879632823794632
ACH-000082,-0.5181686117492776
ACH-000085,-0.6300354154754406
ACH-000086,-0.4035702411735536
ACH-000087,-0.7514288895595544
ACH-000092,-0.34145570205790204
ACH-000095,-0.2608896222839979
ACH-000097,-0.42272444611268056
ACH-000098,-0.29729282039550065
ACH-000099,-0.31258676634232524
ACH-000108,-0.3880230734045775
ACH-000113,-0.3614797237387177
ACH-000116,-0.4530720502928463
ACH-000118,-0.5709914078329109
ACH-000120,-0.7393018974575536
ACH-000123,-0.3810859219121149
ACH-000127,-0.4200061371433829
ACH-000128,-0.3994385495242149
ACH-000132,-0.5129399397403297
ACH-000133,-0.5342431108612363
ACH-000137,-0.3698126005779602
ACH-000138,-0.4343754387941056
ACH-000142,-0.3775480087470687
ACH-000143,-0.3764483547931466
ACH-000146,-0.2556754249438397
ACH-000148,-0.475778359550516
ACH-000150,-0.20548702614154035
ACH-000152,-0.32901766013946554
ACH-000153,-0.4705504416465138
ACH-000159,-0.2511344598706324
ACH-000160,-0.082043221184543
ACH-000163,-0.2933188318723308
ACH-000167,0.06447376212057239
ACH-000168,-0.3063021045423046
ACH-000169,-0.5304453669426211
ACH-000178,-0.5362361157922749
ACH-000183,-0.43992455401239305
ACH-000188,-0.4544526478499445
ACH-000189,-0.3475457149143741
ACH-000190,-0.4249889240053295
ACH-000198,-0.3602940864426156
ACH-000203,-0.7472939525592199
ACH-000204,-0.25112398267773584
ACH-000206,-0.4312885328974493
ACH-000207,-0.23633201807295198
ACH-000208,-0.3040962053941125
ACH-000210,-0.3752327295518014
ACH-000211,-0.3439462338046759
ACH-000215,-0.24511897168327945
ACH-000221,-0.5350716719819928
ACH-000222,-0.4543549114533154
ACH-000223,-0.554694706670772
ACH-000226,-0.4553818688539511
ACH-000227,-0.6102330841885625
ACH-000228,-0.5910152375185396
ACH-000231,-0.5244633410943542
ACH-000232,-0.4629329280209169
ACH-000233,-0.4989384294464531
ACH-000234,-0.5597841032203111
ACH-000235,-0.29903199664571256
ACH-000237,-0.7401671565608128
ACH-000238,-0.3558555579658038
ACH-000242,0.09393400313234627
ACH-000243,-0.7090613889721596
ACH-000244,-0.8008462319808999
ACH-000246,-0.6143416370973409
ACH-000248,-0.485830245786069
ACH-000250,-0.5154226324079263
ACH-000251,-0.6277262299621031
ACH-000252,-0.6512230310622762
ACH-000253,-0.3674969391563109
ACH-000255,-0.3425526667180294
ACH-000256,-0.3729349574695564
ACH-000257,-0.5766497914794576
ACH-000258,-0.2269990628216109
ACH-000259,-0.2289118119859135
ACH-000260,-0.5211591691421986
ACH-000261,-0.5840445660419935
ACH-000262,-0.39076991931210253
ACH-000263,-0.30307696398034706
ACH-000264,-0.6907518625094691
ACH-000265,-0.5699656568389627
