,CMTM5 (116173)
ACH-000004,-0.06336892306129123
ACH-000005,-0.021958511559812276
ACH-000007,-0.04613214514258199
ACH-000009,-0.1619939530002553
ACH-000011,-0.15998699777037256
ACH-000012,-0.1731563312484968
ACH-000013,-0.14736416924114995
ACH-000014,-0.0596749769798989
ACH-000015,-0.09438928081947293
ACH-000017,-0.2726719799566869
ACH-000018,-0.2058544564041474
ACH-000019,-0.2976758718028896
ACH-000021,-0.12593782652193722
ACH-000022,-0.1129698647695312
ACH-000025,-0.17501412035017225
ACH-000028,-0.1906702088801991
ACH-000030,-0.12358930204745905
ACH-000035,-0.08586645759326679
ACH-000036,-0.07525557457624035
ACH-000037,-0.08335806261683547
ACH-000039,-0.015490016512553368
ACH-000040,-0.0721403674608249
ACH-000041,-0.07909516205272574
ACH-000042,-0.12271827384830455
ACH-000045,-0.10739559360354044
ACH-000047,-0.13901010600775682
ACH-000052,-0.2086756205929909
ACH-000053,-0.08196263418598088
ACH-000054,-0.15798877548164386
ACH-000055,-0.10132231725645874
ACH-000060,-0.042957984672324284
ACH-000067,-0.0075246066754035374
ACH-000070,-0.17603910172869233
ACH-000075,-0.05901443210371472
ACH-000078,-0.03116023258643213
ACH-000082,-0.10519885115571012
ACH-000085,-0.09880071307483043
ACH-000086,-0.20500309023671331
ACH-000087,-0.30080329376224463
ACH-000092,-0.17354655361328505
ACH-000095,-0.09995113924702632
ACH-000097,-0.1758957406647587
ACH-000098,-0.2132734813809319
ACH-000099,-0.05464209822220745
ACH-000108,-0.17370920541820098
ACH-000113,-0.18180564777133126
ACH-000116,-0.18428837479107074
ACH-000118,-0.25254177188110777
ACH-000120,-0.16117466906258954
ACH-000123,-0.21778555571287736
ACH-000127,-0.2272919158035963
ACH-000128,-0.1715339179604433
ACH-000132,-0.033677006847507414
ACH-000133,-0.1853496879045405
ACH-000137,-0.19544303451077066
ACH-000138,-0.059177462336668166
ACH-000142,-0.018173820247768844
ACH-000143,-0.194542208927548
ACH-000146,-0.10951581824455313
ACH-000148,-0.21828443548850526
ACH-000150,0.01602130003007974
ACH-000152,-0.11398538100178544
ACH-000153,-0.09426890236988138
ACH-000159,-0.123539245901461
ACH-000160,-0.5120220481554125
ACH-000163,-0.03708840181537428
ACH-000167,0.058696024093749424
ACH-000168,-0.2154156012145811
ACH-000169,-0.15090177176185254
ACH-000178,-0.09528406750531404
ACH-000183,-0.259938882907066
ACH-000188,-0.17755210624664058
ACH-000189,-0.21962859945241173
ACH-000190,-0.20723822557196964
ACH-000198,-0.1121985356790223
ACH-000203,-0.3057104238361025
ACH-000204,-0.1928715060928428
ACH-000206,-0.12081259937524486
ACH-000207,-0.11605240950537525
ACH-000208,-0.3076001383949391
ACH-000210,-0.10971048675234757
ACH-000211,-0.17524515166868934
ACH-000215,-0.18213564082103426
ACH-000221,-0.11191799771767866
ACH-000222,-0.04004888354653868
ACH-000223,-0.12331599216550075
ACH-000226,-0.3086434630566033
ACH-000227,-0.053144638844950486
