,TLN2 (83660)
ACH-000004,0.054515699079497264
ACH-000005,-0.02451558925968821
ACH-000007,-0.1202090520724743
ACH-000009,-0.13961322985626062
ACH-000011,-0.06868258253107687
ACH-000012,0.01395553482260328
ACH-000013,-0.002808860082423919
ACH-000014,-0.1145978332129401
ACH-000015,-0.07512589011943302
ACH-000017,-0.12887239142759604
ACH-000018,0.06630304220660171
ACH-000019,0.10964921854452156
ACH-000021,0.12690939614657126
ACH-000022,-0.14394095767761847
ACH-000025,-0.16346841898520073
ACH-000028,0.10199751196220387
ACH-000030,-0.05357232599793955
ACH-000035,-0.10001568179442856
ACH-000036,0.15602307642544996
ACH-000037,-0.027062551113458143
ACH-000039,0.05318715553764213
ACH-000040,0.06333101664589667
ACH-000041,-0.0042185291889351535
ACH-000042,-0.106899939826088
ACH-000045,-0.17356810838535186
ACH-000047,0.0023801493713826853
ACH-000052,-0.13405599973596402
ACH-000053,-0.04038781203032234
ACH-000054,-0.01857712727472542
ACH-000055,0.1875453492479146
ACH-000060,-0.04478336526960472
ACH-000067,-0.048286760253972175
ACH-000070,0.015033055719934182
ACH-000075,-0.16474386933266374
ACH-000078,-0.1318252491922524
ACH-000082,-0.006895432913808243
ACH-000085,0.04042770845866885
ACH-000086,0.018144237337291102
ACH-000087,-0.0002910065423230421
ACH-000092,-0.04646697852695049
ACH-000095,0.01701242581395116
ACH-000097,-0.1048612938070585
ACH-000098,0.05395205913699037
ACH-000099,-0.12247349790525143
ACH-000108,-0.014919893085935332
ACH-000113,0.02495438500262784
ACH-000116,-0.15612467300359992
ACH-000118,0.07330703831296613
ACH-000120,-0.1687533596284225
ACH-000123,-0.13756042919506645
ACH-000127,-0.15430309737509804
ACH-000128,-0.01666039040940816
ACH-000132,-0.15665727867052734
ACH-000133,0.1323589946271559
ACH-000137,0.038254629973915724
ACH-000138,-0.021742451087106728
ACH-000142,0.13342408850621332
ACH-000143,0.1032544304690319
ACH-000146,-0.008064622440888734
ACH-000148,-0.043458684700272886
ACH-000150,0.005672902290202842
ACH-000152,0.08416755169671561
ACH-000153,-0.07109252608966574
ACH-000159,-0.03399737022052688
ACH-000160,-0.0993782449785386
ACH-000163,0.05374854117157808
ACH-000167,-0.10584289332100963
ACH-000168,-0.08077289101844154
ACH-000169,-0.027889299630821332
ACH-000178,0.029011016480358663
ACH-000183,0.08417536946136553
ACH-000188,-0.05498841612770753
ACH-000189,0.10939729346119684
ACH-000190,-0.054313925451250564
ACH-000198,-0.014956600188629904
ACH-000203,-0.03475424504269697
ACH-000204,-0.06252992221177611
ACH-000206,-0.03920302175219248
ACH-000207,-0.04923231659455101
ACH-000208,-0.08110609754747257
ACH-000210,-0.13149001920693845
ACH-000211,0.04354936315442297
ACH-000215,-0.0003026852506661696
ACH-000221,-0.01618202084930069
ACH-000222,-0.014961629352829985
ACH-000223,-0.14671842978283706
ACH-000226,-0.19275111886184326
ACH-000227,-0.13218614369196913
ACH-000228,-0.2667637937917959
ACH-000231,-0.07169505585212342
ACH-000232,-0.06255716571405523
ACH-000233,-0.08755582765500211
ACH-000234,-0.030244613832305357
ACH-000235,-0.11770386683260918
ACH-000237,-0.022102157295073074
ACH-000238,-0.11942987373351074
ACH-000242,-0.053219700279503436
ACH-000243,-0.009883747086539912
ACH-000244,-0.2348965589132947
ACH-000246,0.03397993413182919
ACH-000248,-0.08776227293745142
ACH-000250,-0.0759830205652103
ACH-000251,0.044575280962107264
ACH-000252,0.0750016889523745
ACH-000253,-0.10968250503523183
ACH-000255,-0.09686045670928717
ACH-000256,0.11713716037604495
ACH-000257,-0.11384749459739227
ACH-000258,-0.0552588492526227
ACH-000259,-0.047426615271460984
ACH-000260,-0.07667344756574404
ACH-000261,-0.05854352043085196
ACH-000262,-0.02329166069698395
ACH-000263,-0.2493642605084725
ACH-000264,-0.03523406490930015
ACH-000265,-0.13493140731666414
ACH-000266,-0.02948966839322186
ACH-000272,-0.05648721273043709
ACH-000274,-0.06362405597552312
ACH-000277,-0.0017665837557403114
ACH-000278,-0.06866720938676436
ACH-000279,-0.021881223232985813
ACH-000280,-0.115770481332986
ACH-000281,-0.015073181817481657
ACH-000288,0.013896501135339094
ACH-000291,-0.11943389808059265
ACH-000293,-0.09130124281620207
ACH-000294,-0.10045539101989406
ACH-000295,-0.046451284383423615
ACH-000296,-0.07538209165483717
ACH-000302,-0.057924092066639225
ACH-000304,0.03775810531542605
ACH-000307,-0.11507823305245167
ACH-000308,-0.021760784927266238
ACH-000310,-0.17743655846207834
ACH-000311,-0.030267618883049026
ACH-000312,-0.0982716738696654
ACH-000315,-0.19242115412374547
ACH-000316,-0.1123939779633436
ACH-000317,-0.20732624587799534
ACH-000318,0.02534686031135073
ACH-000319,-0.0272227617822
ACH-000320,0.0273195998374171
ACH-000322,0.04350104378027353
ACH-000323,-0.021811786147807502
ACH-000324,-0.034655238151304266
ACH-000329,0.005805314228896018
ACH-000330,-0.10578929972225254
ACH-000331,-0.12801543589705286
ACH-000332,-0.03472219070785053
ACH-000334,-0.04932590585615554
ACH-000335,0.011877718926238534
ACH-000336,-0.21002051425241067
ACH-000337,0.1772402201535973
ACH-000338,-0.097379732529964
ACH-000339,0.021128344032817808
ACH-000341,0.10588090248492404
ACH-000348,-0.0853592193803538
ACH-000350,-0.11868862844124473
ACH-000352,-0.08035907297418964
ACH-000356,-0.0844225489975922
ACH-000361,-0.09920359163143463
ACH-000362,-0.026853783169233127
ACH-000363,-0.06014293537912181
ACH-000364,0.0086112006639322
ACH-000365,-0.027862130656995703
ACH-000366,0.029382403665034557
ACH-000368,-0.09765086247936576
ACH-000374,-0.11501575167288075
ACH-000375,0.057710095662654774
ACH-000376,-0.07357788915794224
ACH-000381,-0.05185947954556648
ACH-000383,-0.14014637804035934
ACH-000387,-0.07889445797259265
ACH-000389,0.004043554890813597
ACH-000390,-0.09216753499396203
ACH-000393,-0.03702994123272154
ACH-000395,-0.012598617647405282
ACH-000396,0.029522362145276038
ACH-000397,0.03746417532630653
ACH-000401,0.014357135827788315
ACH-000402,-0.16900353599565932
ACH-000403,0.01193859622679763
ACH-000404,-0.17953028031452425
ACH-000406,-0.047063294964597616
ACH-000407,-0.030230201816646464
ACH-000408,0.0008812995761722822
ACH-000410,-0.1156677201395579
ACH-000411,0.02711376573741772
ACH-000414,0.01102395946152004
ACH-000415,-0.08466310949626876
ACH-000416,-0.030457727559504176
ACH-000420,-0.07153018914620234
ACH-000421,-0.08207517838130839
ACH-000424,-0.24614977148293735
ACH-000425,0.004692780530178942
ACH-000426,0.04403380405219163
ACH-000427,-0.19433496040339715
ACH-000433,-0.008277394046736426
ACH-000435,0.05491140799486824
ACH-000436,0.1852627890468089
ACH-000444,-0.11157007207406523
ACH-000445,-0.14612936778597752
ACH-000448,-0.14924571229513206
ACH-000450,0.12821318804204504
ACH-000452,-0.02344395870575912
ACH-000454,-0.2967588765018204
ACH-000458,-0.20496142114201815
ACH-000459,-0.018280888661346653
ACH-000460,-0.06584593470565506
ACH-000461,-0.12800933333528414
ACH-000463,0.025288245548981358
ACH-000464,-0.15228212199207805
ACH-000466,-0.10258576008719993
ACH-000467,0.04255609712029618
ACH-000468,-0.026632909739840508
ACH-000469,-0.06959541885116023
ACH-000470,-0.14889111359315388
ACH-000471,-0.005266091939657097
ACH-000472,-0.08310371859015253
ACH-000473,0.06623395282751715
ACH-000475,-0.037022172536332526
ACH-000476,-0.03406753325175649
ACH-000477,-0.12153678357823355
ACH-000479,0.12076421725120952
ACH-000480,0.0376282848338878
ACH-000481,-0.13226072667456076
ACH-000483,-0.24266858087766505
ACH-000484,-0.06902454720841113
ACH-000485,-0.14167288551466084
ACH-000486,-0.11860674127762992
ACH-000487,0.0043213531714734865
ACH-000488,-0.07229674529051194
ACH-000490,-0.15749065562658546
ACH-000491,-0.1161425913462474
ACH-000495,-0.2138668399918804
ACH-000496,-0.0884369992737101
ACH-000499,-0.1098683626114806
ACH-000500,0.02110472702694979
ACH-000502,-0.0716450876583073
ACH-000503,0.10875953080415678
ACH-000505,-0.13677451417608624
ACH-000507,-0.07807117885527122
ACH-000510,-0.04998312105846134
ACH-000511,-0.03232486501022128
ACH-000512,-0.07415082506317197
ACH-000516,-0.0636288533807079
ACH-000517,-0.01831279613425602
ACH-000518,-0.07320667140270949
ACH-000520,0.03909659201134818
ACH-000521,-0.14736794252348434
ACH-000522,-0.036325426787478236
ACH-000524,-0.046174396163227285
ACH-000527,-0.13431019224324092
ACH-000528,-0.13147689850261093
ACH-000537,-0.13568137712722278
ACH-000541,-0.13133438546155418
ACH-000542,-0.05201977721856182
ACH-000544,-0.01694503123373492
ACH-000545,0.037763945272810566
ACH-000547,-0.0296051028162428
ACH-000548,0.0002678694663862132
ACH-000549,0.04913006294162589
ACH-000550,-0.08493814181301564
ACH-000552,-0.04856914719577133
ACH-000556,0.03234118724827376
ACH-000557,-0.06230296140065495
ACH-000569,0.029668056518976464
ACH-000570,-0.039114365925386696
ACH-000571,-0.053543735357251564
ACH-000573,-0.1184777197251858
ACH-000576,0.05520448303764682
ACH-000579,-0.1122348109622902
ACH-000580,-0.1811522277247191
ACH-000584,-0.014119870303445576
ACH-000585,-0.05097959587609285
ACH-000588,-0.0456029860314801
ACH-000589,-0.11739427703991492
ACH-000591,-0.2339296639149967
ACH-000593,-0.04798078730430788
ACH-000600,-0.061478674314207477
ACH-000601,-0.07523416658248412
ACH-000605,-0.04490912372578668
ACH-000606,-0.15526988665225727
ACH-000608,-0.062001657907934375
ACH-000614,0.04474721265055662
ACH-000616,0.025826232033318613
ACH-000618,-0.03522922450084828
ACH-000619,0.04692242337577054
ACH-000620,-0.0912755680234505
ACH-000621,0.028712785114410864
ACH-000622,-0.03605197686247174
ACH-000623,-0.18427205320276216
ACH-000624,-0.0997698025493912
ACH-000627,-0.08228713190836788
ACH-000630,-0.006017863155300744
ACH-000631,-0.09774990781139806
ACH-000632,-0.0029621878405440413
ACH-000633,-0.04198465894670087
ACH-000637,0.09115904016591757
ACH-000638,-0.07570815674198597
ACH-000646,-0.18049069757145367
ACH-000647,-0.07807853053913859
ACH-000648,-0.0630073656099333
ACH-000649,-0.06527853319057687
ACH-000651,-0.09197154008073408
ACH-000652,0.012065436313250829
ACH-000653,0.11904720881517092
ACH-000657,0.038169463522379335
ACH-000658,0.013749989372612669
ACH-000661,-0.06669008837196927
ACH-000662,-0.17174171060573984
ACH-000663,0.041974264927037694
ACH-000665,-0.17074856840719055
ACH-000671,-0.10237077277388916
ACH-000672,-0.14491088681612102
ACH-000673,-0.05458231205603225
ACH-000676,0.01448554615207104
ACH-000677,0.020958413449805955
ACH-000681,-0.17209123872114834
ACH-000683,-0.009523668287982488
ACH-000684,-0.0830896798419755
ACH-000688,-0.09746612655593803
ACH-000693,-0.0359672300633812
ACH-000694,-0.03722158055217372
ACH-000695,0.2168250191154308
ACH-000696,-0.0630526067438424
ACH-000697,0.1887923589001744
ACH-000699,-0.05641462603593179
ACH-000701,-0.0191103389578438
ACH-000706,-0.06386116216028112
ACH-000711,-0.0711249875808644
ACH-000713,0.1554492699786951
ACH-000714,-0.014788633838051575
ACH-000718,-0.03016398393633611
ACH-000720,-0.009783932911379457
ACH-000721,-0.18682674167708774
ACH-000724,-0.23478078073841474
ACH-000725,-0.1390566740663297
ACH-000732,-0.09722016979118747
ACH-000734,0.04393205608525681
ACH-000735,-0.06664425579581931
ACH-000736,-0.16623161885641852
ACH-000738,-0.10412382705335407
ACH-000746,-0.1499083841413882
ACH-000747,-0.13474301860406074
ACH-000748,-0.015228360124989375
ACH-000753,-0.08426971858277225
ACH-000756,-0.050770279370053496
ACH-000757,-0.1164312352438673
ACH-000758,-0.01223809750305918
ACH-000760,-0.13311613605071895
ACH-000762,-0.0698689204872028
ACH-000763,-0.024379976563841457
ACH-000764,0.11892152051419268
ACH-000765,0.1190984151757916
ACH-000766,0.08270945067794609
ACH-000767,-0.13026534249716382
ACH-000768,-0.07618221226114286
