,PPP1CC (5501)
ACH-000004,-0.3392434961030032
ACH-000005,-0.1846355414564871
ACH-000007,-0.24820037058474365
ACH-000009,-0.25950868996033283
ACH-000011,-0.21290334733681265
ACH-000012,-0.04714824772983797
ACH-000013,-0.1627568408646167
ACH-000014,-0.4649877589286775
ACH-000015,-0.1783133409304053
ACH-000017,-0.20614337422832596
ACH-000018,-0.248316972520312
ACH-000019,0.07590821412094588
ACH-000021,-0.2280195345631553
ACH-000022,-0.112299977672274
ACH-000025,-0.3158236407358731
ACH-000028,-0.01616804780750576
ACH-000030,-0.15321429075350632
ACH-000035,-0.062424665876451624
ACH-000036,-0.030138418399743162
ACH-000037,-0.2939247146383618
ACH-000039,-0.22591654919653675
ACH-000040,-0.4412796326841764
ACH-000041,-0.3531247085977139
ACH-000042,-0.23337669513576326
ACH-000045,0.03255681612986673
ACH-000047,-0.2487357936764767
ACH-000052,-0.262142459172383
ACH-000053,-0.12336063628711393
ACH-000054,-0.26999858827704165
ACH-000055,-0.16166681466352795
ACH-000060,-0.3103016388610225
ACH-000067,-0.3201236335811969
ACH-000070,-0.06175025350911523
ACH-000075,-0.11469382468787075
ACH-000078,-0.17493994819443145
ACH-000082,-0.24420321003718454
ACH-000085,-0.357302444289428
ACH-000086,-0.30271044336146075
ACH-000087,-0.5343152976463524
ACH-000092,-0.2308063328522373
ACH-000095,-0.4989012457005052
ACH-000097,-0.12684739137131956
ACH-000098,-0.13337122367296933
ACH-000099,0.009018169985085636
ACH-000108,-0.2561382003990215
ACH-000113,-0.28706597287176194
ACH-000116,-0.26221050423987496
ACH-000118,-0.04000471603840036
ACH-000120,-0.33172101800554504
ACH-000123,-0.4971497332559006
ACH-000127,-0.40945378012617456
ACH-000128,-0.2245867753974562
ACH-000132,-0.2094955725129884
ACH-000133,-0.21605579392325908
ACH-000137,-0.21927554799149926
ACH-000138,-0.15500955522000506
ACH-000142,-0.1747622982207103
ACH-000143,-0.2625384855297354
ACH-000146,-0.2484403313444333
ACH-000148,-0.09036435250563664
ACH-000150,-0.7846997291146499
ACH-000152,-0.20082456551985706
ACH-000153,-0.2484178904299312
ACH-000159,-0.24965837022303106
ACH-000160,0.09937904651607662
ACH-000163,-0.2163927222458235
ACH-000167,-0.21503548683219
ACH-000168,-0.16876306847826375
ACH-000169,-0.2528738596095459
ACH-000178,-0.2613840832793484
ACH-000183,-0.06843035550496754
ACH-000188,-0.11843675730805535
ACH-000189,-0.20506231333659647
ACH-000190,-0.15488275860105966
ACH-000198,-0.16700663057679951
ACH-000203,-0.054027461556411374
ACH-000204,-0.2548328866154189
ACH-000206,-0.26394121600366865
ACH-000207,-0.18032363079173647
ACH-000208,0.1090545414926595
ACH-000210,-0.0894804211308646
ACH-000211,-0.17740490885014426
ACH-000215,-0.13049149435928808
ACH-000221,0.04215877571924289
ACH-000222,-0.18560667068216447
ACH-000223,-0.14429079063636854
ACH-000226,-0.10769592340413182
ACH-000227,-0.3030504201331952
ACH-000228,-0.2328028973591257
ACH-000231,-0.4118969582818297
ACH-000232,-0.12494432101119715
ACH-000233,-0.23910586353798244
ACH-000234,-0.3145554517294008
ACH-000235,-0.21739760793719226
ACH-000237,-0.17311088080871234
ACH-000238,-0.18097667447868368
ACH-000242,-0.208206459384998
ACH-000243,-0.0978798812982678
ACH-000244,-0.5374037821936074
ACH-000246,-0.3979435200994026
ACH-000248,-0.3634974419679888
ACH-000250,-0.5027019103734489
ACH-000251,-0.19210670910295108
ACH-000252,-0.22980981460515204
ACH-000253,-0.04952974106863317
ACH-000255,-0.073884830393747
ACH-000256,-0.06461467556298724
ACH-000257,-0.24862918868167974
ACH-000258,-0.07017546815724204
ACH-000259,-0.17164135225616484
ACH-000260,0.009079302222293795
ACH-000261,-0.26961738562560555
ACH-000262,-0.1308966257143069
ACH-000263,-0.3475619330451793
ACH-000264,-0.13920418173490415
ACH-000265,-0.2262819346296127
ACH-000266,-0.16725782939870282
ACH-000272,-0.10740866902323808
ACH-000274,-0.33141711326667883
ACH-000277,-0.16228727471496132
ACH-000278,-0.24764384189156186
ACH-000279,-0.35125412393459804
ACH-000280,-0.3471522786306401
ACH-000281,-0.07662258108169752
ACH-000288,-0.38806959043311895
ACH-000291,-0.008448492147025146
ACH-000293,-0.09067798238901628
ACH-000294,-0.2652425929632999
ACH-000295,0.07369083655335107
ACH-000296,-0.16963218200723404
ACH-000302,-0.15264752189302924
ACH-000304,-0.013838746815179274
ACH-000307,-0.23940630337946325
ACH-000308,-0.1250804987417328
ACH-000310,-0.2347865662966477
ACH-000311,-0.0522211329867247
ACH-000312,-0.11941592777534805
ACH-000315,-0.0848669403716255
ACH-000316,-0.5865673520309942
ACH-000317,-0.055846557243552114
ACH-000318,-0.1421998415143432
ACH-000319,-0.2981944878233453
ACH-000320,-0.3806077763240466
ACH-000322,-0.380566567015459
ACH-000323,-0.11873339267498882
ACH-000324,-0.1920444156335661
ACH-000329,-0.3324729324164266
ACH-000330,-0.29256644249068464
ACH-000331,-0.7134445149570542
ACH-000332,-0.09487399426290463
ACH-000334,-0.3280382334181135
ACH-000335,-0.7051469037637191
ACH-000336,-0.3323089449214673
ACH-000337,-0.17086762176323675
ACH-000338,0.277155937166812
ACH-000339,-0.14407119245917122
ACH-000341,-0.2391443469829313
ACH-000348,-0.06734592523618428
ACH-000350,-0.1534928610009544
ACH-000352,-0.1371364746697708
ACH-000356,-0.1889495048732929
ACH-000361,-0.2192236377953748
ACH-000362,-0.04435708763622912
ACH-000363,-0.018592298520039158
ACH-000364,-0.23683017573648685
ACH-000365,-0.09030643711310153
ACH-000366,-0.1879245026266999
ACH-000368,-0.28468714366868003
ACH-000374,-0.17664602269892826
ACH-000375,-0.05124618337067879
ACH-000376,-0.1653214159315982
ACH-000381,-0.19419435148932174
ACH-000383,-0.18160512886673216
ACH-000387,-0.06853783403674764
ACH-000389,-0.6139266583186421
ACH-000390,-0.07781077746601985
ACH-000393,-0.24915333170051315
ACH-000395,-0.2863533426752244
ACH-000396,-0.1139193673343806
ACH-000397,-0.3709367795255534
ACH-000401,-0.16154194347958098
ACH-000402,-0.3534710123975858
ACH-000403,-0.2017913249066188
ACH-000404,-0.2263335348232817
ACH-000406,-0.2328258238390616
ACH-000407,-0.7312276275511533
ACH-000408,-0.1716128396097986
ACH-000410,-0.23625374382363745
ACH-000411,-0.16952381085617546
ACH-000414,-0.3836759810454679
ACH-000415,-0.1627637700559202
ACH-000416,-0.19669611319402416
ACH-000420,-0.6707743651804551
ACH-000421,-0.10957016637398824
ACH-000424,-0.2303244715016308
ACH-000425,-0.1689741704624235
ACH-000426,-0.2396620605672132
ACH-000427,-0.3092795035431977
ACH-000433,-0.1797217892874544
ACH-000435,-0.1689517561128673
ACH-000436,-0.105686985777071
ACH-000444,-0.8920011651092341
ACH-000445,-0.33621416025363204
ACH-000448,-0.16594409129669085
ACH-000450,-0.027087415656978083
ACH-000452,-0.29586930960799324
ACH-000454,-0.3155353979757609
ACH-000458,-0.2158624474727847
ACH-000459,-0.054030418504326175
ACH-000460,-0.017228448206488237
ACH-000461,-0.22540567024823646
ACH-000463,-0.3268121394430985
ACH-000464,-0.2689254325756178
ACH-000466,-0.2969660634243857
ACH-000467,-0.10353117280949016
ACH-000468,-0.22201765150356126
ACH-000469,-0.2716955888508675
ACH-000470,-0.031782193952347784
ACH-000471,-0.3648611386574396
ACH-000472,-0.12705650973617205
ACH-000473,-0.1765481476533492
ACH-000475,-0.2097540597839227
ACH-000476,-0.17538162333436896
ACH-000477,-0.12994468456936092
ACH-000479,-0.3751002340941445
ACH-000480,-0.18308717496740656
ACH-000481,-0.2930546632492543
ACH-000483,-0.2022840469544903
ACH-000484,-0.12350405335419752
ACH-000485,0.04529517496035043
ACH-000486,-0.12985277257867464
ACH-000487,-0.08025544648905522
ACH-000488,-0.17727200402058615
ACH-000490,-0.17658148898954315
ACH-000491,-0.1106457681385786
ACH-000495,-0.2473867463237121
ACH-000496,-0.2362943610250088
ACH-000499,-0.5148732355646815
ACH-000500,-0.09460321403711901
ACH-000502,-0.17977379420677386
ACH-000503,-0.2268692497973141
ACH-000505,-0.1584029664810586
ACH-000507,-0.14311579805376207
ACH-000510,-0.3870143188144672
ACH-000511,-0.4693564482934302
ACH-000512,-0.21887909846080644
ACH-000516,-0.14679913014122908
ACH-000517,-0.6146172322772356
ACH-000518,-0.6215416356866809
ACH-000520,-0.27932942843769115
ACH-000521,-0.11599489423294587
ACH-000522,-0.1706443826138956
ACH-000524,-0.16129445086278615
ACH-000527,-0.2488907301483713
ACH-000528,-0.15911602998904364
ACH-000537,-0.099738145024375
ACH-000541,-0.04232375310483125
ACH-000542,-0.6180701851021785
ACH-000544,0.003836091936318935
ACH-000545,-0.2351688461347405
ACH-000547,-0.2687128694182851
ACH-000548,-0.19773924828204112
ACH-000549,-0.2515890938577452
ACH-000550,-0.300544593850912
ACH-000552,-0.1464999648994109
ACH-000556,-0.10977370043867396
ACH-000557,-0.07255024199894547
ACH-000569,-0.2922634607113102
ACH-000570,-0.28434137806460474
ACH-000571,-0.1457397919914454
ACH-000573,-0.0881947711632367
ACH-000576,-0.05134139993134075
ACH-000579,-0.2002461210840165
ACH-000580,-0.007803248160771509
ACH-000584,-0.15209635639252325
ACH-000585,-0.191992687385706
ACH-000588,-0.07401296733971202
ACH-000589,-0.08924474079665086
ACH-000591,-0.3596771924228122
ACH-000593,-0.3016218490276179
ACH-000600,0.014206019017868231
ACH-000601,-0.1289352684613474
ACH-000605,-0.18754527494088574
ACH-000606,-0.1621117812647578
ACH-000608,-0.17819179277626898
ACH-000614,-0.2844448592588961
ACH-000616,-0.27633798168187623
ACH-000618,-0.12705329473332413
ACH-000619,-0.15549076487350927
ACH-000620,-0.005880888236728971
ACH-000621,-0.2358681436436515
ACH-000622,-0.2990557163774105
ACH-000623,-0.26994265661018085
ACH-000624,-0.18858265620876785
ACH-000627,-0.1678620670424685
ACH-000630,-0.1879049798963372
ACH-000631,-0.591783204956889
ACH-000632,-0.2155564152991242
ACH-000633,-0.06801409691008302
ACH-000637,-0.13207211276233305
ACH-000638,-0.18468808402239212
ACH-000646,-0.03163401479282252
ACH-000647,-0.15949150961693329
ACH-000648,-0.3921419291279583
ACH-000649,-0.33979356328144605
ACH-000651,-0.16622532410661736
ACH-000652,-0.2969898227072632
ACH-000653,-0.17669036693728454
ACH-000657,-0.5100992274367807
ACH-000658,0.035528241352551164
ACH-000661,-0.2665206113240737
ACH-000662,-0.6004340357673624
ACH-000663,-0.3236466809876516
ACH-000665,-0.0649768155047758
ACH-000671,-0.3952665775012509
ACH-000672,-0.2915341452147196
ACH-000673,-0.288004974518834
ACH-000676,-0.04704094175151435
ACH-000677,-0.19980000719096813
ACH-000681,-0.11397466976460442
ACH-000683,-0.3658028552941683
ACH-000684,-0.19721853170021916
ACH-000688,-0.4102475981780492
ACH-000693,-0.173832811135776
ACH-000694,-0.15006622202587258
ACH-000695,-0.1719831081837571
ACH-000696,-0.3224390353061842
ACH-000697,-0.3320605956876597
ACH-000699,-0.11500425350023452
ACH-000701,-0.23160613137403674
ACH-000706,-0.1189690167504906
ACH-000711,-0.15607409677737308
ACH-000713,-0.14092967644063306
ACH-000714,-0.3651416212965467
ACH-000718,-0.3666533750917062
ACH-000720,-0.3661308491660721
ACH-000721,-0.1632549942210192
ACH-000724,-0.14455969483948192
ACH-000725,-0.07716427186949662
ACH-000732,-0.21493477786022802
ACH-000734,-0.2963805577263333
ACH-000735,-0.16039723095461378
ACH-000736,-0.11675224189356435
ACH-000738,-0.13831551217369772
ACH-000746,0.02820081054239418
ACH-000747,-0.14483205941812602
ACH-000748,-0.11979552842251935
ACH-000753,-0.27626545344571485
ACH-000756,-0.06710591971245829
ACH-000757,-0.08881196744641266
ACH-000758,-0.1216364590782729
ACH-000760,-0.0872162668154979
ACH-000762,-0.12742345495577925
ACH-000763,-0.17580190445784474
ACH-000764,-0.1680806845900394
ACH-000765,-0.14547918873997626
ACH-000766,-0.4527792794102408
ACH-000767,-0.16061507287287602
ACH-000768,-0.4338588898402973
ACH-000769,-0.08252285390205752
ACH-000770,-0.18429375390083771
