,LMO7DN (729420)
ACH-000004,-0.2109748686436331
ACH-000005,-0.3074191095659937
ACH-000007,-0.07875910541434238
ACH-000009,0.03035747233570357
ACH-000011,-0.22031510501996035
ACH-000012,-0.2090689363560151
ACH-000013,-0.04321417082854925
ACH-000014,-0.0925970931128939
ACH-000015,-0.022733041051243057
ACH-000017,-0.13358364560782413
ACH-000018,-0.09742805204249956
ACH-000019,-0.04128251960641347
ACH-000021,-0.01804749765569594
ACH-000022,-0.08384650822200589
ACH-000025,-0.1879471452906121
ACH-000028,-0.15479853570309515
ACH-000030,-0.11333318633906242
ACH-000035,-0.07355009588833243
ACH-000036,-0.047530550702138255
ACH-000037,-0.15146915642340625
ACH-000039,0.1442634831035798
ACH-000040,-0.1779916344232144
ACH-000041,-0.12312809581200485
ACH-000042,-0.016615788280899987
ACH-000045,0.0821095081383041
ACH-000047,0.03320533858051185
ACH-000052,-0.1879496701401558
ACH-000053,-0.042218971451711496
ACH-000054,-0.23540341437236595
ACH-000055,-0.06627040160916757
ACH-000060,-0.11053135039451537
ACH-000067,-0.07766072971763377
ACH-000070,-0.23206085099236365
ACH-000075,0.05255969828365392
ACH-000078,-0.11220090197253936
ACH-000082,-0.10719270737530336
ACH-000085,0.02258633910409912
ACH-000086,-0.1612886771357375
ACH-000087,-0.1417176743176169
ACH-000092,-0.08465679268610132
ACH-000095,-0.1931518760997742
ACH-000097,0.014065589251357738
ACH-000098,-0.08986470961046507
ACH-000099,-0.12140281930130688
ACH-000108,-0.03250908836345135
ACH-000113,-0.0056397868080662866
ACH-000116,-0.1422369535087818
ACH-000118,-0.055467104976302264
ACH-000120,-0.29109481067743803
ACH-000123,-0.2285861143921377
ACH-000127,-0.10038009858535776
ACH-000128,-0.15259375726478616
ACH-000132,-0.2516189861971969
ACH-000133,-0.01554657115645858
ACH-000137,0.09182737882147256
ACH-000138,-0.029406771430900407
ACH-000142,-0.017134071240868368
ACH-000143,-0.16749222970272892
ACH-000146,-0.17013766043369133
ACH-000148,-0.0779425152290056
ACH-000150,-0.34313056734876224
ACH-000152,-0.1253267143586176
ACH-000153,-0.07723546971377446
ACH-000159,-0.1302954063607128
ACH-000160,-0.09145098864160213
ACH-000163,-0.10868699872430604
ACH-000167,-0.09796829966395637
ACH-000168,-0.09660064335116628
ACH-000169,-0.11597541396666293
ACH-000178,-0.1626786835199093
ACH-000183,0.1677635734065693
ACH-000188,-0.09920257331670654
ACH-000189,-0.06305159555225495
ACH-000190,-0.168751712321495
ACH-000198,-0.12668803978745485
ACH-000203,-0.056213168553903466
ACH-000204,-0.21121616954246936
ACH-000206,-0.13870139096822984
ACH-000207,-0.11695195076313335
ACH-000208,0.13864425695265764
ACH-000210,-0.2499640513649101
ACH-000211,-0.007853431314553764
ACH-000215,-0.10615412491377736
ACH-000221,0.04721875347431452
ACH-000222,-0.110493701800816
ACH-000223,-0.15050503074128932
ACH-000226,-0.3498387864173739
ACH-000227,-0.1285562682683834
ACH-000228,-0.06988697748181429
ACH-000231,-0.03642003045031034
ACH-000232,-0.14490277529811996
ACH-000233,-0.07665291396984032
ACH-000234,-0.06994796492414235
ACH-000235,-0.1441930190386286
ACH-000237,-0.14912156828125667
ACH-000238,-0.15823485324837908
ACH-000242,0.0948512895628397
ACH-000243,-0.1084615980887892
ACH-000244,-0.2506257061241917
ACH-000246,-0.1113826106258562
ACH-000248,0.016742921930276558
ACH-000250,-0.027928150996393456
ACH-000251,-0.1530949241387086
ACH-000252,-0.07024803599269178
ACH-000253,0.032537095584018065
ACH-000255,-0.012041434225167829
ACH-000256,-0.0720273870358436
ACH-000257,-0.3295361486819837
ACH-000258,-0.13944758637980909
ACH-000259,-0.04026587654500079
ACH-000260,-0.14883556622742838
ACH-000261,-0.10748260162127332
ACH-000262,-0.01529169116755641
ACH-000263,0.006887692720024747
ACH-000264,-0.06623287311021205
ACH-000265,-0.05257276149672098
ACH-000266,-0.09418331429921753
ACH-000272,-0.06840659953986031
ACH-000274,-0.14897432415845166
ACH-000277,-0.07886213228029185
ACH-000278,-0.15378418461904708
ACH-000279,-0.21079810967599066
ACH-000280,0.00046557050387555077
ACH-000281,-0.2464232803308908
ACH-000288,-0.15053218627874787
ACH-000291,-0.05509700905575312
ACH-000293,0.12653612013961565
ACH-000294,-0.20611527482043127
ACH-000295,-0.11748549841588098
ACH-000296,-0.029559929748527024
ACH-000302,-0.17802025666673688
ACH-000304,-0.3759912348092697
ACH-000307,0.021273929696820702
ACH-000308,-0.12505485038070893
ACH-000310,-0.13975995005844222
ACH-000311,-0.07931301035874476
ACH-000312,0.08218541176136428
ACH-000315,0.13830319804836408
ACH-000316,-0.105351996003425
ACH-000317,0.048517871593338716
ACH-000318,0.0010987505338919154
