,PALB2 (79728)
ACH-000278,-0.5875353699352662
ACH-000279,-0.12002278485065615
ACH-000280,-0.28792431028901233
ACH-000281,-0.28051595599777546
ACH-000288,-0.2967285532460336
ACH-000291,-0.4753826593814113
ACH-000293,-0.2930842942474844
ACH-000294,-0.12149230453502073
ACH-000295,-0.2213543432110469
ACH-000296,-0.5204295658177188
ACH-000302,-0.33858168266742816
ACH-000304,-0.4021284834949079
ACH-000307,-0.3678870744476698
ACH-000308,-0.40014233454531023
ACH-000310,-0.3341438850450314
ACH-000311,-0.34343762649963805
ACH-000312,-0.14776752525883913
ACH-000315,-0.5813941212344661
ACH-000316,-0.5163610290817812
ACH-000317,-0.3019322157107274
ACH-000318,-0.4040118190295566
ACH-000319,-0.5710607092920282
ACH-000320,-0.36081969758158666
ACH-000322,-0.4757650867437808
ACH-000323,-0.4354534920419525
ACH-000324,-0.3564305567770878
ACH-000329,-0.1969587711830076
ACH-000330,-0.2428796045028526
ACH-000331,-0.353703243452197
ACH-000332,-0.2602025512812823
ACH-000334,-0.2950091676357464
ACH-000335,-0.5488450242988673
ACH-000336,-0.3816945766524085
ACH-000337,-0.2587223146373857
ACH-000338,-0.3766524874964831
ACH-000339,-0.4983751439018997
ACH-000341,-0.3988583408361953
ACH-000348,-0.4794530146527997
ACH-000350,-0.12591886325437726
ACH-000352,-0.6022664401472069
ACH-000356,-0.33122355795904473
ACH-000361,-0.7823967691788963
ACH-000362,-0.2132742726715104
ACH-000363,-0.3512392888785698
ACH-000364,-0.397721078875152
ACH-000365,-0.23491562664087215
ACH-000366,-0.3065840020164324
ACH-000368,-0.3268950048493097
ACH-000374,-0.2381899666104353
ACH-000375,-0.5547566158501229
ACH-000376,-0.3845561722904504
ACH-000381,-0.3151322449765308
ACH-000383,-0.21650060544535
ACH-000387,-0.21471761830947556
ACH-000389,-0.6192004160251809
ACH-000390,-0.447111919633354
ACH-000393,-0.4185665615364227
ACH-000395,-0.007551951550125781
ACH-000396,-0.2368323921533239
ACH-000397,-0.4014316668816141
ACH-000401,-0.5953554270097869
ACH-000402,-0.3533087929148652
ACH-000403,-0.1771768775220621
ACH-000404,-0.8239427831411545
ACH-000406,-0.2942917415324414
ACH-000407,-0.7233742745060165
ACH-000408,-0.3742010246076843
ACH-000410,-0.32045884474387354
ACH-000411,-0.32374881074297635
ACH-000414,-0.42081530507066334
ACH-000415,-0.42638966606807904
ACH-000416,-0.3022448991334559
ACH-000420,-0.4475916245192451
ACH-000421,-0.4824098800305048
ACH-000424,-0.5972910284359739
ACH-000425,-0.5259753224626427
ACH-000426,-0.3819564430805769
ACH-000427,-0.3232303130335515
ACH-000433,-0.2788691595900966
ACH-000435,-0.19152852032387085
ACH-000436,-0.26250186842199824
ACH-000444,-0.4953742066385685
ACH-000445,-0.23112850251900546
ACH-000448,-0.3299182740472647
ACH-000450,-0.4053132066868363
ACH-000452,-0.4524588776602139
ACH-000454,-0.5163893121100361
ACH-000458,-0.3495377449142071
ACH-000459,-0.3368762441817132
ACH-000460,-0.31207211764437315
ACH-000461,-0.3190595006980504
ACH-000463,-0.5201934909765733
ACH-000464,-0.32345607110887664
ACH-000466,0.0807324718042817
ACH-000467,-0.16798689870658656
ACH-000468,-0.21227047053219236
ACH-000469,-0.3366336189350964
ACH-000470,0.34872617898818176
ACH-000471,-0.478294470033039
ACH-000472,-0.3790126459490822
ACH-000473,-0.3849062714327489
ACH-000475,-0.4875596599227744
ACH-000476,-0.3614959580483688
ACH-000477,-0.7666246667323693
ACH-000479,-0.4638839227711317
ACH-000480,-0.5432151938514836
ACH-000481,-0.3107503118441408
ACH-000483,-0.5575164547109105
ACH-000484,-0.5009189956449036
ACH-000485,-0.3521944125534705
ACH-000486,-0.44168089207459377
ACH-000487,-0.4639134906082126
ACH-000488,-0.21088907721544176
ACH-000490,-0.3580140100181993
ACH-000491,-0.03519873390826893
ACH-000495,-0.4420676959988016
ACH-000496,-0.4244538382844135
ACH-000499,-0.6751114258235213
ACH-000500,-0.3392310534407397
ACH-000502,-0.41840175110988104
ACH-000503,-0.3223891500722086
ACH-000505,-0.2993137699246915
ACH-000507,-0.118875869593158
ACH-000510,-0.3943938581676517
ACH-000511,-0.4504835764912889
ACH-000512,-0.3458664230436889
ACH-000516,-0.330264438767608
ACH-000517,-0.351760594133716
ACH-000518,-0.2362945411349559
ACH-000520,-0.5684817531471579
ACH-000521,-0.20371722848026047
ACH-000522,-0.5280653563431796
ACH-000524,-0.20745191241150854
ACH-000527,-0.5105666129742987
ACH-000528,-0.6583588772203056
ACH-000537,-0.5531249019964678
ACH-000541,0.05000120991801097
ACH-000542,-0.2258328050884329
ACH-000544,-0.44381309658293744
ACH-000545,-0.388074107463257
ACH-000547,-0.6594864687187151
ACH-000548,-0.5785303568105116
ACH-000549,-0.52575036866757
ACH-000550,-0.4123458198172861
ACH-000552,-0.2034770186499877
ACH-000556,-0.3356924820478433
ACH-000557,-0.18351089835224235
ACH-000569,-0.43972252781621335
ACH-000570,-0.36078023613104576
ACH-000571,-0.3810226397854061
ACH-000573,-0.1348315769995249
ACH-000576,-0.3718773484732905
ACH-000579,-0.4449344761631345
ACH-000580,-0.5456759306210496
ACH-000584,-0.6043616923066306
ACH-000585,-0.5429412194530262
ACH-000588,-0.08660563971169682
ACH-000589,-0.3954649112270488
ACH-000591,-0.4521217182517035
ACH-000593,-0.30606140595670617
ACH-000600,-0.2511990650828743
ACH-000601,-0.4407818817623221
ACH-000605,-0.3266559988965426
ACH-000606,-0.5171519267825817
ACH-000608,-0.4134494896382461
ACH-000614,-0.2402617405860681
ACH-000616,-0.5977877137740762
ACH-000618,-0.3704421352349364
ACH-000619,-0.2662539546552498
ACH-000620,-0.5155132490769925
ACH-000621,-0.3948022368603609
ACH-000622,-0.1944122041543575
ACH-000623,-0.27096772703459066
ACH-000624,-0.6277502740058107
ACH-000627,-0.16417689922539713
ACH-000630,-0.35790020252859256
ACH-000631,-0.30153181793340833
ACH-000632,-0.4770156102168707
ACH-000633,-0.031064010976715968
ACH-000637,-0.8200532234620432
ACH-000638,-0.5130334431082536
ACH-000646,-0.4411651399266708
ACH-000647,-0.4872447775323501
ACH-000648,-0.2702324504110456
ACH-000649,-0.19034368119613207
ACH-000651,-0.4019720763801259
ACH-000652,-0.2323892494219495
ACH-000653,-0.3375745647701043
ACH-000657,-0.4102992790227036
ACH-000658,-0.19442890590729128
ACH-000661,-0.34034099837280235
ACH-000662,-0.4052203587084491
ACH-000663,-0.4115809181809997
ACH-000665,-0.3978669170546836
ACH-000671,-0.294315170428622
ACH-000672,-0.3608477247788853
ACH-000673,-0.23020453470016194
ACH-000676,-0.3924198478345158
ACH-000677,-0.6079628780529919
ACH-000681,-0.3467294708216902
ACH-000683,-0.5476560970910769
ACH-000684,-0.6664133779282351
ACH-000688,-0.1955154953890355
ACH-000693,-0.3797536970816847
ACH-000694,-0.1667317957354358
ACH-000695,-0.19961933415166114
ACH-000696,-0.5281154148066087
ACH-000697,-0.3984322054861696
ACH-000699,-0.3390142195587117
ACH-000701,-0.2631611088410136
ACH-000706,-0.4614991062949335
ACH-000711,-0.3759434562161266
ACH-000713,-0.5995235533626359
ACH-000714,-0.0020629395584685914
ACH-000718,-0.19983088355339884
ACH-000720,-0.5190230494537172
ACH-000721,-0.3470416786775677
ACH-000724,-0.1865123119484328
ACH-000725,-0.2685380973514436
ACH-000732,-0.2475474399777408
ACH-000734,-0.4588288460901944
ACH-000735,-0.2675918514600044
ACH-000736,-0.3949009565785861
ACH-000738,-0.5987892328824654
ACH-000746,-0.3055020204381909
ACH-000747,-0.40902343996860496
ACH-000748,-0.5854586677560311
ACH-000753,-0.4195856369729977
ACH-000756,-0.5512062687377417
ACH-000757,-0.26139493632455474
ACH-000758,-0.4761571939943565
ACH-000760,-0.4030858098883101
ACH-000762,-0.5750027261253474
ACH-000763,-0.3659102654412841
ACH-000764,-0.43144207305777604
ACH-000765,-0.5471106410499557
ACH-000766,-0.23474251093166146
ACH-000767,-0.22725918618200416
ACH-000768,-0.7015902246003632
ACH-000769,-0.19596154565681514
ACH-000770,-0.19720002359977226
ACH-000771,-0.3001829337473488
ACH-000773,-0.33207300418161106
ACH-000776,-0.483207987448438
ACH-000777,-0.23689018924221697
ACH-000778,-0.6558483395657583
ACH-000781,-0.4166702978382059
ACH-000782,-0.2662151621945295
ACH-000783,-0.4106586538838959
ACH-000784,-0.4829435899804413
ACH-000785,-0.477156620860892
ACH-000787,-0.3301676008445156
ACH-000788,-0.4538375249211273
ACH-000791,-0.5819433967212069
ACH-000792,-0.4259307003871884
ACH-000794,-0.3385174856402564
ACH-000796,-0.15277419922935806
ACH-000798,-0.19809439372737156
ACH-000799,-0.7684960253804259
ACH-000800,-0.2529144775860348
ACH-000802,-0.35343210051575424
ACH-000804,-0.2483767124697967
ACH-000805,-0.6904516781263706
ACH-000809,-0.1989495194246266
ACH-000810,-0.6272469311009751
ACH-000811,-0.26184080263854115
ACH-000817,-0.2745568157823265
ACH-000819,-0.635819881576954
ACH-000820,-0.3348005210183464
ACH-000821,-0.24845871850721424
ACH-000822,-0.3959706294275651
ACH-000823,-0.3913490523319836
ACH-000824,-0.32935274847387513
ACH-000827,-0.5355917680059071
ACH-000829,-0.6682243032636409
ACH-000831,-0.4831590990362703
ACH-000832,-0.4423532014614748
ACH-000833,-0.07325404023059892
ACH-000834,-0.4543750299601709
ACH-000835,-0.4591431202653158
ACH-000836,-0.2505960334464117
ACH-000837,-0.5816728443655788
ACH-000838,-0.3486352288954908
ACH-000839,-0.44742012174180656
ACH-000840,-0.3567422189740697
ACH-000841,-0.22013111641813465
ACH-000843,-0.3844314653936191
ACH-000846,-0.3480539389836834
ACH-000847,-0.19420086811727036
ACH-000848,-0.4988778506932873
ACH-000849,-0.6274259526238095
ACH-000851,-0.3443742428624201
ACH-000855,-0.5598110524516797
ACH-000856,-0.3723598280409858
ACH-000858,-0.3656838239719655
ACH-000859,-0.467866342208338
ACH-000861,-0.5230067792968942
ACH-000862,-0.4733678885739088
ACH-000865,-0.5150286906447433
ACH-000866,-0.3023185061092898
ACH-000867,-0.3844491518548013
ACH-000869,-0.6157793551338824
ACH-000872,-0.6519373874095615
ACH-000873,-0.3673492283722837
ACH-000876,-0.6850926566716548
ACH-000878,0.06138311080492235
ACH-000880,-0.2847235697831981
ACH-000881,-0.4028236809143525
ACH-000882,-0.4388966040549541
ACH-000884,-0.2916801621736212
ACH-000885,-0.2513852939058777
ACH-000887,-0.3942987640698409
ACH-000889,-0.3777190631514519
ACH-000896,-0.5117705906257817
ACH-000898,-0.21761144256882092
ACH-000900,-0.5785771521201789
ACH-000901,-0.4382141076537174
ACH-000905,-0.44348645472119663
ACH-000906,-0.42231954201680816
ACH-000907,-0.4912608132012628
ACH-000910,-0.28431077736226235
ACH-000911,-0.4983406244638341
ACH-000912,-0.5564247976383853
ACH-000913,-0.11817612273113212
ACH-000915,-0.155456201129129
ACH-000916,-0.1377447366832253
ACH-000917,-0.4798339775213303
ACH-000920,0.0265100988342338
ACH-000921,-0.5090580058452371
ACH-000924,-0.4339720861529476
ACH-000926,-0.2719107138608596
ACH-000928,-0.3489574178180499
ACH-000929,-0.7015741325276067
ACH-000932,-0.29544184470956797
ACH-000935,-0.36843354099708747
ACH-000936,-0.21457377566882446
ACH-000937,-0.31243663776229125
ACH-000938,-0.5528176573385607
ACH-000939,-0.4383283889874987
ACH-000941,-0.3822610294590775
ACH-000943,-0.3704525877416341
ACH-000946,-0.3146558963799168
ACH-000947,-0.5614348042762596
ACH-000948,-0.4007552450392165
ACH-000950,-0.4786595720808526
ACH-000953,-0.3132696263922113
ACH-000954,-0.6185838673137857
ACH-000957,-0.7492498116061348
ACH-000958,-0.4498924748231101
ACH-000960,-0.7161665134970426
ACH-000963,-0.4291804705069764
ACH-000968,-0.4579362280780934
ACH-000969,-0.2923789943941928
ACH-000972,-0.7177164368588073
ACH-000973,-0.5363444284050777
ACH-000974,-0.3208593753156575
ACH-000978,-0.3005525037327235
ACH-000984,-0.527076101089934
ACH-000986,-0.4224239451737877
ACH-000988,-0.3896405696898245
ACH-000993,-0.7178558416299616
ACH-000994,-0.4020903849304721
ACH-000996,-0.4306025004682269
ACH-001001,-0.2597568909561921
ACH-001020,-0.5041533928610948
ACH-001028,-0.11489437466570687
ACH-001031,-0.480690051762116
ACH-001038,-0.4491719185080983
ACH-001048,-0.3703260534729706
ACH-001050,-0.584706794986491
ACH-001053,-0.5034702827055698
ACH-001054,-0.3833988582164609
ACH-001061,-0.44217529208672396
ACH-001067,-0.37906909814918577
ACH-001075,-0.3905062673401067
ACH-001096,-0.016719181164012296
ACH-001111,-0.19928936968050728
ACH-001119,-0.34808799335210794
ACH-001128,-0.4616069629741027
ACH-001134,-0.5436203850288961
ACH-001151,-0.2785737405074845
ACH-001163,-0.21921098503991854
ACH-001164,-0.44396718425965853
ACH-001183,-0.3553554005437721
ACH-001192,-0.5412415422302409
ACH-001193,-0.4494982522058624
ACH-001196,-0.4642819487101562
ACH-001197,-0.4790631371324224
ACH-001205,-0.3193465188115545
ACH-001211,-0.4744705437716068
ACH-001212,-0.7033329073735562
ACH-001228,-0.3043586935346546
ACH-001232,-0.5123044396803741
ACH-001239,-0.4612187381058159
ACH-001270,-0.2581710192225352
ACH-001274,-0.2586541179972104
ACH-001275,-0.453528508439606
ACH-001277,-0.5838247985123416
ACH-001278,-0.4528220976614599
ACH-001280,-0.7932305217188521
ACH-001283,-0.7343695681275934
ACH-001289,-0.3635707580332582
ACH-001300,-0.21735903781979948
ACH-001301,-0.4189046039751811
ACH-001302,-0.5516302983974949
ACH-001306,-0.2806572332779333
ACH-001318,-0.512115231609744
ACH-001322,-0.4083186983457951
ACH-001328,-0.4148184983356972
ACH-001332,-0.6877471804386353
ACH-001336,-0.5284643880678708
ACH-001346,-0.29046964923154883
ACH-001353,-0.41464785704203055
ACH-001354,-0.38982016014801
ACH-001367,-0.5405750830387683
ACH-001368,-0.3099174054932574
ACH-001374,-0.5697148021385987
ACH-001377,-0.4529596984166631
ACH-001380,-0.3052602751665554
ACH-001391,-0.3087173111333363
ACH-001408,-0.5710438777909139
ACH-001430,-0.4954889278954721
ACH-001431,-0.475347212021031
ACH-001450,-0.2442107921601081
ACH-001496,-0.4841327270629957
ACH-001500,-0.26847011068049176
ACH-001523,-0.6381852869807002
ACH-001532,-0.4859677704955571
ACH-001550,-0.08552533648105386
ACH-001552,-0.6037050779032824
ACH-001554,-0.3753467719165978
ACH-001654,-0.3453042679014598
ACH-001735,-0.18158498272409346
ACH-001736,-0.2525380856760355
ACH-001737,-0.3861462466471062
ACH-001740,-0.472151944407524
ACH-001745,-0.3237236926532716
ACH-001765,-0.19999315586527636
