,PIAS3 (10401)
ACH-000004,-0.05528159746009871
ACH-000005,-0.35805626190348605
ACH-000007,-0.08285730583242186
ACH-000009,-0.19431288186690665
ACH-000011,-0.06150067887157847
ACH-000012,-0.20664446603525344
ACH-000013,-0.055779534786106734
ACH-000014,-0.2181875703640836
ACH-000015,-0.2412055637577666
ACH-000017,-0.15976301367596746
ACH-000018,-0.3477723480231989
ACH-000019,-0.12207131535191025
ACH-000021,-0.1617190810493008
ACH-000022,-0.0656295574998288
ACH-000025,-0.2950571119115099
ACH-000028,-0.2103888582192206
ACH-000030,-0.16786245166690944
ACH-000035,-0.2219844824746076
ACH-000036,-0.2952264743691502
ACH-000037,-0.1318875234316964
ACH-000039,-0.3310461768919973
ACH-000040,-0.08292962292348961
ACH-000041,-0.14696953904202933
ACH-000042,-0.11338650627686822
ACH-000045,-0.0839654751721425
ACH-000047,-0.19497634180704795
ACH-000052,-0.16631259040628052
ACH-000053,-0.15570894328029908
ACH-000054,-0.10093222970913317
ACH-000055,-0.05156207292455923
ACH-000060,-0.1815660909248213
ACH-000067,-0.1588007031987229
ACH-000070,-0.17684764311472018
ACH-000075,-0.36611826720172536
ACH-000078,-0.10657118936112116
ACH-000082,-0.11704316236019975
ACH-000085,-0.1963040348745813
ACH-000086,-0.4448780599314085
ACH-000087,-0.2370196184811133
ACH-000092,-0.2490344187719713
ACH-000095,-0.1187715859620528
ACH-000097,-0.2453376122263797
ACH-000098,-0.24133078162594845
ACH-000099,-0.11320965769769901
ACH-000108,-0.02159910724121637
ACH-000113,-0.23241438857317195
ACH-000116,-0.13038035912681664
ACH-000118,-0.16259081704437298
ACH-000120,-0.1286587164756902
ACH-000123,-0.2444197727966413
ACH-000127,-0.13691285693784513
ACH-000128,0.011682978363519666
ACH-000132,-0.04545426884509621
ACH-000133,-0.2943587349857754
ACH-000137,-0.2377937112527211
ACH-000138,-0.13606548469258015
ACH-000142,-0.13482113901179513
ACH-000143,-0.14681667965674725
ACH-000146,-0.21093050327800966
ACH-000148,-0.1987804066339963
ACH-000150,-0.2004099997932116
ACH-000152,-0.2990261435161937
ACH-000153,-0.4399528171924842
ACH-000159,-0.24898324953097606
ACH-000160,-0.1133734033419992
ACH-000163,-0.15319416994452031
ACH-000167,-0.04085576268360455
ACH-000168,-0.1883143981785501
ACH-000169,-0.13431221756541245
ACH-000178,-0.07581260165621374
ACH-000183,-0.07503273582620572
ACH-000188,-0.13380346456950776
ACH-000189,-0.35425517735824824
ACH-000190,-0.031583827167693236
ACH-000198,-0.1891046414656186
ACH-000203,-0.3229652344847106
ACH-000204,-0.3671712198360276
ACH-000206,-0.05489342695892635
ACH-000207,-0.11786085338233696
ACH-000208,-0.1802896691373525
ACH-000210,-0.3377665565992111
ACH-000211,-0.24336430164187195
ACH-000215,-0.2461018086910023
ACH-000221,-0.07274639962748841
ACH-000222,-0.1034965614295046
ACH-000223,-0.14999745986122334
ACH-000226,-0.23629957024305565
ACH-000227,-0.1481048983183968
ACH-000228,-0.1412309750440587
ACH-000231,-0.20500912990096973
ACH-000232,-0.2997901208633976
ACH-000233,-0.08315230934631654
ACH-000234,0.015154073523022385
ACH-000235,-0.18446883035825015
ACH-000237,-0.15803323202681813
ACH-000238,-0.07078147992148047
ACH-000242,-0.28959354403475485
ACH-000243,-0.06626593743584644
ACH-000244,-0.3877720228600786
ACH-000246,-0.20580404672882446
ACH-000248,-0.14823673472687782
ACH-000250,-0.256333488717663
ACH-000251,-0.3933697312570992
ACH-000252,-0.13233707807701325
ACH-000253,-0.09039429337319116
ACH-000255,-0.2496068652773112
ACH-000256,-0.14285039373888966
ACH-000257,-0.2896508734629293
ACH-000258,-0.02812706870889193
ACH-000259,-0.15074037018609454
ACH-000260,-0.12295856292208665
