,B3GAT3 (26229)
ACH-000004,0.015595206015060663
ACH-000005,-0.043848608568065765
ACH-000007,0.030925280937991326
ACH-000009,-0.18144857385506785
ACH-000011,0.04335113106020176
ACH-000012,-0.15421938625529427
ACH-000013,-0.047452221957168486
ACH-000014,0.09607868070283104
ACH-000015,-0.29032839394740184
ACH-000017,0.03251872433945698
ACH-000018,-0.02483009217549257
ACH-000019,-0.10441554559995256
ACH-000021,-0.09467564766390732
ACH-000022,-0.02470623868593181
ACH-000025,-0.3414099079693553
ACH-000028,-0.15867053399883738
ACH-000030,-0.0524889004692949
ACH-000035,-0.1326561805210223
ACH-000036,-0.2256098498671019
ACH-000037,-0.10906814941131457
ACH-000039,-0.2453375324016282
ACH-000040,-0.0457219885493008
ACH-000041,-0.1458569643145975
ACH-000042,-0.26135685536852976
ACH-000045,0.07126695303232462
ACH-000047,-0.12210822295047592
ACH-000052,-0.24677403648769225
ACH-000053,-0.0531072821329872
ACH-000054,-0.09778799930342563
ACH-000055,-0.13395486776942686
ACH-000060,-0.04605080539378481
ACH-000067,-0.08844538653040429
ACH-000070,-0.3294127749892037
ACH-000075,0.13755150032922184
ACH-000078,-0.12980693922922956
ACH-000082,-0.3022491986533339
ACH-000085,-0.00824667378735881
ACH-000086,-0.4621651238235587
ACH-000087,-0.4130032353188057
ACH-000092,-0.3442266478104005
ACH-000095,-0.14904142425924266
ACH-000097,-0.03325278623624006
ACH-000098,-0.4601787211995136
ACH-000099,-0.17271470972869718
ACH-000108,-0.009185986114503449
ACH-000113,-0.033206401589121096
ACH-000116,-0.12818852387902946
ACH-000118,-0.08803901062663208
ACH-000120,-0.10338066097453393
ACH-000123,-0.014189253291340232
ACH-000127,0.020466225212770882
ACH-000128,-0.1183651724119954
ACH-000132,-0.1102133581045241
ACH-000133,-0.2634071444033214
ACH-000137,0.041143872292711166
ACH-000138,-0.2263415126807468
ACH-000142,-0.435752193478602
ACH-000143,-0.21675430491868974
ACH-000146,-0.07577252258359404
ACH-000148,-0.1080235611332814
ACH-000150,-0.3780952950242005
ACH-000152,-0.34219804411166743
ACH-000153,-0.16137531780127876
ACH-000159,-0.022302835395108533
ACH-000160,0.05685148044874039
ACH-000163,-0.2037567867051885
ACH-000167,0.1935525009619063
ACH-000168,-0.24615503393132165
ACH-000169,-0.10370939604860843
ACH-000178,-0.02235136407671628
ACH-000183,0.02789307700423012
ACH-000188,-0.2727658754399901
ACH-000189,-0.12056460784376975
ACH-000190,-0.23992395470065894
ACH-000198,0.03995637403889275
ACH-000203,-0.5075906795966985
ACH-000204,0.05831473362582777
ACH-000206,-0.09211647217535973
ACH-000207,-0.1537823951940845
ACH-000208,-0.1343543689015698
ACH-000210,-0.12845149600063865
ACH-000211,-0.12661771511643874
ACH-000215,0.02148956631141745
ACH-000221,-0.05491165345069627
ACH-000222,-0.4370309853502132
ACH-000223,-0.15317002652657832
ACH-000226,-0.07587640556774422
ACH-000227,0.002081817050116636
ACH-000228,-0.17679958244069222
ACH-000231,-0.19171551551537916
ACH-000232,-0.12682033203005375
ACH-000233,0.1425734116581698
ACH-000234,-0.11612675396057907
ACH-000235,-0.013296121022417434
ACH-000237,-0.13188345231759116
ACH-000238,0.01938899823290489
ACH-000242,-0.07470783062040008
ACH-000243,-0.2179138492773348
ACH-000244,-0.3115246289459447
ACH-000246,-0.15747845501415947
ACH-000248,-0.04260030625695258
ACH-000250,-0.1627831636863952
ACH-000251,-0.16925645371342005
ACH-000252,0.02532027508131741
ACH-000253,-0.18582079124176246
ACH-000255,-0.18247841832153208
ACH-000256,-0.30180779525434664
ACH-000257,-0.1580654419868255
ACH-000258,0.116319929788907
ACH-000259,-0.3261447854576122
ACH-000260,-0.10689143397445193
ACH-000261,-0.2833086221688274
ACH-000262,-0.2764044716661527
ACH-000263,-0.0491610280549708
ACH-000264,0.011347542396082093
ACH-000265,-0.08938466430516186
ACH-000266,-0.02531076774291453
ACH-000272,-0.13282821665117028
ACH-000274,-0.06809509391218617
ACH-000277,-0.1632721145312501
ACH-000278,-0.07469514442859977
ACH-000279,-0.04293829820711023
ACH-000280,-0.06006019213410459
ACH-000281,-0.15338170588845496
ACH-000288,-0.23835327982188975
ACH-000291,-0.06457144545045625
ACH-000293,-0.033402916152256885
ACH-000294,-0.034355572750560615
ACH-000295,-0.4299885610262513
ACH-000296,0.022729780390250098
ACH-000302,-0.08154957942306819
ACH-000304,-0.05890063249772544
ACH-000307,-0.31293356114819176
ACH-000308,-0.05716423286506068
ACH-000310,-0.11862428050886906
ACH-000311,0.012620205331443441
ACH-000312,0.008013009339879184
ACH-000315,-0.052835626972750765
ACH-000316,-0.2204987593300694
ACH-000317,-0.1521032304569833
ACH-000318,-0.3705910502744452
ACH-000319,-0.09262749147433796
ACH-000320,0.1705403898624362
ACH-000322,-0.1625286900445806
ACH-000323,-0.2168064734755204
ACH-000324,-0.010956240817577016
ACH-000329,-0.03973639521671659
ACH-000330,0.024228447506346368
ACH-000331,-0.4368017535162717
ACH-000332,-0.09540435809656388
ACH-000334,-0.13791490279921684
ACH-000335,-0.3661979814860991
ACH-000336,-0.0312659065824643
ACH-000337,0.059075768696617424
ACH-000338,-0.4829900047031837
ACH-000339,-0.022326643216607517
ACH-000341,-0.20071975071091386
ACH-000348,0.02159870551854085
ACH-000350,-0.025648162568872958
ACH-000352,-0.09412337772675886
ACH-000356,-0.2633673177282824
ACH-000361,-0.3206513885213509
ACH-000362,-0.027308817459664538
ACH-000363,-0.15247692066416044
ACH-000364,-0.5213193887559812
ACH-000365,-0.032964321795987316
ACH-000366,-0.31994333839906564
ACH-000368,-0.34154449973475065
ACH-000374,-0.5120562767402804
ACH-000375,-0.2775164396418358
ACH-000376,-0.35822660577652843
ACH-000381,-0.4551980793247519
ACH-000383,-0.06782863106710467
ACH-000387,-0.0037575627251221523
ACH-000389,-0.37215127233665546
ACH-000390,-0.04939976241424968
ACH-000393,-0.3528898406771334
ACH-000395,-0.2370719927826956
ACH-000396,-0.12958257349273147
ACH-000397,-0.05479691591447487
ACH-000401,-0.30412045967478263
ACH-000402,0.0022267436255562147
ACH-000403,-0.0906426615049085
ACH-000404,-0.06581019607747546
ACH-000406,0.0015626060997151322
ACH-000407,-0.1037791215179557
ACH-000408,-0.13957527800073635
ACH-000410,-0.17072427754860245
ACH-000411,-0.14147973985289808
ACH-000414,0.06017301815287486
ACH-000415,-0.08011475175621588
ACH-000416,-0.04923530247702782
ACH-000420,-0.20409942628035385
ACH-000421,0.040640396676497735
ACH-000424,-0.11799997597727375
ACH-000425,-0.042886243313837315
ACH-000426,0.011874729015831136
ACH-000427,-0.09581381379018812
ACH-000433,-0.3843648935728662
ACH-000435,-0.41677383852593697
ACH-000436,0.17956230842901685
ACH-000444,-0.24581464507358394
ACH-000445,-0.329342333691072
ACH-000448,-0.016264148904933634
ACH-000450,-0.14928917361597896
ACH-000452,-0.16826290786976936
ACH-000454,-0.2660821612177232
ACH-000458,-0.29335237083908305
ACH-000459,0.18409442691603392
ACH-000460,-0.2254170482455678
ACH-000461,-0.2686478800906857
ACH-000463,-0.06715924463523486
ACH-000464,-0.12313890283278996
ACH-000466,-0.16820646099434358
ACH-000467,-0.27169558024471674
ACH-000468,-0.2658271146387248
ACH-000469,-0.4290847890430891
ACH-000470,-0.02442132310115101
ACH-000471,-0.5043990043568954
ACH-000472,-0.10556327793709216
ACH-000473,-0.3281967770286908
ACH-000475,-0.10645807308791648
ACH-000476,-0.2111722940043449
ACH-000477,0.01383253301997535
ACH-000479,-0.15503648555768207
ACH-000480,-0.18150966104960248
ACH-000481,-0.008242992105440506
ACH-000483,-0.18676536274686692
ACH-000484,0.07304611389513213
ACH-000485,-0.0026983568594582605
ACH-000486,-0.027625437170741257
ACH-000487,-0.1031827486526873
ACH-000488,-0.07210803677678647
ACH-000490,-0.4056483941665209
ACH-000491,-0.02866941549346165
ACH-000495,-0.09736062235643878
ACH-000496,-0.19788941186639813
ACH-000499,0.014511343690737056
ACH-000500,0.15842999414154724
ACH-000502,-0.09267998306737084
ACH-000503,-0.01312193050787196
ACH-000505,-0.20179747686675414
ACH-000507,-0.05740377997846278
ACH-000510,0.05940602462134105
ACH-000511,-0.12048459141558995
ACH-000512,-0.08618723246519026
ACH-000516,-0.06906644556121908
ACH-000517,-0.09004800470352751
ACH-000518,-0.2532604862677746
ACH-000520,-0.2883268316426626
ACH-000521,-0.26454264133653305
ACH-000522,-0.1201269474282836
ACH-000524,-0.10274138573095913
ACH-000527,-0.07906102196906875
ACH-000528,-0.14469320775213582
ACH-000537,-0.23012741711133886
ACH-000541,-0.13597779294332807
ACH-000542,-0.11387953183334745
ACH-000544,-0.28518627498623705
ACH-000545,-0.24198500193765515
ACH-000547,-0.2779594633509096
ACH-000548,0.0006651527679221403
ACH-000549,-0.2333567922832413
ACH-000550,-0.0893016110187479
ACH-000552,-0.13835518870617228
ACH-000556,-0.31260371204961723
ACH-000557,0.18608169830102128
ACH-000569,0.17125054871437365
ACH-000570,-0.3253738545697644
ACH-000571,0.0060685344227117645
ACH-000573,-0.10637735195230473
ACH-000576,0.13891279206588147
ACH-000579,0.011834998315682023
ACH-000580,-0.041510988307037915
ACH-000584,-0.12455870054408615
ACH-000585,-0.22106427482661495
ACH-000588,-0.3979212200407462
ACH-000589,-0.059174710276220975
ACH-000591,-0.1322668605785573
ACH-000593,-0.1493580256064821
ACH-000600,-0.2959916870102953
ACH-000601,-0.2368357095269888
ACH-000605,-0.1494274046152236
ACH-000606,-0.2887399547086232
ACH-000608,-0.13562868638415798
ACH-000614,-0.2273133310316935
ACH-000616,-0.062415371628365586
ACH-000618,-0.0484612008187746
ACH-000619,-0.187582489825856
ACH-000620,-0.10884001547226048
ACH-000621,-0.1627608388968749
ACH-000622,-0.013620992613750363
ACH-000623,-0.3472707589593572
ACH-000624,-0.01562910323846074
ACH-000627,-0.19778511753648573
ACH-000630,-0.6242279555518364
ACH-000631,-0.3756963356053929
ACH-000632,-0.08390183911352324
ACH-000633,-0.10103678178321904
ACH-000637,0.003159880215408476
ACH-000638,-0.08709628098100565
ACH-000646,-0.15509779356383746
ACH-000647,-0.06290216791715063
ACH-000648,-0.1469747009874156
ACH-000649,0.0016709801980875323
