,BBIP1 (92482)
ACH-000004,0.14627713178092072
ACH-000005,0.16554308422115913
ACH-000007,0.0002725971156259748
ACH-000009,0.001941776153896037
ACH-000011,0.08468884527184321
ACH-000012,0.13792119641520706
ACH-000013,0.1012599539638034
ACH-000014,0.05365451702996939
ACH-000015,0.01782041731428774
ACH-000017,0.10869393113142277
ACH-000018,0.04641101437840739
ACH-000019,0.3036190443836169
ACH-000021,0.0988099406010447
ACH-000022,-0.014872581981743497
ACH-000025,0.07134630173945909
ACH-000028,0.12476351088024568
ACH-000030,-0.002049215574190666
ACH-000035,0.09431012823266438
ACH-000036,0.04311978442937912
ACH-000037,0.10020588227264372
ACH-000039,0.02389727799113251
ACH-000040,0.02675443307333489
ACH-000041,0.005924856141038356
ACH-000042,-0.002764547240645211
ACH-000045,0.1885415497053279
ACH-000047,0.06603612873521453
ACH-000052,0.21930996418423826
ACH-000053,0.09323649817515307
ACH-000054,0.11876607473859273
ACH-000055,0.14894290047033434
ACH-000060,0.10691331806769296
ACH-000067,0.04450893081028117
ACH-000070,0.15519173247651602
ACH-000075,-0.2560681999327654
ACH-000078,-0.04867100217722332
ACH-000082,0.10108565871108767
ACH-000085,-0.044803586352632416
ACH-000086,-0.008971500606884295
ACH-000087,0.16278437164805146
ACH-000092,0.08370643817331316
ACH-000095,-0.0075147027799304595
ACH-000097,0.0766970073025552
ACH-000098,-0.02692918315875491
ACH-000099,0.021558119234816688
ACH-000108,0.13419796933337932
ACH-000113,0.05423966963197606
ACH-000116,0.08490315409976927
ACH-000118,0.10670303048333417
ACH-000120,0.14548367336891715
ACH-000123,0.059083171377818336
ACH-000127,0.06491659608111833
ACH-000128,-0.012759584681689772
ACH-000132,0.08530931878701288
ACH-000133,0.05837538169118318
ACH-000137,0.0991086599675889
ACH-000138,0.10713009384719524
ACH-000142,-0.0888967700823611
ACH-000143,0.1556727403837433
ACH-000146,0.14723050660539289
ACH-000148,0.08625638256160507
ACH-000150,0.04267213277329271
ACH-000152,0.13910771652210288
ACH-000153,0.2450290048972149
ACH-000159,0.0911923717551514
ACH-000160,0.02029810728210273
ACH-000163,0.20203530594766772
ACH-000167,0.2534595042008353
ACH-000168,-0.012336962157269022
ACH-000169,0.09222110319027213
ACH-000178,0.10593438607711037
ACH-000183,-0.03509600750976247
ACH-000188,0.1702236629606244
ACH-000189,0.19404751186625893
ACH-000190,0.16086928971432113
ACH-000198,0.024106906114330636
ACH-000203,0.10697897566438803
ACH-000204,0.08441270049826971
ACH-000206,0.0073282296994590344
ACH-000207,-0.06271595122369401
ACH-000208,-0.09010339759863092
ACH-000210,0.016324736132682958
ACH-000211,0.0671241676733788
ACH-000215,0.10518537820606604
ACH-000221,-0.0003427376965562744
ACH-000222,0.05715612305517004
ACH-000223,0.05095002891472567
ACH-000226,0.03441493491796114
ACH-000227,-0.09991211942830376
ACH-000228,0.07207056532596913
ACH-000231,0.0992434195290827
ACH-000232,0.11767286914311326
ACH-000233,0.1514416910378962
ACH-000234,0.04655047730132318
ACH-000235,0.17608529539612774
ACH-000237,0.04574633087316336
ACH-000238,0.11777745514052695
ACH-000242,0.2549228281304054
ACH-000243,0.0984883438687331
ACH-000244,-0.04615790003426711
ACH-000246,0.120608594369851
ACH-000248,0.16297603419163034
ACH-000250,0.01612822552733394
ACH-000251,-0.08797036317163708
ACH-000252,0.058045436589875814
ACH-000253,0.009811735805425737
ACH-000255,0.1109809370570096
ACH-000256,0.06922894927307631
ACH-000257,0.056696697330836876
ACH-000258,0.020439992176563282
ACH-000259,0.10803771846920576
ACH-000260,0.05317658390736437
ACH-000261,0.08915485693346642
ACH-000262,-0.037126390779442096
ACH-000263,0.19597512856634292
ACH-000264,-0.026527249595963233
ACH-000265,0.15759060045381718
ACH-000266,0.051170853767711265
ACH-000272,0.15157289016116038
ACH-000274,-0.017387444546776917
ACH-000277,0.15379149745672954
ACH-000278,0.12422645467557765
ACH-000279,0.04340533212751718
ACH-000280,0.025102571772361814
ACH-000281,-0.06349069394080993
ACH-000288,0.06355537264227694
ACH-000291,0.15782572666738628
ACH-000293,0.06286508905487448
ACH-000294,0.04647739593309637
ACH-000295,0.042359500576472135
ACH-000296,-0.1510827557542241
ACH-000302,0.013740858588019609
ACH-000304,0.04806927336168849
ACH-000307,0.0034051930674437194
ACH-000308,0.06923662453677115
ACH-000310,0.021105957826514404
ACH-000311,0.00864434400546294
ACH-000312,-0.017929164521172544
ACH-000315,0.18752573034676492
ACH-000316,0.1058248963403386
ACH-000317,-0.0055872994076434
ACH-000318,0.15210020886830886
ACH-000319,0.15088720657567525
ACH-000320,0.023492505638762085
ACH-000322,0.1778207457412832
ACH-000323,0.0354734853450536
ACH-000324,0.02884596667371618
ACH-000329,-0.06469834432782749
ACH-000330,-0.1736997539930164
ACH-000331,0.06289923922165197
ACH-000332,0.0657218845612214
ACH-000334,0.0013418345352162774
ACH-000335,0.038785193658510034
ACH-000336,0.4327276297872088
ACH-000337,-0.10594796303356116
ACH-000338,-0.006943102407580668
