,GNMT (27232)
ACH-000004,-0.3160559646167713
ACH-000005,0.05811433510960672
ACH-000007,0.12503119621201444
ACH-000009,-0.041599812207548235
ACH-000011,0.024251212892034118
ACH-000012,-0.06918530165904853
ACH-000013,-0.15306760900818406
ACH-000014,-0.14435248851351834
ACH-000015,0.03908134465374002
ACH-000017,-0.11965416101748268
ACH-000018,-0.1349870372031094
ACH-000019,0.21873277912166075
ACH-000021,0.056044134391517314
ACH-000022,-0.06103218955293027
ACH-000025,0.03844836650224017
ACH-000028,0.021565559561003145
ACH-000030,-0.04017960407994657
ACH-000035,-0.2430865414235921
ACH-000036,0.06336195627844038
ACH-000037,0.041967485512098814
ACH-000039,-0.1119603590682836
ACH-000040,-0.06673211565951531
ACH-000041,-0.11783148860212235
ACH-000042,-0.05219653525505937
ACH-000045,-0.07722700253225648
ACH-000047,-0.11336608173266355
ACH-000052,-0.263300734031936
ACH-000053,-0.02240639942847509
ACH-000054,-0.026052664442411368
ACH-000055,-0.2868093299385461
ACH-000060,-0.2406146161104749
ACH-000067,-0.07719130990848028
ACH-000070,-0.04966574054234369
ACH-000075,0.10228518612682497
ACH-000078,-0.11984681656535087
ACH-000082,-0.08929665252515127
ACH-000085,-0.27083153499411144
ACH-000086,-0.12214275887013674
ACH-000087,-0.061687584141549075
ACH-000092,-0.012177035910067222
ACH-000095,-0.049316632264163836
ACH-000097,0.05893600687704311
ACH-000098,-0.09463730730605104
ACH-000099,-0.02116189190684033
ACH-000108,-0.03594938854862242
ACH-000113,-0.1240178349860369
ACH-000116,-0.08592366414868287
ACH-000118,-0.15891206966157195
ACH-000120,-0.059642147128605064
ACH-000123,-0.0932671446653197
ACH-000127,-0.07380438270854267
ACH-000128,-0.054731873825860734
ACH-000132,-0.09523148859229763
ACH-000133,-0.10447857435188948
ACH-000137,-0.0507893714713898
ACH-000138,-0.12876473660918106
ACH-000142,-0.13657675007561088
ACH-000143,-0.11928201373125072
ACH-000146,-0.09428811219161157
ACH-000148,-0.0070385414492759625
ACH-000150,-0.04702106237076178
ACH-000152,-0.20880934239919996
ACH-000153,-0.16073650419710736
