,EXT2 (2132)
ACH-000004,-0.15132330155273238
ACH-000005,-0.22354148225516776
ACH-000007,-0.26964409454828103
ACH-000009,-0.32133346083461906
ACH-000011,-0.2183764995706393
ACH-000012,0.03551696468251112
ACH-000013,-0.18270677188274487
ACH-000014,-0.18215087446226166
ACH-000015,-0.5563941627378277
ACH-000017,0.03390300768582194
ACH-000018,-0.19435278659342156
ACH-000019,-0.30824922593357185
ACH-000021,-0.3789374740345681
ACH-000022,-0.1708200492522354
ACH-000025,-0.19494501232904687
ACH-000028,-0.18982313578906815
ACH-000030,-0.21603609613188335
ACH-000035,-0.4294640758514021
ACH-000036,-0.5348504548157101
ACH-000037,-0.0049781161453948475
ACH-000039,-0.5217890973849584
ACH-000040,-0.2614387117605254
ACH-000041,-0.23333298247150125
ACH-000042,-0.3888985970676878
ACH-000045,-0.052657378468139296
ACH-000047,-0.22990594859292002
ACH-000052,-0.3111191688831761
ACH-000053,-0.09021549538630837
ACH-000054,0.02873617791136853
ACH-000055,-0.12667586612241336
ACH-000060,-0.05734625512944508
ACH-000067,-0.3476492869506471
ACH-000070,-0.4510603290277801
ACH-000075,-0.5882152122444382
ACH-000078,-0.3815278732920989
ACH-000082,-0.8280646159216604
ACH-000085,-0.3404778988891289
ACH-000086,-0.57279379496061
ACH-000087,-0.3887373910891772
ACH-000092,-0.4238387465414912
ACH-000095,-0.21207003323995632
ACH-000097,-0.10286354351453554
ACH-000098,-0.7963434253771394
ACH-000099,-0.5839072092598084
ACH-000108,-0.07405901182681529
ACH-000113,-0.1086604277063586
ACH-000116,-0.2681298027082005
ACH-000118,-0.16500468721380016
ACH-000120,-0.2037865955706357
ACH-000123,-0.19240581808275425
ACH-000127,-0.1753167430454787
ACH-000128,-0.09910874649367916
ACH-000132,-0.2694270199078201
ACH-000133,-0.4067918778257346
ACH-000137,-0.2315643725994453
ACH-000138,-0.2972824201132814
ACH-000142,-0.4535494527272977
ACH-000143,-0.5239435900697905
ACH-000146,-0.09889701007170948
ACH-000148,-0.3323902139915401
ACH-000150,-0.4030962832515743
ACH-000152,-0.25960207335680024
ACH-000153,-0.046039184596011716
ACH-000159,-0.21709845969936248
ACH-000160,-0.1903015018993944
ACH-000163,-0.3627208939987237
ACH-000167,-0.3402941087319226
ACH-000168,-0.20861988081143948
ACH-000169,-0.09634983673511167
ACH-000178,-0.09360108484010443
ACH-000183,-0.13887697906931235
ACH-000188,-0.276990993382816
ACH-000189,-0.2890051834200493
ACH-000190,0.012408308422170885
ACH-000198,-0.16538060206665814
ACH-000203,0.3219922994957853
ACH-000204,-0.4058809378616581
ACH-000206,-0.1999631972462016
ACH-000207,-0.5661594575047733
ACH-000208,-0.2617582860914843
ACH-000210,-0.1246990103973485
ACH-000211,-0.1484442341879376
ACH-000215,-0.10140587217929928
ACH-000221,-0.3711357065700741
ACH-000222,-0.21391332620437645
ACH-000223,-0.14097248615180827
ACH-000226,-0.2287169909185329
ACH-000227,-0.28701936083508395
ACH-000228,-0.0357106934378974
ACH-000231,-0.3365985303997143
ACH-000232,-0.3870192505875317
ACH-000233,-0.04191280431259666
ACH-000234,-0.01873301133394585
ACH-000235,-0.07162637844638375
ACH-000237,-0.2584146880666406
ACH-000238,-0.344681316072209
ACH-000242,-0.32014406240024085
ACH-000243,-0.4111787898390053
ACH-000244,-0.2540686517022554
ACH-000246,-0.15628617347327356
ACH-000248,-0.17495270965077947
ACH-000250,-0.2730926012183611
ACH-000251,-0.10508587643238464
ACH-000252,-0.017587936351415628
ACH-000253,-0.07366221865135164
ACH-000255,-0.5804541657960479
ACH-000256,-0.3280499333054435
ACH-000257,-0.2265961017988271
ACH-000258,-0.06480605579190865
ACH-000259,-0.3856259733043684
ACH-000260,-0.14736013812805562
ACH-000261,-0.4745916163784456
ACH-000262,-0.1721392844686331
ACH-000263,-0.22356212450083635
ACH-000264,-0.15032446349383533
ACH-000265,-0.3246044055429376
ACH-000266,-0.1222418884286234
ACH-000272,-0.16558246105733715
ACH-000274,-0.2271525008167408
ACH-000277,-0.08441936093512377
ACH-000278,-0.2287725698229353
ACH-000279,-0.22107977733658998
ACH-000280,-0.4795295361245086
ACH-000281,-0.1613312291356498
ACH-000288,-0.3317426092666863
ACH-000291,0.01885923421223161
ACH-000293,-0.45773676037310995
ACH-000294,-0.08644446048714438
ACH-000295,-0.4222862015174753
ACH-000296,-0.003373551790131915
ACH-000302,-0.225549943028506
ACH-000304,-0.009087413379912371
ACH-000307,-0.4268163764879657
ACH-000308,-0.08340672129769228
ACH-000310,-0.3047273895573317
ACH-000311,-0.404443657490731
ACH-000312,-0.3732191665652095
ACH-000315,-0.22019889703006768
ACH-000316,-0.37371035620452375
ACH-000317,-0.22121967146610447
ACH-000318,-0.2690933078715222
ACH-000319,-0.6352275045764483
ACH-000320,-0.08559075273809014
ACH-000322,-0.25040510394747045
ACH-000323,-0.3633390919566361
ACH-000324,-0.1884840333429348
ACH-000329,-0.14219024269538186
ACH-000330,-0.10133341128743874
ACH-000331,-0.6334942751402507
ACH-000332,-0.22045552128352394
ACH-000334,-0.2042338122873955
ACH-000335,-0.5575333815451293
ACH-000336,-0.1995341556276994
ACH-000337,-0.03321254203089582
ACH-000338,-0.24644146230880415
ACH-000339,-0.11693512644980047
ACH-000341,-0.24713676511074886
ACH-000348,-0.10657298250511904
ACH-000350,-0.09916201778185088
ACH-000352,-0.30825921662100386
ACH-000356,-0.2253302293311475
ACH-000361,-0.12075529885648813
ACH-000362,-0.16491934834191194
ACH-000363,-0.15615701109329092
ACH-000364,-0.6040733316860746
ACH-000365,-0.05404896910899503
ACH-000366,-0.26281110069855995
ACH-000368,-0.7288816778705907
ACH-000374,-0.5289419348315095
ACH-000375,-0.4506488035397949
ACH-000376,-0.4257875605490301
ACH-000381,-0.4204248226061087
ACH-000383,-0.11089529812730928
ACH-000387,-0.16532721365412362
ACH-000389,-0.475446960675994
ACH-000390,-0.14812838307345536
ACH-000393,-0.3231890359873462
ACH-000395,-0.10996477787426637
ACH-000396,-0.5659932076148234
ACH-000397,-0.21297793288441694
ACH-000401,-0.06747208525789995
ACH-000402,-0.333660031028285
ACH-000403,-0.10591271660406808
ACH-000404,0.19860908174239575
ACH-000406,-0.14228603014878458
ACH-000407,-0.12730630751584068
ACH-000408,-0.4335145122522928
ACH-000410,-0.1675919225628029
ACH-000411,-0.1734758244586219
ACH-000414,-0.4013467818615757
ACH-000415,-0.4055582385158855
ACH-000416,-0.38147502192680943
ACH-000420,-0.36682398119415405
ACH-000421,-0.17955118753407054
ACH-000424,-0.3630098491869482
ACH-000425,-0.14905070951103655
ACH-000426,-0.15492735562686005
ACH-000427,-0.16207036240016226
ACH-000433,-0.07346052396089778
ACH-000435,-0.10893967582387733
ACH-000436,0.07522049859311226
ACH-000444,-0.2702287243921359
ACH-000445,-0.3490587869933685
ACH-000448,-0.20757205068839613
ACH-000450,-0.4332543715501255
ACH-000452,-0.5308970347669114
ACH-000454,-0.3395364901168411
ACH-000458,-0.19635980887442475
ACH-000459,-0.1958348564794364
ACH-000460,-0.4297998984654352
ACH-000461,-0.028201073181933694
ACH-000463,-0.1860694845630736
ACH-000464,-0.32553887628146244
ACH-000466,-0.4711825167409693
ACH-000467,-0.029448558927027205
ACH-000468,-0.09071369755502014
ACH-000469,-0.5652745922525088
