,SLC35G3 (146861)
ACH-000004,-0.1910133027973344
ACH-000005,0.21981735904066246
ACH-000007,-0.06408193577506842
ACH-000009,-0.30848353142266804
ACH-000011,-0.31205085584918274
ACH-000012,-0.11846212694801345
ACH-000013,-0.23900074994621745
ACH-000014,-0.07457081944931493
ACH-000015,-0.005125718207619791
ACH-000017,-0.11939733447117815
ACH-000018,-0.2480398558034932
ACH-000019,-0.12293038181647578
ACH-000021,-0.06392121859428722
ACH-000022,-0.2248350975896528
ACH-000025,-0.2723079691447049
ACH-000028,-0.20685040774269586
ACH-000030,-0.18134130305806634
ACH-000035,-0.4212761827975512
ACH-000036,-0.2420221762401209
ACH-000037,-0.055407075053120064
ACH-000039,-0.2867979457573097
ACH-000040,-0.23861455619893485
ACH-000041,-0.3139110528000625
ACH-000042,-0.13015892961894804
ACH-000045,-0.3537256785279724
ACH-000047,-0.09772985777773584
ACH-000052,-0.2701545631570305
ACH-000053,-0.16200334961459156
ACH-000054,-0.1810359863588478
ACH-000055,-0.2355848402218625
ACH-000060,-0.30875647594450395
ACH-000067,-0.1042104022649048
ACH-000070,-0.16836443075680432
ACH-000075,-0.39902376348414975
ACH-000078,-0.3584905294377343
ACH-000082,-0.3209818742419876
ACH-000085,-0.3513973938314903
ACH-000086,-0.023157146760606474
ACH-000087,-0.1947950540657313
ACH-000092,-0.10625682729463737
ACH-000095,-0.3190253120572413
ACH-000097,-0.2376517702299285
ACH-000098,-0.3001815189921227
ACH-000099,-0.13817408302472808
ACH-000108,-0.017910486356577698
ACH-000113,-0.27486915780749777
ACH-000116,-0.1694705082403032
ACH-000118,-0.13544610718990288
ACH-000120,-0.1435634995161297
ACH-000123,-0.15891219739241969
ACH-000127,-0.20318193593769224
ACH-000128,-0.20107185438258285
ACH-000132,-0.21724120471208405
ACH-000133,-0.1635381010923209
ACH-000137,-0.030032035595337375
ACH-000138,-0.11185363488034873
ACH-000142,-0.2469224011233585
ACH-000143,-0.3394720077461496
ACH-000146,-0.2811459528347249
ACH-000148,-0.20497159700575765
ACH-000150,-0.09421823638556262
ACH-000152,-0.1699045544182723
ACH-000153,-0.24216824402348
ACH-000159,-0.21360083750815104
ACH-000160,-0.29357518153893725
ACH-000163,-0.1749632084209995
ACH-000167,-0.10075963358701448
ACH-000168,-0.1487478302227265
ACH-000169,-0.255005060418165
ACH-000178,-0.2990257541006985
ACH-000183,-0.390415783179668
ACH-000188,-0.1603655378371277
ACH-000189,-0.4626726771021226
ACH-000190,0.005013078402526438
ACH-000198,-0.2058382085632849
ACH-000203,0.23754804605949695
ACH-000204,-0.33999241509213257
ACH-000206,-0.33188102985033713
ACH-000207,-0.3308487663422467
ACH-000208,-0.2343154386154886
ACH-000210,-0.4293964939094195
ACH-000211,-0.22438669259708455
ACH-000215,-0.32874396494764274
ACH-000221,-0.2352325470347432
ACH-000222,-0.18863041669688835
ACH-000223,-0.05680327660541011
ACH-000226,-0.18927252892175275
ACH-000227,-0.3177735579837437
ACH-000228,-0.3289685668747378
ACH-000231,-0.2780955331689401
ACH-000232,-0.2744074471877564
ACH-000233,-0.2738755842345989
ACH-000234,-0.13735675533822994
ACH-000235,-0.16312393779641293
ACH-000237,-0.20942845149785194
ACH-000238,-0.31801632938991786
ACH-000242,-0.24893723269173704
ACH-000243,-0.3264203129672033
ACH-000244,-0.29217459523374045
ACH-000246,-0.05237262293973833
ACH-000248,-0.12946518588336398
ACH-000250,-0.27313522579963395
ACH-000251,-0.14688757093561
ACH-000252,-0.025278772254033032
ACH-000253,-0.3051258745567201
ACH-000255,-0.3628164937665628
ACH-000256,-0.1855828626243064
ACH-000257,-0.033909436492776675
ACH-000258,-0.17902842578171166
ACH-000259,-0.21735364557744324
ACH-000260,-0.15426658773871796
ACH-000261,-0.2450903433273826
ACH-000262,-0.16678888389133664
ACH-000263,-0.3008254005980263
ACH-000264,-0.2037790764528536
ACH-000265,-0.13850945917621085
ACH-000266,-0.2276090764475807
ACH-000272,-0.2649900077941556
ACH-000274,-0.3027708992422793
ACH-000277,-0.2952926377123294
ACH-000278,-0.20730699126372465
ACH-000279,-0.187736486060218
ACH-000280,-0.13632656563607629
ACH-000281,-0.21508158740068328
ACH-000288,-0.3729415545311557
ACH-000291,-0.10314643702588182
ACH-000293,-0.22066763117382027
ACH-000294,-0.14313139077962048
ACH-000295,-0.4467776603779065
ACH-000296,-0.1688939549259565
ACH-000302,-0.17256978603153975
ACH-000304,-0.1978379225232008
ACH-000307,-0.09281164668452886
ACH-000308,-0.14948771148506368
ACH-000310,-0.2233555584377222
ACH-000311,-0.18879957667179906
ACH-000312,-0.22769702060605765
ACH-000315,-0.1492666960642504
ACH-000316,-0.23591354026902556
ACH-000317,-0.254799038117075
ACH-000318,-0.042737833761014345
ACH-000319,-0.21529100970842605
ACH-000320,-0.206594561839458
ACH-000322,-0.30521624093466604
ACH-000323,-0.14183492309944798
ACH-000324,-0.2708621370066876
ACH-000329,-0.2488906771732497
ACH-000330,-0.2830443313041019
ACH-000331,-0.19189934110887602
ACH-000332,-0.20357858999720566
ACH-000334,-0.29332544129792343
ACH-000335,-0.2291319440391653
ACH-000336,-0.4418997889007605
ACH-000337,-0.3666108746224904
ACH-000338,0.2533853293112778
ACH-000339,-0.2206868763461569
ACH-000341,0.04820202632772791
ACH-000348,-0.19598651739313191
ACH-000350,-0.21459321435549006
ACH-000352,-0.10730351811649767
ACH-000356,-0.3559859437773289
ACH-000361,-0.007845863375433271
ACH-000362,-0.3487580337441553
ACH-000363,-0.4204823988553784
ACH-000364,-0.10605707528748562
ACH-000365,-0.2568282907044413
ACH-000366,-0.1840236013746879
ACH-000368,-0.02215963165255981
ACH-000374,-0.07258063530256026
ACH-000375,-0.09167911179765086
ACH-000376,-0.030421491514004213
ACH-000381,-0.2585792843875536
ACH-000383,-0.2029415760707564
ACH-000387,-0.33137240826000797
ACH-000389,-0.1400118728353397
ACH-000390,-0.24880351271785625
ACH-000393,-0.22532223987957795
ACH-000395,-0.17705708396705452
ACH-000396,-0.6107441775718221
ACH-000397,-0.26736792150062344
ACH-000401,-0.020452557617513547
ACH-000402,-0.10174696653710937
ACH-000403,-0.23635439638255
ACH-000404,0.015676652088813317
ACH-000406,-0.2548571834619871
ACH-000407,-0.1679270350501608
ACH-000408,-0.1724629383562556
ACH-000410,-0.08317979528362364
ACH-000411,-0.10316676491737496
ACH-000414,-0.14828616559342553
ACH-000415,-0.2681668573856158
ACH-000416,-0.17733267093767446
ACH-000420,-0.2403065312327595
ACH-000421,-0.1930935608174631
ACH-000424,-0.157273681851182
ACH-000425,-0.14634798485877784
ACH-000426,-0.3498306989287839
ACH-000427,-0.3525207408941985
ACH-000433,-0.3451786591689301
ACH-000435,-0.027809787662922362
ACH-000436,-0.2372184731846
ACH-000444,-0.04040198052700407
ACH-000445,-0.04173355705220446
ACH-000448,-0.1590918095525839
ACH-000450,-0.005033975769124811
ACH-000452,-0.2149679786568736
ACH-000454,-0.11892201890997267
ACH-000458,-0.07773211120460025
ACH-000459,-0.20918613820121146
ACH-000460,-0.2928823587141181
ACH-000461,-0.13901699316814714
ACH-000463,-0.2957085979243178
ACH-000464,-0.3146706738882851
ACH-000466,-0.2738814637877734
ACH-000467,-0.06710448427425872
ACH-000468,-0.4304014614166603
ACH-000469,-0.29914927072873115
ACH-000470,-0.1867258168889852
ACH-000471,-0.13315338007641225
ACH-000472,-0.2451431726783099
ACH-000473,-0.4207693992382005
ACH-000475,-0.2442587901563223
ACH-000476,-0.25110428533139273
ACH-000477,-0.2776574282650117
ACH-000479,-0.04987436230838272
ACH-000480,-0.2150795446089494
ACH-000481,-0.16617768669733093
ACH-000483,-0.1974218927607813
ACH-000484,-0.15669790397976613
ACH-000485,-0.3293388058701122
ACH-000486,-0.062396689239976315
ACH-000487,-0.21742905759910508
ACH-000488,-0.20885959184242506
ACH-000490,-0.14178365320906927
ACH-000491,-0.38246809497100426
ACH-000495,-0.015594883346271071
ACH-000496,-0.2777086251158027
ACH-000499,-0.2493475386135553
ACH-000500,0.06962258273551762
ACH-000502,-0.2878662343249563
ACH-000503,-0.4273101138412375
ACH-000505,-0.21773465228080574
ACH-000507,-0.3835381494803486
ACH-000510,-0.10892792902091092
ACH-000511,-0.21019136685257686
ACH-000512,-0.19799810815814212
ACH-000516,-0.39515202289761797
ACH-000517,-0.3013547910810769
ACH-000518,-0.14573730834243398
ACH-000520,0.026750945504777426
ACH-000521,-0.3001248068409521
ACH-000522,-0.19056386626932625
ACH-000524,-0.2691757907807648
ACH-000527,-0.14696361242405892
ACH-000528,-0.1469830125039329
ACH-000537,-0.2083093679107493
ACH-000541,-0.2078001675080776
ACH-000542,-0.08094773374908651
ACH-000544,-0.2867739457831774
ACH-000545,-0.15051527975047918
ACH-000547,-0.2168605585136984
ACH-000548,-0.05111080041753868
ACH-000549,-0.26692230205343737
ACH-000550,-0.21098078942937076
ACH-000552,-0.31402267198911943
ACH-000556,-0.24995946242847564
ACH-000557,-0.5506893550871264
ACH-000569,-0.10678839572539534
ACH-000570,-0.19322776856099924
ACH-000571,-0.20122741545422232
ACH-000573,-0.24718256669966798
ACH-000576,-0.32708678939395075
ACH-000579,-0.11314349192972635
ACH-000580,-0.2794503371989791
ACH-000584,-0.09414095787555928
ACH-000585,-0.17306002856682934
ACH-000588,-0.29309216174672137
ACH-000589,-0.2909073071355252
ACH-000591,-0.20125460431303668
ACH-000593,-0.21108923345247116
ACH-000600,-0.15305660761410178
ACH-000601,-0.2114802122135597
ACH-000605,-0.2638168160087702
ACH-000606,-0.21020784361144312
ACH-000608,-0.3519058226184128
ACH-000614,0.05953209932822068
ACH-000616,-0.26295261564055045
ACH-000618,-0.11758123948593732
ACH-000619,-0.1975940434310848
ACH-000620,-0.15213198516551352
ACH-000621,-0.32432940160606305
ACH-000622,-0.16997552711511602
ACH-000623,-0.2496200760925314
ACH-000624,-0.2539767789893643
ACH-000627,-0.1760297142462618
ACH-000630,-0.28092958995064776
ACH-000631,-0.14286623050587355
ACH-000632,-0.23898200028942965
ACH-000633,-0.06968715239061625
ACH-000637,-0.2508796042985381
ACH-000638,-0.05746676191915304
ACH-000646,-0.22259601418712294
ACH-000647,-0.24694802322801346
ACH-000648,-0.21683034833582493
ACH-000649,-0.159738163519168
ACH-000651,-0.2925357030650471
ACH-000652,-0.2638009882388165
ACH-000653,-0.38888842224791775
ACH-000657,-0.28187517245554755
ACH-000658,-0.4017667616321695
ACH-000661,-0.02584548318709573
ACH-000662,-0.28690070444506416
ACH-000663,-0.3650394501354831
ACH-000665,-0.12934462432635585
ACH-000671,-0.21605258640402486
ACH-000672,-0.1103865321325306
ACH-000673,-0.3635796103960728
ACH-000676,-0.3039811143144543
ACH-000677,-0.13843772133078772
ACH-000681,-0.3203433319147859
ACH-000683,-0.16899700682396876
ACH-000684,-0.2635486851172434
ACH-000688,-0.21391134593879405
ACH-000693,-0.16326976372756244
ACH-000694,-0.29689273672711824
ACH-000695,-0.29310902171085856
ACH-000696,-0.2167366150155441
ACH-000697,-0.011741169714612287
ACH-000699,-0.29145186837905035
ACH-000701,-0.2124367612158445
ACH-000706,-0.2202022521980238
ACH-000711,-0.1943702701195855
ACH-000713,-0.3786488800759165
ACH-000714,-0.3245981538702513
ACH-000718,-0.3080945565669397
ACH-000720,-0.2183123221973773
ACH-000721,-0.2307965617302457
ACH-000724,-0.1774836427984715
ACH-000725,-0.15468831805656466
ACH-000732,-0.3187167804653642
ACH-000734,0.042960028262837145
ACH-000735,-0.2690094784726593
ACH-000736,-0.2697679355115374
ACH-000738,-0.3049191260042932
ACH-000746,-0.17990737558077607
ACH-000747,-0.2352841239685712
ACH-000748,-0.08228385751192717
ACH-000753,-0.16493144377526833
ACH-000756,-0.06916369598470633
ACH-000757,-0.22856889825284124
ACH-000758,-0.06265606619609942
ACH-000760,-0.07375873924502828
ACH-000762,0.0408754008969841
ACH-000763,-0.3692625128175588
ACH-000764,-0.22612061019612176
ACH-000765,-0.14678252328226996
ACH-000766,-0.06434653742510814
ACH-000767,-0.3625094626706107
ACH-000768,-0.2002856257084618
ACH-000769,-0.19979418524647372
ACH-000770,-0.19470788308033626
ACH-000771,-0.12107755224320088
ACH-000773,-0.1057823169303796
ACH-000776,-0.18473898366408428
ACH-000777,-0.2300351458910765
ACH-000778,-0.2242996058197841
ACH-000781,-0.2900484546238527
ACH-000782,-0.43549975416887854
ACH-000783,-0.16646678416664012
ACH-000784,-0.2158101530215329
ACH-000785,-0.2642600166311783
ACH-000787,-0.2474343942462137
ACH-000788,-0.2367919411068596
ACH-000791,-0.4212922931486697
ACH-000792,-0.18705613275144373
