,PSKH1 (5681)
ACH-000004,-0.08559172199727802
ACH-000005,-0.001374760110388032
ACH-000007,-0.08172671456593153
ACH-000009,0.13290411541348016
ACH-000011,0.2007705518433402
ACH-000012,0.10940206939104964
ACH-000013,0.06048343786035465
ACH-000014,0.07881606635207744
ACH-000015,0.09486248660824198
ACH-000017,0.07060990109052992
ACH-000018,0.18202271230914935
ACH-000019,0.05629867970147481
ACH-000021,0.050792913908542334
ACH-000022,0.052990263089029
ACH-000025,0.04631493332851777
ACH-000028,0.12916227053118354
ACH-000030,-0.009965306784369623
ACH-000035,-0.06109682025017079
ACH-000036,0.1202498694786976
ACH-000037,0.11035251022960584
ACH-000039,0.12507783192851582
ACH-000040,0.06601115435711423
ACH-000041,0.0384107947483415
ACH-000042,0.10041327916283434
ACH-000045,0.021529980807905063
ACH-000047,0.1607152601464797
ACH-000052,-0.04155920415640465
ACH-000053,-0.03819919351275919
ACH-000054,0.1843027133406516
ACH-000055,0.04395181002803817
ACH-000060,0.08331278898791053
ACH-000067,0.05592252168698143
ACH-000070,0.0032856918691154427
ACH-000075,-0.020043946556910767
ACH-000078,-0.02631887399011265
ACH-000082,-0.019888152302888627
ACH-000085,-0.0014816902414134154
ACH-000086,0.06832453635528497
ACH-000087,-0.07166572613537474
ACH-000092,0.053590256175975064
ACH-000095,0.0003312264953949346
ACH-000097,0.1599494878779596
ACH-000098,-0.031158461821245268
ACH-000099,0.1481494768451981
ACH-000108,0.12581300588824962
ACH-000113,0.17810527571452414
ACH-000116,0.14080623664527014
ACH-000118,0.05727028476315335
ACH-000120,-0.07568760615946539
ACH-000123,0.14870273242779866
ACH-000127,0.002949553855633391
ACH-000128,0.05994012137402591
ACH-000132,-0.09718034621504287
ACH-000133,0.00986616933809522
ACH-000137,-0.15842549422160845
ACH-000138,0.048068321079576114
ACH-000142,0.04009608127766004
ACH-000143,-0.145882628136836
ACH-000146,-0.04244811079053137
ACH-000148,0.03549284104731126
ACH-000150,0.18848492375618292
ACH-000152,0.06983693017771155
ACH-000153,-0.1582344675599079
ACH-000159,0.03643835861117197
ACH-000160,0.16349380792329346
ACH-000163,0.1198973070817909
ACH-000167,0.1451216843492921
ACH-000168,0.03963415984821913
ACH-000169,-0.017029538143467842
ACH-000178,0.07208843594058592
ACH-000183,-0.17317490928427684
ACH-000188,0.1862845468446473
ACH-000189,-0.12849705757178936
ACH-000190,-0.15131902696538616
ACH-000198,0.16227083099445974
ACH-000203,-0.019384487495264405
ACH-000204,0.0761887100465186
ACH-000206,0.0023321306210356144
ACH-000207,-0.02685849321171773
ACH-000208,-0.0019435689855164997
ACH-000210,0.2702611941616068
ACH-000211,0.0927323708941618
ACH-000215,-0.06267919047173066
ACH-000221,0.08731136728888274
ACH-000222,-0.062492306303875686
ACH-000223,0.2113695224571544
ACH-000226,0.07679966267654184
ACH-000227,-0.021778007302792377
ACH-000228,-0.004697157601917086
ACH-000231,-0.002159913885002043
ACH-000232,0.07828597575326704
ACH-000233,0.1055074272732074
ACH-000234,-0.013421781603285922
ACH-000235,0.02062872137759748
ACH-000237,0.07598473387522531
ACH-000238,0.032516631664022314
ACH-000242,0.022673965261867768
ACH-000243,0.17841111134030313
ACH-000244,0.2819527807335665
ACH-000246,0.1977080132331533
ACH-000248,0.108782285731582
ACH-000250,0.0426193448650649
ACH-000251,0.20126554544804534
ACH-000252,0.03514566166854791
ACH-000253,0.22144773860458195
ACH-000255,0.09006786203314933
ACH-000256,0.07649771467761501
ACH-000257,0.0966536866080344
ACH-000258,0.10867656841610676
ACH-000259,-0.01710932567142054
ACH-000260,0.05229067751959576
ACH-000261,0.04733561881832319
ACH-000262,-0.07398952224292524
ACH-000263,-0.08164407145438303
ACH-000264,0.1408044659485182
ACH-000265,0.16638803645947575
ACH-000266,0.08126874487472509
ACH-000272,0.2227362234925667
ACH-000274,0.1394625945493934
ACH-000277,0.08042738783341928
ACH-000278,0.06691189330205445
ACH-000279,0.1079617400589296
ACH-000280,0.09250190058686664
ACH-000281,-0.12240207058823785
ACH-000288,0.029098815542366725
ACH-000291,0.06600658886526661
ACH-000293,0.10969383134935516
ACH-000294,0.03554388679607055
ACH-000295,-0.039511827156399316
ACH-000296,0.1324474863286344
ACH-000302,0.15968640851313887
ACH-000304,0.13107022328193405
ACH-000307,0.19157431660460314
ACH-000308,0.07730113450867537
ACH-000310,0.09531623226256893
ACH-000311,0.12016439583022595
ACH-000312,0.1166230133930097
ACH-000315,0.06422787774004228
ACH-000316,-0.007268826353406039
ACH-000317,0.021328118994659574
ACH-000318,0.08888948281372767
ACH-000319,0.06935443208875372
ACH-000320,0.043757456491561375
ACH-000322,0.20545480330625948
ACH-000323,0.19244825456682205
ACH-000324,0.21857964770699795
ACH-000329,0.1340158552163762
ACH-000330,-0.02442673816733001
ACH-000331,0.24533965197120014
ACH-000332,0.08350660041058391
ACH-000334,0.18287386868939728
ACH-000335,0.11967986268549605
ACH-000336,0.6374510620231626
ACH-000337,0.016536338147223783
ACH-000338,0.5132792895093906
ACH-000339,0.09734373626719192
