,HIST1H3I (8354)
ACH-000570,-0.1367120763543459
ACH-000571,-0.28817937880557404
ACH-000573,-0.3846815904092352
ACH-000576,-0.21530047159810348
ACH-000579,-0.3607778112170066
ACH-000580,-0.2552110033231335
ACH-000584,-0.3764234959617448
ACH-000585,-0.5303093246749047
ACH-000588,-0.3099320996431396
ACH-000589,0.07740366624740352
ACH-000591,-0.32711830795620594
ACH-000593,-0.0513678455309278
ACH-000600,-0.2629451487573053
ACH-000601,-0.3136605592147261
ACH-000605,-0.2651110602285678
ACH-000606,-0.5581107101746711
ACH-000608,-0.3563980993613366
ACH-000614,-0.17826670064664635
ACH-000616,-0.1083194319539756
ACH-000618,-0.4310367305864324
ACH-000619,-0.6725762353641371
ACH-000620,-0.12003016756442855
ACH-000621,-0.27550870764620194
ACH-000622,-0.144723044823592
ACH-000623,-0.4084675673037955
ACH-000624,-0.3298846887366582
ACH-000627,-0.3794312906344847
ACH-000630,-0.4284887074820604
ACH-000631,-0.4414066104135319
ACH-000632,-0.3091430019621751
ACH-000633,-0.2131667568635896
ACH-000637,-0.4004502835311908
ACH-000638,-0.296328055561121
ACH-000646,-0.3654648854954489
ACH-000647,-0.3353216321729353
ACH-000648,-0.011632305038921426
ACH-000649,-0.14092265501576726
ACH-000651,-0.19655492150685008
ACH-000652,-0.1631731669489582
ACH-000653,-0.10353453820545004
ACH-000657,-0.23545508341687715
ACH-000658,-0.061847499357229024
ACH-000661,-0.2893490111139881
ACH-000662,-0.4312050806461572
ACH-000663,-0.3096721212177782
ACH-000665,-0.23570366379891716
ACH-000671,-0.32164971715492136
ACH-000672,-0.12614013251590234
ACH-000673,-0.3669442710002874
ACH-000676,-0.506928073855124
ACH-000677,-0.18160562737840008
ACH-000681,-0.31169330309675103
ACH-000683,-0.20858465841304047
ACH-000684,-0.22383426365019596
ACH-000688,-0.5226532561849578
ACH-000693,-0.2458259677093213
ACH-000694,-0.4315997654789677
ACH-000695,-0.4534830764643522
ACH-000696,-0.5381251653293649
ACH-000697,-0.2998074057422289
ACH-000699,-0.2304742507741183
ACH-000701,-0.3037447196003558
ACH-000706,-0.2929200274628829
ACH-000711,-0.2853365570491421
ACH-000713,-0.5895179912277737
ACH-000714,-0.004614385872082675
ACH-000718,-0.0773650873302155
ACH-000720,-0.14081209223563854
ACH-000721,-0.3218666561701582
ACH-000724,-0.37671265165664464
ACH-000725,-0.11691449155831955
ACH-000732,-0.36645913132505903
ACH-000734,-0.1336282862052278
ACH-000735,-0.34047455385885744
ACH-000736,-0.4606404247763069
ACH-000738,-0.11005906411961457
ACH-000746,0.07599758660613137
ACH-000747,0.012783034088687728
ACH-000748,-0.35053201313508564
ACH-000753,-0.14088078398819362
ACH-000756,-0.23328196074713625
ACH-000757,-0.4361596154305125
ACH-000758,-0.1832110776692908
ACH-000760,-0.07125963335699803
ACH-000762,-0.3990650266916683
ACH-000763,-0.5476746676204397
ACH-000764,-0.5734738343490543
ACH-000765,-0.4937993410909034
ACH-000766,-0.06847818087546813
ACH-000767,-0.07853881820512636
ACH-000768,-0.4096219192774969
ACH-000769,-0.054419510732126884
ACH-000770,-0.15525868838060572
ACH-000771,-0.3410682585474236
ACH-000773,-0.5134339048671179
ACH-000776,-0.267904039891996
ACH-000777,-0.31174122870757537
ACH-000778,-0.28777557238241
ACH-000781,-0.2643688630419065
ACH-000782,-0.18999798702121806
ACH-000783,-0.1448538655040795
ACH-000784,-0.2502300634572286
ACH-000785,-0.15787101489399255
ACH-000787,-0.16764641777067835
ACH-000788,-0.20048727100325914
ACH-000791,-0.31289731036882384
ACH-000792,-0.4011975931799149
ACH-000794,-0.4600267085177836
ACH-000796,-0.21058438088853665
ACH-000798,-0.4597250630466759
ACH-000799,-0.17712864239414444
ACH-000800,-0.1340251033701778
ACH-000802,-0.6864378389621593
ACH-000804,-0.06451810508539031
ACH-000805,-0.5006292955063051
ACH-000809,-0.2653667640603725
ACH-000810,-0.5325619729695998
ACH-000811,-0.32174050099392343
ACH-000817,-0.3118424012135786
ACH-000819,-0.3179701187704495
ACH-000820,0.09087700829950933
ACH-000821,-0.02207326276585342
ACH-000822,-0.20511533502113105
ACH-000823,-0.32326846563590284
ACH-000824,-0.3836264283779604
ACH-000827,-0.27264885138177203
ACH-000829,-0.20296859985527926
ACH-000831,-0.15968643451919556
ACH-000832,-0.6195103814747979
ACH-000833,-0.3110402182962163
ACH-000834,-0.24695840765618424
ACH-000835,-0.14051116484175105
ACH-000836,-0.12999166124274264
ACH-000837,-0.17063654321045318
ACH-000838,-0.14432126508087065
ACH-000839,-0.2513622497435944
ACH-000840,-0.5283888225596342
ACH-000841,-0.3970893153686694
ACH-000843,-0.33182761235844144
ACH-000846,-0.7007097808524668
ACH-000847,-0.1302488663217189
ACH-000848,-0.2455472094530257
ACH-000849,-0.3328942093640689
ACH-000851,-0.24122008031498235
ACH-000855,-0.2663903156635029
ACH-000856,-0.01689091727393187
ACH-000858,-0.16823681517867795
ACH-000859,-0.32044635366345
ACH-000861,-0.18990710036075856
ACH-000862,-0.35175494148949715
ACH-000865,-0.26120167709922204
ACH-000866,-0.23456666095450265
ACH-000867,-0.2575947710974114
ACH-000869,-0.2168436383715167
ACH-000872,-0.3160042463009863
ACH-000873,-0.3557453716613624
ACH-000876,-0.3086176996435622
ACH-000878,-0.22223406349703312
ACH-000880,-0.2854922616654974
ACH-000881,-0.43792848414481705
ACH-000882,-0.3640476099775802
ACH-000884,-0.485907209607276
ACH-000885,-0.1447858092285536
ACH-000887,-0.3352964496523976
ACH-000889,-0.2819716544122825
ACH-000896,-0.12388164957438864
ACH-000898,-0.1421617441054929
ACH-000900,-0.3711389954972005
ACH-000901,-0.2531815405091133
ACH-000905,-0.12982382985881302
ACH-000906,-0.1439372666240472
ACH-000907,-0.2951273133560826
ACH-000910,-0.17250135732884558
ACH-000911,-0.16516030500051312
ACH-000912,-0.3652269718405092
ACH-000913,-0.17068576084099052
ACH-000915,-0.20165145845411056
ACH-000916,-0.1312832971246809
ACH-000917,-0.20516209596682625
ACH-000920,-0.4316492984858151
ACH-000921,-0.16021990132565947
ACH-000924,-0.2322742181655025
ACH-000926,-0.2455831225865335
ACH-000928,-0.0309343834644277
ACH-000929,-0.4090724929888594
ACH-000932,-0.28415485476603763
ACH-000935,-0.4857946140408048
ACH-000936,-0.34118156629763785
ACH-000937,-0.37768033707524384
ACH-000938,-0.4875795135389703
ACH-000939,0.032985297561042744
ACH-000941,-0.2310400454226853
ACH-000943,-0.1854740306412604
ACH-000946,-0.24333120917565065
ACH-000947,-0.21225176177562632
ACH-000948,-0.2236265800746618
ACH-000950,-0.2253895404853775
ACH-000953,-0.2642185057369276
ACH-000954,0.4150530479064813
ACH-000957,-0.20926561558559226
ACH-000958,-0.0412573835565362
ACH-000960,-0.4677084487119558
ACH-000963,-0.2293614071679829
ACH-000968,-0.2376536956217242
ACH-000969,-0.4245665660835412
ACH-000972,-0.08542392339035948
ACH-000973,-0.3161483362758657
ACH-000974,-0.1729392476903214
ACH-000978,-0.306641725335242
ACH-000984,-0.0767177128837405
ACH-000986,-0.42768089384654895
ACH-000988,-0.3184866871781256
ACH-000993,-0.2502098301950014
ACH-000994,-0.04487015879138495
ACH-000996,-0.34714292095680765
ACH-001001,-0.034039099279724566
ACH-001020,-0.1877129799124284
ACH-001028,-0.2693390264465003
ACH-001031,-0.1254057751866362
ACH-001038,-0.1756958184585805
ACH-001048,-0.13198272231512725
ACH-001050,-0.2003732945320292
ACH-001053,-0.15080428250444913
ACH-001054,-0.11211630327622983
ACH-001061,-0.2533051197931171
ACH-001067,-0.2845297957614757
ACH-001075,-0.3348687183729577
ACH-001096,-0.06888570135251118
ACH-001111,-0.4855674218542372
ACH-001119,-0.4109060770510793
ACH-001128,-0.719739670646835
ACH-001134,-0.3320784164208908
ACH-001151,-0.2920202051383578
ACH-001163,-0.16708186213896026
ACH-001164,-0.027469427458938118
ACH-001183,-0.20499136647157928
ACH-001192,-0.17327980201071164
ACH-001193,-0.21639085624322912
ACH-001196,-0.13306059181333615
ACH-001197,-0.19683390260720846
ACH-001205,-0.2284549555568858
ACH-001211,-0.0855955470376379
ACH-001212,-0.40911510162228815
ACH-001228,-0.09297906269170624
ACH-001232,-0.21062525121971248
ACH-001239,-0.5826534503330486
ACH-001270,-0.24824898210109686
ACH-001274,-0.4853202441173752
ACH-001275,-0.3912999983509521
ACH-001277,-0.30295666179481423
ACH-001278,-0.09474516445996564
ACH-001280,-0.21134639148994505
ACH-001283,-0.2350032447512589
ACH-001289,-0.3047827324937318
ACH-001300,-0.34998012001714185
ACH-001301,-0.16926644248898834
ACH-001302,-0.4881828622535068
ACH-001306,-0.2520539012660598
ACH-001318,-0.43359805701427007
ACH-001322,-0.1465942424530174
ACH-001328,-0.4184546231401497
ACH-001332,-0.5623170324958667
ACH-001336,-0.2528805087134605
ACH-001346,-0.3400216487061996
ACH-001353,-0.2821122738468241
ACH-001354,-0.3726669922279101
ACH-001367,0.0349220303620614
ACH-001368,-0.348039951535411
ACH-001374,-0.2603417653374523
ACH-001377,-0.26413191059902835
ACH-001380,-0.12191534097947868
ACH-001391,-0.27803335340300944
ACH-001408,-0.2711471735186467
ACH-001430,-0.10576550591192464
ACH-001431,-0.14507343876041154
ACH-001450,-0.3089980913742167
ACH-001496,-0.2504628114788385
ACH-001500,-0.2017953162670764
ACH-001523,-0.2390931011142925
ACH-001532,-0.2545928314515767
ACH-001550,-0.403097380395848
ACH-001552,-0.5353940231667964
ACH-001554,-0.13712203845324245
ACH-001654,-0.21903694460577447
ACH-001735,-0.3476721122835485
ACH-001736,-0.4402742277566037
ACH-001737,-0.7112241729062173
ACH-001740,-0.3128586670963613
ACH-001745,-0.1376568633250335
ACH-001765,-0.3438652663333396
