,GSTP1 (2950)
ACH-000387,-0.08345574852837243
ACH-000389,-0.17615348958667784
ACH-000390,-0.16222883884953526
ACH-000393,-0.12119435684791255
ACH-000395,-0.22206625225834856
ACH-000396,-0.03273879684213412
ACH-000397,-0.3164690904311934
ACH-000401,0.06873016254004227
ACH-000402,-0.4464036379709175
ACH-000403,-0.2844743337656812
ACH-000404,-0.07898217643735196
ACH-000406,-0.13182488217488975
ACH-000407,-0.2768926776149013
ACH-000408,-0.3417808851429162
ACH-000410,-0.2056969938637584
ACH-000411,-0.21772399779030774
ACH-000414,-0.18868468414868464
ACH-000415,-0.15369579123483296
ACH-000416,-0.2382277424811429
ACH-000420,-0.2660962962294278
ACH-000421,-0.1820144283127272
ACH-000424,-0.18065035673143126
ACH-000425,-0.19767644343240567
ACH-000426,0.001695061108285404
ACH-000427,-0.286178080395853
ACH-000433,-0.1521337221989307
ACH-000435,-0.2098275151306378
ACH-000436,-0.1996400472639437
ACH-000444,-0.08970322385802558
ACH-000445,-0.0618699344977933
ACH-000448,-0.14436379866264176
ACH-000450,-0.6631020417218718
ACH-000452,-0.21670771702922112
ACH-000454,0.09996606798175993
ACH-000458,-0.24057786006715565
ACH-000459,-0.18610084552202724
ACH-000460,-0.10264104152206546
ACH-000461,-0.3735406534665497
ACH-000463,-0.06758999717972193
ACH-000464,-0.09669910157191773
ACH-000466,-0.042077653638649404
ACH-000467,-0.12435543361496247
ACH-000468,-0.26461491678113125
ACH-000469,-0.22455277145065392
ACH-000470,-0.03719150590081075
ACH-000471,-0.2469140973369051
ACH-000472,-0.17017026278939246
ACH-000473,-0.2099765752640864
ACH-000475,-0.1646884974738201
ACH-000476,-0.3089338535608927
ACH-000477,-0.18094844356246706
ACH-000479,-0.1178179191777632
ACH-000480,-0.2349993812405039
ACH-000481,-0.2511463670132523
ACH-000483,-0.1137614480663044
ACH-000484,-0.14167541627269056
ACH-000485,-0.2628554109709225
ACH-000486,-0.4557551248108564
ACH-000487,-0.09474402260438576
ACH-000488,-0.21350001730743826
ACH-000490,-0.06630167739987809
ACH-000491,-0.03539390306359358
ACH-000495,-0.26756648470508865
ACH-000496,-0.3905373024459281
ACH-000499,-0.3265785825697892
ACH-000500,-0.2312738442386104
ACH-000502,-0.14872997494617254
ACH-000503,-0.3853484575227024
ACH-000505,-0.2863036724136716
ACH-000507,-0.1798837962502233
ACH-000510,-0.2382223782653554
ACH-000511,-0.13087327248747946
ACH-000512,-0.2680554267550344
ACH-000516,-0.16903320776404018
ACH-000517,-0.1889283286774738
ACH-000518,-0.2067330784804444
ACH-000520,-0.2079903502575201
ACH-000521,-0.0658138741323411
ACH-000522,-0.23968278237234902
ACH-000524,-0.18427237577281527
ACH-000527,-0.2180162166076832
ACH-000528,-0.13215142313568495
ACH-000537,-0.15592506367998166
ACH-000541,-0.42463947530807217
ACH-000542,-0.18150440692216774
ACH-000544,-0.17105082088775242
ACH-000545,-0.3421466377426686
ACH-000547,0.0424359193411474
ACH-000548,-0.3467883508879494
ACH-000549,-0.3149079872027619
ACH-000550,-0.08338797652226276
ACH-000552,-0.13477159807349556
ACH-000556,-0.10909332440537728
ACH-000557,-0.17867316986659626
ACH-000569,-0.08400205420439802
ACH-000570,-0.18070939726537485
ACH-000571,-0.1471599525792204
ACH-000573,-0.2294040848608496
ACH-000576,-0.2760598301378916
ACH-000579,-0.3134364792948763
ACH-000580,-0.3380476129006105
ACH-000584,-0.1910448882367094
ACH-000585,-0.2672415621219975
ACH-000588,-0.2595115594172314
ACH-000589,-0.2577674922972608
ACH-000591,-0.2202517423908929
ACH-000593,-0.15079315549766828
ACH-000600,-0.20290092071509885
ACH-000601,-0.1885300220945044
ACH-000605,-0.2151089466452187
ACH-000606,-0.3231254213922893
ACH-000608,-0.10768230012630374
ACH-000614,-0.32899824326907795
ACH-000616,0.07022519997667284
ACH-000618,-0.4704937957381589
ACH-000619,-0.3353701956809465
ACH-000620,-0.08544238653997015
ACH-000621,-0.1292866442269456
ACH-000622,-0.0635226800104892
ACH-000623,-0.11274861721765204
ACH-000624,-0.2515727991611599
ACH-000627,-0.1505153888871449
ACH-000630,-0.3022022343041261
ACH-000631,0.003838246071922753
ACH-000632,-0.3036094186868296
ACH-000633,-0.20518848742842727
ACH-000637,-0.1350193249449225
ACH-000638,-0.21393022129766448
ACH-000646,-0.008468539148204656
ACH-000647,-0.2861454158530085
ACH-000648,-0.2420396224538767
ACH-000649,-0.17666793757942545
ACH-000651,-0.13512553534284807
ACH-000652,-0.2322837570697971
ACH-000653,-0.2364977899853732
ACH-000657,-0.19725271399159994
ACH-000658,-0.1828558459200676
ACH-000661,-0.2194563405617126
ACH-000662,-0.02339753703684087
ACH-000663,-0.28636357937638696
ACH-000665,-0.3892245352979317
ACH-000671,-0.1665120461049909
ACH-000672,-0.5397677109854274
ACH-000673,-0.24777614599670314
ACH-000676,-0.019001816001419838
ACH-000677,-0.1359821456295192
ACH-000681,-0.16155222222028273
ACH-000683,-0.17335274563953454
ACH-000684,0.07695348575635651
ACH-000688,-0.15121912314001235
ACH-000693,-0.2740333959385425
ACH-000694,-0.3718486705859199
ACH-000695,-0.2924384998311917
ACH-000696,-0.29258866559424845
ACH-000697,-0.4741482759995471
ACH-000699,-0.3139963123567712
ACH-000701,-0.2593242947647986
ACH-000706,-0.17849843311073496
ACH-000711,-0.1342219743331378
ACH-000713,-0.260002266192227
ACH-000714,-0.16370418990304375
ACH-000718,-0.08421856277685504
ACH-000720,-0.1874429229284782
ACH-000721,-0.2044276544657815
ACH-000724,-0.11959857439192885
ACH-000725,-0.34532503209226423
ACH-000732,-0.06774943203916067
ACH-000734,-0.4876412578208991
ACH-000735,-0.21689737956142555
ACH-000736,-0.14750988362423198
ACH-000738,-0.2269218535464881
ACH-000746,-0.20585879805288404
ACH-000747,-0.19664948457928733
ACH-000748,-0.2770277014377696
ACH-000753,-0.20379673070150675
ACH-000756,-0.23343817400462266
ACH-000757,-0.09260825741317297
ACH-000758,-0.1951529812797769
ACH-000760,-0.2191991443957564
ACH-000762,-0.16294058646868995
ACH-000763,-0.1441544779454212
ACH-000764,-0.20690398692632248
ACH-000765,-0.2868209082335666
ACH-000766,-0.11768213589566096
ACH-000767,-0.2794918721943173
ACH-000768,-0.21208421885123668
ACH-000769,-0.24440341497089504
ACH-000770,-0.2095760286572388
ACH-000771,-0.17148421288385446
ACH-000773,-0.3160972445729077
ACH-000776,-0.20763005909244112
ACH-000777,-0.21272997270385907
ACH-000778,-0.590938175347769
ACH-000781,-0.1850470575653024
ACH-000782,-0.13526808883319358
ACH-000783,-0.3287294374115487
ACH-000784,-0.1743108286103722
ACH-000785,-0.16841784187253536
ACH-000787,-0.1412564848935203
ACH-000788,-0.1096110455445162
ACH-000791,-0.17465826675097665
ACH-000792,-0.2070940825528096
ACH-000794,-0.3239980247599926
ACH-000796,-0.17725898065654988
ACH-000798,-0.5619280624226928
ACH-000799,-0.1478005545409624
ACH-000800,-0.1174534908095586
ACH-000802,-0.4616262666117846
ACH-000804,-0.32700664514898353
ACH-000805,-0.2633972234727572
ACH-000809,-0.0967728594269763
ACH-000810,-0.3420499053661335
ACH-000811,-0.14607740327874372
ACH-000817,-0.4516368941741968
ACH-000819,-0.043884658886432
ACH-000820,-0.19848047493302795
ACH-000821,-0.2753418433993373
ACH-000822,-0.3321973418728297
ACH-000823,-0.1638567053403559
ACH-000824,-0.1874638822129535
ACH-000827,-0.20141436178369032
ACH-000829,-0.22723956357935216
ACH-000831,-0.20690365525109994
ACH-000832,-0.3391517270297179
ACH-000833,0.06443355888252136
ACH-000834,-0.22463729677447666
ACH-000835,-0.09282012473579668
ACH-000836,-0.1240408562260598
ACH-000837,-0.2314287152391992
ACH-000838,-0.0769270068817678
ACH-000839,-0.3251788851135415
ACH-000840,-0.24142989839067844
ACH-000841,-0.1792460232650277
ACH-000843,-0.3468412626479388
ACH-000846,-0.2674556470213099
ACH-000847,-0.19177221750887874
ACH-000848,-0.40461647035010107
ACH-000849,-0.2262923981987634
ACH-000851,-0.13876592195003282
ACH-000855,-0.04856402438475379
ACH-000856,-0.06349396744582937
ACH-000858,-0.16737844986221892
ACH-000859,-0.07292663336474055
ACH-000861,-0.3479714373041761
ACH-000862,-0.2506483248203133
ACH-000865,-0.1427264954518656
ACH-000866,-0.17755109326196325
ACH-000867,-0.16002377454032662
ACH-000869,-0.2079143003143771
ACH-000872,-0.3007863953105836
ACH-000873,0.009938021116370202
ACH-000876,-0.16044617672040098
ACH-000878,-0.2280270849929534
ACH-000880,-0.05114015113078881
ACH-000881,-0.14285908581764584
ACH-000882,-0.030724793326983
ACH-000884,-0.12922375717137294
ACH-000885,0.04624477231982342
ACH-000887,-0.24632162114176195
ACH-000889,-0.06911529009091795
ACH-000896,-0.17110986047763435
ACH-000898,-0.1816908871754429
ACH-000900,-0.3495436644509401
ACH-000901,-0.3753765655800607
ACH-000905,-0.17486428268915505
ACH-000906,-0.23270148412599476
ACH-000907,-0.05546058248138163
ACH-000910,-0.2171559392484514
ACH-000911,-0.2332495511513311
ACH-000912,-0.2772655327294591
ACH-000913,-0.018997441820161914
ACH-000915,-0.2664108862427187
ACH-000916,-0.9717430193921588
ACH-000917,-0.3932301420343972
ACH-000920,-0.2392131423401707
ACH-000921,-0.3025454590813586
ACH-000924,-0.1932491202441217
ACH-000926,-0.11712531363449855
ACH-000928,-0.06775445513873603
ACH-000929,-0.06307649810693139
ACH-000932,-0.2838808605633716
ACH-000935,-0.2631203467829793
ACH-000936,-0.13814111590584352
ACH-000937,-0.1490195606259204
ACH-000938,-0.24497286169007595
ACH-000939,-0.3811774864462644
ACH-000941,-0.17917132987955026
ACH-000943,-0.16242363840415347
ACH-000946,-0.3788967398571551
ACH-000947,-0.13441693819156653
ACH-000948,-0.1611278225284458
ACH-000950,-0.007350117953530163
ACH-000953,-0.058413883957013586
ACH-000954,-0.3532467141166762
ACH-000957,-0.311351772421857
ACH-000958,-0.16430258932256336
ACH-000960,-0.07803460555442646
ACH-000963,-0.3632927223014169
ACH-000968,-0.1523119639203973
ACH-000969,-0.22228967553535744
ACH-000972,-0.4756477230706452
ACH-000973,-0.2972270599954195
ACH-000974,-0.01649850357017554
ACH-000978,-0.15092253336333128
ACH-000984,-0.23092986129561585
ACH-000986,-0.12675941289173992
ACH-000988,-0.13146863560576186
ACH-000993,-0.12588631085444218
ACH-000994,-0.363825426908172
ACH-000996,-0.03488134921745235
ACH-001001,-0.1440596218091656
ACH-001020,-0.3365260466608318
ACH-001028,-0.2103806731852992
ACH-001031,-0.3224148031995261
ACH-001038,-0.1921068541782476
ACH-001048,-0.1434868238714827
ACH-001050,-0.15088228527207673
ACH-001053,-0.10787296884233834
ACH-001054,0.0356167952011128
ACH-001061,-0.2946025502227025
ACH-001067,-0.3198165143629965
ACH-001075,-0.17876414629571194
ACH-001096,-0.021656194466155645
ACH-001111,-0.2115737469660983
ACH-001119,-0.001103886734987927
ACH-001128,-0.03446039499803285
ACH-001134,-0.061891787107109277
ACH-001151,-0.20198229663939807
ACH-001163,-0.33138208991892537
ACH-001164,-0.2622156525508318
ACH-001183,0.048021673920869375
ACH-001192,-0.22291919302042032
ACH-001193,-0.22508984080499184
ACH-001196,-0.2652621324982564
ACH-001197,-0.22246150012895807
ACH-001205,-0.10160595727649004
ACH-001211,-0.059081033156968964
ACH-001212,0.030540165304652245
ACH-001228,-0.1743061779723527
ACH-001232,-0.15224090733072165
ACH-001239,-0.034152889292374186
ACH-001270,-0.2006746859607656
ACH-001274,-0.1904726808523789
ACH-001275,-0.2688168300975203
ACH-001277,-0.4427761892677071
ACH-001278,-0.02928933432740998
ACH-001280,-0.08718534187437066
ACH-001283,-0.23892950229739066
ACH-001289,-0.3274912142275205
ACH-001300,-0.23390767828493705
ACH-001301,-0.19358676467696373
ACH-001302,-0.16205953909168247
ACH-001306,-0.1574726318285001
ACH-001318,-0.06519952079990703
ACH-001322,-0.08626307153579706
ACH-001328,-0.22810228818998646
ACH-001332,0.15258612224420953
ACH-001336,-0.2620309547476471
ACH-001346,-0.27374759770081425
ACH-001353,-0.12404879505635193
ACH-001354,-0.040448582357086565
ACH-001367,-0.1846756850358864
ACH-001368,-0.25483094984227994
ACH-001374,-0.17004838918491516
ACH-001377,-0.22618140013364105
ACH-001380,-0.2369642309536565
ACH-001391,-0.17678974735342107
ACH-001408,-0.20804914037966835
ACH-001430,0.18605133673593546
ACH-001431,-0.2076962180822127
ACH-001450,-0.18358644305698585
ACH-001496,-0.19323279696482049
ACH-001500,0.03803740103378736
ACH-001523,-0.1318292480145398
ACH-001532,-0.09052993847396218
ACH-001550,-0.6278805573862178
ACH-001552,-0.10424141839368783
ACH-001554,-0.2532335857842662
ACH-001654,-0.27033170869743905
ACH-001735,-0.22211631764436573
ACH-001736,-0.29826143851722137
ACH-001737,-0.4080526561138357
ACH-001740,-0.1831493578458381
ACH-001745,-0.08641450037587428
ACH-001765,-0.05602487185193445
