,YIPF4 (84272)
ACH-000004,6.296668196736078e-05
ACH-000005,0.04529124490729964
ACH-000007,0.12871131083784335
ACH-000009,0.19841275330812166
ACH-000011,0.15753816805800858
ACH-000012,0.04785943550079586
ACH-000013,0.14922063693876916
ACH-000014,0.15005326002796998
ACH-000015,0.15598350143365708
ACH-000017,0.018990084805603328
ACH-000018,0.25212304666361746
ACH-000019,0.11795543506564968
ACH-000021,0.07793084328266932
ACH-000022,0.06560072410767986
ACH-000025,0.07400362045690358
ACH-000028,0.06580754763374827
ACH-000030,0.07585054704612225
ACH-000035,0.09818802603846843
ACH-000036,0.03718589921698606
ACH-000037,0.10346268228901848
ACH-000039,0.17213634505423944
ACH-000040,0.01197243372699963
ACH-000041,0.19879077980749452
ACH-000042,0.13026343406503352
ACH-000045,0.16770666427321684
ACH-000047,0.2075843658896316
ACH-000052,-0.08661674124542518
ACH-000053,-0.005678076098431649
ACH-000054,0.09318679942511787
ACH-000055,0.14442528088411696
ACH-000060,0.1073505688653443
ACH-000067,0.08717514764521286
ACH-000070,0.05261977545306405
ACH-000075,0.046098427438102066
ACH-000078,0.1193750053474808
ACH-000082,0.09651630874044399
ACH-000085,0.27913353747865344
ACH-000086,0.12472363613863688
ACH-000087,0.2755714362328561
ACH-000092,0.0905796080538099
ACH-000095,5.652441598766058e-05
ACH-000097,0.08350891773900983
ACH-000098,0.1341644880674348
ACH-000099,0.03420351822185217
ACH-000108,-0.008782264801384188
ACH-000113,0.09220457766996552
ACH-000116,0.03355778381482515
ACH-000118,0.19787556157646646
ACH-000120,0.17642467405651646
ACH-000123,0.1011605284027737
ACH-000127,0.06715502286956487
ACH-000128,0.020394779260340508
ACH-000132,0.10355247244020337
ACH-000133,0.0564511243393761
ACH-000137,0.0068407530013630214
ACH-000138,0.2021780451784328
ACH-000142,0.05571212558932994
ACH-000143,0.13026051565763005
ACH-000146,0.05504124769448685
ACH-000148,0.06684650302601837
ACH-000150,0.19939166087578586
ACH-000152,0.14537603439452407
ACH-000153,0.07954627178332549
ACH-000159,0.10278282803888372
ACH-000160,0.04850032444422085
ACH-000163,-0.1107936163632608
ACH-000167,0.13559865163849294
ACH-000168,0.02437721321549137
ACH-000169,0.11721008621816575
ACH-000178,0.07961523066440566
ACH-000183,0.0438136743303962
ACH-000188,0.16451925606460946
ACH-000189,0.07916105344792948
ACH-000190,0.15315593195074378
ACH-000198,0.016434926385297838
ACH-000203,0.24995101870702904
ACH-000204,-0.023988857497615274
ACH-000206,0.18093327842654586
ACH-000207,0.005081186424341787
ACH-000208,0.02642668697831954
ACH-000210,0.14961804710400234
ACH-000211,0.062060918546820526
ACH-000215,0.1409849497709474
ACH-000221,-0.00025155139864100934
ACH-000222,0.0196870330121268
ACH-000223,0.15756077051985162
ACH-000226,0.09341733010318104
ACH-000227,0.04566838484240618
ACH-000228,0.12544170100850166
ACH-000231,0.06774625731595678
ACH-000232,0.05386354679352701
ACH-000233,0.1743963032854042
ACH-000234,-0.007878006355826347
ACH-000235,0.09958123732407896
ACH-000237,-0.004518183871533739
ACH-000238,0.01848144938910174
ACH-000242,0.18348410345898786
ACH-000243,0.03706224350216848
