,CATIP (375307)
ACH-000004,-0.2966175239641776
ACH-000005,-0.170881922318965
ACH-000007,0.18993634198711
ACH-000009,-0.046270363918995513
ACH-000011,-0.10451718614816297
ACH-000012,-0.03754573737566192
ACH-000013,-0.1081708750379696
ACH-000014,0.051413840095670287
ACH-000015,-0.025252684142667084
ACH-000017,0.008376268467121691
ACH-000018,0.03774332522191269
ACH-000019,-0.17211673796531296
ACH-000021,0.042932463229244384
ACH-000022,-0.0283990607629499
ACH-000025,-0.03468551333488413
ACH-000028,0.014165141153370702
ACH-000030,-0.08273000332447726
ACH-000035,0.01870694597630075
ACH-000036,-0.032747215573536284
ACH-000037,-0.04075973605581367
ACH-000039,-0.06143645348493574
ACH-000040,-0.044847897285689865
ACH-000041,-0.05850763296928677
ACH-000042,-0.09005759990577407
ACH-000045,-0.12787211734636186
ACH-000047,-0.06210257701083635
ACH-000052,-0.17303944647026342
ACH-000053,0.12374998636118754
ACH-000054,0.028044373286938987
ACH-000055,-0.12260112219304647
ACH-000060,-0.11936689281231873
ACH-000067,-0.031436610021586035
ACH-000070,0.14771763033420668
ACH-000075,-0.183969743666295
ACH-000078,-0.009911508610657227
ACH-000082,0.05097716957899461
ACH-000085,-0.03829988566038428
ACH-000086,0.028711693659958425
ACH-000087,-0.06182145208264009
ACH-000092,-0.06417860790602481
ACH-000095,-0.012889408561123434
ACH-000097,-0.14220024355258334
ACH-000098,-0.010930997143905885
ACH-000099,-0.03148376819338128
ACH-000108,-0.019502561865645567
ACH-000113,-0.054459913617735514
ACH-000116,0.036445502782547184
ACH-000118,-0.05890787509813305
ACH-000120,-0.1122740066564692
ACH-000123,0.16040871624910585
ACH-000127,-0.04177818037651112
ACH-000128,-0.24993971932142234
ACH-000132,0.0032049711953337397
ACH-000133,-0.18420412859422575
ACH-000137,0.02373966280460514
ACH-000138,-0.07166699227496814
ACH-000142,-0.07165217663276761
ACH-000143,0.017225561309209672
ACH-000146,-0.04580528131045357
ACH-000148,-0.09966637553191364
ACH-000150,0.05928993921599478
ACH-000152,-0.10642780309880392
ACH-000153,-0.16200776378120973
ACH-000159,-0.02453138204991433
ACH-000160,0.01714462445923989
ACH-000163,-0.010795030081245272
ACH-000167,-0.2713159814439933
ACH-000168,-0.11321299955002212
ACH-000169,0.014818947094704275
ACH-000178,-0.10324954202873354
ACH-000183,0.07098867123721052
ACH-000188,-0.05238553024276572
ACH-000189,-0.032566637100127506
ACH-000190,0.06173285122371005
ACH-000198,-0.08340056724297575
ACH-000203,0.11547279348062515
ACH-000204,0.12812984594486515
ACH-000206,-0.1697700319071786
ACH-000207,0.1576890686494019
ACH-000208,-0.15091066518602014
ACH-000210,-0.2242498636026068
ACH-000211,-0.0892595762812487
ACH-000215,-0.010537037084622482
ACH-000221,-0.11482791313641405
ACH-000222,0.27033772457006944
ACH-000223,-0.06468042273059542
ACH-000226,-0.0015785225177181526
ACH-000227,-0.11642862318091265
ACH-000228,0.1388413174231168
ACH-000231,-0.1520883393179677
ACH-000232,-0.1065822455711915
ACH-000233,0.045746976484739715
ACH-000234,-0.11206324412861288
ACH-000235,-0.0157670511120213
ACH-000237,-0.02693038293761558
ACH-000238,-0.05930770617057397
ACH-000242,-0.23326115540920475
ACH-000243,-0.09998506829373408
ACH-000244,0.042996810333744084
ACH-000246,0.057764665262622715
ACH-000248,-0.07449737899136738
ACH-000250,-0.01867147422370408
ACH-000251,0.1357504189879274
ACH-000252,0.06068801246147147
ACH-000253,-0.089801290942863
ACH-000255,-0.08162157875418287
ACH-000256,-0.015411789640075273
ACH-000257,0.02785674216036528
ACH-000258,0.08089896656085069
ACH-000259,-0.10141167347121162
ACH-000260,-0.07212719412155555
ACH-000261,-0.05657061677120485
ACH-000262,0.1482882104038941
ACH-000263,-0.2729735893195195
ACH-000264,-0.08512864630955468
ACH-000265,0.036714967935087016
ACH-000266,-0.09014881331161774
ACH-000272,-0.0724575013066013
ACH-000274,-0.10948912780073933
ACH-000277,0.062484006328475436
ACH-000278,-0.0094839050885783
ACH-000279,-0.08383015868079463
ACH-000280,0.0042303069436645645
ACH-000281,0.14542216556384252
ACH-000288,-0.058899025659263464
ACH-000291,-0.007328784904616966
ACH-000293,-0.14291314040779854
ACH-000294,0.0009810714380482065
ACH-000295,0.2069028855475457
ACH-000296,-0.04911722842683453
ACH-000302,-0.1041928374921484
ACH-000304,-0.33497514092802383
ACH-000307,-0.16949658165121806
ACH-000308,-0.03190296905170298
ACH-000310,0.006986884897498043
ACH-000311,-0.11907171118629192
ACH-000312,-0.06043182519374221
ACH-000315,-0.0960319012252534
ACH-000316,0.03497281188207263
ACH-000317,-0.13408234041497527
ACH-000318,-0.022351575301389683
ACH-000319,-0.12164895003709315
ACH-000320,-0.14113536800262924
ACH-000322,-0.08014864104524802
ACH-000323,-0.08189644321073387
ACH-000324,-0.08177705415774496
ACH-000329,-0.03295506729727831
ACH-000330,-0.031198281804538375
ACH-000331,-0.0916448165565369
ACH-000332,-0.09740938324105854
ACH-000334,0.03967227878111748
ACH-000335,0.044612863594273904
ACH-000336,0.20450978783186724
ACH-000337,-0.2779004725565495
ACH-000338,-0.3746951818703607
ACH-000339,-0.007029905280052055
ACH-000341,-0.07265663914245969
ACH-000348,0.03972788343676247
ACH-000350,0.021773752458655888
ACH-000352,-0.03698545790209562
ACH-000356,-0.14008651453824975
ACH-000361,0.08889745405927904
ACH-000362,-0.0650588969913082
ACH-000363,-0.024628786096072514
ACH-000364,-0.12574927908443512
ACH-000365,-0.05262164224021452
ACH-000366,-0.1245985340689038
ACH-000368,-0.09503618648901868
ACH-000374,-0.054638613923827364
ACH-000375,0.05237749703189098
ACH-000376,-0.013281709752476166
ACH-000381,0.016477706910408042
ACH-000383,-0.11649166685228406
ACH-000387,-0.014611512318560588
ACH-000389,0.13927730819450834
ACH-000390,-0.11196064781594096
ACH-000393,-0.12997319761374745
ACH-000395,-0.06087960392897152
ACH-000396,0.18058323591197967
ACH-000397,0.08703468155008476
ACH-000401,0.03235055338647503
ACH-000402,0.1708542221401501
ACH-000403,-0.07676604250787204
ACH-000404,-0.16800030728437382
ACH-000406,-0.014969317760621156
ACH-000407,0.006979900197171918
ACH-000408,0.08622503351136718
ACH-000410,-0.08774850164016082
ACH-000411,-0.0618551684739663
ACH-000414,0.002496946094430924
ACH-000415,-0.032622412959966186
ACH-000416,-0.0005763557426020111
ACH-000420,0.07262629191839608
ACH-000421,-0.0816978400259585
ACH-000424,-0.02702804530256052
ACH-000425,-0.06903485215469787
ACH-000426,-0.1102913559157882
ACH-000427,-0.1441512905625106
ACH-000433,-0.016580797755495594
ACH-000435,-0.0480209470152601
ACH-000436,-0.11222315992603003
ACH-000444,0.07182608884592383
ACH-000445,-0.10121182999891468
ACH-000448,0.04340238186481665
ACH-000450,0.07349936632752588
ACH-000452,-0.01046941442717972
ACH-000454,-0.20970543624550889
ACH-000458,-0.0204282158908676
ACH-000459,0.06077914182910985
ACH-000460,0.028912588149064913
ACH-000461,-0.07811769956389543
ACH-000463,-0.06643888023590996
ACH-000464,-0.20573767462953246
ACH-000466,-0.0042718516309182076
ACH-000467,0.004911503644207642
ACH-000468,-0.06991091226895689
ACH-000469,-0.11997044038913428
ACH-000470,-0.07319724808113867
ACH-000471,-0.011201817806102672
ACH-000472,-0.10513005466904757
ACH-000473,-0.014097881431364225
ACH-000475,-0.06377393260957913
ACH-000476,-0.1648817010492079
ACH-000477,0.02206356331121568
ACH-000479,-0.05888026366282275
ACH-000480,-0.18437921548842054
ACH-000481,-0.14486004163369734
ACH-000483,-0.032587536564771695
ACH-000484,0.003910799066658747
ACH-000485,-0.05815695634880814
ACH-000486,-0.04380556967205093
ACH-000487,-0.1345615434227729
