,SRP54 (6729)
ACH-000004,-1.164956416271893
ACH-000005,-1.1541794155557856
ACH-000007,-1.051795697686542
ACH-000009,-1.0179547143550003
ACH-000011,-0.8841575150607638
ACH-000012,-1.0115257942523974
ACH-000013,-0.9708474923631264
ACH-000014,-1.1073686161697762
ACH-000015,-0.8660477142185615
ACH-000017,-1.1696687546979738
ACH-000018,-1.090149223945315
ACH-000019,-0.8494260663670627
ACH-000021,-1.0184518512102816
ACH-000022,-0.9870113694295884
ACH-000025,-0.96480502191864
ACH-000028,-0.7460532095401285
ACH-000030,-1.1153624954835926
ACH-000035,-0.9737348050797916
ACH-000036,-0.9754507532229048
ACH-000037,-1.0391399077854495
ACH-000039,-0.8550263703240297
ACH-000040,-0.8648399371270851
ACH-000041,-0.8761588312461759
ACH-000042,-0.9671232007726154
ACH-000045,-0.9522848293015376
ACH-000047,-0.9675310929964492
ACH-000052,-0.9969448069438972
ACH-000053,-1.115367639378706
ACH-000054,-0.9716748441388072
ACH-000055,-0.9044004210181577
ACH-000060,-0.8920887994215759
ACH-000067,-1.144415513114027
ACH-000070,-0.9387459313138198
ACH-000075,-0.9841145223457344
ACH-000078,-0.972889792597657
ACH-000082,-1.2354010822304076
ACH-000085,-0.9967168360278168
ACH-000086,-1.1221550449244715
ACH-000087,-1.0390579870368548
ACH-000092,-1.1746920162240209
ACH-000095,-0.8984053226529377
ACH-000097,-0.9657395610356482
ACH-000098,-1.2855459112231846
ACH-000099,-1.1146083254931964
ACH-000108,-0.9716213738029932
ACH-000113,-0.9762586659803796
ACH-000116,-0.8338986941830475
ACH-000118,-0.8957108402471853
ACH-000120,-1.0737763384731125
ACH-000123,-1.050732440515052
ACH-000127,-1.0137702597098102
ACH-000128,-0.8184356719049958
ACH-000132,-1.0200157427228596
ACH-000133,-1.0040468799127436
ACH-000137,-0.9866690530473109
ACH-000138,-0.8470903051638331
ACH-000142,-0.8721681509693671
ACH-000143,-0.8307394593670568
ACH-000146,-0.9233582548089664
ACH-000148,-1.0890977261475423
ACH-000150,-1.0583171225117205
ACH-000152,-1.0220721988656107
ACH-000153,-1.2173992513098104
ACH-000159,-1.105865842419079
ACH-000160,-1.0580032727873463
ACH-000163,-0.8565281444298865
ACH-000167,-1.3822190138321606
ACH-000168,-1.0329214748893392
ACH-000169,-1.0959306897425285
ACH-000178,-1.0238133799538212
ACH-000183,-1.1476376082799369
ACH-000188,-0.8489735360322519
ACH-000189,-1.0361204731312497
ACH-000190,-0.6984582354064279
ACH-000198,-1.0941095915895378
ACH-000203,-1.0697945806197255
ACH-000204,-1.361155935804138
ACH-000206,-0.8998037843454659
ACH-000207,-0.8967882155204232
ACH-000208,-1.0005596778077848
ACH-000210,-1.1157479202232081
ACH-000211,-1.0251193006478427
ACH-000215,-0.9565013066605276
ACH-000221,-0.9022820346478772
ACH-000222,-1.0053285083868422
ACH-000223,-1.0203127976449216
ACH-000226,-0.9555572967055086
ACH-000227,-0.8382720595050407
ACH-000228,-0.8799877853049836
ACH-000231,-1.0329968188673315
ACH-000232,-1.1719995328160724
ACH-000233,-0.8856678796620141
ACH-000234,-0.9195982217377258
ACH-000235,-0.9478302293965992
ACH-000237,-0.906637435112841
ACH-000238,-0.9223942073211624
ACH-000242,-1.2272799586184182
ACH-000243,-0.9878230674232528
ACH-000244,-1.0466814970759424
ACH-000246,-0.9893338637261749
ACH-000248,-1.0842586810905124
ACH-000250,-1.0844342435188592
ACH-000251,-1.1500598207077886
ACH-000252,-1.162279484625932
ACH-000253,-0.8526637665959358
ACH-000255,-1.2506389758709129
ACH-000256,-0.9523376539148234
ACH-000257,-1.023456781799428
ACH-000258,-0.953089609093395
ACH-000259,-1.0883893711513728
ACH-000260,-1.0689214074994549
ACH-000261,-1.0158161338155338
ACH-000262,-0.9539825864543904
ACH-000263,-0.8859837790782573
ACH-000264,-1.2812074706419099
ACH-000265,-0.9072558386475336
ACH-000266,-1.0241200671610715
ACH-000272,-1.154708792233518
ACH-000274,-1.1700064543596995
ACH-000277,-0.795966206071632
ACH-000278,-0.963742620302838
ACH-000279,-1.097709521114348
ACH-000280,-0.8222683121515372
ACH-000281,-1.1664456515018455
ACH-000288,-1.150059001368163
ACH-000291,-1.0021254039159468
ACH-000293,-0.8494374529860697
ACH-000294,-0.6948813673652562
ACH-000295,-1.194955398628848
ACH-000296,-0.9454482585703476
ACH-000302,-1.0149847891690589
ACH-000304,-0.999992798507992
ACH-000307,-0.8796685807171628
ACH-000308,-1.0514731066206469
ACH-000310,-1.1694187750043017
ACH-000311,-0.8544737367692982
ACH-000312,-1.0011906893053255
ACH-000315,-0.7250473922566071
ACH-000316,-0.9951897533930236
ACH-000317,-1.1875044353678512
ACH-000318,-0.8558718914500024
ACH-000319,-0.9674751220246974
ACH-000320,-1.1547783542183814
ACH-000322,-1.0555505513089585
ACH-000323,-0.9634551921631304
ACH-000324,-1.0349053853575012
ACH-000329,-1.0935717657609632
ACH-000330,-0.8127070209415387
ACH-000331,-0.8995005728978824
ACH-000332,-0.9556783816284706
ACH-000334,-1.1447488344414551
ACH-000335,-0.7234220198702809
ACH-000336,-0.8630616496326953
ACH-000337,-0.9605066070737028
ACH-000338,-1.0377483833392516
ACH-000339,-1.087259815977808
ACH-000341,-0.9646748821550124
ACH-000348,-0.981913253354986
ACH-000350,-0.91716972114171
ACH-000352,-0.8104288793318971
ACH-000356,-0.8974232410127593
ACH-000361,-0.9906170010780954
ACH-000362,-0.9043400985476364
ACH-000363,-1.138105700239508
ACH-000364,-0.9463021388829136
ACH-000365,-1.0971254468260787
ACH-000366,-0.9955141405943309
ACH-000368,-1.1196968172988049
ACH-000374,-1.2346951775470325
ACH-000375,-1.0023220097395629
ACH-000376,-0.9835736630347784
ACH-000381,-0.8488799779469776
ACH-000383,-1.1320695073736278
ACH-000387,-1.0692707638906738
ACH-000389,-0.9603454794647884
ACH-000390,-1.0902120156707982
ACH-000393,-1.1559564695206015
ACH-000395,-1.0932338211841162
ACH-000396,-1.1394440114130058
ACH-000397,-0.8390697562387808
