,FUZ (80199)
ACH-000004,-0.0970171137611522
ACH-000005,0.3286444809883164
ACH-000007,-0.0316051849494054
ACH-000009,-0.000992224154046032
ACH-000011,0.029447251760581283
ACH-000012,-0.15358133100460916
ACH-000013,-0.2463316023942181
ACH-000014,0.04960325843163799
ACH-000015,-0.19849963484686808
ACH-000017,0.2060701114270868
ACH-000018,-0.2383541682347644
ACH-000019,0.06859436239875034
ACH-000021,-0.02258316000143443
ACH-000022,-0.062427860584066124
ACH-000025,0.05807459269893939
ACH-000028,-0.034332607167396216
ACH-000030,-0.04778835265071064
ACH-000035,-0.1153577651155677
ACH-000036,0.045511438054415584
ACH-000037,-0.05770486863193273
ACH-000039,-0.1783126440502421
ACH-000040,0.07802379402640983
ACH-000041,-0.02853508884620117
ACH-000042,-0.09824241991223072
ACH-000045,-0.189394257896298
ACH-000047,-0.14227635886556064
ACH-000052,-0.09310759324499968
ACH-000053,-0.07506584839483223
ACH-000054,-0.09309456851266004
ACH-000055,-0.009786926090117515
ACH-000060,-0.012643647573454549
ACH-000067,-0.2789376939571239
ACH-000070,0.09685231553447474
ACH-000075,-0.01964589124298149
ACH-000078,-0.0982961307892047
ACH-000082,0.07853615811776231
ACH-000085,0.033937642550340236
ACH-000086,-0.06607167778724828
ACH-000087,-0.2203399533544628
ACH-000092,-0.11112639939474576
ACH-000095,-0.042279352694876704
ACH-000097,-0.0017042001164705954
ACH-000098,-0.06955648832558779
ACH-000099,-0.052943688095294594
ACH-000108,-0.020136692180290797
ACH-000113,-0.051866855099180334
ACH-000116,0.09447533396608168
ACH-000118,0.009844608214593749
ACH-000120,0.014604760047486731
ACH-000123,-0.1191143788399366
ACH-000127,-0.08276380494917265
ACH-000128,0.03368658881362268
ACH-000132,0.04563946322550033
ACH-000133,-0.07672288658106675
ACH-000137,-0.04941907040505532
ACH-000138,-0.1652205182550661
ACH-000142,-0.1909978773056856
ACH-000143,-0.09330979427237483
ACH-000146,-0.08063327420518088
ACH-000148,0.04290121081832556
ACH-000150,-0.012713458202359978
ACH-000152,-0.04699614416534687
ACH-000153,0.10741209275384243
ACH-000159,-0.0865078249674457
ACH-000160,-0.07425844051791579
ACH-000163,0.06907682379651077
ACH-000167,-0.07915741547322569
ACH-000168,-0.1821420948317984
ACH-000169,0.0017370172188531131
ACH-000178,0.010879964879173963
ACH-000183,0.05200004751938917
ACH-000188,-0.023527762543685736
ACH-000189,0.017946010018113606
ACH-000190,0.01149980386034519
ACH-000198,0.029179599777862986
ACH-000203,0.14047594400560404
ACH-000204,-0.09185437569661097
ACH-000206,0.006265132890573492
ACH-000207,-0.17653307723296718
ACH-000208,-0.2925913739884541
ACH-000210,-0.052557331380461265
ACH-000211,-0.060298147406534774
ACH-000215,-0.11333517861499227
ACH-000221,-0.10092610565329148
ACH-000222,-0.06859391180723398
ACH-000223,0.12083424234099135
ACH-000226,0.011006542290727388
ACH-000227,0.15450509138995225
ACH-000228,-0.13941900589857034
ACH-000231,0.1107473613387573
ACH-000232,-0.03055904522567804
ACH-000233,-0.1252962955737476
ACH-000234,-0.040010104677684
ACH-000235,-0.11278667908883395
ACH-000237,-0.0867364290022873
ACH-000238,-0.04034044768625584
ACH-000242,-0.3613207886878735
