,SIK2 (23235)
ACH-000004,0.020620115761677164
ACH-000005,0.04211295395703198
ACH-000007,-0.12719275956710682
ACH-000009,0.014327113125885091
ACH-000011,0.010685137033177895
ACH-000012,0.06962136262191496
ACH-000013,0.04752381053754515
ACH-000014,0.3848908067366911
ACH-000015,0.1472384406149561
ACH-000017,0.12764119612977007
ACH-000018,0.008420240017080343
ACH-000019,0.08560956768814716
ACH-000021,0.09081246779079503
ACH-000022,0.048506291721118894
ACH-000025,0.1586671243244319
ACH-000028,0.13516845473856354
ACH-000030,0.11032738176823566
ACH-000035,0.2806450581401502
ACH-000036,-0.0811503409484363
ACH-000037,-0.031372255155557034
ACH-000039,0.007201490488096886
ACH-000040,-0.11302249856096405
ACH-000041,-0.09158445702802856
ACH-000042,0.06719740323384085
ACH-000045,0.08632626302303092
ACH-000047,0.12515178366860605
ACH-000052,0.1807431261290824
ACH-000053,-0.010720608989667023
ACH-000054,-0.08642109787641304
ACH-000055,-0.03067193015413652
ACH-000060,0.04320763683761825
ACH-000067,0.28956731502011984
ACH-000070,-0.22481357598069326
ACH-000075,0.1872118627870773
ACH-000078,0.01855129412552667
ACH-000082,0.07960425828764549
ACH-000085,0.17461512712879282
ACH-000086,0.009495463241995544
ACH-000087,-0.06393725928963848
ACH-000092,0.08000500240922748
ACH-000095,-0.11959464181918505
ACH-000097,0.13940306274237588
ACH-000098,-0.03609798815291842
ACH-000099,0.06331346623450934
ACH-000108,-0.11151174274041524
ACH-000113,0.09578341856552644
ACH-000116,-0.06033238078463307
ACH-000118,-0.010519524026821034
ACH-000120,0.09313783915731913
ACH-000123,0.01649595278348192
ACH-000127,0.06483552748951472
ACH-000128,0.3332000100718144
ACH-000132,-0.18457804706369224
ACH-000133,-0.05905519908431306
ACH-000137,0.13294307746519274
ACH-000138,-0.056482621366387924
ACH-000142,0.11296490213906255
ACH-000143,0.07226802737432203
ACH-000146,-0.04052029125980986
ACH-000148,0.18589344315529535
ACH-000150,0.04809321193337676
ACH-000152,0.09369615746186168
ACH-000153,-0.22225601606158046
ACH-000159,0.1045055007242292
ACH-000160,-0.021927176287972062
ACH-000163,-0.03060761705666795
ACH-000167,-0.0508275021450418
ACH-000168,-0.09199768763964657
ACH-000169,-0.025549634095547318
ACH-000178,-0.06941310062048535
ACH-000183,0.012335973911001826
ACH-000188,0.13337374970860513
ACH-000189,0.0928502747010573
ACH-000190,-0.14074351307448754
ACH-000198,-0.002157668048206439
ACH-000203,0.3213379175319043
ACH-000204,-0.25197793157746085
ACH-000206,0.2188528051284664
ACH-000207,0.1031739685338632
ACH-000208,0.029713410563793962
ACH-000210,0.3296051768055525
ACH-000211,0.10937622257020538
ACH-000215,0.09165485926686733
ACH-000221,0.2866791523354768
ACH-000222,0.033636466201070754
ACH-000223,0.0905943614225267
ACH-000226,0.007343781055318201
ACH-000227,0.120485640258323
ACH-000228,0.06510211414238026
ACH-000231,0.09078135833307993
ACH-000232,0.1663046592836163
ACH-000233,-0.03779879088648209
ACH-000234,-0.00894320253869929
ACH-000235,0.01867986316528045
ACH-000237,-0.3053606187948736
ACH-000238,0.12570669609120966
ACH-000242,0.4577197813776804
ACH-000243,0.02865386713493886
ACH-000244,-0.1678603161806511
ACH-000246,-0.1966885351709304
ACH-000248,0.20578264026034285
ACH-000250,-0.10050722481471716
ACH-000251,0.16921018492624004
ACH-000252,0.30213308015284884
ACH-000253,0.1251026556436012
ACH-000255,0.0922715913134358
ACH-000256,0.03527833284128798
ACH-000257,0.011329283450708114
ACH-000258,-0.11354031059356814
ACH-000259,0.0382784379273187
ACH-000260,-0.003923882536877889
ACH-000261,0.1864082801416013
ACH-000262,-0.02199696224389157
