,UPF2 (26019)
ACH-000004,-1.0752636314148671
ACH-000005,-0.8759160875638493
ACH-000007,-0.8638206368086135
ACH-000009,-0.7847714075487981
ACH-000011,-0.6420271398722954
ACH-000012,-1.1134694276590986
ACH-000013,-1.047579474373505
ACH-000014,-0.9549074565529972
ACH-000015,-0.9276706223721944
ACH-000017,-0.7774944728310912
ACH-000018,-0.9897265022241801
ACH-000019,-0.9741781384002248
ACH-000021,-1.0278710756995566
ACH-000022,-0.8984818782657804
ACH-000025,-0.9189122349576224
ACH-000028,-0.7553610837929036
ACH-000030,-0.8769372245316083
ACH-000035,-1.0087356836738142
ACH-000036,-0.8976899052642111
ACH-000037,-0.8982044608105081
ACH-000039,-0.6752063588112206
ACH-000040,-0.8360208231536267
ACH-000041,-0.9095175275043772
ACH-000042,-0.9097215614220414
ACH-000045,-0.8088904911902208
ACH-000047,-0.8304577117795745
ACH-000052,-1.0043809674643658
ACH-000053,-0.9940951689371872
ACH-000054,-0.7944231684496137
ACH-000055,-1.1999012076411368
ACH-000060,-0.5758954191296018
ACH-000067,-0.8523790768631864
ACH-000070,-0.5991627997163147
ACH-000075,-0.6227101259543741
ACH-000078,-0.9254248639302766
ACH-000082,-1.0103177184236396
ACH-000085,-1.0475009369644948
ACH-000086,-0.7826688296472222
ACH-000087,-1.0169679611747433
ACH-000092,-0.9756208106788632
ACH-000095,-0.920366059074886
ACH-000097,-1.1075767226573328
ACH-000098,-0.803377363159578
ACH-000099,-0.8532587119615306
ACH-000108,-1.0096712832169643
ACH-000113,-0.7667700630850444
ACH-000116,-1.0338534897258838
ACH-000118,-0.8626723027554568
ACH-000120,-1.0322978931880584
ACH-000123,-0.7580901728696642
ACH-000127,-1.011123589243941
ACH-000128,-0.6753545243611432
ACH-000132,-0.8294854530618958
ACH-000133,-0.8300111652647182
ACH-000137,-0.9427316079386924
ACH-000138,-0.8460444538397451
ACH-000142,-0.7849355937717037
ACH-000143,-0.7957418752263067
ACH-000146,-0.8659407611074338
ACH-000148,-0.9188396474827611
ACH-000150,-0.7997965667747735
ACH-000152,-0.7994237443539355
ACH-000153,-1.244177031359674
ACH-000159,-0.7674845609482295
ACH-000160,-1.1646866032526295
ACH-000163,-0.7604000415112838
ACH-000167,-1.1483741219356884
ACH-000168,-0.8872415920772185
ACH-000169,-1.0718730394496567
ACH-000178,-0.9576658121468498
ACH-000183,-0.7906794806592822
ACH-000188,-0.6582008935995108
ACH-000189,-0.9612688009062104
ACH-000190,-1.17980755364778
ACH-000198,-0.9282979568342404
ACH-000203,-0.6989832172989101
ACH-000204,-1.064806223337471
ACH-000206,-0.8518004889508706
ACH-000207,-0.7239453634702809
ACH-000208,-0.7844302108800553
ACH-000210,-0.9219599550441148
ACH-000211,-0.7526307696807331
ACH-000215,-0.7905389068477097
ACH-000221,-0.7497555071218531
ACH-000222,-0.7474172054465247
ACH-000223,-0.9241085172076005
ACH-000226,-0.8024709284316338
ACH-000227,-1.0379263539864472
ACH-000228,-0.8089276062176074
ACH-000231,-0.6584587995887475
ACH-000232,-0.6456252857057126
ACH-000233,-0.8089954920916825
ACH-000234,-0.8703057206273535
ACH-000235,-0.6947369504181136
ACH-000237,-0.7578978710391223
ACH-000238,-0.9644132886348582
ACH-000242,-0.5781591163763834
ACH-000243,-0.9752979560191358
ACH-000244,-0.6992443088411688
ACH-000246,-0.701262011184327
ACH-000248,-0.9907088736468288
ACH-000250,-0.6482505495768333
ACH-000251,-0.9711195331455724
ACH-000252,-1.000115003188738
