,BHLHA15 (168620)
ACH-000004,-0.15637634294730365
ACH-000005,-0.4003203783827373
ACH-000007,-0.36228327839810737
ACH-000009,-0.17304282413763547
ACH-000011,-0.3286726572776358
ACH-000012,-0.3103351785633217
ACH-000013,-0.1969098682606526
ACH-000014,-0.3319004230568279
ACH-000015,-0.1990695886110282
ACH-000017,-0.08328173940952271
ACH-000018,-0.191072123207058
ACH-000019,-0.2229771416367009
ACH-000021,-0.4162818866756572
ACH-000022,-0.2572762258801633
ACH-000025,-0.3157144740984874
ACH-000028,-0.1907460642748433
ACH-000030,-0.18864224747055774
ACH-000035,-0.4117062583738337
ACH-000036,-0.3907395249207187
ACH-000037,-0.3861007890020023
ACH-000039,-0.4192662860563396
ACH-000040,-0.3229840242132304
ACH-000041,-0.3681523952550279
ACH-000042,-0.3208261236805593
ACH-000045,-0.3446394610504317
ACH-000047,-0.35871828203683154
ACH-000052,-0.3937880200678392
ACH-000053,-0.30432741794569274
ACH-000054,-0.38656934196766296
ACH-000055,-0.07264497341324608
ACH-000060,-0.4228105672894089
ACH-000067,-0.056374603939324634
ACH-000070,-0.28683389846633456
ACH-000075,-0.4118587439866999
ACH-000078,-0.2429711908098536
ACH-000082,-0.31782654881991723
ACH-000085,-0.36932256157325105
ACH-000086,-0.07796944509865376
ACH-000087,-0.3015841040635722
ACH-000092,-0.2841496988093524
ACH-000095,-0.3420760044272883
ACH-000097,-0.2663093994579495
ACH-000098,-0.22007606042087172
ACH-000099,-0.2326638243545392
ACH-000108,-0.3102949655119337
ACH-000113,-0.22266690625188806
ACH-000116,-0.2301666638031249
ACH-000118,-0.12462332149834945
ACH-000120,-0.4109449223994899
ACH-000123,-0.2755263152223403
ACH-000127,-0.16757467410835408
ACH-000128,-0.2930767776497458
ACH-000132,-0.2583295365474159
ACH-000133,-0.2519065729068519
ACH-000137,-0.18904993376927454
ACH-000138,-0.3112439294867497
ACH-000142,-0.3390690909712334
ACH-000143,-0.13138265146862108
ACH-000146,-0.20833533988361924
ACH-000148,-0.2619678202418076
ACH-000150,-0.31626944757241043
ACH-000152,-0.2549640340112623
ACH-000153,-0.2694825116575968
ACH-000159,-0.19390340376083032
ACH-000160,-0.2758365356865117
ACH-000163,-0.21834488893316814
ACH-000167,0.008655680195469365
ACH-000168,-0.1818045857319978
ACH-000169,-0.4451174241292405
ACH-000178,-0.23647166993364846
ACH-000183,-0.33650457490332697
ACH-000188,-0.33847230940002737
ACH-000189,-0.2447139700934827
ACH-000190,-0.11259179133897095
ACH-000198,-0.353868757255198
ACH-000203,-0.7258667828853899
ACH-000204,-0.3367515364717592
ACH-000206,-0.14058748440281474
ACH-000207,-0.07572583913052464
ACH-000208,-0.5880246536943599
ACH-000210,-0.19494625497971474
ACH-000211,-0.2909721381272882
ACH-000215,-0.2080125179885448
ACH-000221,-0.4824500819186893
ACH-000222,-0.6390355223585605
ACH-000223,-0.2521777402387956
ACH-000226,-0.4508174328027802
ACH-000227,-0.1628859578082327
ACH-000228,-0.2054227266966836
ACH-000231,-0.3568088710329541
ACH-000232,-0.2976016197825511
ACH-000233,0.023729855999746485
ACH-000234,-0.31594773928557457
ACH-000235,-0.2487715244485275
ACH-000237,-0.22720114815446665
ACH-000238,-0.3765901028429736
ACH-000242,-0.17120831960687571
ACH-000243,-0.2155365100258103
ACH-000244,-0.18659080124554975
ACH-000246,-0.32358763632534576
ACH-000248,-0.23592795825207094
ACH-000250,-0.3012949094746511
ACH-000251,-0.4747697560667278
ACH-000252,-0.01544829345085489
ACH-000253,-0.3189454483612688
ACH-000255,-0.3485394926709653
ACH-000256,-0.2533120330652127
ACH-000257,-0.2749194638196172
ACH-000258,-0.2296088544800444
ACH-000259,-0.34408033231549073
ACH-000260,-0.28739323356179003
ACH-000261,-0.2561916664716279
ACH-000262,-0.4283742469343826
ACH-000263,-0.19332636415807972
ACH-000264,-0.272850243453046
ACH-000265,-0.19351828198956
ACH-000266,-0.3029420002000108
ACH-000272,-0.2423738270137104
ACH-000274,-0.3000966053035989
ACH-000277,-0.2212992426629732
ACH-000278,-0.25216819448613315
ACH-000279,-0.263977682009923
ACH-000280,-0.3922533978100191
ACH-000281,-0.5073415885260987
ACH-000288,-0.2709803453870426
ACH-000291,-0.3120308187859579
ACH-000293,-0.3879662571513724
ACH-000294,-0.25111521885510624
ACH-000295,-0.128358283754786
ACH-000296,-0.06321240787539972
ACH-000302,-0.21018173080329802
ACH-000304,-0.30445173235753603
ACH-000307,-0.3776792061014023
ACH-000308,-0.2452294400924081
ACH-000310,-0.24214220731336095
ACH-000311,-0.2580556971885675
ACH-000312,-0.2400731797698853
ACH-000315,-0.4669835927404544
ACH-000316,-0.3318847586092843
ACH-000317,-0.28287196759922384
ACH-000318,-0.3039112713532687
ACH-000319,-0.3639372602363461
ACH-000320,-0.3176768915776389
ACH-000322,-0.2386128992365981
ACH-000323,-0.2499470128965673
ACH-000324,-0.2956512748526833
ACH-000329,-0.16250758972140325
ACH-000330,-0.1780965511482816
ACH-000331,-0.2878789042663101
ACH-000332,-0.19219168143858253
ACH-000334,-0.043543664199988785
ACH-000335,-0.3632176501273846
ACH-000336,-0.3924432137238554
ACH-000337,-0.20127330088411505
ACH-000338,-0.1175097698226645
ACH-000339,-0.1882765008181339
ACH-000341,-0.4807216828074212
ACH-000348,-0.3275518484659338
ACH-000350,-0.30390508957022744
ACH-000352,-0.12827586123148052
ACH-000356,-0.5692157284568902
ACH-000361,-0.2139395409189314
ACH-000362,-0.1321533222043757
ACH-000363,-0.2862871631267165
ACH-000364,-0.4775478900127288
ACH-000365,-0.2876021474116892
ACH-000366,-0.2610683252794401
ACH-000368,-0.27751243986514323
ACH-000374,-0.16746610271465148
ACH-000375,-0.3491386864117548
ACH-000376,-0.2252270796564564
ACH-000381,-0.3220264276052361
ACH-000383,-0.4375394255442828
ACH-000387,-0.15045614394065573
ACH-000389,-0.1425791699487828
ACH-000390,-0.3329169366800874
ACH-000393,-0.4160934600912328
ACH-000395,-0.17677571512264026
ACH-000396,-0.2289452863319153
ACH-000397,-0.3249743282195387
ACH-000401,-0.285394475586032
ACH-000402,-0.3977137438235408
ACH-000403,-0.2358524982723691
ACH-000404,-0.5033513021531624
ACH-000406,-0.2260564872980188
ACH-000407,-0.23284382248160046
