,HNRNPK (3190)
ACH-000414,-1.5712010434515569
ACH-000415,-1.3248268878211673
ACH-000416,-1.455221824596765
ACH-000420,-1.2447345609804008
ACH-000421,-1.2797101390537482
ACH-000424,-1.4931566942935386
ACH-000425,-1.2440190280867354
ACH-000426,-1.3311437510563648
ACH-000427,-1.2750037479239718
ACH-000433,-1.489635652894206
ACH-000435,-1.5166724179265598
ACH-000436,-1.3953103422238176
ACH-000444,-1.446617621515519
ACH-000445,-1.268682295532344
ACH-000448,-1.3900254176853832
ACH-000450,-1.4421135583246074
ACH-000452,-1.2353264972795432
ACH-000454,-1.0816076720446426
ACH-000458,-1.2092148196976362
ACH-000459,-2.038064692289221
ACH-000460,-1.366998902102468
ACH-000461,-1.2872006643785232
ACH-000463,-1.32958958644635
ACH-000464,-1.3785494929479365
ACH-000466,-1.4598295208413945
ACH-000467,-1.4867843601780937
ACH-000468,-1.4084779398382157
ACH-000469,-1.4085465979370762
ACH-000470,-1.4494295770200427
ACH-000471,-1.3756535940539558
ACH-000472,-1.3458266473751868
ACH-000473,-1.1139457558116217
ACH-000475,-1.4477306718208658
ACH-000476,-1.308201965211676
ACH-000477,-1.5807877965409431
ACH-000479,-1.0255026738304016
ACH-000480,-1.2015826602603807
ACH-000481,-1.5384558016348353
ACH-000483,-1.2607006476844873
ACH-000484,-1.2855592021735065
ACH-000485,-1.2244713989432168
ACH-000486,-1.2089800210098902
ACH-000487,-1.6008653385278406
ACH-000488,-1.4112297052168057
ACH-000490,-1.4167645850376716
ACH-000491,-1.5788289066435357
ACH-000495,-1.1590809038854346
ACH-000496,-1.3219935629084658
ACH-000499,-1.3844689378335495
ACH-000500,-1.5509512487536918
ACH-000502,-1.3451150453281004
ACH-000503,-1.046979570891426
ACH-000505,-1.188113156337158
ACH-000507,-1.3704182304335923
ACH-000510,-1.1712538453855792
ACH-000511,-1.2549216637252982
ACH-000512,-1.2239020247006729
ACH-000516,-1.451100707073896
ACH-000517,-1.4419740967271557
ACH-000518,-1.1687456827061893
ACH-000520,-1.4000201120419804
ACH-000521,-1.5604851956618744
ACH-000522,-1.4105629833642217
ACH-000524,-1.4172631528115245
ACH-000527,-1.1699302904166249
ACH-000528,-1.37609326526648
ACH-000537,-1.4747931643432588
ACH-000541,-1.5611885942790242
ACH-000542,-1.2724725027227446
ACH-000544,-1.1677500545538253
ACH-000545,-1.3097151005131713
ACH-000547,-1.158449169208387
ACH-000548,-1.3547631592119835
ACH-000549,-1.2727017828795253
ACH-000550,-1.166854080658093
ACH-000552,-1.2897337637279491
ACH-000556,-0.924387440066024
ACH-000557,-1.4819982142469286
ACH-000569,-1.4392161493799218
ACH-000570,-1.3429023512701674
ACH-000571,-1.6239053531803862
ACH-000573,-1.4359108299398797
ACH-000576,-1.3245279275485229
ACH-000579,-1.4556876296871608
ACH-000580,-1.4577115204831093
ACH-000584,-1.4400201911784911
ACH-000585,-1.1217772979191951
ACH-000588,-1.146904730738647
ACH-000589,-1.289559558665511
ACH-000591,-1.1882366943111804
ACH-000593,-1.3296524235567715
ACH-000600,-1.3752460892398657
ACH-000601,-1.4290010943665692
ACH-000605,-1.433116905291458
ACH-000606,-1.1928692226226114
ACH-000608,-1.3594275686212531
ACH-000614,-1.5496971609720656
ACH-000616,-1.134644996886483
ACH-000618,-1.1124185942121898
ACH-000619,-1.0094751278695118
ACH-000620,-1.2975156458873518
ACH-000621,-1.3959715904312524
ACH-000622,-1.0782571085438422
ACH-000623,-1.1950657183079445
ACH-000624,-1.3495627046570102
ACH-000627,-0.9854039949630484
ACH-000630,-1.330991777100374
ACH-000631,-1.304052255884483
ACH-000632,-1.4712354541733412
ACH-000633,-1.3558539526721582
ACH-000637,-1.1944791896246785
ACH-000638,-1.3103236628202473
ACH-000646,-1.8625570284222277
ACH-000647,-1.2126805227620439
ACH-000648,-1.4440707379252848
ACH-000649,-1.3229419243923362
ACH-000651,-1.4443425507499836
ACH-000652,-1.262069318778802
ACH-000653,-1.3480690755093605
ACH-000657,-1.5253138261569592
ACH-000658,-1.4530891016723546
ACH-000661,-1.808524252388844
ACH-000662,-1.8393483454784407
ACH-000663,-1.26527572760122
ACH-000665,-1.3227888883846894
ACH-000671,-1.4719657785761295
ACH-000672,-1.122015407094456
ACH-000673,-1.229584962144437
ACH-000676,-1.2504790643647432
ACH-000677,-1.1641582998541786
ACH-000681,-1.2717661391613084
ACH-000683,-1.3046176871930797
ACH-000684,-1.4796644520757554
ACH-000688,-1.9910928352166344
ACH-000693,-1.3319219278844354
ACH-000694,-1.2716004917925183
ACH-000695,-1.0497645424516089
ACH-000696,-1.3304484141500663
ACH-000697,-1.3503644642660315
ACH-000699,-1.4984398093834579
ACH-000701,-1.303249977075795
ACH-000706,-1.3689241283910336
ACH-000711,-1.386854656325233
ACH-000713,-1.4010528693561717
ACH-000714,-1.417321502227988
ACH-000718,-1.3754935025007249
ACH-000720,-1.2741544006405208
ACH-000721,-1.3595208549335036
ACH-000724,-1.4240085847757464
ACH-000725,-1.6670978396661895
ACH-000732,-1.209312460577061
ACH-000734,-1.3432694868769604
ACH-000735,-1.1616051465962998
ACH-000736,-1.5165120741080689
ACH-000738,-1.4763195308342223
ACH-000746,-1.061157634734457
ACH-000747,-1.3673205278839555
ACH-000748,-1.2204649954545792
ACH-000753,-1.2892457602368672
ACH-000756,-1.471458210809625
ACH-000757,-1.3578999230564222
ACH-000758,-1.3193560525869594
ACH-000760,-1.2066841122984642
ACH-000762,-1.2266299337041802
ACH-000763,-1.4861322403845996
ACH-000764,-1.2559811673967574
ACH-000765,-1.3662113803950755
ACH-000766,-1.465758925304626
ACH-000767,-1.4522517859075208
ACH-000768,-1.1841959237474131
ACH-000769,-1.2333257263426332
ACH-000770,-1.399489677692675
ACH-000771,-1.17991400697437
ACH-000773,-1.1189059879315382
ACH-000776,-1.493865568568416
ACH-000777,-1.4759864829962233
ACH-000778,-1.5114387636656257
ACH-000781,-1.3623878689181077
ACH-000782,-1.2319666999148164
ACH-000783,-1.6342062335736325
ACH-000784,-1.2176304646802163
ACH-000785,-1.6930122362332032
ACH-000787,-1.201847273882273
ACH-000788,-1.3732159649944005
ACH-000791,-1.236506401694465
ACH-000792,-1.304002035691372
ACH-000794,-1.2378916436069978
ACH-000796,-1.4537379711485263
ACH-000798,-1.2105659536175382
ACH-000799,-1.4409188748896726
ACH-000800,-1.6485611209489774
ACH-000802,-1.4370749227333053
ACH-000804,-1.3545912320640436
ACH-000805,-1.2591055081760534
ACH-000809,-1.1094015351890452
ACH-000810,-1.2739742918437722
ACH-000811,-1.3873135034177526
ACH-000817,-1.5017062872009668
ACH-000819,-1.3097638612852889
ACH-000820,-1.2826798932484402
ACH-000821,-1.269222720156594
ACH-000822,-1.6390227717530004
ACH-000823,-1.2425843205161835
ACH-000824,-1.3786677131663765
ACH-000827,-1.3200804531145134
ACH-000829,-1.3093010869848791
ACH-000831,-1.4461394613442105
ACH-000832,-1.1471922225299656
ACH-000833,-1.5042707262780668
ACH-000834,-1.4410330176333854
ACH-000835,-1.343392576027732
ACH-000836,-1.1578972137393155
ACH-000837,-1.3675490497422322
ACH-000838,-1.5797781370457034
ACH-000839,-1.1813698192368884
ACH-000840,-1.253930271028734
ACH-000841,-1.3110267082262024
ACH-000843,-1.3505973125099755
ACH-000846,-1.3706561120046452
ACH-000847,-1.1836466927991145
ACH-000848,-1.0901117146400905
ACH-000849,-1.3663253460837008
ACH-000851,-1.4935964306851042
ACH-000855,-1.0621440124565775
ACH-000856,-1.353198551857932
ACH-000858,-1.39995859626107
ACH-000859,-1.1042832938750429
ACH-000861,-1.4428617107304311
ACH-000862,-1.262548809343247
ACH-000865,-1.3244899376755432
ACH-000866,-1.394071596312474
ACH-000867,-1.313823464050338
ACH-000869,-1.510089821512269
ACH-000872,-1.3715623297505817
ACH-000873,-1.277555214551798
ACH-000876,-1.7581056213394664
ACH-000878,-1.2812273919735886
ACH-000880,-1.4939172081646916
ACH-000881,-1.4356590924242605
ACH-000882,-1.4794020629759248
ACH-000884,-1.175101543832272
ACH-000885,-1.5129080673873965
ACH-000887,-1.2909382833591745
ACH-000889,-1.2022203114758878
ACH-000896,-1.3355561731132983
ACH-000898,-1.4580099667399296
ACH-000900,-1.4274812495307974
ACH-000901,-1.4835249279063245
ACH-000905,-1.1662663080144031
ACH-000906,-1.2478128892604037
ACH-000907,-1.4056703476948829
ACH-000910,-1.4319469668269729
ACH-000911,-1.4401383816862503
ACH-000912,-1.3887289588219682
ACH-000913,-1.341961928564532
ACH-000915,-1.3956760863935425
ACH-000916,-1.5659471194961487
ACH-000917,-1.561558083681058
ACH-000920,-1.6891902252680762
ACH-000921,-1.4075820562892292
ACH-000924,-1.2915218199233371
ACH-000926,-1.2324074479834042
ACH-000928,-1.5674730555481058
ACH-000929,-1.201287438367413
ACH-000932,-1.3963537852838597
ACH-000935,-1.281872673656389
ACH-000936,-1.2289465826544883
ACH-000937,-1.688828410502293
ACH-000938,-1.3368755416977591
ACH-000939,-1.3681080342175065
ACH-000941,-1.3985219606165358
ACH-000943,-1.4019618181121576
ACH-000946,-1.5086201994695871
ACH-000947,-1.450380177041665
ACH-000948,-1.2394673160047829
ACH-000950,-1.061660019913274
ACH-000953,-1.3686059939782067
ACH-000954,-1.3034126365212044
ACH-000957,-1.4885537962891415
ACH-000958,-1.2304952329969443
ACH-000960,-1.678940559547605
ACH-000963,-1.8199384678388917
ACH-000968,-1.3536314684727273
ACH-000969,-1.246401028272146
ACH-000972,-1.4760695531545232
ACH-000973,-1.2936294162074575
ACH-000974,-1.3591458033855643
ACH-000978,-1.2392480332280202
ACH-000984,-1.1485760516525696
ACH-000986,-1.3733840135236688
ACH-000988,-1.2903058039627768
ACH-000993,-1.4891166865647023
ACH-000994,-1.4406248389724452
ACH-000996,-1.3913677470001242
ACH-001001,-1.422022137542042
ACH-001020,-1.3962663981260393
ACH-001028,-1.4416349484578015
ACH-001031,-1.2858438670157988
ACH-001038,-1.586304374655099
ACH-001048,-1.3413497219477393
ACH-001050,-1.1730033724480944
ACH-001053,-1.2354678489009483
ACH-001054,-1.3048049253984688
ACH-001061,-1.043556309725597
ACH-001067,-1.6245253212054551
ACH-001075,-1.3536698109326128
ACH-001096,-1.3166096718043228
ACH-001111,-1.242197449484845
ACH-001119,-1.206744282911394
ACH-001128,-1.1132507288961704
ACH-001134,-1.418189874379667
ACH-001151,-1.457437038576068
ACH-001163,-1.4161798645214698
ACH-001164,-1.109729464297761
ACH-001183,-1.1222046507182375
ACH-001192,-1.394642865641962
ACH-001193,-1.4611635758670634
ACH-001196,-1.2922340502613785
ACH-001197,-1.4132898931251152
ACH-001205,-1.3676362860107378
ACH-001211,-1.367503692404618
ACH-001212,-1.3152165488983778
ACH-001228,-1.1909931828173494
ACH-001232,-1.3228901565548707
ACH-001239,-1.3379730865516872
ACH-001270,-1.5241890137650749
ACH-001274,-1.3613168368220236
ACH-001275,-1.261312422848888
ACH-001277,-1.0822157162065371
ACH-001278,-1.3981421315576676
ACH-001280,-1.5661515082369442
ACH-001283,-1.3529772253251853
ACH-001289,-1.324631428789106
ACH-001300,-1.5856911700641154
ACH-001301,-1.4120000931151078
ACH-001302,-1.360119210613878
ACH-001306,-1.1704345930751574
ACH-001318,-1.3665512179102832
ACH-001322,-1.5933975457561678
ACH-001328,-1.3878049957837744
ACH-001332,-1.2204383566107782
ACH-001336,-1.3985654440122444
ACH-001346,-1.2563372576281786
ACH-001353,-1.3368405573221374
ACH-001354,-1.3431458289983769
ACH-001367,-1.3726213154365652
ACH-001368,-1.405378347231884
ACH-001374,-1.2483374007398682
ACH-001377,-1.4414324398379978
ACH-001380,-1.3881962812223596
ACH-001391,-1.3162620060272827
ACH-001408,-1.2445023532296433
ACH-001430,-1.5963497464137646
ACH-001431,-1.4527655523344176
ACH-001450,-1.2559193364297452
ACH-001496,-1.2808894967613034
ACH-001500,-1.3168247589300242
ACH-001523,-1.1052345941550257
ACH-001532,-1.504911798971503
ACH-001550,-1.1511525354911705
ACH-001552,-1.1660585192163084
ACH-001554,-1.47980355070573
ACH-001654,-1.4019685091184857
ACH-001735,-1.522358862169461
ACH-001736,-1.5712001413385277
ACH-001737,-1.1600077226010694
ACH-001740,-1.5333488916703373
ACH-001745,-1.5305700734030476
ACH-001765,-1.32485320988192
