,CIDEC (63924)
ACH-000004,-0.07239362907539768
ACH-000005,0.2216253826505423
ACH-000007,-0.09666471712523003
ACH-000009,-0.11302349763437795
ACH-000011,0.06510273641939535
ACH-000012,0.08379816956843049
ACH-000013,0.019001149269256945
ACH-000014,0.0878942359825617
ACH-000015,0.015443033171034503
ACH-000017,0.049875438186266885
ACH-000018,0.036897983966914405
ACH-000019,-0.07773580692682208
ACH-000021,0.061049663753879865
ACH-000022,0.08276998720908432
ACH-000025,-0.09883260611191924
ACH-000028,-0.1317069849664467
ACH-000030,0.07741262893048077
ACH-000035,0.15031016270914682
ACH-000036,-0.04178867155802786
ACH-000037,0.004453525705261228
ACH-000039,-0.08811708114024024
ACH-000040,-0.0839742916466013
ACH-000041,0.09360978686972532
ACH-000042,-0.09056627852363416
ACH-000045,-0.015540360860590284
ACH-000047,0.06993137339528133
ACH-000052,0.09043061128092722
ACH-000053,-0.07752500332332211
ACH-000054,0.11948463053394075
ACH-000055,0.12011533884882387
ACH-000060,-0.07952879231234598
ACH-000067,-0.11129410932774396
ACH-000070,0.2329890153278648
ACH-000075,0.009304138573497272
ACH-000078,0.001743244523971974
ACH-000082,-0.0065312201826044705
ACH-000085,-0.12782860600107174
ACH-000086,0.08440590113555975
ACH-000087,-0.0551599589763009
ACH-000092,-0.0802906620675704
ACH-000095,0.049946324013161486
ACH-000097,-0.012604646330735013
ACH-000098,0.0325874135647371
ACH-000099,-0.02936885486803635
ACH-000108,0.10097769196012764
ACH-000113,-0.07697162190054288
ACH-000116,-0.1163375340727402
ACH-000118,-0.003896476881052876
ACH-000120,-0.04972418858182142
ACH-000123,-0.008657821224584144
ACH-000127,-0.044224166053592084
ACH-000128,0.0033983770248758125
ACH-000132,-0.100117614540951
ACH-000133,0.015284070844188088
ACH-000137,0.1272959449835879
ACH-000138,-0.01951689234672068
ACH-000142,-0.07340499340402667
ACH-000143,-0.06462073873682693
ACH-000146,0.006789027327604063
ACH-000148,-0.08352828459426911
ACH-000150,-0.33896676921222824
ACH-000152,-0.07714522184474851
ACH-000153,-0.025215772475369297
ACH-000159,-0.04109356779949384
ACH-000160,-0.05111079936121151
ACH-000163,-0.016915175269110752
ACH-000167,-0.06437958313604708
ACH-000168,-0.07755651937456341
ACH-000169,0.10856453801448566
ACH-000178,-0.05634160005161975
ACH-000183,-0.014423673883449353
ACH-000188,0.06413140688339783
ACH-000189,-0.08093482102951947
ACH-000190,0.06595779987221177
ACH-000198,-0.024939555852545515
ACH-000203,0.15965153016789208
ACH-000204,-0.09910964624031726
ACH-000206,-0.02259645347458497
ACH-000207,0.01962385172290961
ACH-000208,-0.04107783688820487
ACH-000210,0.08292483466795701
ACH-000211,-0.0012546186028535107
ACH-000215,0.011680885095737413
ACH-000221,0.10091505280114048
ACH-000222,0.12380072241112013
ACH-000223,-0.008115664721243854
ACH-000226,0.047203657356396235
ACH-000227,-0.000567301100185403
ACH-000228,0.014362095106630281
ACH-000231,0.018255908110390486
ACH-000232,0.0011474447038262775
ACH-000233,-0.013340647553750465
ACH-000234,-0.0749203909735493
ACH-000235,-0.028658490725418317
ACH-000237,-0.020322946354340798
ACH-000238,-0.03712228089147217
ACH-000242,0.040829457135812285
ACH-000243,0.016725320187630847
ACH-000244,0.013813704697340154
ACH-000246,-0.060762976710849785
ACH-000248,0.05947984118325801
ACH-000250,0.02666771221444824
ACH-000251,0.0646762835552138
ACH-000252,-0.16147351839589602
ACH-000253,-0.03737243773495782
ACH-000255,-0.04688098079444344
ACH-000256,0.02430497119798004
ACH-000257,0.0585378297461613
ACH-000258,0.01512131495210009
ACH-000259,-0.050485154996266185
ACH-000260,-0.07621703593283646
ACH-000261,0.0904006319554325
ACH-000262,0.08902653210145386
ACH-000263,-0.24362658845061624
ACH-000264,0.006781647461583881
ACH-000265,0.04366306102549945
ACH-000266,0.05743678855593415
ACH-000272,0.002250800724855509
ACH-000274,-0.049450942595775024
ACH-000277,-0.06963184943097052
ACH-000278,-0.04127112737331908
ACH-000279,-0.03334889474604106
ACH-000280,-0.2408096835838077
ACH-000281,-0.06646685071882052
ACH-000288,-0.011648768834779992
ACH-000291,-0.0241440256203395
ACH-000293,0.09549643913137253
ACH-000294,0.09720277477764244
ACH-000295,-0.16781813168686938
ACH-000296,-0.02125037803850267
ACH-000302,-0.07723873531524109
ACH-000304,-0.1765230059689961
ACH-000307,-0.0030225844344567428
ACH-000308,-0.03297266491152493
ACH-000310,-0.10739395751992052
ACH-000311,0.08242652245976405
ACH-000312,-0.022651519147235302
ACH-000315,-0.008738588364417394
ACH-000316,-0.09718237588579394
ACH-000317,-0.03580642044931834
