,CRP (1401)
ACH-000004,-0.06072553537668565
ACH-000005,-0.17516263093922038
ACH-000007,-0.0014922144465695278
ACH-000009,-0.16341839445381595
ACH-000011,0.012251672685824241
ACH-000012,-0.04362210737768925
ACH-000013,0.0779113757544748
ACH-000014,0.04745964153995996
ACH-000015,-0.17259643962834886
ACH-000017,-0.08277156717793209
ACH-000018,-0.18628889393396286
ACH-000019,0.07278354991988255
ACH-000021,-0.12871830475165474
ACH-000022,-0.13828143888985098
ACH-000025,-0.2567213029797621
ACH-000028,-0.20309115279253467
ACH-000030,-0.1305341478516927
ACH-000035,-0.08910359982704279
ACH-000036,-0.13572139083644466
ACH-000037,-0.050028446886597716
ACH-000039,-0.059988413000790476
ACH-000040,-0.08578035963211117
ACH-000041,-0.1815931207467556
ACH-000042,-0.03541787972633901
ACH-000045,-0.0916117207505852
ACH-000047,-0.099643418436481
ACH-000052,-0.00239622950501364
ACH-000053,-0.14217339265105772
ACH-000054,-0.07006898162555962
ACH-000055,-0.24771315661686566
ACH-000060,-0.026924309961825512
ACH-000067,-0.2181405536352321
ACH-000070,-0.16573309320196414
ACH-000075,-0.13608618576118398
ACH-000078,-0.02083161560787955
ACH-000082,-0.18972708947879396
ACH-000085,-0.2322642395678585
ACH-000086,-0.050192791325451874
ACH-000087,-0.1378250597700275
ACH-000092,-0.03483332609603427
ACH-000095,-0.09673268517984976
ACH-000097,-0.012250615620441154
ACH-000098,-0.08070225420363067
ACH-000099,-0.04998801052662399
ACH-000108,-0.11809668511798363
ACH-000113,-0.1012673260493862
ACH-000116,-0.21228070789084447
ACH-000118,-0.1386896777010421
ACH-000120,-0.12455284557883148
ACH-000123,0.040825540691896624
ACH-000127,-0.1720149700177447
ACH-000128,-0.07193379572426639
ACH-000132,-0.227065542904632
ACH-000133,-0.06497977654683065
ACH-000137,-0.33257841718178704
ACH-000138,0.008664658473129722
ACH-000142,-0.16278537706306706
ACH-000143,-0.17306394791776758
ACH-000146,-0.09401488617182814
ACH-000148,-0.08159758483726483
ACH-000150,-0.16953028404115325
ACH-000152,-0.19279102963012754
ACH-000153,-0.05454785153289875
ACH-000159,-0.14036657017956414
ACH-000160,0.14401066922981026
ACH-000163,-0.33882970593116746
ACH-000167,0.023637096385086584
ACH-000168,0.01472523484686148
ACH-000169,-0.11772307490563573
ACH-000178,-0.08762791554256978
ACH-000183,-0.10825982238540234
ACH-000188,-0.1485360411097201
ACH-000189,-0.06756811137052947
ACH-000190,0.0368484336795212
ACH-000198,-0.18180327664271487
ACH-000203,0.8680932587131323
ACH-000204,-0.2309672927944365
ACH-000206,0.0491619947965414
ACH-000207,-0.12180263777295225
ACH-000208,0.19379793781908705
ACH-000210,0.1823927778014988
ACH-000211,-0.15479482557381094
ACH-000215,-0.15670372103824376
ACH-000221,-0.3201712185483577
ACH-000222,-0.05675468447508275
ACH-000223,-0.1635385239143126
ACH-000226,-0.15150879090672306
ACH-000227,-0.07876113468133189
ACH-000228,-0.08335788188610663
ACH-000231,0.02670406083413668
ACH-000232,-0.08741393024611703
ACH-000233,-0.17344424278519596
ACH-000234,-0.08911115663512206
ACH-000235,-0.04452133374814793
ACH-000237,-0.08772961433634106
ACH-000238,0.02841604554662625
ACH-000242,0.13140723313112848
ACH-000243,0.06832401748009981
ACH-000244,-0.3624419034663695
ACH-000246,-0.08686679247046977
ACH-000248,-0.2130756538688991
ACH-000250,-0.11831841626897095
ACH-000251,-0.048323300907423365
ACH-000252,-0.3260716848779344
ACH-000253,-0.06447612892679216
ACH-000255,-0.19122729974526734
ACH-000256,-0.04719371383757304
ACH-000257,-0.2778959923217293
ACH-000258,-0.29099679091394604
ACH-000259,-0.07241347704989702
ACH-000260,-0.09035584788441282
ACH-000261,-0.06882857317375729
ACH-000262,-0.10003948374399037
ACH-000263,-0.16487197657994315
ACH-000264,-0.1395595493306629
ACH-000265,-0.0771317761277275
ACH-000266,-0.004381600960989922
