,CAND2 (23066)
ACH-000004,-0.008293056789164316
ACH-000005,-0.025774132290870774
ACH-000007,-0.2523557951247354
ACH-000009,-0.08728317306587725
ACH-000011,-0.04108582679679172
ACH-000012,0.024371735967353085
ACH-000013,-0.006221854754247696
ACH-000014,0.011646550490817456
ACH-000015,-0.007268359080416481
ACH-000017,-0.06841907829732845
ACH-000018,0.07264427738710989
ACH-000019,-0.09585469609178512
ACH-000021,-0.003123613417346961
ACH-000022,-0.17007292512393485
ACH-000025,-0.023768615170780744
ACH-000028,0.010587068213978243
ACH-000030,0.006148270277855936
ACH-000035,0.038701812217692186
ACH-000036,-0.04466445473193322
ACH-000037,-0.14233434761205982
ACH-000039,-0.13105295503491968
ACH-000040,-0.08205464537533894
ACH-000041,-0.046774653312210715
ACH-000042,-0.04494261518617572
ACH-000045,-0.08660068279096232
ACH-000047,0.015418952047228532
ACH-000052,-0.2549681729404918
ACH-000053,-0.05114627192159909
ACH-000054,-0.059296164490572574
ACH-000055,-0.2842911864735606
ACH-000060,-0.04247952884304735
ACH-000067,-0.1305747741088988
ACH-000070,0.015911601157717236
ACH-000075,-0.04846697733823986
ACH-000078,-0.13303062380842465
ACH-000082,0.008313876394702442
ACH-000085,-0.020825239030528696
ACH-000086,0.002715981292102224
ACH-000087,0.030619422475630414
ACH-000092,-0.022224962823606673
ACH-000095,-0.12473796865800975
ACH-000097,-0.06543724947885725
ACH-000098,-0.1370536121042708
ACH-000099,-0.05721668673187388
ACH-000108,-0.0758337211850024
ACH-000113,-0.10520815005484699
ACH-000116,-0.005057410126790264
ACH-000118,-0.03646249671657776
ACH-000120,-0.03866451552070525
ACH-000123,-0.10611939991084203
ACH-000127,-0.02491657397817654
ACH-000128,-0.13318222957362644
ACH-000132,-0.027470484213064743
ACH-000133,-0.04428878158683433
ACH-000137,0.00334059882450295
ACH-000138,-0.06741297971477679
ACH-000142,-0.00791907907521663
ACH-000143,0.0736886093413062
ACH-000146,-0.16566644300240072
ACH-000148,-0.08167872902136354
ACH-000150,-0.0003443523920403637
ACH-000152,0.05663104719621225
ACH-000153,0.024562195143160426
ACH-000159,-0.0663974014320583
ACH-000160,0.06640260222658573
ACH-000163,-0.20633902370171567
ACH-000167,0.015168282427896966
ACH-000168,-0.031747941892447167
ACH-000169,0.038369466209379616
ACH-000178,-0.04089988594803617
ACH-000183,0.13836104659682216
ACH-000188,0.040874303761543135
ACH-000189,-0.2798314479221235
ACH-000190,0.13472901787519445
ACH-000198,-0.14386229294960587
ACH-000203,-0.531536109985313
ACH-000204,0.12979775594686685
ACH-000206,-0.19695985257074566
ACH-000207,0.039313095652208745
ACH-000208,0.11592584302491382
ACH-000210,-0.03923017405129348
ACH-000211,-0.02756244023338298
ACH-000215,-0.05492681378948933
ACH-000221,-0.17095758300675076
ACH-000222,0.03539752531246545
ACH-000223,-0.0015413400086698962
ACH-000226,-0.03167990546751104
ACH-000227,-0.04232193666105179
ACH-000228,-0.11788490767854133
ACH-000231,-0.06469823536840437
ACH-000232,-0.09912895821712453
ACH-000233,-0.181303366737422
ACH-000234,-0.06992478382486263
ACH-000235,-0.08635913416033883
ACH-000237,-0.0809187712087698
ACH-000238,-0.061099358842454585
ACH-000242,0.035690561740082005
ACH-000243,-0.04602130461454641
ACH-000244,-0.1753874135334656
ACH-000246,-0.1405475836122273
ACH-000248,0.07322738671836633
ACH-000250,-0.07016896943820941
ACH-000251,-0.1173646093435817
ACH-000252,0.15357783024800445
ACH-000253,0.018889681161997258
ACH-000255,-0.022143441139608
ACH-000256,-0.1017293362087724
ACH-000257,-0.19804290349290268
ACH-000258,-0.019902828553320297
ACH-000259,-0.011760217875587129
ACH-000260,-0.14999098984429818
ACH-000261,-0.0605810195199309
ACH-000262,-0.05057062594080401
ACH-000263,-0.21621704504257905
ACH-000264,0.015902160276915604
ACH-000265,-0.0368045885063028
ACH-000266,-0.07637602552962085
ACH-000272,-0.11836492776003428
ACH-000274,-0.1301058158321722
ACH-000277,-0.13691067073500288
ACH-000278,-0.028292697558534526
ACH-000279,-0.10025143596876372
ACH-000280,-0.2716421293927576
ACH-000281,-0.2295818060569188
ACH-000288,0.0012898572272072072
ACH-000291,0.003424510159757964
ACH-000293,-0.035222542047040284
ACH-000294,-0.09179089579216676
ACH-000295,0.00950881783343646
ACH-000296,-0.17158057785819905
ACH-000302,-0.11551516218275965
ACH-000304,-0.17161668795777324
ACH-000307,-0.08794730407917613
ACH-000308,0.01755188145615285
ACH-000310,-0.2827189637211082
ACH-000311,-0.13857548340213374
ACH-000312,0.06388813332689454
ACH-000315,0.030063555629412157
ACH-000316,-0.18729801342787733
ACH-000317,-0.2397809614427214
ACH-000318,0.06951318872526419
ACH-000319,0.01775308260513973
ACH-000320,0.053654460813985456
ACH-000322,0.105836584285497
ACH-000323,-0.13660664793237307
ACH-000324,-0.15020334314480488
ACH-000329,-0.06525120835926566
ACH-000330,-0.08407418432615106
ACH-000331,-0.10510026348292066
ACH-000332,-0.09294514952610666
ACH-000334,-0.017065839861966914
ACH-000335,-0.16163162143718707
ACH-000336,-0.06023617597597668
ACH-000337,0.00014398596385378683
ACH-000338,0.11646268131030013
ACH-000339,-0.1831514635540406
ACH-000341,-0.1200890710822932
ACH-000348,-0.1970034811748218
ACH-000350,-0.22699703869793314
ACH-000352,-0.08482401299892606
ACH-000356,0.056321685593095465
ACH-000361,-0.2457367605824099
ACH-000362,-0.23795928256423102
ACH-000363,-0.10062051338833174
ACH-000364,-0.12167625815744068
ACH-000365,-0.06713558313816959
ACH-000366,-0.11087011004760393
ACH-000368,0.09328482838330872
ACH-000374,0.032455997629963824
ACH-000375,-0.11498243576748142
ACH-000376,0.03509186622681861
ACH-000381,-0.027833031498514984
ACH-000383,-0.07203976542813133
ACH-000387,0.05931893657858101
ACH-000389,-0.08534265966490961
ACH-000390,-0.027203571955188945
ACH-000393,-0.15457622797476778
ACH-000395,-0.188684495739752
ACH-000396,0.08802333035512859
ACH-000397,0.04371250696914451
ACH-000401,-0.06936142835362225
ACH-000402,-0.14305206489254693
ACH-000403,0.002083108994627832
ACH-000404,-0.053446420284422126
ACH-000406,-0.11917612284967287
ACH-000407,-0.0823895891787205
ACH-000408,0.09883830742266324
ACH-000410,-0.07761639764385263
ACH-000411,0.03410418754667925
ACH-000414,-0.07861330590504527
ACH-000415,-0.0025478070672577
