,CYP3A43 (64816)
ACH-000004,-0.18025711627512736
ACH-000005,0.2166478111308781
ACH-000007,-0.11881150249839358
ACH-000009,-0.0681378348628373
ACH-000011,-0.09905557645804873
ACH-000012,-0.101808091237953
ACH-000013,-0.06950266409828318
ACH-000014,-0.12812400507795785
ACH-000015,-0.0016777583674324034
ACH-000017,-0.06299359566140922
ACH-000018,-0.0025338531428580023
ACH-000019,-0.1024947788120053
ACH-000021,-0.3308953123445797
ACH-000022,-0.14834436415397154
ACH-000025,-0.06599210335977615
ACH-000028,-0.1110302115162522
ACH-000030,-0.010886371822106495
ACH-000035,-0.06890116693880566
ACH-000036,-0.15919887348999584
ACH-000037,-0.2524743447099713
ACH-000039,-0.16406101863979738
ACH-000040,-0.19927337142498086
ACH-000041,-0.1732070897569794
ACH-000042,-0.08771625981687728
ACH-000045,-0.047103398278632996
ACH-000047,-0.025893450693221142
ACH-000052,-0.047806869938947186
ACH-000053,-0.04441356523523729
ACH-000054,-0.13748677916132265
ACH-000055,0.06678320373143559
ACH-000060,-0.23998290789703264
ACH-000067,-0.18554212738083772
ACH-000070,-0.012070215550354582
ACH-000075,-0.04854169015554765
ACH-000078,-0.11178740565581896
ACH-000082,-0.016365291827025258
ACH-000085,0.0019716648637835804
ACH-000086,0.06430961246671656
ACH-000087,-0.17775191189166115
ACH-000092,-0.15245181418813736
ACH-000095,-0.04441681845590025
ACH-000097,-0.14345226745687314
ACH-000098,-0.08378911022919787
ACH-000099,-0.16333315877722104
ACH-000108,-0.03662884310906584
ACH-000113,-0.05486755405315318
ACH-000116,-0.13477454287288834
ACH-000118,-0.08233487549650781
ACH-000120,-0.15425540224559853
ACH-000123,-0.007427939181244559
ACH-000127,-0.12243696385692243
ACH-000128,-0.2406889575360971
ACH-000132,-0.07084827104904692
ACH-000133,-0.16921129028022944
ACH-000137,0.03590749876123818
ACH-000138,-0.04167724029045973
ACH-000142,-0.023010897227268484
ACH-000143,-0.21536273347149867
ACH-000146,-0.044122586519696465
ACH-000148,-0.13623449893558642
ACH-000150,-0.17729167208131968
ACH-000152,-0.10475806249307323
ACH-000153,0.09116413895528168
ACH-000159,-0.12392312217525032
ACH-000160,-0.13443035885914706
ACH-000163,-0.005709908948986071
ACH-000167,0.1623838604803763
ACH-000168,-0.3201470535269315
ACH-000169,-0.055177616389760056
ACH-000178,-0.13142146736751012
ACH-000183,-0.12291712297458217
ACH-000188,-0.05311548983871472
ACH-000189,-0.07360838896263182
ACH-000190,-0.06500878609952533
ACH-000198,-0.028546659863312486
ACH-000203,0.13230350749598996
ACH-000204,0.04175750381975627
ACH-000206,-0.11293497551152308
ACH-000207,-0.05190959903728932
ACH-000208,0.05407832906723549
ACH-000210,-0.15622907461006125
ACH-000211,-0.1542151668958939
ACH-000215,-0.04783983987159275
ACH-000221,-0.16585123357527629
ACH-000222,0.006673482948642075
ACH-000223,0.00290328190000697
ACH-000226,-0.13909530853433671
ACH-000227,-0.1145285759791874
ACH-000228,0.07284972423423912
ACH-000231,-0.12666752875230278
ACH-000232,-0.016266131033686803
ACH-000233,0.007057730001247344
ACH-000234,-0.03587837972817192
ACH-000235,0.003234209853205891
ACH-000237,-0.0972312995418009
ACH-000238,-0.2499363506967828
ACH-000242,-0.07428596967099635
ACH-000243,-0.06300841270348917
ACH-000244,-0.32028541789896897
ACH-000246,-0.1103408957826088
ACH-000248,-0.15524884261898905
ACH-000250,-0.0791221791250005
ACH-000251,-0.03678483038200958
ACH-000252,0.0598916798790655
ACH-000253,-0.14029303378454214
ACH-000255,-0.07723819333148751
ACH-000256,-0.09913805574795297
ACH-000257,-0.1911151592868425
ACH-000258,-0.03012268627136071
ACH-000259,-0.10415886244044367
ACH-000260,-0.17335924066070846
ACH-000261,-0.1396481010549952
ACH-000262,-0.0339308009034119
ACH-000263,-0.13779770777573938
ACH-000264,0.021402140389849517
ACH-000265,0.08971345861217468
ACH-000266,-0.10547137167494593
ACH-000272,0.04245502019163151
ACH-000274,-0.16421212225414256
ACH-000277,-0.12846574888419476
ACH-000278,-0.18282787760463565
ACH-000279,-0.1188468497446982
ACH-000280,-0.1163111759340648
ACH-000281,0.0521700628883895
ACH-000288,-0.14384218567814186
ACH-000291,-0.13894054126506478
ACH-000293,-0.19739947877386196
ACH-000294,0.11298387976917028
ACH-000295,0.10858077299271383
ACH-000296,-0.2444209765562543
ACH-000302,-0.16086907919619178
ACH-000304,-0.017413750890808544
ACH-000307,-0.03020746244410085
ACH-000308,-0.07845018730495341
ACH-000310,-0.07769410396778229
ACH-000311,-0.208394437850542
ACH-000312,-0.0955648143860258
ACH-000315,0.09766647163769
ACH-000316,-0.029843302347004632
ACH-000317,-0.2063998008450056
ACH-000318,-0.055881210131286455
ACH-000319,-0.12788912432115482
ACH-000320,-0.08782032761679016
ACH-000322,-0.1183459343199172
ACH-000323,-0.08936189645373288
ACH-000324,-0.058078374841595434
ACH-000329,-0.10838322295867753
ACH-000330,-0.01424421095686683
ACH-000331,0.01232389188622059
ACH-000332,-0.1063045518926618
ACH-000334,0.06751625542865855
ACH-000335,-0.08643452378924438
ACH-000336,0.17064524592708435
ACH-000337,-0.19508778388753853
ACH-000338,-0.17009376098346282
ACH-000339,-0.1134845120485244
ACH-000341,-0.16996506959708366
ACH-000348,-0.08488806673280824
ACH-000350,-3.145504307752725e-06
ACH-000352,-0.060667766989853884
ACH-000356,-0.2335093256563499
ACH-000361,-0.17829704529266935
ACH-000362,-0.1872041150594783
ACH-000363,-0.06929778874736553
ACH-000364,-0.3120732933951261
ACH-000365,-0.11012722490577807
ACH-000366,-0.03896189939292486
ACH-000368,-0.24617558449720575
ACH-000374,-0.16080175749824435
ACH-000375,-0.2208156892954746
ACH-000376,-0.144912321251359
ACH-000381,-0.2203561314802967
ACH-000383,-0.1932655072353872
ACH-000387,-0.10498842985936026
ACH-000389,-0.2701587480309689
ACH-000390,-0.09810393309779876
ACH-000393,-0.04694165548740735
ACH-000395,-0.17931228379254852
ACH-000396,-0.3116702590803766
ACH-000397,-0.1707887512026116
ACH-000401,-0.037145666857942336
ACH-000402,-0.12335479025406774
ACH-000403,-0.1116510968700285
ACH-000404,-0.10250453774812704
ACH-000406,-0.12748760344766355
ACH-000407,-0.056255026718269034
ACH-000408,-0.18867761066234784
ACH-000410,-0.02252185316374219
ACH-000411,-0.005171976197934821
ACH-000414,-0.0901918840084705
ACH-000415,-0.1268953829519925
ACH-000416,-0.07034539171965587
ACH-000420,-0.11221967084852118
ACH-000421,-0.17632637652279
ACH-000424,-0.0789592984035856
ACH-000425,-0.2106430474222484
ACH-000426,-0.054765959426774334
ACH-000427,-0.20955836468750846
ACH-000433,-0.11387379566707904
ACH-000435,-0.024399898645486057
ACH-000436,-0.09578094581638573
ACH-000444,-0.03350862498794914
ACH-000445,0.14454222461397434
ACH-000448,-0.09240794218450196
ACH-000450,-0.2131377005387348
ACH-000452,-0.14714854251000814
ACH-000454,0.053688759000364274
ACH-000458,-0.2540622318325766
ACH-000459,-0.00046754867974554493
ACH-000460,-0.052990946305769206
ACH-000461,-0.05728434724289915
ACH-000463,-0.08322242367123339
ACH-000464,-0.029231728255888236
ACH-000466,-0.11877513726691336
ACH-000467,-0.26037253717640124
ACH-000468,-0.07074071465641606
ACH-000469,-0.1501690720372144
ACH-000470,-0.24053053853926254
ACH-000471,-0.06525828015088579
ACH-000472,-0.05739736956127772
ACH-000473,-0.03962526506225369
ACH-000475,-0.08828619044217514
ACH-000476,0.027891898935901185
ACH-000477,-0.061710919098204066
ACH-000479,-0.09000487064984837
ACH-000480,-0.046443075016926884
ACH-000481,-0.0581052181338452
ACH-000483,-0.08326572265149026
ACH-000484,0.03438422572090765
ACH-000485,-0.1172406758480063
ACH-000486,-0.1009760758388558
ACH-000487,0.0012177786869420118
ACH-000488,-0.08935282561760396
ACH-000490,-0.10339753040071982
ACH-000491,-0.010374935570102396
ACH-000495,-0.1157175661082342
ACH-000496,0.029435826025696714
ACH-000499,-0.020156584112362833
ACH-000500,0.06738889832265775
ACH-000502,-0.10229427810216757
ACH-000503,-0.14499420443953265
ACH-000505,-0.10200191836289699
ACH-000507,-0.1441978626618651
ACH-000510,-0.14740683203345648
ACH-000511,-0.025788514030010867
ACH-000512,0.1408353062840606
ACH-000516,-0.2049897338015157
ACH-000517,-0.02353394618594904
ACH-000518,0.1000762800853617
ACH-000520,-0.17670750871792193
ACH-000521,-0.1213615041321484
ACH-000522,-0.061805102472803485
ACH-000524,-0.03505614318044052
ACH-000527,-0.040438163871450696
ACH-000528,-0.04414927065452498
ACH-000537,-0.008080428670462433
ACH-000541,0.06167882394438404
ACH-000542,-0.07628988717510084
ACH-000544,-0.20272044487055185
ACH-000545,-0.10020830187022096
ACH-000547,-0.06348540146147276
ACH-000548,-0.15091556182754853
ACH-000549,-0.06473814433782324
ACH-000550,-0.29224787580267403
ACH-000552,-0.061290988732070735
ACH-000556,-0.0256690774131284
ACH-000557,-0.17972201100687174
ACH-000569,-0.06924208375001169
ACH-000570,-0.12235588914286745
ACH-000571,-0.07118270161185554
ACH-000573,0.010784358340837026
ACH-000576,-0.13085977958259198
ACH-000579,-0.1631837815594373
ACH-000580,-0.05472227580072822
ACH-000584,0.01220489952428361
ACH-000585,-0.0834637029853439
ACH-000588,0.06410210421505158
ACH-000589,-0.07007868204413961
ACH-000591,-0.09187572353335102
ACH-000593,-0.08190889169929279
ACH-000600,0.032867360561935316
ACH-000601,-0.0834373198481791
ACH-000605,-0.1889980119101941
ACH-000606,0.022571956453905303
ACH-000608,-0.07395873599382745
ACH-000614,-0.3177634035027222
ACH-000616,-0.26726258813764103
ACH-000618,-0.12040940966601482
ACH-000619,-0.3380084857668369
ACH-000620,-0.023558116433842927
ACH-000621,-0.1610056806036062
ACH-000622,-0.15054037088423938
ACH-000623,-0.08819240946737865
ACH-000624,-0.07958335266970824
ACH-000627,-0.14818086613164805
ACH-000630,-0.10188103100604416
ACH-000631,0.12905332803661568
ACH-000632,0.02064128038782841
ACH-000633,-0.12660070496772932
ACH-000637,-0.24655687599270776
ACH-000638,-0.13029105991508272
ACH-000646,0.007897696971627738
ACH-000647,-0.04966999298909666
ACH-000648,0.10835878536705086
ACH-000649,-0.05914746880711465
ACH-000651,-0.007822323024650437
ACH-000652,-0.04566647501272753
ACH-000653,-0.15865910148233894
ACH-000657,-0.04185914396821938
ACH-000658,-0.13997392715191342
ACH-000661,-0.14935939835572326
ACH-000662,-0.39820911603531
ACH-000663,-0.039511349349808364
ACH-000665,-0.03390155187298155
ACH-000671,-0.05110784199401272
