,LMLN (89782)
ACH-000503,-0.02322343674749152
ACH-000505,-0.21578399546168064
ACH-000507,-0.14271026967052167
ACH-000510,-0.14271222510706622
ACH-000511,-0.12003824555229912
ACH-000512,-0.20959557613079394
ACH-000516,-0.13493113961162426
ACH-000517,-0.1965461144651331
ACH-000518,-0.2286233802093825
ACH-000520,-0.17965558748377447
ACH-000521,-0.15443979309152558
ACH-000522,-0.10726274008328604
ACH-000524,-0.201043742635737
ACH-000527,-0.2204038807899878
ACH-000528,-0.234339683054112
ACH-000537,-0.1448516653652708
ACH-000541,-0.20446222140652207
ACH-000542,-0.16882169523500995
ACH-000544,-0.0566527909352447
ACH-000545,-0.16624425695082884
ACH-000547,-0.08593400909038337
ACH-000548,-0.1581386706647093
ACH-000549,-0.16807693544331995
ACH-000550,-0.16783566052658533
ACH-000552,-0.11653886196524055
ACH-000556,-0.11299948438843377
ACH-000557,-0.1834404185362388
ACH-000569,0.1541538089732096
ACH-000570,-0.15510853023655505
ACH-000571,-0.12281532094450402
ACH-000573,-0.08748146023889067
ACH-000576,-0.08523098964626208
ACH-000579,-0.3574311633374301
ACH-000580,-0.18611263589504368
ACH-000584,-0.10692466971150456
ACH-000585,-0.1282117612819097
ACH-000588,-0.17672169572327767
ACH-000589,-0.14189629888060926
ACH-000591,0.003622124595544431
ACH-000593,-0.12293624013116232
ACH-000600,-0.08029434166524874
ACH-000601,-0.18125971058948667
ACH-000605,-0.20266772374561248
ACH-000606,0.0062680226535271714
ACH-000608,-0.1400118041232156
ACH-000614,-0.16125312095381125
ACH-000616,0.0054937816306019505
ACH-000618,-0.12704889534195932
ACH-000619,-0.17864758444252454
ACH-000620,-0.21630298670127893
ACH-000621,-0.15564392083057754
ACH-000622,-0.22338603167717466
ACH-000623,-0.1335420276265791
ACH-000624,-0.11480494661782092
ACH-000627,-0.2219310895053945
ACH-000630,-0.1883242653721648
ACH-000631,-0.16486586826155614
ACH-000632,-0.21583995374146134
ACH-000633,-0.2382316452319713
ACH-000637,-0.14324475616567803
ACH-000638,-0.07237853283727863
ACH-000646,-0.22381036198356785
ACH-000647,-0.17681204347908927
ACH-000648,-0.06381036641303157
ACH-000649,-0.19735154165282265
ACH-000651,-0.1593450977530094
ACH-000652,-0.13279659825521606
ACH-000653,-0.2131836171755552
ACH-000657,-0.16477091427823948
ACH-000658,-0.22570390259927944
ACH-000661,0.0015803521108724908
ACH-000662,-0.14507657441900265
ACH-000663,-0.17520254532442953
ACH-000665,-0.10252868965942176
ACH-000671,-0.06265546478921992
ACH-000672,-0.03867827324140324
ACH-000673,-0.10256376534153744
ACH-000676,-0.20939932972687367
ACH-000677,-0.07786977825270211
ACH-000681,-0.035018164707124336
ACH-000683,-0.232302304286621
ACH-000684,-0.12415895817883442
ACH-000688,-0.08845828184935044
ACH-000693,-0.12489931987824382
ACH-000694,-0.11681129969617846
ACH-000695,-0.4389578009061656
ACH-000696,-0.08774573446309268
ACH-000697,-0.21390871718237725
ACH-000699,-0.0812405920493477
ACH-000701,-0.07793487963881708
ACH-000706,-0.06771199716289772
ACH-000711,-0.10973702970928742
ACH-000713,-0.07600754977234668
ACH-000714,-0.3074956512565995
ACH-000718,-0.1689828258007493
ACH-000720,-0.0828880299280014
ACH-000721,-0.10833527085354837
ACH-000724,-0.2243125628288388
ACH-000725,-0.14103559183270495
ACH-000732,-0.04687816716720492
ACH-000734,-0.10115049495876173
ACH-000735,-0.09503490562131346
ACH-000736,-0.03486228735253374
ACH-000738,-0.04256758163107754
ACH-000746,-0.1652537328014407
ACH-000747,-0.1596837423653411
ACH-000748,-0.06183044082777319
ACH-000753,0.02198747890858456
ACH-000756,-0.0766345137249497
ACH-000757,-0.13859411188841467
ACH-000758,-0.11368339601580195
ACH-000760,-0.15040681090333702
ACH-000762,-0.10835130358090272
ACH-000763,-0.2805112684753494
ACH-000764,-0.09424507129675698
ACH-000765,-0.2003072006986365
ACH-000766,-0.097113073491125
ACH-000767,-0.2288666977592933
ACH-000768,-0.042056764038868565
ACH-000769,-0.2969689904529368
ACH-000770,-0.22548289411900616
ACH-000771,-0.16240636080534412
ACH-000773,-0.13047538176164292
ACH-000776,0.014328845328581953
ACH-000777,-0.1820018014393546
ACH-000778,-0.1378655700745069
ACH-000781,-0.09009421888595116
ACH-000782,-0.13255981329255026
ACH-000783,-0.2868981967956682
ACH-000784,-0.3048391423247042
ACH-000785,-0.1428966113207084
ACH-000787,-0.14156603486206612
ACH-000788,-0.1608964041637391
ACH-000791,-0.17792973386189948
ACH-000792,-0.10207007552252276
ACH-000794,-0.29828427523059603
ACH-000796,-0.1717705263721938
ACH-000798,-0.08475793955432533
ACH-000799,-0.09857553160444167
ACH-000800,-0.20044274609073934
ACH-000802,-0.1986837925237537
ACH-000804,-0.3639467590317053
ACH-000805,-0.3245540383267317
ACH-000809,-0.1957863550872563
ACH-000810,-0.06352306945719463
ACH-000811,-0.2339510264665861
ACH-000817,-0.0988921049524327
ACH-000819,-0.15075993453048722
ACH-000820,-0.2745783992924735
ACH-000821,-0.035620407527078686
ACH-000822,-0.1878741646725416
ACH-000823,-0.1954863318292549
ACH-000824,-0.3010263660490709
ACH-000827,-0.08300379066165732
ACH-000829,-0.12711835862485987
ACH-000831,-0.15491505633809002
ACH-000832,-0.06709725172894113
ACH-000833,-0.13491170215272347
ACH-000834,-0.2591780164318747
ACH-000835,-0.07686396213690998
ACH-000836,-0.2686368002120628
ACH-000837,-0.019191956861763275
ACH-000838,0.001645115917513119
ACH-000839,-0.2635455678924368
ACH-000840,-0.07965612158974605
ACH-000841,-0.10134396943428524
ACH-000843,-0.04448992966154168
ACH-000846,-0.030020546306651283
ACH-000847,-0.1810711394379885
ACH-000848,0.04096121886695187
ACH-000849,-0.24647282065529946
ACH-000851,-0.14549533807252338
ACH-000855,-0.04568743228711227
ACH-000856,-0.04292708443670044
ACH-000858,-0.11386829494138954
ACH-000859,-0.08938799612891442
ACH-000861,-0.03347179540571787
ACH-000862,-0.12800800143017704
ACH-000865,-0.05375365841388936
ACH-000866,-0.12006750696912333
ACH-000867,-0.3091280083033402
ACH-000869,-0.2284777701750709
ACH-000872,-0.10863162327283556
ACH-000873,-0.1835728122475726
ACH-000876,-0.04705527542249167
ACH-000878,-0.07554419221018409
ACH-000880,-0.09414680740950752
ACH-000881,-0.09969134730870524
ACH-000882,-0.19692178404171606
ACH-000884,-0.4351099812242615
ACH-000885,-0.08819098050397381
ACH-000887,-0.15785914688577213
ACH-000889,-0.11504539440770135
ACH-000896,-0.053196503029784604
ACH-000898,-0.2385151407078039
ACH-000900,-0.16483775937475528
ACH-000901,-0.16745950391121944
ACH-000905,-0.11779463150738533
ACH-000906,-0.16144554146185516
ACH-000907,-0.09313994582805686
ACH-000910,-0.2527923808602355
ACH-000911,-0.11152268268032628
ACH-000912,-0.20323549952811112
ACH-000913,-0.18873341019735
ACH-000915,-0.11227410460945324
ACH-000916,-0.001582403205803965
ACH-000917,-0.11472592988553898
ACH-000920,0.13720442042535175
ACH-000921,-0.17169766676019502
ACH-000924,-0.2182453345241376
ACH-000926,-0.3069862159862729
ACH-000928,-0.12491953601965974
ACH-000929,-0.2293419852884419
ACH-000932,-0.2260036637840397
ACH-000935,-0.11143572440688293
ACH-000936,-0.15649394934209498
ACH-000937,-0.16730261363725066
ACH-000938,-0.14073184709573136
ACH-000939,0.07439600292305577
ACH-000941,-0.10853223402170127
ACH-000943,-0.0507791950591742
ACH-000946,-0.13592081646948662
ACH-000947,-0.17539695373354228
ACH-000948,-0.15508266114758684
ACH-000950,0.026397707894207808
ACH-000953,-0.1545842476948314
ACH-000954,-0.07195271076524769
ACH-000957,-0.06575442477994732
ACH-000958,0.013104798234000537
ACH-000960,-0.05155048963921894
ACH-000963,-0.20887180807029687
ACH-000968,-0.041918947526009685
ACH-000969,-0.02200784647915339
ACH-000972,-0.11867233233482867
ACH-000973,-0.11955277622821014
ACH-000974,-0.15114511215846435
ACH-000978,0.6445224220561565
ACH-000984,-0.19933583961392068
ACH-000986,-0.04206508537951117
ACH-000988,0.0009347595285027351
ACH-000993,-0.10233425626614426
ACH-000994,-0.16167423466396355
ACH-000996,-0.27100604687890345
ACH-001001,-0.22845736045786064
ACH-001020,-0.06662542473205821
ACH-001028,-0.094892870538026
ACH-001031,-0.1434044405080986
ACH-001038,-0.15208410913734824
ACH-001048,-0.13545757190328572
ACH-001050,-0.0135099590323479
ACH-001053,-0.2961353445462635
ACH-001054,-0.21345675141679135
ACH-001061,-0.14575962509095294
ACH-001067,-0.2199852472688136
ACH-001075,-0.1952790950609176
ACH-001096,-0.23875559231944926
ACH-001111,-0.0994604808594703
ACH-001119,-0.1013499235139431
ACH-001128,-0.3490232594057775
ACH-001134,-0.12849165331974888
ACH-001151,-0.1933665613478296
ACH-001163,-0.09656436031803588
ACH-001164,0.11648547174940742
ACH-001183,-0.21630917484419965
ACH-001192,0.008068044619398496
ACH-001193,-0.11997247727695155
ACH-001196,-0.15540962529179325
ACH-001197,-0.11932301186260776
ACH-001205,-0.09182743881050742
ACH-001211,-0.30380724485785915
ACH-001212,-0.25669877986056594
ACH-001228,-0.3672340964607057
ACH-001232,-0.08674823926354296
ACH-001239,-0.14126499133360973
ACH-001270,-0.1669179338455548
ACH-001274,-0.0576152738689294
ACH-001275,-0.03434768385660353
ACH-001277,0.006534325369320792
ACH-001278,-0.021676263365377712
ACH-001280,-0.10692398873565727
ACH-001283,-0.08287073047257741
ACH-001289,-0.1628626957980618
ACH-001300,-0.0311488669566506
ACH-001301,-0.04523480126152744
ACH-001302,0.053797331262523215
ACH-001306,-0.08888662380909035
ACH-001318,-0.11630309840079114
ACH-001322,-0.006482123427251085
ACH-001328,-0.2817061951356309
ACH-001332,-0.016624296398455068
ACH-001336,-0.1438719993982825
ACH-001346,-0.027480604479387258
ACH-001353,-0.1642484404913004
ACH-001354,-0.181030033542281
ACH-001367,-0.2518270303798064
ACH-001368,-0.12757702436510274
ACH-001374,-0.3673092791220208
ACH-001377,-0.0617244262683037
ACH-001380,-0.1064544435430252
ACH-001391,-0.10218295457514208
ACH-001408,-0.09977130627402668
ACH-001430,-0.2774361365068337
ACH-001431,-0.29107682072749824
ACH-001450,-0.08607911188684582
ACH-001496,-0.1558038831868303
ACH-001500,-0.26242470295964393
ACH-001523,-0.06964874886938431
ACH-001532,0.03579641835069501
ACH-001550,-0.2127724094859696
ACH-001552,-0.15776476044874288
ACH-001554,-0.17583926754459178
ACH-001654,-0.15566154620079958
ACH-001735,-0.17836585486290224
ACH-001736,-0.12956710088764534
ACH-001737,-0.2366784836418521
ACH-001740,-0.0466310539505536
ACH-001745,-0.1106113015386792
ACH-001765,-0.1216022069736455
