,ATP10D (57205)
ACH-000004,0.1128143287566577
ACH-000005,-0.06717655236065911
ACH-000007,-0.25415632703919044
ACH-000009,0.0015455239350795616
ACH-000011,0.15202735010160762
ACH-000012,-0.05480816410413991
ACH-000013,0.0488357170279976
ACH-000014,0.12409428735929574
ACH-000015,-0.0201784502884218
ACH-000017,-0.03104812247574692
ACH-000018,0.06626023104779846
ACH-000019,-0.042317249716727366
ACH-000021,-0.04713424242928906
ACH-000022,-0.11597487241149765
ACH-000025,0.09345451374453173
ACH-000028,0.10672024558766366
ACH-000030,0.017599131067525503
ACH-000035,0.10308704586561768
ACH-000036,0.017545645974967654
ACH-000037,0.06814112017766454
ACH-000039,0.1485754695287719
ACH-000040,-0.06233581231158904
ACH-000041,0.18356730368989405
ACH-000042,-0.07578742522181875
ACH-000045,-0.02757205659425396
ACH-000047,-0.013852465144154185
ACH-000052,-0.0218870670008212
ACH-000053,0.019504571373468574
ACH-000054,0.05064225416131032
ACH-000055,-0.010434439934809948
ACH-000060,-0.05052641769009853
ACH-000067,-0.0184692663527856
ACH-000070,-0.022988121518149544
ACH-000075,0.0010612903778763592
ACH-000078,-0.08407898414854291
ACH-000082,0.010251408455426495
ACH-000085,0.1905244700021509
ACH-000086,-0.0209822470916289
ACH-000087,-0.1426665379369249
ACH-000092,0.06766341507515303
ACH-000095,-0.004294259203769269
ACH-000097,0.04888188115317398
ACH-000098,0.1328224381679114
ACH-000099,0.013418896681551142
ACH-000108,0.06912048948694291
ACH-000113,-8.77511949113521e-05
ACH-000116,0.014734518218730529
ACH-000118,0.047090004129334256
ACH-000120,-0.002673605275556102
ACH-000123,-0.11697044726971295
ACH-000127,-0.04190139103118271
ACH-000128,-0.033139227944273625
ACH-000132,-0.06020401265564643
ACH-000133,0.0060379869008858646
ACH-000137,-0.09284234958975036
ACH-000138,0.04178122179668014
ACH-000142,0.12550818704991695
ACH-000143,-0.001820934723684016
ACH-000146,0.05763181926609325
ACH-000148,-0.06716932536985397
ACH-000150,0.0604062439618825
ACH-000152,-0.07629543939102988
ACH-000153,0.08424326473997873
ACH-000159,-0.04176902912799763
ACH-000160,-0.09922691460682932
ACH-000163,0.011772217252506436
ACH-000167,-0.17978421425536056
ACH-000168,0.09055946696298037
ACH-000169,0.0104865547759589
ACH-000178,-0.060349903784583374
ACH-000183,0.07673624359054174
ACH-000188,0.06283483126580651
ACH-000189,0.020568005651940256
ACH-000190,-0.030189412865952107
ACH-000198,-0.02277902931054201
ACH-000203,-0.402402775211548
ACH-000204,0.15846928483750244
ACH-000206,0.12925199031480653
ACH-000207,-0.2262383523247829
ACH-000208,-0.2416607072777988
ACH-000210,0.2517112966228473
ACH-000211,0.02117596163504052
