,SAT2 (112483)
ACH-000004,0.12010645312699934
ACH-000005,0.13615055903176765
ACH-000007,0.06393117323439462
ACH-000009,-0.07378641636984427
ACH-000011,0.02905635111119417
ACH-000012,0.0010222791711469946
ACH-000013,-0.02365343391257581
ACH-000014,0.16575514849202144
ACH-000015,-0.03980351802142237
ACH-000017,0.07254141128431815
ACH-000018,-0.05915794953665319
ACH-000019,0.07726542526648174
ACH-000021,0.06967033241971979
ACH-000022,0.07216259844272341
ACH-000025,-0.10309979365391933
ACH-000028,-0.008089055126253816
ACH-000030,0.06105914941558758
ACH-000035,0.0625667962150964
ACH-000036,-0.0052819769643011405
ACH-000037,0.13170166767402067
ACH-000039,0.1743872713370149
ACH-000040,-0.037692170829611
ACH-000041,-0.014799392888934225
ACH-000042,-0.007300473838389931
ACH-000045,0.048683477180101735
ACH-000047,0.07288383014175198
ACH-000052,0.003051420647614209
ACH-000053,0.07311378003399352
ACH-000054,0.11835682039966568
ACH-000055,0.09914572019952636
ACH-000060,-0.2384086643117317
ACH-000067,-0.15075674020467492
ACH-000070,-0.011667238354454077
ACH-000075,-0.006239810275602054
ACH-000078,0.08075106784048917
ACH-000082,-0.0407543037743337
ACH-000085,0.3466574396109313
ACH-000086,0.0962346097478109
ACH-000087,0.10892889814393043
ACH-000092,0.09039107530882176
ACH-000095,0.11174625111585952
ACH-000097,-0.0453361363136382
ACH-000098,-0.02721657791600772
ACH-000099,0.03880406888145234
ACH-000108,-0.03803245998462646
ACH-000113,0.11319004706985596
ACH-000116,0.009585183981499356
ACH-000118,-0.08770750625205184
ACH-000120,-0.053596957509370984
ACH-000123,0.12891329629585715
ACH-000127,-0.01504880605448916
ACH-000128,0.12669569512793832
ACH-000132,-0.08776937099237007
ACH-000133,-0.01498471403152563
ACH-000137,0.06765664004465663
ACH-000138,-0.05668866291173196
ACH-000142,-0.014968609417737044
ACH-000143,0.03624069485417198
ACH-000146,0.02818663075451688
ACH-000148,0.03783515976888352
ACH-000150,-0.1688742356862396
ACH-000152,-0.04117470467860152
ACH-000153,-0.018021467749649567
ACH-000159,-0.0023690641042327302
ACH-000160,0.08607115422965421
ACH-000163,-0.1184680696225104
ACH-000167,0.026527188099854267
ACH-000168,0.014468844635111024
ACH-000169,0.01364679595301899
ACH-000178,-0.011334493169508523
ACH-000183,0.029958146861035005
ACH-000188,-0.034846415560316014
ACH-000189,-0.12729796020726072
ACH-000190,0.09229864958241736
ACH-000198,0.11913148528917968
ACH-000203,0.2803420086269347
ACH-000204,0.03296094052537333
ACH-000206,0.19333138547924228
ACH-000207,-0.06648837681407027
ACH-000208,-0.01927699355418003
ACH-000210,0.08375878405001387
ACH-000211,-0.010093525257424586
ACH-000215,0.04765783808323962
ACH-000221,0.01443702039081714
ACH-000222,-0.12590476609220996
ACH-000223,0.123967273184581
ACH-000226,0.05580006105282431
ACH-000227,0.18381811026790792
ACH-000228,0.05260098908058995
ACH-000231,-0.022907402659243625
ACH-000232,0.09693810411446263
ACH-000233,0.02783131624637584
ACH-000234,0.052286196168948966
ACH-000235,-0.06491551613378851
ACH-000237,0.02262868670432089
ACH-000238,-0.15222583922266547
ACH-000242,-0.2590556518895161
ACH-000243,-0.09999492332830864
ACH-000244,-0.016943913379873658
ACH-000246,0.01844599643509277
ACH-000248,0.1124102752023964
ACH-000250,0.042522198754365054
ACH-000251,-0.09418039088286896
ACH-000252,-0.0070024393822273896
ACH-000253,0.12316840905191084
ACH-000255,0.041833860514376285
ACH-000256,-0.08662626736845794
ACH-000257,-0.01729924747499385
ACH-000258,-0.02832819728750363
ACH-000259,-0.039676644955477416
ACH-000260,-0.048352877148620285
ACH-000261,-0.0026188677459006173
ACH-000262,-0.10956333927874633
ACH-000263,0.0060021008779241455
ACH-000264,-0.002678817090973104
ACH-000265,-0.017580057028164852
ACH-000266,-0.06412865729961216
ACH-000272,0.07228052851512276
ACH-000274,0.03851369960436389
ACH-000277,-0.00883538283815513
ACH-000278,0.015156893144695871
ACH-000279,0.04127261261926397
ACH-000280,0.030234721688285438
ACH-000281,-0.01655636705372707
ACH-000288,-0.14264655521062558
ACH-000291,0.01058689961538224
ACH-000293,-0.016045238335267963
ACH-000294,0.01568184859134418
ACH-000295,0.14246614750200454
ACH-000296,-0.053256114973376505
ACH-000302,-0.05057004641784997
ACH-000304,0.0753204803332777
ACH-000307,0.18248131111152568
ACH-000308,0.039996586978584346
ACH-000310,0.11148472580456248
ACH-000311,0.016314396914300047
ACH-000312,-0.11706974830412675
ACH-000315,0.1853671110604733
ACH-000316,0.007068749738345171
ACH-000317,0.2888164117225986
ACH-000318,0.012666855617502104
ACH-000319,-0.0850000970772991
ACH-000320,0.02894172048310614
ACH-000322,-0.23685214878534255
ACH-000323,0.09861786374348704
ACH-000324,-0.014050065160009027
ACH-000329,-0.021301497315086484
ACH-000330,0.13406365861412126
ACH-000331,-0.06597008866665331
ACH-000332,-0.030081031706382037
ACH-000334,0.09857127042867103
ACH-000335,0.2771675233688337
ACH-000336,0.15199760278649924
ACH-000337,0.1856763911459933
ACH-000338,0.02370744611374814
ACH-000339,0.02816509121197045
ACH-000341,0.1722709961919231
ACH-000348,0.07129212001340099
ACH-000350,0.03566979082770248
ACH-000352,0.023130965974941617
ACH-000356,0.056749839863717864
ACH-000361,-0.17819702597265827
ACH-000362,0.09100469077098598
ACH-000363,-0.009697790743440543
ACH-000364,-0.03698770796195943
ACH-000365,0.08183936899788663
ACH-000366,0.0472569616752279
ACH-000368,0.02408352437459867
ACH-000374,0.06657944630488692
ACH-000375,0.08467407772404352
ACH-000376,-0.010616370641432862
ACH-000381,0.09926393597925401
ACH-000383,0.034674955989642896
