,PEX26 (55670)
ACH-000004,-0.8233088372254129
ACH-000005,-0.6581829066673303
ACH-000007,-0.23494992084851846
ACH-000009,-0.26979248490355473
ACH-000011,-0.3693510616710288
ACH-000012,-0.5922996219844359
ACH-000013,-0.194464492409994
ACH-000014,-0.1623283608424807
ACH-000015,-0.2669540889931574
ACH-000017,-0.10676990329088568
ACH-000018,-0.44078268835226697
ACH-000019,-0.3730778355444573
ACH-000021,-0.5171880647690156
ACH-000022,-0.1659251333207611
ACH-000025,-0.2560261373563297
ACH-000028,-0.4131241972852149
ACH-000030,-0.8069379771736777
ACH-000035,-0.2147429929546539
ACH-000036,-0.06862759172046942
ACH-000037,-0.35797123000736664
ACH-000039,-0.04451980499562978
ACH-000040,-0.1640742859790667
ACH-000041,-0.28797854969644754
ACH-000042,-0.28548238032220136
ACH-000045,0.4364274147522726
ACH-000047,-0.4943060582607692
ACH-000052,-0.3235386351536513
ACH-000053,-0.11386258536568768
ACH-000054,-0.1280026676477342
ACH-000055,-0.15955019325954048
ACH-000060,-0.4879660321113461
ACH-000067,-0.16361759827455238
ACH-000070,-0.267294151423406
ACH-000075,-0.325766994945146
ACH-000078,-0.0524767266435012
ACH-000082,-0.2402575204280681
ACH-000085,-0.3303689325115558
ACH-000086,-0.056951062227689975
ACH-000087,-0.1928373618584188
ACH-000092,-0.20756315904574185
ACH-000095,-0.2903621285352149
ACH-000097,-0.2985672847017986
ACH-000098,-0.3435823222149874
ACH-000099,-0.2575072257990376
ACH-000108,-0.2647871782192464
ACH-000113,-0.08921662262655608
ACH-000116,-0.17137600582411647
ACH-000118,-0.7068322140597916
ACH-000120,-0.17171090297510866
ACH-000123,-0.3653991478228528
ACH-000127,-0.35266336043297314
ACH-000128,-0.19102302697939175
ACH-000132,-0.13926481155773487
ACH-000133,-0.25090027338143245
ACH-000137,-0.29986995654391385
ACH-000138,-0.2659405700677513
ACH-000142,-0.17216293304402874
ACH-000143,-0.3913431405907976
ACH-000146,-0.582511055939391
ACH-000148,-0.054289151580784865
ACH-000150,-0.2281894153369686
ACH-000152,-0.2348043028175556
ACH-000153,-0.22060289147028486
ACH-000159,-0.2981470465283747
ACH-000160,-0.29589689530532026
ACH-000163,-0.1537537550748809
ACH-000167,-0.15110323966372816
ACH-000168,-0.21927930001357146
ACH-000169,-0.4133180149060289
ACH-000178,-0.3143593677118179
ACH-000183,-0.1919258140120156
ACH-000188,-0.15465493834753552
ACH-000189,-0.35595570633891394
ACH-000190,-0.2820590152145952
ACH-000198,0.0007350768598131933
ACH-000203,-0.3020604579753265
ACH-000204,-0.3660769251453735
ACH-000206,-0.6446800107514452
ACH-000207,-0.057268494546984836
ACH-000208,-0.4564913453997889
ACH-000210,-0.06729826433979573
ACH-000211,-0.17148279575485462
ACH-000215,-0.21399378711464026
ACH-000221,-0.3377994264223071
ACH-000222,-0.029045398879179174
ACH-000223,-0.4035842913290546
