,ANP32D (23519)
ACH-000004,-0.09608548829453974
ACH-000005,-0.03129953077281622
ACH-000007,0.014296321475078843
ACH-000009,-0.07891151756612236
ACH-000011,-0.08612888973635016
ACH-000012,0.04729385378642301
ACH-000013,-0.15276488826399925
ACH-000014,0.0661360198160745
ACH-000015,-0.10593259639143948
ACH-000017,-0.1927200375639765
ACH-000018,-0.2103890460757047
ACH-000019,-0.05319570704806724
ACH-000021,0.0197264691753087
ACH-000022,-0.037530840655834674
ACH-000025,-0.05456690041973047
ACH-000028,-0.06564133575235104
ACH-000030,-0.028548633406599532
ACH-000035,0.08078337193878714
ACH-000036,0.10959778698372223
ACH-000037,-0.0434200794519481
ACH-000039,-0.08616465241222909
ACH-000040,-0.07373312817270991
ACH-000041,0.10796798192167094
ACH-000042,0.014654003420232068
ACH-000045,0.026605023207968318
ACH-000047,-0.003692821163757211
ACH-000052,-0.06218856165545698
ACH-000053,-0.026345090427634416
ACH-000054,0.05455161290768999
ACH-000055,0.044124057971913266
ACH-000060,0.1761864935920515
ACH-000067,-0.19705443196142688
ACH-000070,0.07716731446793254
ACH-000075,-0.030776077108503837
ACH-000078,0.04396012665958905
ACH-000082,0.002478342486004878
ACH-000085,-0.10145024170767647
ACH-000086,-0.2360450333870348
ACH-000087,-0.1241592158431274
ACH-000092,0.04944033376522256
ACH-000095,-0.03313977834557555
ACH-000097,-0.06835900971655785
ACH-000098,-0.014168783095653281
ACH-000099,0.10504377795227182
ACH-000108,0.03558391971196016
ACH-000113,-0.12597515387728922
ACH-000116,0.008495433630145866
ACH-000118,-0.045293613944779335
ACH-000120,-0.008747242093864236
ACH-000123,-0.032397690449307286
ACH-000127,-0.011817558596040948
ACH-000128,-0.002339970283913969
ACH-000132,0.02751531719402206
ACH-000133,0.017449340312639238
ACH-000137,-0.1325395846369923
ACH-000138,-0.05904402568752098
ACH-000142,0.014509960609895015
ACH-000143,-0.07071565628825176
ACH-000146,-0.09507901734243084
ACH-000148,-0.05186672448822871
ACH-000150,-0.15944065969969884
ACH-000152,-0.08111428673707116
ACH-000153,-0.01903322328665541
ACH-000159,0.0827314015234406
ACH-000160,-0.14031850882650762
ACH-000163,-0.017802061969052388
ACH-000167,-0.12964810349496314
ACH-000168,0.16034684589960754
ACH-000169,-0.026461913178125167
ACH-000178,-0.13397177841039504
ACH-000183,0.02829471320545505
ACH-000188,0.06007055215833156
ACH-000189,-0.09339424018910247
ACH-000190,-0.12372678249045033
ACH-000198,-0.10202687069566582
ACH-000203,0.38733326503235305
ACH-000204,-0.23456458770752026
ACH-000206,-0.0625231242236661
ACH-000207,0.17626425061063644
ACH-000208,0.1784536303237184
ACH-000210,-0.0071410433148454125
ACH-000211,-0.1250477596308315
ACH-000215,-0.15440314405679642
ACH-000221,-0.2318049877833229
ACH-000222,0.036740318417469435
ACH-000223,-0.07759395818376212
ACH-000226,-0.122727100790127
ACH-000227,-0.08336548056540227
ACH-000228,-0.1518769778902498
ACH-000231,-0.02671528860774413
ACH-000232,-0.03528366166688507
ACH-000233,0.015490676859877525
ACH-000234,0.03723329899183312
ACH-000235,-0.05635213762897037
ACH-000237,0.031013566396826318
ACH-000238,-0.03828805379035582
ACH-000242,-0.05134702393060565
ACH-000243,0.00697814641883305
ACH-000244,0.007936214472395134
ACH-000246,-0.014510683260920903
ACH-000248,-0.3030877753699408
ACH-000250,0.04205455210909239
ACH-000251,-0.13349531455359487
ACH-000252,0.1363220687794575
ACH-000253,-0.032594220943222084
ACH-000255,0.08113217354456999
ACH-000256,0.03977205108661075
ACH-000257,-0.038151966949638016
ACH-000258,0.06562514990509788
ACH-000259,-0.07757686185928313
ACH-000260,-0.044549086548251404
ACH-000261,-0.16703155658700616
ACH-000262,-0.19176331376427344
ACH-000263,-0.3121472904951836
ACH-000264,-0.02615432324057066
ACH-000265,-0.04908295723037664
ACH-000266,-0.0784721378415872
ACH-000272,0.04602935331414463
ACH-000274,-0.13308164402725564
ACH-000277,-0.17364228289334202
ACH-000278,-0.03307141905582435
ACH-000279,-0.10088272461377386
ACH-000280,0.0262370270251488
ACH-000281,-0.031854959167789805
ACH-000288,0.02186585517769268
ACH-000291,-0.1182512677188387
