,THRB (7068)
ACH-000004,0.13513446906941104
ACH-000005,0.10963266519599464
ACH-000007,-0.18082817017539132
ACH-000009,-0.028198605275094574
ACH-000011,0.05612262464100508
ACH-000012,0.05529596454947131
ACH-000013,0.0279905949185657
ACH-000014,0.2257914470067961
ACH-000015,0.055334327187188524
ACH-000017,0.1341425405781123
ACH-000018,0.05813888717547067
ACH-000019,-0.10070887188913584
ACH-000021,0.04869257571874075
ACH-000022,-0.018916202910965168
ACH-000025,0.11343590947557634
ACH-000028,0.17244460802278838
ACH-000030,0.13095679573758376
ACH-000035,-0.010519401045813935
ACH-000036,0.09450255229314132
ACH-000037,0.05253289619636418
ACH-000039,0.2713486336393019
ACH-000040,0.14831018400862786
ACH-000041,0.06551521672048499
ACH-000042,-0.08990154916049364
ACH-000045,-0.025720880792895324
ACH-000047,-0.025625957421139243
ACH-000052,-0.10890196120159897
ACH-000053,0.12503318890304446
ACH-000054,0.06070509122364496
ACH-000055,0.31904519872894976
ACH-000060,0.11558638199122248
ACH-000067,-0.005710205123096665
ACH-000070,0.06129279783871101
ACH-000075,0.21359644855733434
ACH-000078,0.1079017512139704
ACH-000082,0.1829036898544432
ACH-000085,0.06429056921314036
ACH-000086,0.03609234929275958
ACH-000087,-0.21506554835453853
ACH-000092,0.030979270947327917
ACH-000095,-0.004418484844145215
ACH-000097,0.15882440335675024
ACH-000098,0.02254005431321744
ACH-000099,0.029343436802617424
ACH-000108,0.04789626483045342
ACH-000113,0.002457340805474416
ACH-000116,0.10167518074095436
ACH-000118,0.14350208653098873
ACH-000120,-0.0008898690940918389
ACH-000123,0.07783244464887154
ACH-000127,0.09573679631384956
ACH-000128,0.14085341973623447
ACH-000132,0.11432339411963695
ACH-000133,-0.01996764834878539
ACH-000137,0.09610784634368663
ACH-000138,0.055758340314680285
ACH-000142,-0.0005126999341549787
ACH-000143,-0.03153755793898835
ACH-000146,0.09173155569474753
ACH-000148,0.14871722706405074
ACH-000150,-0.2071966607351278
ACH-000152,0.03575142207713921
ACH-000153,0.061874278318484174
