,TMCO2 (127391)
ACH-000004,0.21611670500990496
ACH-000005,0.13485877430977886
ACH-000007,0.17657353264985626
ACH-000009,0.03412545173835644
ACH-000011,0.1988385437718454
ACH-000012,0.1654450525761054
ACH-000013,0.17555804663977134
ACH-000014,0.16111596897784886
ACH-000015,0.1801380223637476
ACH-000017,0.2572704498831715
ACH-000018,0.2148064791756852
ACH-000019,0.1914373559454073
ACH-000021,0.1880557781562933
ACH-000022,0.19841963146157215
ACH-000025,0.14045864941980704
ACH-000028,0.24344208424161026
ACH-000030,0.1471527106918062
ACH-000035,0.21449474359827786
ACH-000036,0.3332766222259546
ACH-000037,0.16157529120183134
ACH-000039,0.15896571943220794
ACH-000040,0.1286354066781873
ACH-000041,0.20193016058575716
ACH-000042,0.21033016286884568
ACH-000045,0.2045462336382968
ACH-000047,0.1926386571430853
ACH-000052,0.17437889394071648
ACH-000053,0.1297467786743825
ACH-000054,0.18342269055347948
ACH-000055,0.2638973739695073
ACH-000060,0.0670026156622439
ACH-000067,0.2055234900383132
ACH-000070,0.28320081044401674
ACH-000075,0.11693120020706285
ACH-000078,0.20808082124762567
ACH-000082,0.2251067713597004
ACH-000085,0.1817881075797378
ACH-000086,0.2495683891288833
ACH-000087,0.09397037240606766
ACH-000092,0.11005191232928348
ACH-000095,0.18251443238371606
ACH-000097,0.1317922144278982
ACH-000098,0.19410096676849628
ACH-000099,0.126420227264395
ACH-000108,0.3124408251152439
ACH-000113,0.2016692670728118
ACH-000116,0.19998960614639166
ACH-000118,0.22523183682801245
ACH-000120,0.12674575161187515
ACH-000123,0.10534897051822696
ACH-000127,0.1265804835044556
ACH-000128,0.16317662615140355
ACH-000132,0.2684316391157284
ACH-000133,0.1859282095676965
ACH-000137,0.2465653539729427
ACH-000138,0.17877877364082756
ACH-000142,0.12154473940849593
ACH-000143,0.2623721416402288
ACH-000146,0.33519585638389154
ACH-000148,0.17346039891340795
ACH-000150,0.1314599390911175
ACH-000152,0.20256424468578632
ACH-000153,0.2062523769325988
ACH-000159,0.17540749286408602
ACH-000160,0.10135692581167946
ACH-000163,0.2146914852398871
ACH-000167,0.11171845898599214
ACH-000168,0.06614153772939163
ACH-000169,0.20596868078333044
ACH-000178,0.21594292880236315
ACH-000183,0.1403881827107948
ACH-000188,0.09699742348133042
ACH-000189,0.1279996600960499
ACH-000190,0.2391829448277696
ACH-000198,0.29455771452075363
ACH-000203,0.5057860697330315
ACH-000204,0.15298888527511173
ACH-000206,0.3159157091127315
ACH-000207,0.1967627857710984
ACH-000208,0.1563282342431605
ACH-000210,0.342066887183732
ACH-000211,0.2620430709769082
ACH-000215,0.2199917144940219
ACH-000221,0.2223547302983741
ACH-000222,0.2160173124692334
ACH-000223,0.2395376508552072
ACH-000226,0.2084325393045517
ACH-000227,0.03332883048214151
ACH-000228,0.2737601370930465
ACH-000231,0.16671181410117308
ACH-000232,0.19768195777715852
ACH-000233,0.2180573667033835
ACH-000234,0.21774168490824075
ACH-000235,0.20502312681819845
ACH-000237,0.2262456402081911
ACH-000238,0.12585277915782478
ACH-000242,0.004271511799359835
ACH-000243,0.18006038324804746
ACH-000244,0.13605835905267066
ACH-000246,0.2543001103050459
ACH-000248,0.19839231638102314
ACH-000250,0.17555440341475884
ACH-000251,0.2747121626106101
ACH-000252,0.18909996125001588
ACH-000253,0.13452550767119678
ACH-000255,0.1989715124573776
ACH-000256,0.1541243215923095
ACH-000257,0.2860597410409609
ACH-000258,0.2876785867651576
ACH-000259,0.22672956009663606
ACH-000260,0.22170619019499327
ACH-000261,0.18041036493645926
ACH-000262,0.17879608727514168
ACH-000263,0.020469931416770018
ACH-000264,0.16910507921354406
ACH-000265,0.2647777290900033
ACH-000266,0.21168283475663446
ACH-000272,0.14039521738695815
ACH-000274,0.1622772653787537
ACH-000277,0.28552423519356895
ACH-000278,0.2719987432840313
ACH-000279,0.2153089246995805
ACH-000280,0.11946738195341057
ACH-000281,0.32356212208953056
ACH-000288,0.2062914188797709
ACH-000291,0.25096340081079355
ACH-000293,0.24449375984161875
ACH-000294,0.2615334784007515
ACH-000295,0.14945622143913226
ACH-000296,0.14977826317514706
ACH-000302,0.2266500328321997
ACH-000304,0.2468450537386457
ACH-000307,0.16861873528999036
ACH-000308,0.16612120259941385
ACH-000310,0.08778487876034545
ACH-000311,0.14016457516090408
ACH-000312,0.1125597483013623
ACH-000315,0.33010868721625103
ACH-000316,0.3341710592556921
ACH-000317,0.14169383480472975
ACH-000318,0.21926736964995744
ACH-000319,0.1808313042609795
ACH-000320,0.12780364338445116
ACH-000322,0.2336905845213473
ACH-000323,0.07905060629105487
ACH-000324,0.18402888387731306
ACH-000329,0.1557119808377789
ACH-000330,0.16101717810843724
ACH-000331,0.1659374218515575
ACH-000332,0.1322167132415327
ACH-000334,0.20819313729601985
ACH-000335,0.315326712896128
ACH-000336,0.3083691804181681
