,HMGN1 (3150)
ACH-000004,-0.07341619632817242
ACH-000005,-0.028607455321524
ACH-000007,0.0711050835720002
ACH-000009,-0.23280334627829136
ACH-000011,-0.2926823044759895
ACH-000012,-0.18824686292156573
ACH-000013,-0.012989045755997013
ACH-000014,-0.10909381375751873
ACH-000015,-0.04142083308000365
ACH-000017,-0.2307053356294896
ACH-000018,-0.1134430232180841
ACH-000019,-0.18179310196748089
ACH-000021,-0.006141065536848006
ACH-000022,-0.2321875173112248
ACH-000025,-0.1345893214425145
ACH-000028,-0.17752903555077426
ACH-000030,-0.22041098798647607
ACH-000035,-0.21920198749457015
ACH-000036,-0.19557128575081592
ACH-000037,-0.13239796088862962
ACH-000039,-0.3140092303770468
ACH-000040,-0.0006930596115222442
ACH-000041,-0.1890578651014533
ACH-000042,-0.2329995334337641
ACH-000045,-0.19354168389455975
ACH-000047,-0.07254180160283398
ACH-000052,-0.089446025688044
ACH-000053,0.02395061954828629
ACH-000054,-0.10061516168772143
ACH-000055,-0.3869676704341814
ACH-000060,-0.2520958181603935
ACH-000067,-0.0926475637661715
ACH-000070,-0.02392502289182364
ACH-000075,-0.23962560738239974
ACH-000078,-0.2964421287038229
ACH-000082,-0.18274215946953834
ACH-000085,0.1109545063285614
ACH-000086,-0.07703712797974087
ACH-000087,-0.35770581973925264
ACH-000092,-0.2136924996114503
ACH-000095,-0.1752604634180698
ACH-000097,-0.20159437919273965
ACH-000098,-0.04806852364177477
ACH-000099,-0.3064126438247853
ACH-000108,-0.13128692765048652
ACH-000113,-0.05762939373964725
ACH-000116,-0.19015445462733704
ACH-000118,0.022147815279732284
ACH-000120,-0.1571734806712256
ACH-000123,-0.2439898425503181
ACH-000127,-0.08624685502017215
ACH-000128,-0.2572137314571637
ACH-000132,-0.2978583523660362
ACH-000133,-0.050267116762208935
ACH-000137,-0.4619039959189135
ACH-000138,-0.06749470193766104
ACH-000142,-0.30708592008795144
ACH-000143,-0.13281045394117225
ACH-000146,-0.13877105424265138
ACH-000148,-0.056790799261243925
ACH-000150,0.033578635464567415
ACH-000152,-0.13079602302968282
ACH-000153,-0.4431780399243997
ACH-000159,-0.2782332654719255
ACH-000160,0.18212320763198392
ACH-000163,-0.02084430552674166
ACH-000167,0.44217987756874905
ACH-000168,-0.18375690220587465
ACH-000169,-0.07231949165800186
ACH-000178,-0.20977910432111208
ACH-000183,-0.31085618393229114
ACH-000188,0.025972665368239046
ACH-000189,-0.2169140186376775
ACH-000190,0.15722087035984947
ACH-000198,0.01819919595035126
ACH-000203,-0.8767076713143752
ACH-000204,-0.12043305614076145
ACH-000206,-0.002008967828949144
ACH-000207,-0.08587894881294028
ACH-000208,0.15058708770053655
ACH-000210,-0.4424212890152623
ACH-000211,-0.19113888752821
ACH-000215,-0.05676466548628609
ACH-000221,-0.2375485742313108
ACH-000222,-0.09989140992904426
ACH-000223,-0.18162661636287916
ACH-000226,-0.2103045418833794
ACH-000227,-0.1511130401199592
ACH-000228,-0.1312839750587382
ACH-000231,-0.010582396437797709
ACH-000232,-0.16077464941739406
ACH-000233,-0.19792020576376854
ACH-000234,-0.3506537281937012
ACH-000235,-0.15456807903591827
ACH-000237,-0.2077968056494393
ACH-000238,-0.37737636774100297
ACH-000242,0.21233193094016486
ACH-000243,-0.14663557273935066
ACH-000244,-0.2933721032117688
ACH-000246,-0.20437163175055484
ACH-000248,-0.1926780368380284
ACH-000250,-0.2928349994420686
ACH-000251,-0.11007250213342586
ACH-000252,-0.24705920539861276
ACH-000253,-0.16835073974963666
ACH-000255,-0.19691138597114027
ACH-000256,-0.04338898213510715
ACH-000257,0.07354332281815723
ACH-000258,-0.021529888347024708
ACH-000259,-0.1991827593529346
ACH-000260,-0.022761148925560717
ACH-000261,-0.22436976967188932
ACH-000262,0.10300482770732854
ACH-000263,-0.2828245956950544
ACH-000264,-0.09030851788143504
ACH-000265,-0.23333417375906595
ACH-000266,-0.1084814611193554
ACH-000272,-0.1236678884615568
ACH-000274,-0.25830045410860064
ACH-000277,-0.11937747180199455
ACH-000278,-0.09779474744970112
ACH-000279,-0.2024208543151482
ACH-000280,-0.2367118922344669
ACH-000281,-0.07333229298638283
ACH-000288,-0.1833407318528017
ACH-000291,-0.22244850646819506
ACH-000293,-0.2264017582912771
ACH-000294,0.1698674507251546
ACH-000295,-0.11127875056194987
ACH-000296,-0.3775084107785299
ACH-000302,-0.026397246267601232
ACH-000304,-0.3410031887991549
ACH-000307,-0.15187591576491702
ACH-000308,-0.21402547016043816
ACH-000310,-0.3692500706976718
ACH-000311,-0.1374636141020344
ACH-000312,-0.1901251873359263
ACH-000315,-0.2033876101934348
ACH-000316,-0.15051183790522896
ACH-000317,-0.11413164809361895
ACH-000318,-0.1665865096175565
ACH-000319,-0.13533402510100495
ACH-000320,-0.2846409670094293
ACH-000322,-0.26036795125106843
ACH-000323,-0.1323199700924584
ACH-000324,-0.14243681004385328
ACH-000329,-0.197034840418992
ACH-000330,0.03566287314281752
ACH-000331,-0.15196832919390624
ACH-000332,-0.16816103525667608
ACH-000334,-0.10071507570437906
ACH-000335,-0.11445122624683335
ACH-000336,-0.3484715198006489
ACH-000337,-0.1820248650640506
ACH-000338,-0.3760935733750837
ACH-000339,-0.1215343348201572
ACH-000341,0.017738878548781173
ACH-000348,-0.0794458552744149
ACH-000350,-0.1909887551166664
ACH-000352,-0.06863689068220324
ACH-000356,-0.007872971275669336
ACH-000361,-0.0981005895784756
ACH-000362,-0.041806561424153066
ACH-000363,-0.08854333298412621
ACH-000364,-0.035826203441097035
ACH-000365,-0.07988282258558978
ACH-000366,-0.1885014958352232
ACH-000368,-0.1263921199845638
ACH-000374,-0.14939404726546845
ACH-000375,-0.003232498065721689
ACH-000376,-0.2289452369115303
ACH-000381,-0.41590679990389134
ACH-000383,-0.06872290549194113
ACH-000387,-0.2424423162949021
ACH-000389,-0.31623860175157786
ACH-000390,-0.2545034659436383
ACH-000393,-0.011659858736255243
ACH-000395,-0.06179657188403244
ACH-000396,-0.25505552907042817
ACH-000397,-0.186355360746964
ACH-000401,0.08360998017677501
ACH-000402,-0.7225428676687339
ACH-000403,-0.15052487883172272
ACH-000404,-0.2870260326478689
ACH-000406,-0.07952373283225747
ACH-000407,-0.08542498968217252
ACH-000408,-0.28922144104435904
ACH-000410,-0.1622942017201964
ACH-000411,-0.13620148164293594
ACH-000414,-0.17466239757599614
ACH-000415,-0.22916952196419196
ACH-000416,-0.24129872513763964
ACH-000420,0.010264999123848616
ACH-000421,-0.24397043845435776
ACH-000424,0.013982470324506632
ACH-000425,-0.010745012292762994
ACH-000426,0.04911864628277175
ACH-000427,-0.09856870540980656
ACH-000433,-0.030702101321786076
ACH-000435,-0.12418791229200107
ACH-000436,-0.20997956679835053
ACH-000444,-0.27082772590324466
ACH-000445,-0.13133019286297234
ACH-000448,-0.2748391761647718
ACH-000450,-0.2747255376614713
ACH-000452,-0.06692533742971339
ACH-000454,-0.2642628681906165
ACH-000458,-0.10830772747713872
ACH-000459,-0.10491351524861356
ACH-000460,-0.14195745617839992
ACH-000461,-0.23355288588552334
ACH-000463,-0.042780736143269375
ACH-000464,-0.04063800506360321
ACH-000466,-0.00749429478454245
ACH-000467,-0.06915005545976702
ACH-000468,-0.1629188632359029
ACH-000469,0.008327476026022122
ACH-000470,-0.1848276501617692
ACH-000471,-0.04368886541066176
ACH-000472,-0.17900539035191826
ACH-000473,-0.10721056205960927
ACH-000475,-0.20126866117611306
ACH-000476,-0.13585877102008298
ACH-000477,-0.06164289999743476
ACH-000479,-0.28871968749366184
ACH-000480,-0.13571843070936548
ACH-000481,-0.23138389544015545
ACH-000483,-0.11100310602804878
ACH-000484,-0.3214187160060547
ACH-000485,-0.16077953923651422
ACH-000486,-0.02834493950492047
ACH-000487,-0.21789480579875525
ACH-000488,-0.0802870285153977
ACH-000490,-0.09973091045883746
ACH-000491,-0.2876489677907533
ACH-000495,-0.022013518957661037
ACH-000496,-0.16191044182237316
ACH-000499,0.23063397511150685
ACH-000500,-0.21310592795747152
ACH-000502,-0.14276513573062274
ACH-000503,-0.060673342245078477
ACH-000505,-0.17461119389218088
ACH-000507,-0.05652688824610892
ACH-000510,-0.07567501515777833
ACH-000511,-0.1965903169401821
ACH-000512,-0.06218614420694945
ACH-000516,-0.15187689013431324
ACH-000517,-0.2727936093715204
ACH-000518,0.031077518333015638
ACH-000520,-0.20864145163454945
ACH-000521,-0.23132203314131194
ACH-000522,-0.1007504024154947
ACH-000524,-0.15348612003915366
ACH-000527,-0.02448571877349056
ACH-000528,-0.12989349946228576
ACH-000537,-0.12387585426351838
ACH-000541,-0.11562208021394155
ACH-000542,-0.13951807111751247
ACH-000544,-0.0597923245834393
ACH-000545,0.0037854827798015924
ACH-000547,-0.07703791646967861
ACH-000548,-0.03714779790039247
ACH-000549,-0.11232612181195296
ACH-000550,-0.15099524768806
ACH-000552,-0.10883926232446936
ACH-000556,-0.16483358248565186
ACH-000557,-0.15660150091926994
ACH-000569,-0.3223181101747988
ACH-000570,-0.21819695935620886
ACH-000571,-0.1130441576149252
ACH-000573,-0.19051482984359988
ACH-000576,-0.11866558706968375
ACH-000579,0.10297266580819682
ACH-000580,0.002795800271523843
ACH-000584,-0.21513972561083228
ACH-000585,-0.17569375166224094
ACH-000588,-0.16433957505311533
ACH-000589,0.07187312559483283
ACH-000591,-0.3941541933452595
ACH-000593,-0.06552165444266808
ACH-000600,-0.2096142703541725
ACH-000601,-0.01022026939386958
ACH-000605,-0.03574666117547859
ACH-000606,-0.07903241547643215
ACH-000608,-0.13938640393857066
ACH-000614,-0.018929364771819168
ACH-000616,-0.2844745541023572
ACH-000618,-0.09620230142055758
ACH-000619,-0.19615497432595771
ACH-000620,-0.1425448668834799
ACH-000621,-0.13841230288465378
ACH-000622,-0.5332261307161221
ACH-000623,-0.09749340794201407
ACH-000624,-0.2363923987636486
ACH-000627,-0.0600039445019287
ACH-000630,-0.13528593988707593
ACH-000631,0.23529880398244746
ACH-000632,-0.16193258346867093
ACH-000633,-0.2331174953399913
ACH-000637,-0.2697970389283457
ACH-000638,-0.1066080295355876
ACH-000646,-0.19444555796902435
ACH-000647,-0.17663863432115498
ACH-000648,-0.08235321370569798
ACH-000649,-0.042808450145612416
ACH-000651,-0.06656089766453381
ACH-000652,-0.19794470617770596
ACH-000653,-0.2815585187668775
ACH-000657,-0.1397032660649417
ACH-000658,-0.21271673615235173
ACH-000661,0.019155907766078204
ACH-000662,-0.14744840017051206
ACH-000663,-0.08568595610107108
ACH-000665,-0.06066815202336484
ACH-000671,0.034560979476953045
ACH-000672,0.4201919749994089
ACH-000673,-0.14088172304411967
ACH-000676,-0.0592760477461419
ACH-000677,-0.16614996652592454
ACH-000681,-0.10493468663575473
ACH-000683,-0.20638939820390406
