,CCNJL (79616)
ACH-000004,0.1666326180930138
ACH-000005,-0.11353257757464105
ACH-000007,0.006309384313170965
ACH-000009,0.02104842040598854
ACH-000011,-0.15911135723645362
ACH-000012,0.08192744784257246
ACH-000013,-0.04465332457026786
ACH-000014,0.09520132195575784
ACH-000015,-0.1936030270348452
ACH-000017,-0.024472721714280943
ACH-000018,-0.2014713373757006
ACH-000019,0.13891908301202952
ACH-000021,0.007294565640640144
ACH-000022,-0.09437205950155683
ACH-000025,-0.059738827181696735
ACH-000028,0.1467222815113122
ACH-000030,0.06976419991093642
ACH-000035,0.19864090722345126
ACH-000036,-0.017308599138866527
ACH-000037,0.04743421824100455
ACH-000039,-0.11366352964679155
ACH-000040,-0.032524868377498184
ACH-000041,-0.09172513833942897
ACH-000042,-0.11065675566705843
ACH-000045,0.027781164565506063
ACH-000047,0.1192621785514196
ACH-000052,0.1091667951452734
ACH-000053,0.1223795855527631
ACH-000054,0.01973198063553782
ACH-000055,-0.2598490673260808
ACH-000060,-0.10946349879759648
ACH-000067,0.03700172564017938
ACH-000070,0.07079708752877388
ACH-000075,-0.06565457963663802
ACH-000078,0.21857234237444084
ACH-000082,0.007151368691901577
ACH-000085,-0.0062812333945349574
ACH-000086,0.2134325532375008
ACH-000087,-0.1349844785080881
ACH-000092,0.0890758284949251
ACH-000095,-0.08521791251383222
ACH-000097,0.005881764993816202
ACH-000098,0.1639373234061204
ACH-000099,-0.020784713491526517
ACH-000108,0.03834258245325604
ACH-000113,0.11070532096583464
ACH-000116,-0.19856413321063826
ACH-000118,-0.07726897876407536
ACH-000120,-0.04076106257475748
ACH-000123,0.1667469301764708
ACH-000127,0.02990331858808159
ACH-000128,-0.07168346930500084
ACH-000132,-0.07400359823029172
ACH-000133,0.041477257473584175
ACH-000137,0.25958123049275955
ACH-000138,-0.03879130745516511
ACH-000142,0.056454183125082415
ACH-000143,-0.04513566347420303
ACH-000146,-0.0978857254600968
ACH-000148,-0.05167859254130015
ACH-000150,-0.14155691613508414
ACH-000152,0.03064499274877404
ACH-000153,-0.20703392680967372
ACH-000159,0.03894859944849137
ACH-000160,0.14515888185224776
ACH-000163,0.08367809415920692
ACH-000167,0.053279858237210494
ACH-000168,0.26417309360446656
ACH-000169,0.1534882392172322
ACH-000178,-0.0059229174743848775
ACH-000183,-0.014234247845520012
ACH-000188,0.06929702381844673
ACH-000189,0.3681959642189255
ACH-000190,-0.021277849508794137
ACH-000198,0.04833494364929362
ACH-000203,0.3348561569636405
ACH-000204,-0.05780297689334265
ACH-000206,0.075812648053858
ACH-000207,0.06356224955026239
ACH-000208,-0.12252667580841944
ACH-000210,0.11034593608235703
ACH-000211,0.01000307237455266
ACH-000215,-0.12234375007964213
ACH-000221,-0.12283742180034747
ACH-000222,0.004666270829983458
ACH-000223,0.01946206717019504
ACH-000226,-0.008464759969377213
ACH-000227,0.14110694553195655
ACH-000228,0.1498122785688129
ACH-000231,0.04296566680952305
ACH-000232,-0.1139708557104094
ACH-000233,0.057927411979191434
ACH-000234,-0.13593223816356098
ACH-000235,-0.026611843348815098
ACH-000237,0.050100588235315664
ACH-000238,-0.01982397012191861
ACH-000242,-0.007941584039131276
ACH-000243,0.040815724987927626
ACH-000244,-0.3881524352626971
ACH-000246,-0.06020424141893396
ACH-000248,-0.27965552543788097
ACH-000250,0.08031013307364629
ACH-000251,0.11758510559275738
ACH-000252,-0.12651330383077186
ACH-000253,0.09676234835041256
ACH-000255,-0.08340132836485029
ACH-000256,0.29481244530437906
ACH-000257,-0.049144129601132576
ACH-000258,-0.10846663173429934
ACH-000259,-0.0997149097792697
ACH-000260,-0.06118740572503763
ACH-000261,-0.048421755391893466
ACH-000262,-0.10477787856748433
ACH-000263,-0.016341597968216888
ACH-000264,0.028475939353111237
ACH-000265,-0.0017582861488984211
ACH-000266,-0.060458664571733475
ACH-000272,0.08461412964860518
ACH-000274,0.0601979145017032
ACH-000277,0.05104368068957869
ACH-000278,-0.013068995737679598
ACH-000279,0.07100315227845387
ACH-000280,-0.06210245009234741
ACH-000281,-0.26016816999992565
ACH-000288,-0.04298271276381426
ACH-000291,0.021533943917482104
ACH-000293,-0.0939648817227952
ACH-000294,0.09279061525890073
ACH-000295,0.14533497312540009
ACH-000296,-0.11273247992219665
ACH-000302,0.006663035273324522
ACH-000304,0.3813910683332185
ACH-000307,-0.0631048949153866
ACH-000308,0.009093200489109431
ACH-000310,0.14926503858741644
ACH-000311,0.078842809116984
ACH-000312,-0.12236422741047227
ACH-000315,0.18460798419677948
ACH-000316,-0.1907387567189903
ACH-000317,0.07678243805825084
ACH-000318,0.11935013514570746
ACH-000319,0.09930561638046377
ACH-000320,-0.05933252770938038
ACH-000322,0.11084029632832153
ACH-000323,0.04760683016607687
ACH-000324,0.049576716982810125
ACH-000329,-0.02373876114320161
ACH-000330,0.1429811768991176
ACH-000331,-0.04581841264673568
ACH-000332,-0.08499589417117577
ACH-000334,-0.07394668014934233
ACH-000335,0.111224852632614
ACH-000336,-0.03441195187977356
ACH-000337,-0.19907311191218247
ACH-000338,0.047163617067034716
ACH-000339,-0.023879452144641548
ACH-000341,-0.020122218588232387
ACH-000348,-0.0171079237493082
ACH-000350,-0.008825047324255061
ACH-000352,0.04853596236517927
ACH-000356,0.16231859475709162
ACH-000361,0.13524869763763198
ACH-000362,0.06936207516979535
ACH-000363,-0.008072093095736992
ACH-000364,0.09484624006417856
ACH-000365,0.06856154987034198
ACH-000366,-0.06296982427271068
ACH-000368,0.0303690118793305
ACH-000374,0.05971762352992568
ACH-000375,-0.0019098652420412657
ACH-000376,0.06759634767775648
ACH-000381,0.09319431294906673
ACH-000383,-0.06639419348778948
ACH-000387,0.11522234337037343
ACH-000389,-0.0962626726715934
ACH-000390,-0.0735942530685011
ACH-000393,-0.11356531727970033
ACH-000395,0.09587386406460104
ACH-000396,0.1621912989124178
ACH-000397,0.07811662625353487
ACH-000401,-0.10013353779066818
ACH-000402,0.08153826099476713
ACH-000403,-0.03493509437355632
ACH-000404,-0.14781730735550214
ACH-000406,0.007047415219498616
ACH-000407,0.09567052226492416
ACH-000408,-0.14017744844483196
ACH-000410,0.08017070100356961
