,CTAGE1 (64693)
ACH-000004,-0.05870591981475404
ACH-000005,-0.3067896563206283
ACH-000007,-0.33007803254172585
ACH-000009,-0.19865943619133755
ACH-000011,-0.14311707201481194
ACH-000012,0.03873134909086631
ACH-000013,-0.191945489943084
ACH-000014,-0.08402523396505394
ACH-000015,-0.14345586844153946
ACH-000017,-0.03681324116159742
ACH-000018,-0.34208113423803904
ACH-000019,-0.12207034381048705
ACH-000021,-0.2628005766923415
ACH-000022,-0.13062755178568505
ACH-000025,-0.18230783177918267
ACH-000028,-0.1117176405723354
ACH-000030,-0.16252604468056756
ACH-000035,-0.0374561954894019
ACH-000036,-0.3071986968900605
ACH-000037,-0.09860553234903087
ACH-000039,-0.11371735049996927
ACH-000040,-0.5694062952306205
ACH-000041,-0.0165967259135576
ACH-000042,-0.22954588635587755
ACH-000045,-0.1401357704831693
ACH-000047,-0.10173236660301717
ACH-000052,-0.3698140480933975
ACH-000053,-0.0330859700380685
ACH-000054,-0.2509690046018209
ACH-000055,-0.040808616710843064
ACH-000060,0.05990897783134061
ACH-000067,-0.7067244428243196
ACH-000070,0.0495112639601256
ACH-000075,-0.4015442701158396
ACH-000078,-0.2387948753866928
ACH-000082,-0.0762439671052869
ACH-000085,-0.0901002267390072
ACH-000086,-0.07410311887142808
ACH-000087,0.09083667505858173
ACH-000092,-0.16202911962411162
ACH-000095,-0.3597615327742198
ACH-000097,-0.16853658800369029
ACH-000098,-0.2263242975331991
ACH-000099,-0.27465011308855525
ACH-000108,-0.2449375816364505
ACH-000113,-0.21365424909708824
ACH-000116,-0.1835058599103804
ACH-000118,-0.10284512914624423
ACH-000120,-0.16850581703112152
ACH-000123,-0.17588280006862322
ACH-000127,-0.12369659693570205
ACH-000128,-0.13673295669881938
ACH-000132,-0.464727730083637
ACH-000133,-0.2620593196337623
ACH-000137,-0.2918828336542891
ACH-000138,-0.12547178723132302
ACH-000142,-0.1891560515465332
ACH-000143,-0.2292613530516945
ACH-000146,-0.13783253530483164
ACH-000148,-0.10264855946292732
ACH-000150,-0.1566094716662987
ACH-000152,-0.1906814031850336
ACH-000153,-0.03084136980231344
ACH-000159,-0.13959183947157153
ACH-000160,-0.1979586091258879
ACH-000163,-0.14343691110225865
ACH-000167,-0.6110948485112512
ACH-000168,-0.2381358510978578
ACH-000169,-0.1281465454976058
ACH-000178,-0.18113506316507005
ACH-000183,-0.04292694132013087
ACH-000188,-0.051635536569210834
ACH-000189,0.07075712265560932
ACH-000190,-0.027885596702840704
ACH-000198,-0.15727843245197726
ACH-000203,-0.14989280629324425
ACH-000204,-0.2207485560112557
ACH-000206,-0.37992273380469693
ACH-000207,-0.12043683576964576
ACH-000208,-0.3775532276184402
ACH-000210,-0.10044753680919392
ACH-000211,-0.19500553522543435
ACH-000215,-0.2119929204396944
ACH-000221,-0.04465763052670255
ACH-000222,-0.1914553114494402
ACH-000223,-0.3098400480203731
ACH-000226,-0.2634036769799664
ACH-000227,-0.30909821182942043
ACH-000228,-0.14361928083075873
ACH-000231,-0.04383154553618633
ACH-000232,-0.24050397264348636
ACH-000233,-0.2971702598925979
ACH-000234,-0.3890398163506327
ACH-000235,0.04185969304617755
ACH-000237,-0.1450339196790531
ACH-000238,-0.4061562465076286
ACH-000242,-0.568097962877281
ACH-000243,-0.0812686929177055
ACH-000244,-0.4091536007539511
ACH-000246,-0.20076393927562405
ACH-000248,-0.02958419843146912
ACH-000250,-0.2704188162273462
ACH-000251,-0.2505569019086189
ACH-000252,-0.2761416216573622
ACH-000253,-0.3837311566494589
ACH-000255,-0.1447048147530471
ACH-000256,-0.18286728789393664
ACH-000257,-0.28002006841595195
ACH-000258,0.06932509091897153
ACH-000259,-0.16006168318525946
ACH-000260,0.01623137503164768
ACH-000261,-0.12420172002846032
ACH-000262,-0.2679760170754826
ACH-000263,-0.10301812892596107
ACH-000264,-0.3975814182622128
ACH-000265,-0.17830885759503332
ACH-000266,-0.19944887313660944
ACH-000272,-0.2790704469316859
ACH-000274,-0.4271123088263252
ACH-000277,-0.2149996327295718
ACH-000278,-0.21542313129673105
ACH-000279,-0.26920447758068644
ACH-000280,-0.2516351050161668
ACH-000281,-0.23633513661597466
ACH-000288,-0.1281271016226888
ACH-000291,-0.18988316904732294
ACH-000293,-0.10156563091936896
ACH-000294,0.0215536836710802
ACH-000295,-0.06236160842793927
ACH-000296,-0.10415995599089778
ACH-000302,-0.07306778287839001
ACH-000304,0.07011691175316698
ACH-000307,-0.19667209616945516
ACH-000308,-0.1748469899857797
ACH-000310,-0.3686711624860872
ACH-000311,-0.16061968274676336
ACH-000312,-0.17929026551352853
ACH-000315,-0.11193168059411243
ACH-000316,-0.12170445560083755
ACH-000317,-0.2011731473935157
ACH-000318,0.06249693354935515
ACH-000319,-0.020815185658643345
ACH-000320,-0.14751894220266676
ACH-000322,-0.29802449703129985
ACH-000323,-0.40379473859814907
ACH-000324,-0.19397477836514992
ACH-000329,-0.3496865298773532
ACH-000330,-0.11309740713491084
ACH-000331,-0.14909567318136888
ACH-000332,-0.21991151322958696
ACH-000334,-0.04431895353925642
ACH-000335,0.00021588715341023414
ACH-000336,-0.2087898918515657
ACH-000337,0.02824658942737145
ACH-000338,-0.2698243334959118
ACH-000339,-0.0838734567766137
ACH-000341,-0.2706817584009921
ACH-000348,-0.1011302648927252
ACH-000350,-0.217419972405673
ACH-000352,-0.15223563351877467
