,GKAP1 (80318)
ACH-000004,0.05838328019825367
ACH-000005,0.06692697178564369
ACH-000007,0.2467863666029057
ACH-000009,0.0711913729388241
ACH-000011,0.10496950580405494
ACH-000012,0.14829557818167755
ACH-000013,0.02398150554033611
ACH-000014,0.029368452492513613
ACH-000015,0.04290963365882725
ACH-000017,0.1384293595357575
ACH-000018,0.16777560299571811
ACH-000019,-0.02056740269104339
ACH-000021,-0.026305041991138783
ACH-000022,-0.10596660360378037
ACH-000025,0.14293380525772442
ACH-000028,0.1812230232100908
ACH-000030,0.061820913960189974
ACH-000035,-0.04794343974951402
ACH-000036,0.17904860374216025
ACH-000037,-0.1182129936854411
ACH-000039,0.021180705021259974
ACH-000040,0.15856196998701394
ACH-000041,-0.07693410473639954
ACH-000042,0.04907152889500432
ACH-000045,0.04639227127300447
ACH-000047,0.015559605281245194
ACH-000052,0.13798389481777273
ACH-000053,0.07971233360997453
ACH-000054,0.12900015437428097
ACH-000055,0.03467340909008168
ACH-000060,0.16057767935954587
ACH-000067,0.17756534352248673
ACH-000070,0.2487575760434788
ACH-000075,0.059250230508017726
ACH-000078,-0.05942320961344499
ACH-000082,0.16219719160725513
ACH-000085,0.2208503476712224
ACH-000086,0.05232483373185883
ACH-000087,-0.2257262059708079
ACH-000092,0.03144975336075917
ACH-000095,0.018378648671860117
ACH-000097,-0.003196863014863668
ACH-000098,0.1758495888075402
ACH-000099,0.06974871091137813
ACH-000108,-0.006795060347016017
ACH-000113,0.1944181724105304
ACH-000116,0.02901578661475232
ACH-000118,0.0727317685837163
ACH-000120,0.25998574438331346
ACH-000123,0.0773983791830158
ACH-000127,0.044204689558073516
ACH-000128,0.10938098518447002
ACH-000132,0.10980382564776167
ACH-000133,0.07387974561229063
ACH-000137,0.06090350771643443
ACH-000138,0.11681816316339468
ACH-000142,0.1161388729970345
ACH-000143,0.031068538661304525
ACH-000146,0.008169532383170476
ACH-000148,0.07378998269417987
ACH-000150,0.09526292582920616
ACH-000152,-0.007777057048117819
ACH-000153,0.3131790401695061
ACH-000159,0.1065469425002086
ACH-000160,0.12130826792551927
ACH-000163,-0.12663487862757694
ACH-000167,0.059620392739919974
ACH-000168,0.25950030882067143
ACH-000169,0.004925492423489996
ACH-000178,0.0770284679461686
ACH-000183,-0.08612866183238299
ACH-000188,0.04099242290260224
ACH-000189,0.040742056262068914
ACH-000190,-0.1801460572019981
ACH-000198,0.06337661286169102
ACH-000203,-0.07786715196052964
ACH-000204,0.2904652371308153
ACH-000206,-0.12675040900689494
ACH-000207,0.12854166704591075
ACH-000208,0.19864939565069964
ACH-000210,-0.19566276437642174
ACH-000211,0.12099937299833853
ACH-000215,0.07110836914960947
ACH-000221,0.1350060472133671
ACH-000222,-0.056122539295145504
ACH-000223,0.003367159631210641
ACH-000226,0.07891959729151543
ACH-000227,-0.06365485285406036
ACH-000228,0.08856520666278847
ACH-000231,0.1424282119791001
ACH-000232,0.13250989507462854
ACH-000233,0.07402171880832918
ACH-000234,0.09934953088532768
ACH-000235,-0.02500765989158051
ACH-000237,-0.0032819943797593077
ACH-000238,-0.011654620937822522
ACH-000242,0.12118834161505745
ACH-000243,0.13286819514386847
ACH-000244,-0.07545618164345491
ACH-000246,0.014411361852653275
ACH-000248,0.3484653092955314
ACH-000250,0.0014738798415263404
ACH-000251,0.3617484635440179
ACH-000252,-0.08914294633461632
ACH-000253,-0.015768158146517282
ACH-000255,0.1108286461035952
ACH-000256,0.05755169473941545
ACH-000257,-0.07937599726498855
ACH-000258,-0.02245698286516213
ACH-000259,-0.014073153567221178
ACH-000260,0.08695130276994405
ACH-000261,0.05592725519772574
ACH-000262,0.008381055117041741
ACH-000263,0.05415787090068362
