,FIG4 (9896)
ACH-000004,-0.15819382465514567
ACH-000005,-0.0711756800315505
ACH-000007,-0.3496693311779395
ACH-000009,-0.08378454545428506
ACH-000011,-0.29286431377467304
ACH-000012,-0.02457825340437082
ACH-000013,-0.1626183990237484
ACH-000014,-0.17525857658656527
ACH-000015,-0.07252935409656734
ACH-000017,-0.2782293417466176
ACH-000018,-0.061753088688189635
ACH-000019,0.04438700985321903
ACH-000021,-0.35303590989422823
ACH-000022,-0.21890664534125484
ACH-000025,-0.17016377121618284
ACH-000028,-0.017034778230801184
ACH-000030,-0.13468442294955588
ACH-000035,-0.15745183635869145
ACH-000036,-0.13463727571308026
ACH-000037,0.01582298291104173
ACH-000039,-0.17170588897940275
ACH-000040,-0.19032726444362832
ACH-000041,-0.12514128648967165
ACH-000042,-0.17056587514975194
ACH-000045,4.378590777574653e-05
ACH-000047,-0.3109527370418928
ACH-000052,-0.10496784817304876
ACH-000053,-0.07490566223275136
ACH-000054,-0.25703481868495714
ACH-000055,-0.06722418491429957
ACH-000060,-0.17015457072013326
ACH-000067,-0.25884639131201004
ACH-000070,-0.30144588825867674
ACH-000075,-0.22178338760477773
ACH-000078,-0.1067473623576863
ACH-000082,-0.12336926877220315
ACH-000085,-0.5291450553872455
ACH-000086,-0.13778310247858316
ACH-000087,-0.2366039581649793
ACH-000092,-0.19071458951481912
ACH-000095,-0.11791347505665292
ACH-000097,-0.03430202688190705
ACH-000098,-0.08387033363455128
ACH-000099,-0.279456259981658
ACH-000108,-0.24732021710926386
ACH-000113,-0.12005507575069063
ACH-000116,-0.3407093491091776
ACH-000118,-0.15344721167079384
ACH-000120,-0.17206541462455882
ACH-000123,-0.1589066239854125
ACH-000127,-0.11117331874242192
ACH-000128,-0.12817319784818335
ACH-000132,-0.21803516415590954
ACH-000133,-0.04355180582895903
ACH-000137,-0.12377192038115985
ACH-000138,-0.5157579566709694
ACH-000142,-0.2791641406470396
ACH-000143,-0.24789004764090986
ACH-000146,-0.12316191804903172
ACH-000148,-0.1261553858435013
ACH-000150,-0.10839370102227376
ACH-000152,-0.050516547950194314
ACH-000153,-0.21626547530740192
ACH-000159,-0.220865617715688
ACH-000160,-0.3352075783927547
ACH-000163,-0.00919638482801367
ACH-000167,-0.07611621625834601
ACH-000168,0.047815682357928484
ACH-000169,-0.29707958126176753
ACH-000178,-0.2024703413243862
ACH-000183,-0.28168955385171124
ACH-000188,-0.5143017311283761
ACH-000189,-0.14136740261754974
ACH-000190,-0.12139579897165954
ACH-000198,-0.07414867450671876
ACH-000203,-0.008010688081227782
ACH-000204,-0.16433079530425246
ACH-000206,-0.07034275270600268
ACH-000207,0.0533184225767965
ACH-000208,-0.3970971912407764
ACH-000210,-0.11055444072937252
ACH-000211,-0.28992057574830193
ACH-000215,-0.07846377100720069
ACH-000221,-0.20789843442033998
ACH-000222,-0.05592122472933135
ACH-000223,-0.1258805240731741
ACH-000226,0.014393942157339912
ACH-000227,-0.19071785643703326
ACH-000228,-0.07252848498363856
ACH-000231,-0.11117821057692172
ACH-000232,-0.03481038640719487
ACH-000233,-0.2421421725283341
ACH-000234,-0.13063787640447774
ACH-000235,-0.07253629325308561
ACH-000237,-0.15111032973059108
ACH-000238,-0.23258840550927695
ACH-000242,-0.3142737755207271
ACH-000243,0.15565949478700247
ACH-000244,-0.06884843669230963
ACH-000246,-0.32052133585208675
ACH-000248,-0.3648998810136737
ACH-000250,-0.5421279201535085
ACH-000251,-0.2212199922959437
ACH-000252,-0.2784315607016176
ACH-000253,-0.22366725561480968
ACH-000255,-0.022678465633828526
ACH-000256,-0.2470592932811324
ACH-000257,-0.28148551942828154
ACH-000258,-0.1362944691588167
ACH-000259,-0.07438035373924938
ACH-000260,-0.08404190844342486
ACH-000261,-0.19464337608121784
ACH-000262,-0.10087505642700936
ACH-000263,-0.15659468491980955
ACH-000264,-0.1216147386084165
ACH-000265,-0.1512896310822867
ACH-000266,-0.1719428056169416
ACH-000272,-0.2387309492379371
ACH-000274,-0.2036496705248705
ACH-000277,-0.1539763373694689
ACH-000278,-0.12697995020086508
ACH-000279,-0.18860512361651946
ACH-000280,-0.3171228800393425
ACH-000281,0.0543467664638038
ACH-000288,-0.04980881364398231
ACH-000291,-0.06397195658014071
ACH-000293,-0.20287096049713815
ACH-000294,-0.2899096336032749
ACH-000295,-0.3710370974611109
ACH-000296,-0.12598782819746154
ACH-000302,-0.180965407360106
ACH-000304,-0.16789862569431746
ACH-000307,-0.21638724756010413
ACH-000308,-0.16375798407553147
ACH-000310,-0.1563682114085891
ACH-000311,-0.25775120496232623
ACH-000312,-0.08606534194913819
ACH-000315,-0.11827654392862325
ACH-000316,-0.12963630777855015
ACH-000317,-0.25075308609853336
ACH-000318,-0.00896687137890088
ACH-000319,-0.0744584719757899
ACH-000320,-0.1565592822819591
ACH-000322,-0.18042660560032167
ACH-000323,0.06583013001179036
ACH-000324,-0.209313224266216
ACH-000329,-0.08534662898237805
ACH-000330,-0.037390075319273484
ACH-000331,-0.06166783027286408
ACH-000332,0.002137411545809584
ACH-000334,-0.22161544864732816
ACH-000335,-0.05900423055336751
ACH-000336,-0.0937747439642906
ACH-000337,-0.06064869926746104
ACH-000338,-0.2594153435287653
ACH-000339,-0.31563869409628026
ACH-000341,-0.10457854270477182
ACH-000348,-0.15375143277889902
ACH-000350,-0.32954885162515124
ACH-000352,-0.17579623378218567
ACH-000356,-0.11983202906071228
ACH-000361,-0.1790003283539095
ACH-000362,-0.035263661950788366
ACH-000363,-0.060696798978183884
ACH-000364,-0.046697790863741324
ACH-000365,-0.38797010520801656
ACH-000366,-0.14777599726766394
ACH-000368,-0.1871053007551252
ACH-000374,-0.11526327115167966
ACH-000375,-0.1205750088926432
ACH-000376,-0.1354542331993735
ACH-000381,-0.048164695196702495
ACH-000383,-0.1630393255278909
ACH-000387,-0.16989639595099248
ACH-000389,-0.40935346226884345
ACH-000390,-0.1565279918815028
ACH-000393,-0.16694982617935178
ACH-000395,-0.09036271681447976
ACH-000396,-0.1572709338754811
ACH-000397,-0.3209430848559223
ACH-000401,-0.10031979603873732
ACH-000402,0.0005337012334188403
ACH-000403,-0.2319477680062271
ACH-000404,-0.2779011813889956
ACH-000406,-0.07766357300208322
ACH-000407,-0.19811971837902934
ACH-000408,0.008765934791257403
ACH-000410,-0.12672574536334455
ACH-000411,-0.07799239254484247
ACH-000414,-0.3580095526257412
ACH-000415,-0.25825177313213216
ACH-000416,-0.09186940568872316
ACH-000420,-0.2637591332048053
ACH-000421,-0.2090067024866393
ACH-000424,-0.02684613875215727
ACH-000425,-0.0854413320005401
ACH-000426,-0.19190493810381767
ACH-000427,-0.0951083579546695
ACH-000433,-0.003469124519549818
ACH-000435,-0.20802514453857734
ACH-000436,0.026637226238863575
ACH-000444,-0.07286172663849137
ACH-000445,-0.03195171807576495
ACH-000448,-0.03930929276367956
ACH-000450,0.02466751751642209
ACH-000452,-0.1244742306798068
ACH-000454,-0.3862629420969281
ACH-000458,-0.21737622981247368
ACH-000459,-0.15614775012610774
ACH-000460,-0.2462631723177946
ACH-000461,-0.27127490591934794
ACH-000463,-0.07575378731901393
ACH-000464,-0.012119241869833632
ACH-000466,-0.17750552062773078
ACH-000467,-0.0516666735515303
ACH-000468,-0.3020466189223085
ACH-000469,-0.15395009626734713
ACH-000470,-0.4843661863778458
ACH-000471,-0.10234938752078042
ACH-000472,-0.16274985664503358
ACH-000473,-0.4582850746784034
ACH-000475,-0.0830737286641946
ACH-000476,-0.6042617218036533
ACH-000477,-0.23835477807393066
ACH-000479,-0.3724156702415573
ACH-000480,-0.07050036916449239
ACH-000481,-0.08611300698230291
ACH-000483,-0.14560031538129264
ACH-000484,-0.26792814834862066
ACH-000485,-0.06508538211748753
ACH-000486,-0.08028924631370643
ACH-000487,-0.17554393865486395
ACH-000488,-0.05309186107904762
ACH-000490,-0.3069913877526652
ACH-000491,-0.1394078378915916
ACH-000495,-0.5504855346493673
ACH-000496,-0.04853683634913748
ACH-000499,-0.16956048715861005
ACH-000500,-0.018297578200366437
ACH-000502,-0.21039724848127253
ACH-000503,-0.18171255153756274
ACH-000505,-0.28149858981941417
ACH-000507,-0.2199727163882404
ACH-000510,-0.05938193894343392
ACH-000511,-0.06589411435400615
ACH-000512,-0.09833196592422476
ACH-000516,-0.08031248668161271
ACH-000517,-0.1253388998012414
ACH-000518,-0.2060441235276219
ACH-000520,-0.1444840595455645
ACH-000521,-0.1955509944096536
ACH-000522,-0.012511632147608354
ACH-000524,-0.4982374097367912
ACH-000527,-0.17378103214154256
ACH-000528,-0.2631915029141357
ACH-000537,-0.22372904948196826
ACH-000541,0.017878666808357417
ACH-000542,-0.15445092323794324
ACH-000544,-0.5036163299855387
ACH-000545,-0.10998638520402312
ACH-000547,-0.09897968232295412
ACH-000548,-0.4675923359639669
ACH-000549,-0.2268394906630641
ACH-000550,-0.1775850534913306
ACH-000552,-0.3335308856766937
ACH-000556,-0.10102180212719446
ACH-000557,0.0463434216951283
