,PRKD2 (25865)
ACH-000004,-0.1905898939593056
ACH-000005,0.2658077387946379
ACH-000007,-0.3071988519533922
ACH-000009,-0.13765801949923442
ACH-000011,0.012074939944821115
ACH-000012,-0.06443558915981677
ACH-000013,-0.1589587733628917
ACH-000014,-0.1108334541200312
ACH-000015,-0.07278944689460387
ACH-000017,0.007909606117890116
ACH-000018,0.03258031986784754
ACH-000019,-0.07001861664920607
ACH-000021,-0.09738711773367413
ACH-000022,0.030076288270931943
ACH-000025,-0.028809102142795636
ACH-000028,-0.01651185700284674
ACH-000030,-0.1394413853194635
ACH-000035,-0.06365247802869113
ACH-000036,0.022902801139401848
ACH-000037,0.048279587810248124
ACH-000039,0.06604697059668636
ACH-000040,0.008158823840537002
ACH-000041,-0.03291560094367217
ACH-000042,-0.01543540728589217
ACH-000045,0.06386372632202122
ACH-000047,-0.26802847446112804
ACH-000052,0.04571662822032586
ACH-000053,-0.13394033501081706
ACH-000054,0.0853530481515943
ACH-000055,-0.15166386287638925
ACH-000060,0.1116583667881356
ACH-000067,0.05030600174961115
ACH-000070,0.03785096158755826
ACH-000075,-0.26873986910761544
ACH-000078,-0.2306930295971361
ACH-000082,0.0001005797046296729
ACH-000085,-0.11253645657750468
ACH-000086,-0.2112611452465008
ACH-000087,-0.17771618200523354
ACH-000092,-0.10855412285835864
ACH-000095,-0.0639223432497991
ACH-000097,-0.14294988167902772
ACH-000098,-0.06182330728572465
ACH-000099,-0.08338536060745877
ACH-000108,0.0026807659454519393
ACH-000113,-0.2261409238499759
ACH-000116,-0.034823307811956666
ACH-000118,0.024258632207993253
ACH-000120,-0.1755019445595293
ACH-000123,-0.11058508442555988
ACH-000127,-0.06716733957813224
ACH-000128,-0.07117173171175847
ACH-000132,0.009625022582085358
ACH-000133,0.013158929071001408
ACH-000137,-0.14411132301712332
ACH-000138,-0.17615388703462978
ACH-000142,-0.08086309091431124
ACH-000143,-0.1099463216656562
ACH-000146,0.038411614072232335
ACH-000148,-0.048007308907540576
ACH-000150,-0.1926150648913313
ACH-000152,-0.1593466034784333
ACH-000153,0.12665406378360985
ACH-000159,-0.08291125740470723
ACH-000160,0.15046134245267195
ACH-000163,-0.009700040803680329
ACH-000167,0.8242343014120543
ACH-000168,-0.037145700564833316
ACH-000169,0.1071958768126874
ACH-000178,-0.02757932811370897
ACH-000183,-0.045028535062144916
ACH-000188,-0.09841665734111328
ACH-000189,0.26368786299115776
ACH-000190,0.18807600782173872
ACH-000198,-0.04792041410008313
ACH-000203,-0.007011277103423736
ACH-000204,0.16677970481270066
ACH-000206,-0.09870890286351146
ACH-000207,-0.1016879503915139
ACH-000208,-0.0995874119584537
ACH-000210,-0.048383530947179884
ACH-000211,0.013926966991003972
ACH-000215,-0.016464030927922816
ACH-000221,-0.12513284663679394
ACH-000222,-0.196801309631838
ACH-000223,-0.01562540791029791
ACH-000226,-0.13174260013913774
ACH-000227,-0.03509896347246291
ACH-000228,-0.028150629595855
ACH-000231,-0.0811817614017315
ACH-000232,0.07816949637382438
ACH-000233,-0.13333393534168372
ACH-000234,-0.13679033295686746
ACH-000235,-0.029565900920416294
ACH-000237,-0.0442253128647192
ACH-000238,0.12323038256908354
ACH-000242,-0.7992233010674653
ACH-000243,0.033938939372351234
ACH-000244,-0.0874515617607135
ACH-000246,-0.035273890416447615
ACH-000248,-0.06717146161361545
ACH-000250,-0.048381039611780204
ACH-000251,-0.4906131674309349
ACH-000252,-0.07597565034185473
ACH-000253,-0.1444636932916143
ACH-000255,-0.09209691998856263
ACH-000256,-0.016617332042721332
ACH-000257,-0.2710168037947033
ACH-000258,-0.03971726256131258
ACH-000259,-0.043661390619432465
ACH-000260,-0.17463847119436868
ACH-000261,0.006750564519878728
ACH-000262,-0.15472819883300398
ACH-000263,-0.11229013217138424
ACH-000264,0.016161141209786328
ACH-000265,-0.13403876957465374
ACH-000266,-0.03494472419557457
ACH-000272,-0.05685513238107299
ACH-000274,0.015709120831737162
ACH-000277,-0.06109439777334391
ACH-000278,-0.2500444218539823
ACH-000279,-0.0141540386712106
ACH-000280,-0.09494989192225732
ACH-000281,-0.007266398936321069
ACH-000288,-0.0072178506635868465
ACH-000291,0.0056298438509425
ACH-000293,-0.03441335637972996
ACH-000294,-0.3646763710906251
ACH-000295,-0.0059263289321534645
ACH-000296,-0.22814756761239044
ACH-000302,-0.1903660553238953
ACH-000304,-0.35360756818753514
ACH-000307,0.10588367128240896
