,KARS (3735)
ACH-000263,-1.4327853663661043
ACH-000264,-1.3678103031565696
ACH-000265,-1.1642705672793856
ACH-000266,-1.2754819589550708
ACH-000272,-1.073667275252188
ACH-000274,-1.3096811078125938
ACH-000277,-1.2564896538288788
ACH-000278,-1.2432205866659969
ACH-000279,-1.411391682315832
ACH-000280,-1.1488722625630787
ACH-000281,-1.3721624519094262
ACH-000288,-1.2690459350861398
ACH-000291,-1.2479833863697922
ACH-000293,-1.2458558048909083
ACH-000294,-1.2808137508270707
ACH-000295,-1.3033460405737043
ACH-000296,-1.232244375095631
ACH-000302,-1.208319488564234
ACH-000304,-1.2463145032670746
ACH-000307,-1.2254498693577291
ACH-000308,-1.3695122535799906
ACH-000310,-1.5481581608748782
ACH-000311,-1.1172784562089433
ACH-000312,-1.2020826323159122
ACH-000315,-1.1459427930052717
ACH-000316,-1.1103850959194763
ACH-000317,-1.2393540387889397
ACH-000318,-1.1676966107261808
ACH-000319,-1.3535327511120885
ACH-000320,-1.2912378887932348
ACH-000322,-1.3909548235814602
ACH-000323,-1.336231281814278
ACH-000324,-1.2194155262755937
ACH-000329,-0.9927939726689006
ACH-000330,-1.5742663746119805
ACH-000331,-1.2293634270233231
ACH-000332,-1.2318484629716828
ACH-000334,-1.2106229299877724
ACH-000335,-0.9880192304221276
ACH-000336,-1.1549319743850788
ACH-000337,-1.2418585489976846
ACH-000338,-0.9660263139726992
ACH-000339,-1.0572616923018363
ACH-000341,-1.1349553856858712
ACH-000348,-1.2032398501667259
ACH-000350,-1.2180334312121532
ACH-000352,-1.2049669132714609
ACH-000356,-1.166754592304512
ACH-000361,-0.8400640690131997
ACH-000362,-1.141545483760968
ACH-000363,-1.2876872155984993
ACH-000364,-1.1064242422512052
ACH-000365,-1.2807750694422784
ACH-000366,-1.1514285590677975
ACH-000368,-1.23472266069856
ACH-000374,-1.3443381345495056
ACH-000375,-1.4319219778973151
ACH-000376,-1.22654580036713
ACH-000381,-1.2786208519617128
ACH-000383,-1.2945666342264972
ACH-000387,-1.1760852868800376
ACH-000389,-1.4304852022152637
ACH-000390,-1.099850040437021
ACH-000393,-1.1506305137040895
ACH-000395,-1.2323602832633926
ACH-000396,-1.4192309438811452
ACH-000397,-1.4786158769448976
ACH-000401,-1.3340677316189626
ACH-000402,-1.398265832608383
ACH-000403,-1.249739156324365
ACH-000404,-1.2871568245842937
ACH-000406,-1.3307283309082192
ACH-000407,-1.29214413513175
ACH-000408,-1.037072041300104
ACH-000410,-1.1344769509999226
ACH-000411,-1.1236914119434749
ACH-000414,-1.1456705389712891
ACH-000415,-1.2666406079381842
ACH-000416,-1.1318724183574629
ACH-000420,-1.2580505991273176
ACH-000421,-1.2592850875406785
ACH-000424,-1.290901850297643
ACH-000425,-1.2946495935985254
ACH-000426,-1.3580963124757814
ACH-000427,-1.3431611385622408
ACH-000433,-1.1521283393845472
ACH-000435,-1.232154429766747
ACH-000436,-1.2766290552587762
ACH-000444,-1.3955606553250317
ACH-000445,-1.0343150554691565
ACH-000448,-1.106736328049413
ACH-000450,-0.8130788027158394
ACH-000452,-1.2460658775780964
ACH-000454,-0.9198012335006076
ACH-000458,-1.1422906152881345
ACH-000459,-1.0528896411779105
ACH-000460,-1.100304937601448
ACH-000461,-1.1929764288262263
ACH-000463,-1.238046685912259
ACH-000464,-1.171413871631529
ACH-000466,-1.140503292238729
ACH-000467,-1.1664960089683427
ACH-000468,-1.2660462342330292
ACH-000469,-1.1909652793113774
ACH-000470,-1.2797010434833171
ACH-000471,-1.4140218923533696
ACH-000472,-1.216645766752806
ACH-000473,-1.1812667322303008
ACH-000475,-1.2951228309140037
ACH-000476,-1.2369585996525323
ACH-000477,-0.9691591310167776
ACH-000479,-1.0658699976408137
ACH-000480,-1.00022937690134
ACH-000481,-1.342842674047014
ACH-000483,-1.3542763263892958
ACH-000484,-1.0460308370505094
ACH-000485,-1.1141246029749552
ACH-000486,-1.0676608734144375
ACH-000487,-1.220223815723097
ACH-000488,-1.1700332313783546
ACH-000490,-1.3108721409748108
ACH-000491,-1.1253468221989649
ACH-000495,-1.2405549461346954
ACH-000496,-1.1617195270012377
ACH-000499,-1.2937673586270544
ACH-000500,-1.7166455148523423
ACH-000502,-1.1563102958193812
ACH-000503,-1.115490134558048
ACH-000505,-1.1798853150464161
ACH-000507,-1.2239034199854413
ACH-000510,-1.2752790608285671
ACH-000511,-1.1682360841915054
ACH-000512,-0.9546751308656556
ACH-000516,-1.2053724033013835
ACH-000517,-1.3987005486628656
ACH-000518,-1.2908385592516864
ACH-000520,-1.0578379209520008
ACH-000521,-1.0964661622044465
ACH-000522,-1.1832878162390064
ACH-000524,-1.3159460825591789
ACH-000527,-1.1723089274700045
ACH-000528,-1.281483875777511
ACH-000537,-1.426441805619936
ACH-000541,-0.9941264708988036
ACH-000542,-1.2605711873092142
ACH-000544,-1.208519579699858
ACH-000545,-1.159741072712289
ACH-000547,-1.096994796721773
ACH-000548,-1.1664780349772372
ACH-000549,-1.1549579703440809
ACH-000550,-1.1389647039704258
ACH-000552,-1.2751321711426171
ACH-000556,-0.9302583397131864
ACH-000557,-1.3547287536705366
ACH-000569,-1.5116287469592316
ACH-000570,-1.2618006822298873
ACH-000571,-1.0355827000185736
ACH-000573,-1.3382971706066364
ACH-000576,-1.3246467353363025
ACH-000579,-1.4522166271874857
ACH-000580,-1.3980362119130294
ACH-000584,-1.0561922992579302
ACH-000585,-1.243063775561497
ACH-000588,-0.991511437903724
ACH-000589,-0.988488718763662
ACH-000591,-1.1091688354342657
ACH-000593,-1.2203996211742858
ACH-000600,-1.2029677158741656
ACH-000601,-1.1694774680075402
ACH-000605,-1.4255900085347888
ACH-000606,-1.0683851775278328
ACH-000608,-1.1205225888757346
ACH-000614,-1.1457346562037392
ACH-000616,-1.066833867785055
ACH-000618,-1.1011883689009752
ACH-000619,-1.155162756642319
ACH-000620,-1.2391733577496449
ACH-000621,-1.353649025407761
ACH-000622,-1.3433884697822744
ACH-000623,-1.382485393026815
ACH-000624,-1.1599333677263868
ACH-000627,-1.2439359722880454
ACH-000630,-1.2788086959263143
ACH-000631,-0.8848551597547807
ACH-000632,-1.3845286385519344
ACH-000633,-0.9985491427168391
ACH-000637,-1.1847424298151978
ACH-000638,-1.1480306224919383
ACH-000646,-1.4648227562081149
ACH-000647,-1.1922474287453262
ACH-000648,-1.0504055885372727
ACH-000649,-1.193152117680219
ACH-000651,-1.0461864125311444
ACH-000652,-1.2534438803237629
ACH-000653,-1.256197295355515
ACH-000657,-1.215752978576199
ACH-000658,-1.2137164793511763
ACH-000661,-1.0756213245796782
ACH-000662,-1.3206051878089389
ACH-000663,-1.2746192138764336
ACH-000665,-1.1731882141927132
ACH-000671,-1.161411994165975
ACH-000672,-1.1024906159963586
ACH-000673,-1.1038372087812824
ACH-000676,-1.220448765587668
ACH-000677,-1.3773409184304142
ACH-000681,-1.2223185914015844
ACH-000683,-1.2965354798590314
ACH-000684,-1.3649243625760854
ACH-000688,-1.6978044096979648
ACH-000693,-1.2631481379535912
ACH-000694,-1.223504760399008
ACH-000695,-1.3436999838104435
ACH-000696,-1.285339222947831
ACH-000697,-1.2341423735409445
ACH-000699,-1.2793523197359424
ACH-000701,-1.1434044676874255
ACH-000706,-1.1109983126444662
ACH-000711,-1.2223725049655365
ACH-000713,-1.272129318805483
ACH-000714,-1.1082872495041924
ACH-000718,-1.2370233488200832
ACH-000720,-1.1430458286402212
ACH-000721,-1.123745941010055
ACH-000724,-1.3076497465816963
ACH-000725,-1.3058368640415268
ACH-000732,-1.1055434681541378
ACH-000734,-1.2625875165721827
ACH-000735,-1.1691959456038503
ACH-000736,-1.1088700443925237
ACH-000738,-1.3100930213721604
ACH-000746,-1.4163923540609489
ACH-000747,-1.2072470081565507
ACH-000748,-1.3251077616738054
ACH-000753,-1.2166219887819236
ACH-000756,-1.2289551320513574
ACH-000757,-1.3341507524398737
ACH-000758,-1.3039008521481317
ACH-000760,-1.2529660933525366
ACH-000762,-1.1874591253619582
ACH-000763,-1.2820152561908875
ACH-000764,-1.0855706546934811
ACH-000765,-1.3805305107513468
ACH-000766,-1.164125746131164
ACH-000767,-1.561105006649932
ACH-000768,-1.2032763125233517
ACH-000769,-1.1326508980271306
ACH-000770,-1.2584973166747473
ACH-000771,-0.9716791793557767
ACH-000773,-1.1693169885986372
ACH-000776,-1.216464145147964
ACH-000777,-1.3655927901258662
ACH-000778,-1.3999058435737837
ACH-000781,-1.2010405056590423
ACH-000782,-1.2853621693226225
ACH-000783,-1.4643559197987932
ACH-000784,-1.2579475783906575
ACH-000785,-1.283804691858767
ACH-000787,-1.1972683852347723
ACH-000788,-1.3111795579170846
ACH-000791,-1.2196983521174434
ACH-000792,-1.2094478068702794
ACH-000794,-1.1249540746291813
ACH-000796,-1.1321405771889252
ACH-000798,-1.1828282400206784
ACH-000799,-1.1898696523050605
ACH-000800,-0.9422522342257528
ACH-000802,-1.4118138240186993
ACH-000804,-1.1514313650428445
ACH-000805,-1.2191310294425577
ACH-000809,-1.2579432018427208
ACH-000810,-1.2228933997198799
ACH-000811,-1.2110457520601896
ACH-000817,-1.1433931324700626
ACH-000819,-1.1204765031008628
ACH-000820,-1.482040068729896
ACH-000821,-1.2857552660534706
ACH-000822,-1.4198362591976081
ACH-000823,-1.2067573343946283
ACH-000824,-1.2614603026010982
ACH-000827,-1.157243249958418
ACH-000829,-0.9902162339283276
ACH-000831,-1.2413482587864109
ACH-000832,-1.0033009438484743
ACH-000833,-1.0790118136317477
ACH-000834,-1.0254625066873195
ACH-000835,-1.3357526702957818
ACH-000836,-1.2474441442003938
ACH-000837,-1.1031720635560476
ACH-000838,-1.2310658430580212
ACH-000839,-1.0344853402003855
ACH-000840,-1.1211394084974258
ACH-000841,-1.09117367158374
ACH-000843,-1.11672962630314
ACH-000846,-1.1154185659019198
ACH-000847,-1.1221267777184023
ACH-000848,-1.2692293218479678
ACH-000849,-1.3537311115901003
ACH-000851,-1.2185746994000872
ACH-000855,-1.1459701903689878
ACH-000856,-1.0572537460425435
ACH-000858,-1.086584559176771
ACH-000859,-1.197347467502759
ACH-000861,-1.0959399905625695
ACH-000862,-1.1416708001426783
ACH-000865,-1.0965980865924705
ACH-000866,-1.4905761744074406
ACH-000867,-1.193295583063573
ACH-000869,-1.524743195605269
ACH-000872,-1.148718849205076
ACH-000873,-1.1707483000252126
ACH-000876,-1.2980038249863084
ACH-000878,-1.273185908828956
ACH-000880,-1.0007444862120365
ACH-000881,-1.165287459822811
ACH-000882,-1.2477874233806692
ACH-000884,-1.2248450383696186
ACH-000885,-1.352908029569864
ACH-000887,-1.188103492366101
ACH-000889,-1.2841461219768544
ACH-000896,-1.197255593529526
ACH-000898,-1.1432023455565985
ACH-000900,-1.2037501765740704
ACH-000901,-1.1685482138289385
ACH-000905,-1.189121928192704
ACH-000906,-1.31456790800222
ACH-000907,-1.248115957125715
ACH-000910,-1.3239322413819772
ACH-000911,-1.2938138847985523
ACH-000912,-1.1265710036594898
ACH-000913,-1.3913589273946865
ACH-000915,-1.009381045002819
ACH-000916,-1.067602762260913
ACH-000917,-1.2171840035512749
ACH-000920,-1.0654515293556197
ACH-000921,-1.1811827418080572
ACH-000924,-1.0155358106969927
ACH-000926,-1.40914444447485
ACH-000928,-1.1840832220468158
ACH-000929,-1.2669801350889345
ACH-000932,-1.1820092495763304
ACH-000935,-1.1673484148004147
ACH-000936,-1.2787156819832175
ACH-000937,-1.2876050241985693
ACH-000938,-1.1740939241001551
ACH-000939,-1.1371312578563657
ACH-000941,-1.164035477126819
ACH-000943,-1.2225917962201132
ACH-000946,-1.0926630184249064
ACH-000947,-1.2510069450762191
ACH-000948,-1.091686081642512
ACH-000950,-1.3403317196358435
ACH-000953,-1.1293569677933657
ACH-000954,-1.0415435817305327
ACH-000957,-1.056183584311838
ACH-000958,-1.288104095542228
ACH-000960,-1.3142742458434156
ACH-000963,-1.1100322956237545
ACH-000968,-1.2613972621712648
ACH-000969,-1.2082812535206044
ACH-000972,-1.2388010871431765
ACH-000973,-1.2775988933781846
ACH-000974,-1.2132933323626924
ACH-000978,-1.2560026057923928
ACH-000984,-1.2275996727266851
ACH-000986,-1.0926781981184628
ACH-000988,-1.0882700628171005
ACH-000993,-1.025447972711484
ACH-000994,-1.2818148467950916
ACH-000996,-1.0888602752989938
ACH-001001,-1.2580108998026296
ACH-001020,-1.101321219417564
ACH-001028,-1.1672526102746217
ACH-001031,-1.2683170035393605
ACH-001038,-1.272124540252353
ACH-001048,-1.2585456972315965
ACH-001050,-1.3213861288791706
ACH-001053,-0.9942279369617932
ACH-001054,-1.2745151988021708
ACH-001061,-1.2301820480930905
ACH-001067,-1.34214911639035
ACH-001075,-1.1248557378158661
ACH-001096,-1.3729447794745908
ACH-001111,-1.467740978703681
ACH-001119,-1.1382026045964055
ACH-001128,-1.3274663781243594
ACH-001134,-1.2328269462965369
ACH-001151,-1.2107982515025442
ACH-001163,-1.1889589404308358
ACH-001164,-1.1084794944716916
ACH-001183,-1.1859182597978704
ACH-001192,-1.3366223452509651
ACH-001193,-1.157083145300342
ACH-001196,-1.2352364770283957
ACH-001197,-1.2201400906496311
ACH-001205,-1.3094082065429908
ACH-001211,-1.231564404476915
ACH-001212,-1.2186774329519665
ACH-001228,-1.0679945268003488
ACH-001232,-1.2868077956927455
ACH-001239,-1.0922138683606482
ACH-001270,-1.3973341311894705
ACH-001274,-1.2323754128633706
ACH-001275,-1.118582431957734
ACH-001277,-1.2694551973331367
ACH-001278,-1.1385127452638208
ACH-001280,-1.0506717150863607
ACH-001283,-1.059257649359926
ACH-001289,-0.9933661704085842
ACH-001300,-1.3649306447807792
ACH-001301,-1.1919437365308527
ACH-001302,-1.2379275412301265
ACH-001306,-1.3313043197879828
ACH-001318,-1.3529592381510505
ACH-001322,-1.229358290614163
ACH-001328,-1.1215330460557071
ACH-001332,-1.0759493441964896
ACH-001336,-1.019938415202672
ACH-001346,-1.1309874671928508
ACH-001353,-1.2956659474541703
ACH-001354,-0.9304616276472729
ACH-001367,-1.261538259605961
ACH-001368,-1.2173109418694936
ACH-001374,-1.3232511041371164
ACH-001377,-1.1295862325024852
ACH-001380,-1.0774298093575034
ACH-001391,-1.2185965651565531
ACH-001408,-1.0186835767761122
ACH-001430,-1.1913170515538485
ACH-001431,-1.5323649884532151
ACH-001450,-1.1052748512963948
ACH-001496,-1.3013143388145114
ACH-001500,-1.2674010307170986
ACH-001523,-1.0331502184434662
ACH-001532,-1.1457317531954123
ACH-001550,-1.3382783641272136
ACH-001552,-1.067519037853669
ACH-001554,-1.2103751410923411
ACH-001654,-1.1354770662636962
ACH-001735,-1.3206616647707283
ACH-001736,-1.291492060201463
ACH-001737,-1.3300302762234455
ACH-001740,-1.0316719758304052
ACH-001745,-1.106146798402393
ACH-001765,-1.0034330464861887
