,KARS (3735)
ACH-000004,-1.6680557018089741
ACH-000005,-1.1197580833987342
ACH-000007,-1.1142672325469356
ACH-000009,-1.075337835664917
ACH-000011,-1.1241272890477418
ACH-000012,-1.3479796741976746
ACH-000013,-1.2319961454792854
ACH-000014,-1.2803209795294372
ACH-000015,-1.1541754924877872
ACH-000017,-1.3452757699633409
ACH-000018,-1.1275685477494424
ACH-000019,-1.3136663360078709
ACH-000021,-1.322231655422983
ACH-000022,-1.1936332004471164
ACH-000025,-1.4221422789638838
ACH-000028,-0.977636659078471
ACH-000030,-1.2040007951656906
ACH-000035,-1.158126409645332
ACH-000036,-1.096786438987955
ACH-000037,-0.8479306786289976
ACH-000039,-1.272387287894522
ACH-000040,-1.1578471994708623
ACH-000041,-1.3487147586540429
ACH-000042,-1.3775410732011266
ACH-000045,-1.0348234981015365
ACH-000047,-1.4535990318473928
ACH-000052,-1.3583250683512351
ACH-000053,-1.3545025702113165
ACH-000054,-1.124785198132929
ACH-000055,-0.9433210637828594
ACH-000060,-1.1893390042676009
ACH-000067,-1.0037135697143815
ACH-000070,-1.1831575327549837
ACH-000075,-1.2347160895553106
ACH-000078,-1.2098550812479758
ACH-000082,-1.3286485403320265
ACH-000085,-1.2431335786443465
ACH-000086,-1.428023504855899
ACH-000087,-1.0934846794866009
ACH-000092,-1.1074007211334966
ACH-000095,-1.2896684236187037
ACH-000097,-1.2919957633072392
ACH-000098,-1.30144899108685
ACH-000099,-1.1393339575569656
ACH-000108,-1.1430560680591693
ACH-000113,-1.0030127907165276
ACH-000116,-1.1416157677106966
ACH-000118,-1.107836227189582
ACH-000120,-1.2366482976052229
ACH-000123,-1.070082214692455
ACH-000127,-1.2627859554852028
ACH-000128,-1.1612698347242183
ACH-000132,-1.3192638496523723
ACH-000133,-1.16862404648233
ACH-000137,-1.371788538619132
ACH-000138,-1.17165084631366
ACH-000142,-1.0872968639209664
ACH-000143,-1.406220234397089
ACH-000146,-1.3236632570986313
ACH-000148,-1.433572728441137
ACH-000150,-1.1777795840612455
ACH-000152,-1.2667489488195576
ACH-000153,-1.6564884914674074
ACH-000159,-1.2069265326358525
ACH-000160,-1.3556070696933027
ACH-000163,-1.0789807773577371
ACH-000167,-1.9040509943846395
ACH-000168,-1.278027359871355
ACH-000169,-1.3116940826944856
ACH-000178,-1.0757376120605506
ACH-000183,-1.2980838535138657
ACH-000188,-1.0636262947244632
ACH-000189,-1.0986264200208065
ACH-000190,-1.5555087866636044
ACH-000198,-1.2030940798470393
ACH-000203,-1.1533208563897497
ACH-000204,-1.1458976803681633
ACH-000206,-1.1259779095495943
ACH-000207,-1.221806269889682
ACH-000208,-1.0765273988618511
ACH-000210,-1.3750253867536972
ACH-000211,-1.2398459323738205
ACH-000215,-1.24140004181818
ACH-000221,-1.3159137245893968
ACH-000222,-1.353994438615474
ACH-000223,-1.0176353947925487
ACH-000226,-1.242332227490821
ACH-000227,-1.0514682329733342
ACH-000228,-1.279073419454096
ACH-000231,-1.1754925173947381
ACH-000232,-1.2751961329346675
ACH-000233,-1.0779053025265128
ACH-000234,-1.239902908521343
ACH-000235,-1.2279484405413434
ACH-000237,-1.2943216739115124
ACH-000238,-1.2794124008986296
ACH-000242,-1.1067977823255135
ACH-000243,-1.1266963931541187
ACH-000244,-1.0046988554225562
ACH-000246,-1.1741045374332568
ACH-000248,-1.2871126521669254
ACH-000250,-1.1473257750724486
ACH-000251,-1.2391364493482682
ACH-000252,-1.2073920176549224
ACH-000253,-1.4463620350933932
ACH-000255,-1.148242284649838
ACH-000256,-1.233654018031215
ACH-000257,-1.3819866986799765
ACH-000258,-0.8039308042239202
ACH-000259,-1.1657919133172991
ACH-000260,-1.1745648554644454
ACH-000261,-1.1715593414302066
ACH-000262,-1.358427387801517
